,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
0,1,1,Corey Pavin,78,22.88,73,319,+0.219
1,2,2,Pete Jordan,78,20.49,76,371,+0.263
2,3,3,Brian Watts,58,19.92,49,246,+0.163
3,4,4,José María Olazábal,71,19.62,51,260,+0.020
4,5,5,Richard Zokol,53,19.33,46,238,+0.217
5,6,6,Michael Muehr,73,19.0,53,279,+0.245
6,7,7,Mike Hulbert,55,18.78,43,229,+0.070
7,8,8,José Coceres,51,15.53,32,206,+0.250
8,9,9,Joey Sindelar,104,14.98,74,494,-0.054
9,10,10,Craig Stadler,72,14.81,36,243,+0.222
10,11,11,Esteban Toledo,106,14.71,60,408,+0.367
11,12,12,Jim Carter,98,14.25,55,386,+0.055
12,13,13,Skip Kendall,103,13.82,63,456,+0.016
13,14,14,Scott Simpson,61,13.79,40,290,+0.275
14,15,15,Matt Peterson,80,13.78,58,421,+0.207
15,16,16,Lee Porter,91,13.72,59,430,+0.068
16,17,17,J.P. Hayes,78,13.66,44,322,+0.114
17,18,18,Paul Claxton,83,13.58,58,427,+0.155
18,19,19,Scott Verplank,93,13.54,47,347,+0.234
19,20,20,Brian Gay,117,13.2,68,515,-0.029
20,21,21,Bernhard Langer,55,13.07,23,176,+0.217
21,22,22,Steve Pate,64,13.04,33,253,-0.182
22,23,23,Jay Williamson,91,13.02,59,453,+0.169
23,24,24,Brad Lardon,59,12.96,35,270,+0.114
24,25,25,Hal Sutton,74,12.81,36,281,-0.028
25,26,26,Greg Chalmers,94,12.78,51,399,+0.137
26,27,27,Loren Roberts,93,12.72,57,448,E
27,28,28,Matt Gogel,79,12.5,41,328,+0.366
28,29,29,Heath Slocum,96,12.44,49,394,+0.020
29,T30,T30,John Cook,85,12.37,37,299,E
30,T30,T30,Kirk Triplett,84,12.37,37,299,-0.027
31,32,32,Jesper Parnevik,85,12.29,29,236,+0.586
32,33,33,Jerry Smith,91,12.26,52,424,+0.365
33,34,34,Michael Allen,76,12.23,40,327,+0.250
34,35,35,Pat Bates,94,12.08,54,447,+0.074
35,36,36,Brad Faxon,93,11.97,42,351,+0.095
36,37,37,Fulton Allem,64,11.95,35,293,+0.057
37,38,38,Olin Browne,107,11.91,61,512,+0.098
38,T39,T39,Joe Durant,87,11.7,40,342,-0.200
39,T39,T39,Franklin Langham,72,11.7,42,359,+0.238
40,T41,T41,Michael Clark II,97,11.58,52,449,+0.096
41,T41,T41,Billy Mayfair,99,11.58,44,380,+0.227
42,43,43,David Frost,90,11.54,48,416,+0.063
43,44,44,Matt Kuchar,82,11.49,40,348,+0.025
44,45,45,Mark O'Meara,68,11.42,25,219,+0.200
45,46,46,Brandel Chamblee,85,11.36,45,396,+0.178
46,47,47,Nick Price,69,11.35,32,282,+0.156
47,48,48,Carlos Franco,107,11.19,61,545,+0.180
48,49,49,Kaname Yokoo,74,11.18,35,313,+0.229
