,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
66,T67,6,Tom Pernice Jr.,101,384,Mercedes Championships,3,17,656
67,T67,T67,Spike McRoy,69,384,AT&T Pebble Beach National Pro-Am,1,13,5
68,T67,T67,Gary Nicklaus,66,384,Sony Open in Hawaii,4,1,6
69,T67,T67,Cameron Beckman,87,384,Mercedes Championships,3,17,656
70,71,71,Harrison Frazar,88,381,Phoenix Open,3,8,510
71,T72,3,Joe Durant,87,380,Mercedes Championships,4,17,656
72,T72,T72,Notah Begay III,76,380,Phoenix Open,2,11,510
73,T72,T72,Ryan Palmer,2,380,Valero Texas Open,1,16,625
74,T75,11,Scott Hoch,71,379,Mercedes Championships,4,17,656
75,T75,22,Craig Perks,91,379,Invensys Classic at Las Vegas,2,12,538
76,T77,3,Joe Durant,87,378,Mercedes Championships,4,18,656
77,T77,T77,Brett Quigley,93,378,Greater Greensboro Chrysler Classic,4,18,13
78,T77,1,Tiger Woods,69,378,Mercedes Championships,4,17,656
79,T77,T19,Frank Lickliter II,94,378,Mercedes Championships,3,17,656
80,T81,T51,Robert Damron,85,377,Mercedes Championships,3,17,656
81,T81,T81,Dan Dupuis,2,377,Air Canada Championship,1,18,630
82,T83,T83,Mathew Goggin,64,376,Kemper Insurance Open,3,13,512
83,T83,T83,Paul Gow,99,376,Phoenix Open,1,11,510
84,T85,T35,Kenny Perry,98,375,Mercedes Championships,3,17,656
85,T85,T67,Spike McRoy,69,375,Valero Texas Open,4,11,625
86,T85,1,Tiger Woods,69,375,Mercedes Championships,4,18,656
87,T85,T17,Scott McCarron,106,375,Buick Challenge,3,9,535
88,T85,T85,Phil Tataurangi,88,375,Greater Greensboro Chrysler Classic,4,14,13
89,T85,T85,Craig Barlow,62,375,Invensys Classic at Las Vegas,2,9,670
90,T85,T85,Hank Kuehne,19,375,B.C. Open,3,6,37
91,T92,T17,Scott McCarron,106,374,Phoenix Open,3,11,510
92,T92,T92,David Morland IV,58,374,Invensys Classic at Las Vegas,2,9,670
93,T92,T85,Hank Kuehne,19,374,Valero Texas Open,4,11,625
94,T95,T24,John Cook,85,373,Mercedes Championships,3,17,656
95,T95,16,David Duval,78,373,MasterCard Colonial,1,11,21
96,T95,T95,Deane Pappas,90,373,Bell Canadian Open,1,14,685
97,T95,T95,John Senden,96,373,Greater Greensboro Chrysler Classic,4,14,13
98,T95,T95,Boo Weekley,57,373,Bell Canadian Open,1,14,685
99,T95,T95,Boo Weekley,57,373,Valero Texas Open,1,14,625
100,T95,T95,Lee Williamson,2,373,Air Canada Championship,1,14,630
101,T102,T102,Esteban Toledo,106,372,Canon Greater Hartford Open,4,13,503
102,T102,T83,Mathew Goggin,64,372,Bell Canadian Open,1,14,685
103,T102,T102,Brenden Pappas,62,372,Bell Canadian Open,1,14,685
104,T102,T102,Matt Kuchar,82,372,Valero Texas Open,1,16,625
105,T102,T55,Rich Beem,99,372,Valero Texas Open,1,14,625
106,T107,T107,Fred Funk,106,371,Valero Texas Open,1,16,625
107,T107,8,Davis Love III,92,371,Mercedes Championships,4,17,656
108,T107,T107,Vijay Singh,102,371,BellSouth Classic,3,10,638
109,T107,T17,Scott McCarron,106,371,BellSouth Classic,3,18,638
110,T107,T19,Frank Lickliter II,94,371,Valero Texas Open,1,16,625
111,T107,T85,Phil Tataurangi,88,371,BellSouth Classic,3,10,638
112,T113,T113,Sandy Lyle,25,370,Valero Texas Open,1,14,625
113,T113,T113,Rocco Mediate,79,370,Phoenix Open,3,11,510
114,T113,T113,Jon Mills,2,370,Bell Canadian Open,1,14,685
115,T116,T116,"Jim Gallagher, Jr.",45,369,Greater Greensboro Chrysler Classic,4,14,13
116,T116,11,Scott Hoch,71,369,Mercedes Championships,4,18,656
117,T116,T116,Jeff Maggert,83,369,Valero Texas Open,1,16,625
118,T116,T116,Scott Gump,23,369,Valero Texas Open,1,16,625
119,T116,3,Joe Durant,87,369,Mercedes Championships,3,17,656
120,T116,4,Mike Weir,94,369,Bell Canadian Open,1,14,685
121,T116,T19,Frank Lickliter II,94,369,Mercedes Championships,4,18,656
122,T116,T83,Mathew Goggin,64,369,Valero Texas Open,4,11,625
123,T116,T116,Greg Chalmers,94,369,Invensys Classic at Las Vegas,2,9,670
124,T116,28,Sergio Garcia,79,369,Mercedes Championships,4,18,656
125,T116,T83,Paul Gow,99,369,Bell Canadian Open,1,14,685
126,T116,T116,Jess Daley,76,369,Advil Western Open,1,18,526
127,T116,T116,Bill Keller,2,369,Reno-Tahoe Open,2,15,660
128,T129,61,John Daly,62,368,The Honda Classic,1,18,637
129,T129,8,Davis Love III,92,368,Phoenix Open,3,11,510
130,T129,T129,Fred Wadsworth,38,368,The Honda Classic,1,18,637
131,T129,T129,Jim McGovern,46,368,Valero Texas Open,1,16,625
132,T129,T129,Steve Flesch,110,368,BellSouth Classic,3,10,638
133,T129,T129,Michael Clark II,97,368,Kemper Insurance Open,2,13,512
134,T129,T129,Tim Herron,102,368,Touchstone Energy Tucson Open,2,8,101
135,T129,T129,Hidemichi Tanaka,104,368,Reno-Tahoe Open,3,14,660
136,T129,T129,Charles Howell III,118,368,Valero Texas Open,1,16,625
137,T138,61,John Daly,62,367,Bell Canadian Open,3,16,685
138,T138,T42,Joel Edwards,101,367,Mercedes Championships,3,17,656
139,T138,T138,Andrew Magee,91,367,Kemper Insurance Open,4,8,512
140,T138,T138,Franklin Langham,72,367,Bell Canadian Open,1,14,685
141,T138,T138,Ian Leggatt,97,367,Bell Canadian Open,2,16,685
142,T138,T138,Steve Scott,10,367,AT&T Pebble Beach National Pro-Am,1,3,5
143,T138,71,Harrison Frazar,88,367,Phoenix Open,3,11,510
144,T145,T145,Andy Bean,12,366,The Honda Classic,2,18,637
145,T145,T145,Mark O'Meara,68,366,MasterCard Colonial,1,18,21
146,T145,T145,Mike Heinen,49,366,B.C. Open,4,11,37
147,T145,T55,Bo Van Pelt,78,366,Invensys Classic at Las Vegas,3,9,670
148,T145,T145,Jay Kragh,2,366,The Honda Classic,2,18,637
149,T150,T129,Hidemichi Tanaka,104,365,The Honda Classic,1,18,637
150,T150,T150,Rory Sabbatini,69,365,Valero Texas Open,4,11,625
151,T152,61,John Daly,62,364,Bell Canadian Open,4,16,685
152,T152,T152,Neal Lancaster,101,364,Shell Houston Open,1,18,20
153,T152,12,Steve Stricker,68,364,PGA Championship,1,2,690
154,T152,T152,Tripp Isenhour,68,364,Air Canada Championship,4,17,630
155,T152,T138,Ian Leggatt,97,364,MasterCard Colonial,1,11,21
156,T152,T152,Casey Martin,6,364,Valero Texas Open,1,16,625
157,T152,T152,Iain Steel,4,364,Bell Canadian Open,1,14,685
158,T152,T152,Kenneth Staton,104,364,Valero Texas Open,1,16,625
159,T152,34,K.J. Choi,93,364,Greater Greensboro Chrysler Classic,4,14,13
160,T152,T152,Pat Perez,89,364,Reno-Tahoe Open,1,14,660
161,T162,T19,Mark Calcavecchia,84,363,Air Canada Championship,2,17,630
162,T162,61,John Daly,62,363,Bell Canadian Open,2,11,685
163,T162,8,Davis Love III,92,363,BellSouth Classic,2,18,638
164,T162,T162,Dennis Paulson,89,363,BellSouth Classic,3,18,638
165,T162,T162,Mike Standly,29,363,Bell Canadian Open,3,16,685
166,T162,T162,Brandt Jobe,94,363,Valero Texas Open,1,16,625
167,T162,T145,Mike Heinen,49,363,Valero Texas Open,1,16,625
168,T162,T67,Gary Nicklaus,66,363,The Honda Classic,1,18,637
169,T162,1,Tiger Woods,69,363,Buick Open,3,16,35
170,T162,T62,Bob Heintz,68,363,Bell Canadian Open,1,14,685
171,T162,T138,Ian Leggatt,97,363,Bell Canadian Open,3,16,685
172,T162,T162,Tom Scherrer,98,363,Air Canada Championship,2,12,630
173,T162,T162,Bradley Hughes,60,363,Valero Texas Open,1,16,625
174,T162,T129,Tim Herron,102,363,Valero Texas Open,1,16,625
175,T162,T162,Carlos Franco,107,363,Air Canada Championship,1,12,630
176,T162,T162,Edward Fryatt,94,363,The Honda Classic,1,18,637
177,T162,T129,Hidemichi Tanaka,104,363,Reno-Tahoe Open,1,14,660
178,T162,T162,Rod Pampling,98,363,Bell Canadian Open,1,14,685
179,T162,T162,Tim Clark,76,363,Air Canada Championship,4,17,630
180,T162,T85,Hank Kuehne,19,363,Valero Texas Open,2,14,625
181,T162,T150,Rory Sabbatini,69,363,Valero Texas Open,1,16,625
182,T162,T152,Pat Perez,89,363,Valero Texas Open,1,16,625
183,T184,T184,Fulton Allem,64,362,The Honda Classic,2,18,637
184,T184,T184,Fred Couples,64,362,Memorial Tournament,1,11,23
185,T184,T184,Eduardo Herrera,59,362,The Honda Classic,2,18,637
186,T184,T184,Bob Burns,99,362,Reno-Tahoe Open,1,14,660
187,T184,T184,Mike Grob,2,362,Bell Canadian Open,1,14,685
188,T184,16,David Duval,78,362,Mercedes Championships,4,18,656
189,T184,T92,David Morland IV,58,362,Air Canada Championship,1,12,630
190,T184,T162,Rod Pampling,98,362,Reno-Tahoe Open,3,14,660
191,T184,T129,Charles Howell III,118,362,John Deere Classic,2,14,669
192,T184,T184,James Driscoll,21,362,Bell Canadian Open,1,14,685
193,T184,T184,Stephen Gangluff,75,362,Bell Canadian Open,1,14,685
194,T184,T95,Boo Weekley,57,362,Reno-Tahoe Open,1,17,660
195,T196,T42,Bob Estes,93,361,Mercedes Championships,4,17,656
196,T196,T42,Bob Estes,93,361,Invensys Classic at Las Vegas,3,9,670
197,T196,T196,Len Mattiace,106,361,MasterCard Colonial,1,11,21
198,T196,T9,Chris DiMarco,111,361,Mercedes Championships,3,17,656
199,T196,T107,Vijay Singh,102,361,Bell Canadian Open,2,16,685
