,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,1,Pete Jordan,78,33.8,48,142,+0.17
1,2,2,John Cook,85,32.39,46,142,+0.04
2,3,3,José Coceres,51,30.77,24,78,-0.13
3,4,4,Corey Pavin,78,29.69,38,128,-0.05
4,5,5,Scott Simpson,61,27.97,33,118,+0.03
5,6,6,Greg Kraft,86,27.22,43,158,+0.12
6,7,7,Lee Porter,91,27.11,45,166,-0.09
7,8,8,Tom Byrum,77,26.87,36,134,-0.08
8,9,9,Loren Roberts,93,26.22,43,164,-0.02
9,10,10,Brad Faxon,93,25.37,34,134,-0.12
10,11,11,Mark Brooks,97,24.68,39,158,-0.15
11,12,12,Matt Kuchar,82,24.29,34,140,+0.06
12,13,13,David Frost,90,24.1,40,166,+0.10
13,T14,T14,Olin Browne,107,23.68,45,190,+0.07
14,T14,T14,Bernhard Langer,55,23.68,18,76,+0.11
15,16,16,Fulton Allem,64,23.53,28,119,E
16,17,17,Richard Zokol,53,23.47,23,98,+0.13
17,18,18,Glen Day,107,23.44,45,192,+0.02
18,19,19,José María Olazábal,71,22.92,22,96,+0.18
19,20,20,Brian Gay,117,22.6,47,208,-0.04
20,21,21,Heath Slocum,96,21.88,35,160,-0.03
21,22,22,Pat Bates,94,21.59,38,176,+0.03
22,23,23,Michael Muehr,73,21.21,28,132,-0.04
23,24,24,Kirk Triplett,84,21.09,27,128,+0.04
24,25,25,Scott Verplank,93,21.05,32,152,-0.16
25,26,26,Jay Don Blake,107,20.31,39,192,-0.13
26,27,27,Paul Goydos,66,20.0,24,120,+0.08
27,28,28,Blaine McCallister,75,19.7,26,132,E
28,29,29,Jim Furyk,88,19.57,27,138,-0.22
29,30,30,Matt Peterson,80,19.48,30,154,+0.30
30,T31,T31,Brandel Chamblee,85,19.38,31,160,-0.13
31,T31,T31,Paul Claxton,83,19.38,31,160,+0.03
32,33,33,Gary Nicklaus,66,19.05,24,126,+0.04
33,34,34,Jeff Maggert,83,18.84,26,138,E
34,35,35,Billy Mayfair,99,18.83,29,154,+0.07
35,36,36,Bob Burns,99,18.82,35,186,+0.06
36,37,37,Mike Hulbert,55,18.75,18,96,+0.56
37,38,38,Joel Edwards,101,18.28,34,186,-0.15
38,39,39,Mike Sposa,111,17.62,37,210,+0.11
39,40,40,Chris Riley,104,17.61,31,176,+0.03
40,41,41,Fred Funk,106,17.33,35,202,-0.09
41,42,42,Bart Bryant,69,16.94,21,124,+0.14
42,43,43,Frank Nobilo,94,16.85,30,178,+0.20
43,44,44,Dan Forsman,83,16.67,25,150,+0.12
44,45,45,Joe Durant,87,16.2,23,142,-0.17
45,46,46,Esteban Toledo,106,16.13,30,186,E
46,T47,T47,Mark O'Meara,68,15.96,15,94,E
47,T47,T47,Joe Ogilvie,50,15.96,15,94,-0.20
48,49,49,Glen Hnatiuk,95,15.76,29,184,-0.03
49,50,50,Brad Lardon,59,15.69,16,102,E
50,51,51,Matt Gogel,79,15.63,20,128,-0.45
51,52,52,Scott Hoch,71,15.52,18,116,-0.11
52,53,53,Jay Haas,83,15.28,22,144,+0.05
53,54,54,Bryce Molder,65,15.25,18,118,-0.06
54,55,55,Bob May,91,15.2,26,171,-0.08
55,56,56,Cameron Beckman,87,15.13,23,152,-0.22
56,57,57,Luke Donald,106,15.1,29,192,-0.03
57,58,58,Jerry Kelly,99,15.06,25,166,+0.08
58,59,59,Skip Kendall,103,15.05,28,186,-0.11
59,60,60,Dicky Pride,51,14.89,14,94,+0.07
60,61,61,Jeff Sluman,118,14.8,29,196,+0.03
61,62,62,Tom Scherrer,98,14.77,26,176,-0.04
62,T63,T63,Miguel Angel Jiménez,60,14.58,14,96,-0.21
63,T63,T63,Kevin Sutherland,96,14.58,21,144,+0.14
64,T65,T65,Nick Price,69,14.42,15,104,+0.20
65,T65,T65,Brian Watts,58,14.42,15,104,-0.13
66,67,67,John Rollins,124,14.41,32,222,+0.09
67,68,68,David Morland IV,58,14.15,15,106,+0.13
68,69,69,Jay Williamson,91,14.12,24,170,-0.13
69,70,70,J.P. Hayes,78,13.77,19,138,+0.32
70,71,71,Donnie Hammond,60,13.73,14,102,-0.14
71,72,72,Brian Henninger,66,13.71,17,124,+0.06
72,73,73,Jess Daley,76,13.57,19,140,-0.05
73,T74,T74,Jim Carter,98,13.41,22,164,-0.27
74,T74,T74,Jerry Smith,91,13.41,22,164,-0.05
75,76,76,Rocco Mediate,79,13.39,15,112,-0.20
76,77,77,Paul Gow,99,13.33,24,180,+0.13
77,78,78,Craig Parry,69,13.11,16,122,+0.06
78,79,79,David Toms,106,12.94,22,170,-0.36
79,80,80,Franklin Langham,72,12.9,16,124,+0.06
80,T81,T81,Retief Goosen,56,12.5,10,80,-0.20
81,T81,T81,Dudley Hart,88,12.5,18,144,-0.33
82,T81,T81,Bradley Hughes,60,12.5,14,112,-0.14
83,84,84,Chris DiMarco,111,12.35,21,170,-0.19
84,85,85,Spike McRoy,69,12.28,14,114,+0.21
85,T86,T86,Justin Leonard,97,12.0,18,150,+0.06
86,T86,T86,Tiger Woods,69,12.0,12,100,E
87,T88,T88,Scott Dunlap,74,11.94,16,134,-0.13
88,T88,T88,Kaname Yokoo,74,11.94,16,134,-0.13
89,90,90,Jeff Gove,89,11.9,20,168,+0.10
90,T91,T91,Steve Elkington,82,11.76,16,136,+0.25
91,T91,T91,John Huston,99,11.76,20,170,-0.15
92,93,93,Tim Clark,76,11.72,15,128,+0.20
93,94,94,Mike Weir,94,11.64,17,146,-0.06
94,T95,T95,Woody Austin,102,11.54,21,182,+0.05
95,T95,T95,Jesper Parnevik,85,11.54,15,130,+0.13
96,97,97,Chad Campbell,111,11.5,23,200,-0.09
97,98,98,Shaun Micheel,100,11.41,21,184,-0.38
98,99,99,Steve Jones,71,11.21,13,116,+0.23
99,100,100,Michael Long,71,11.19,15,134,+0.07
100,T101,T101,Greg Chalmers,94,11.18,19,170,+0.16
101,T101,T101,Pat Perez,89,11.18,17,152,-0.12
102,T103,T103,Notah Begay III,76,10.71,15,140,E
103,T103,T103,Tom Lehman,78,10.71,12,112,+0.08
104,105,105,Robert Damron,85,10.63,17,160,-0.06
105,106,106,Stewart Cink,92,10.56,15,142,-0.07
106,107,107,Jeff Brehaut,87,10.49,17,162,-0.12
107,108,108,Peter Jacobsen,67,10.48,13,124,+0.23
108,109,109,Scott McCarron,106,10.39,16,154,+0.31
109,110,110,Billy Andrade,100,10.24,17,166,E
110,111,111,David Gossett,95,10.23,18,176,-0.17
111,112,112,Kent Jones,105,10.22,19,186,-0.05
112,T113,T113,Michael Allen,76,10.14,14,138,+0.36
113,T113,T113,"David Berganio, Jr.",80,10.14,15,148,-0.13
114,115,115,Kenny Perry,98,10.12,17,168,+0.18
115,T116,T116,Edward Fryatt,94,10.0,17,170,-0.06
116,T116,T116,Neal Lancaster,101,10.0,18,180,E
117,118,118,Fred Couples,64,9.8,10,102,-0.20
118,119,119,Grant Waite,98,9.78,18,184,+0.39
119,T120,T120,Per-Ulrik Johansson,87,9.76,16,164,E
120,T120,T120,Deane Pappas,90,9.76,16,164,E
121,122,122,Robin Freeman,79,9.72,14,144,+0.36
122,123,123,Hal Sutton,74,9.68,12,124,+0.50
123,124,124,John Riegger,88,9.62,15,156,+0.07
124,125,125,K.J. Choi,93,9.49,15,158,-0.13
125,T126,T126,Steve Flesch,110,9.44,17,180,E
126,T126,T126,Len Mattiace,106,9.44,17,180,-0.06
127,128,128,Paul Azinger,69,9.43,10,106,-0.30
128,129,129,Brent Geiberger,95,9.41,16,170,+0.25
129,130,130,Tom Pernice Jr.,101,9.3,16,172,+0.13
130,131,131,Hidemichi Tanaka,104,9.24,17,184,E
131,132,132,Bob Heintz,68,9.23,12,130,+0.17
132,T133,T133,Craig Perks,91,9.15,13,142,+0.31
133,T133,T133,Tim Petrovic,92,9.15,15,164,+0.20
134,T135,T135,Steve Pate,64,9.09,10,110,E
135,T135,T135,Garrett Willis,80,9.09,14,154,+0.57
136,137,137,Robert Gamez,69,9.02,11,122,+0.09
137,138,138,Bob Estes,93,8.9,13,146,-0.15
138,139,139,Brad Elder,76,8.82,12,136,E
139,140,140,Duffy Waldorf,90,8.75,14,160,-0.29
140,141,141,Bob Tway,103,8.72,15,172,E
141,142,142,Peter Lonard,93,8.64,14,162,+0.14
142,143,143,Andrew Magee,91,8.54,14,164,+0.29
143,144,144,Joey Sindelar,104,8.43,15,178,+0.20
144,145,145,Steve Lowery,98,8.23,13,158,+0.62
145,146,146,Jonathan Kaye,83,8.22,12,146,-0.17
146,147,147,Steve Stricker,68,8.16,8,98,E
147,T148,T148,Rod Pampling,98,8.05,14,174,-0.21
148,T148,T148,Brett Quigley,93,8.05,14,174,-0.07
149,150,150,Jason Hill,59,8.04,9,112,+0.33
150,151,151,Frank Lickliter II,94,7.89,12,152,-0.17
151,152,152,Robert Allenby,96,7.79,12,154,-0.08
152,153,153,Shigeki Maruyama,87,7.75,11,142,+0.36
153,154,154,Phil Tataurangi,88,7.69,12,156,-0.25
154,155,155,Brenden Pappas,62,7.63,9,118,E
155,156,156,David Duval,78,7.5,9,120,+0.11
156,157,157,Harrison Frazar,88,7.41,12,162,+0.50
157,T158,T158,Brandt Jobe,94,7.3,13,178,+0.23
158,T158,T158,Paul Stankowski,100,7.3,13,178,+0.31
159,160,160,Briny Baird,110,7.28,15,206,-0.13
160,161,161,Craig Stadler,72,7.27,8,110,E
161,162,162,Stephen Gangluff,75,7.25,10,138,+0.10
162,163,163,Steve Allan,93,7.06,12,170,+0.08
163,164,164,Russ Cochran,68,6.92,9,130,+0.11
164,165,165,Jonathan Byrd,96,6.82,12,176,+0.33
165,166,166,Ben Crane,91,6.71,11,164,+0.09
166,167,167,Tommy Tolles,64,6.67,8,120,+0.13
167,168,168,Stephen Ames,89,6.49,10,154,-0.10
168,169,169,Brian Bateman,94,6.47,11,170,E
169,170,170,Kenneth Staton,104,6.32,12,190,+0.08
170,T171,T171,Michael Clark II,97,6.25,11,176,+0.45
171,T171,T171,Rory Sabbatini,69,6.25,7,112,+0.29
172,173,173,Tripp Isenhour,68,6.15,8,130,+0.38
173,T174,T174,Carlos Franco,107,6.12,12,196,+0.42
174,T174,T174,David Peoples,105,6.12,12,196,E
175,176,176,Dennis Paulson,89,6.1,10,164,+0.20
176,177,177,Eduardo Herrera,59,6.03,7,116,+0.57
177,178,178,J.J. Henry,112,6.0,12,200,+0.17
178,179,179,Carl Paulson,84,5.7,9,158,+0.22
179,180,180,Bo Van Pelt,78,5.56,8,144,+0.25
180,181,181,Craig Barlow,62,5.45,6,110,+0.17
181,182,182,Ernie Els,68,5.43,5,92,+1.00
182,T183,T183,Stuart Appleby,97,5.33,8,150,E
183,T183,T183,Phil Mickelson,97,5.33,8,150,+0.13
184,185,185,Lee Janzen,101,5.06,8,158,-0.13
185,186,186,Brett Wetterich,89,4.94,8,162,-0.13
186,187,187,Geoff Ogilvy,90,4.88,8,164,-0.25
187,188,188,Rich Beem,99,4.55,8,176,+0.25
188,189,189,J.L. Lewis,98,4.49,8,178,-0.38
189,190,190,Sergio Garcia,79,4.46,5,112,-0.40
190,191,191,Vijay Singh,102,4.38,7,160,+0.29
191,192,192,Davis Love III,92,4.35,6,138,+0.33
192,193,193,Ian Leggatt,97,4.32,7,162,E
193,194,194,Charles Howell III,118,4.3,8,186,+0.25
194,195,195,Mark Calcavecchia,84,3.91,5,128,-0.40
195,196,196,Tommy Armour III,82,3.9,6,154,+0.67
196,197,197,Mathew Goggin,64,3.33,4,120,+0.50
197,198,198,John Daly,62,3.26,3,92,+1.00
198,199,199,John Senden,96,2.98,5,168,E
199,200,200,Chris Smith,103,2.94,5,170,-0.20
200,201,201,Tim Herron,102,2.87,5,174,-0.20
201,202,202,Boo Weekley,57,2.78,3,108,-0.33
