,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,1,1,Luke Donald,67,"2' 8""",120.75,46,42
1,2,2,Bernhard Langer,67,"2' 9""",174.417,63,41
2,T3,T3,Dan Forsman,52,"3' 0""",182.0,61,46
3,T3,T3,Sergio Garcia,73,"3' 0""",220.417,74,56
4,T3,T3,Justin Leonard,78,"3' 0""",249.333,83,64
5,T3,T3,Tiger Woods,76,"3' 0""",246.417,82,14
6,T7,T7,Jim Furyk,94,"3' 1""",299.58299999999997,97,3
7,T7,T7,Mathias Grönberg,60,"3' 1""",297.0,97,1
8,T7,T7,Bob Heintz,67,"3' 1""",269.41700000000003,88,96
9,T7,T7,Tom Lehman,69,"3' 1""",219.917,72,121
10,T7,T7,Phillip Price,77,"3' 1""",311.08299999999997,101,22
11,T7,T7,Vijay Singh,111,"3' 1""",401.25,130,2
12,T13,T13,Stuart Appleby,84,"3' 2""",268.08299999999997,84,58
13,T13,T13,Phil Mickelson,81,"3' 2""",206.583,65,9
14,15,15,Woody Austin,100,"3' 3""",521.5,159,119
15,T16,T16,Fred Couples,72,"3' 4""",206.583,62,168
16,T16,T16,Tim Herron,100,"3' 4""",452.667,135,20
17,T16,T16,Peter Lonard,85,"3' 4""",322.25,97,152
18,T16,T16,Kevin Stadler,96,"3' 4""",492.5,148,165
19,T16,T16,David Toms,87,"3' 4""",306.5,91,118
20,T21,T21,Chad Campbell,95,"3' 5""",318.33299999999997,93,144
21,T21,T21,Stewart Cink,98,"3' 5""",367.75,107,53
22,T21,T21,Padraig Harrington,50,"3' 5""",205.583,60,170
23,T21,T21,Bob Tway,87,"3' 5""",377.667,111,67
24,T21,T21,Duffy Waldorf,86,"3' 5""",432.5,128,148
25,T26,T26,Doug Barron,70,"3' 6""",368.417,106,52
26,T26,T26,Rich Beem,66,"3' 6""",247.417,71,189
27,T26,T26,K.J. Choi,78,"3' 6""",258.58299999999997,74,89
28,T26,T26,Glen Day,80,"3' 6""",457.667,131,45
29,T26,T26,Carlos Franco,78,"3' 6""",409.333,116,39
30,T26,T26,Retief Goosen,71,"3' 6""",249.333,71,131
31,T26,T26,Kent Jones,99,"3' 6""",446.833,127,138
32,T26,T26,Carl Pettersson,109,"3' 6""",457.083,131,25
33,T26,T26,Hideto Tanihara,50,"3' 6""",261.0,75,190
34,T26,T26,Scott Verplank,87,"3' 6""",355.0,102,111
35,T36,T36,Steve Allan,102,"3' 7""",479.25,135,117
36,T36,T36,Craig Barlow,81,"3' 7""",327.25,92,172
37,T36,T36,Brian Bateman,98,"3' 7""",512.5,144,176
38,T36,T36,Scott Gutschewski,86,"3' 7""",466.917,130,160
39,T36,T36,Jeff Hart,63,"3' 7""",392.0,109,49
40,T36,T36,J.P. Hayes,63,"3' 7""",310.83299999999997,86,55
41,T36,T36,Charles Howell III,95,"3' 7""",412.583,116,68
42,T36,T36,Pat Perez,89,"3' 7""",448.583,126,12
43,T36,T36,John Senden,101,"3' 7""",590.75,166,80
44,T36,T36,Darron Stiles,78,"3' 7""",397.583,110,30
45,T36,T36,Steve Stricker,62,"3' 7""",309.33299999999997,86,16
46,T36,T36,Kevin Sutherland,89,"3' 7""",431.583,120,6
47,T36,T36,Dean Wilson,86,"3' 7""",448.833,124,62
48,T49,T49,Jason Allred,75,"3' 8""",297.83299999999997,81,184
49,T49,T49,Tim Clark,92,"3' 8""",370.333,101,86
50,T49,T49,Bob Estes,92,"3' 8""",503.583,138,23
51,T49,T49,Scott Hend,75,"3' 8""",466.0,127,196
52,T49,T49,Richard Johnson,50,"3' 8""",225.0,61,21
53,T49,T49,Shigeki Maruyama,99,"3' 8""",431.0,118,29
54,T49,T49,Kevin Na,88,"3' 8""",586.0,161,13
55,T49,T49,Dennis Paulson,63,"3' 8""",281.25,76,191
56,T49,T49,Tom Pernice Jr.,111,"3' 8""",569.0,154,8
57,T49,T49,Brett Quigley,96,"3' 8""",534.0830000000001,147,28
58,T49,T49,Rob Rashell,65,"3' 8""",360.667,99,166
