,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
59,T49,T49,Justin Rose,99,"3' 8""",509.833,140,18
60,T61,T61,Stephen Ames,82,"3' 9""",393.833,106,35
61,T61,T61,D.J. Brigman,76,"3' 9""",368.917,99,193
62,T61,T61,Robert Damron,89,"3' 9""",472.417,125,93
63,T61,T61,Marco Dawson,82,"3' 9""",477.25,128,60
64,T61,T61,Brad Faxon,75,"3' 9""",370.667,98,97
65,T61,T61,Ryuji Imada,78,"3' 9""",396.833,106,32
66,T61,T61,Will MacKenzie,75,"3' 9""",382.083,102,140
67,T61,T61,José María Olazábal,55,"3' 9""",238.583,64,5
68,T61,T61,Rod Pampling,89,"3' 9""",489.333,130,134
69,T61,T61,Brenden Pappas,51,"3' 9""",302.16700000000003,81,197
70,T61,T61,Corey Pavin,77,"3' 9""",404.833,108,4
71,T61,T61,Chris Riley,67,"3' 9""",270.83299999999997,73,83
72,T61,T61,Joey Sindelar,104,"3' 9""",602.75,161,76
73,T61,T61,Vaughn Taylor,99,"3' 9""",550.5830000000001,146,98
74,T61,T61,D.J. Trahan,81,"3' 9""",461.667,124,168
75,T61,T61,Kirk Triplett,55,"3' 9""",285.5,76,50
76,T77,T77,Billy Andrade,83,"3' 10""",459.25,120,104
77,T77,T77,Chris DiMarco,83,"3' 10""",359.25,94,27
78,T77,T77,Harrison Frazar,105,"3' 10""",573.0830000000001,148,74
79,T77,T77,Jerry Kelly,101,"3' 10""",488.667,127,71
80,T77,T77,Skip Kendall,80,"3' 10""",473.083,124,119
81,T77,T77,Hank Kuehne,84,"3' 10""",510.167,133,182
82,T77,T77,Franklin Langham,91,"3' 10""",551.0830000000001,143,125
83,T77,T77,Scott McCarron,78,"3' 10""",270.75,70,161
84,T77,T77,Geoff Ogilvy,97,"3' 10""",440.0,114,92
85,T77,T77,Chris Smith,93,"3' 10""",549.1669999999999,143,201
86,T77,T77,Hidemichi Tanaka,106,"3' 10""",597.75,157,62
87,T77,T77,Omar Uresti,84,"3' 10""",464.25,122,47
88,T77,T77,Brett Wetterich,76,"3' 10""",374.167,97,156
89,T90,T90,Justin Bolli,65,"3' 11""",417.667,107,144
90,T90,T90,Mark Brooks,72,"3' 11""",354.833,90,79
91,T90,T90,Tom Byrum,83,"3' 11""",510.083,131,94
92,T90,T90,Alex Cejka,84,"3' 11""",408.833,104,142
93,T90,T90,José Coceres,56,"3' 11""",447.167,113,18
94,T90,T90,John Daly,78,"3' 11""",374.417,96,192
95,T90,T90,John Elliott,58,"3' 11""",392.333,100,199
96,T90,T90,Paul Gow,78,"3' 11""",461.833,117,75
97,T90,T90,J.J. Henry,102,"3' 11""",508.917,131,105
98,T90,T90,Neal Lancaster,95,"3' 11""",494.0,126,90
99,T90,T90,Jesper Parnevik,84,"3' 11""",533.8330000000001,137,57
100,T90,T90,Ted Purdy,122,"3' 11""",623.9169999999999,159,158
101,T90,T90,Adam Scott,72,"3' 11""",328.667,84,150
102,T90,T90,Charles Warren,89,"3' 11""",547.5830000000001,139,200
103,T90,T90,Nick Watney,91,"3' 11""",453.25,116,84
104,T90,T90,Mike Weir,71,"3' 11""",280.41700000000003,71,81
105,T90,T90,Charlie Wi,67,"3' 11""",407.917,104,36
106,T107,T107,Michael Allen,90,"4' 0""",575.0,144,147
107,T107,T107,Ben Crane,78,"4' 0""",427.75,108,43
108,T107,T107,James Driscoll,73,"4' 0""",384.583,96,65
109,T107,T107,Lucas Glover,88,"4' 0""",467.417,118,129
110,T107,T107,Lee Janzen,75,"4' 0""",350.667,88,101
111,T107,T107,Brandt Jobe,96,"4' 0""",551.6669999999999,137,124
112,T107,T107,Michael Long,72,"4' 0""",460.75,116,179
113,T107,T107,Arron Oberholser,65,"4' 0""",259.83299999999997,65,59
114,T107,T107,Ian Poulter,62,"4' 0""",180.583,45,180
115,T107,T107,Tag Ridings,93,"4' 0""",548.5,137,163
116,T107,T107,Rory Sabbatini,81,"4' 0""",346.417,87,108
117,T107,T107,Joey Snyder III,102,"4' 0""",507.667,128,182
118,T107,T107,Jay Williamson,53,"4' 0""",333.917,84,31
119,T107,T107,Mark Wilson,74,"4' 0""",363.083,91,36
120,T121,T121,Arjun Atwal,65,"4' 1""",323.58299999999997,79,162
121,T121,T121,Jeff Brehaut,71,"4' 1""",340.25,83,95
122,T121,T121,Mark Calcavecchia,92,"4' 1""",624.3330000000001,154,110
123,T121,T121,Matt Davidson,53,"4' 1""",315.66700000000003,77,155
124,T121,T121,Steve Flesch,90,"4' 1""",404.5,99,159
125,T121,T121,John Huston,90,"4' 1""",587.0,145,128
126,T121,T121,Zach Johnson,96,"4' 1""",491.083,120,109
127,T121,T121,Steve Jones,56,"4' 1""",394.167,96,143
128,T121,T121,Brendan Jones,81,"4' 1""",493.0,120,78
129,T121,T121,Len Mattiace,86,"4' 1""",460.833,112,106
130,T121,T121,Mark O'Meara,66,"4' 1""",351.75,86,33
131,T121,T121,Greg Owen,84,"4' 1""",446.333,110,101
132,T121,T121,Tim Petrovic,97,"4' 1""",481.583,119,87
133,T121,T121,D.A. Points,94,"4' 1""",579.9169999999999,142,100
134,T135,T135,Tommy Armour III,103,"4' 2""",657.3330000000001,158,113
135,T135,T135,Briny Baird,98,"4' 2""",484.583,116,135
136,T135,T135,Cameron Beckman,96,"4' 2""",662.9169999999999,160,122
137,T135,T135,Jason Bohn,91,"4' 2""",568.4169999999999,137,69
138,T135,T135,Bart Bryant,91,"4' 2""",480.083,116,123
139,T135,T135,Brian Davis,75,"4' 2""",519.9169999999999,124,17
140,T135,T135,Steve Elkington,67,"4' 2""",358.417,86,34
141,T135,T135,Todd Fischer,99,"4' 2""",596.0,142,82
142,T135,T135,Brent Geiberger,61,"4' 2""",390.583,94,164
143,T135,T135,Hunter Haas,83,"4' 2""",438.75,105,112
144,T135,T135,Todd Hamilton,94,"4' 2""",532.3330000000001,127,181
145,T135,T135,Dudley Hart,84,"4' 2""",560.0830000000001,134,10
146,T135,T135,Jonathan Kaye,77,"4' 2""",353.417,84,132
147,T135,T135,Matt Kuchar,60,"4' 2""",366.667,88,26
148,T135,T135,Davis Love III,80,"4' 2""",319.41700000000003,76,48
149,T135,T135,Patrick Sheehan,114,"4' 2""",657.25,158,130
150,T151,T151,Aaron Baddeley,84,"4' 3""",577.25,135,72
151,T151,T151,Jonathan Byrd,103,"4' 3""",625.5,147,99
152,T151,T151,Daniel Chopra,108,"4' 3""",723.1669999999999,169,23
153,T151,T151,Jay Haas,54,"4' 3""",349.583,83,116
154,T151,T151,Freddie Jacobson,72,"4' 3""",391.0,92,91
155,T151,T151,Stephen Leaney,89,"4' 3""",423.667,100,51
156,T151,T151,Jeff Maggert,79,"4' 3""",495.333,116,167
157,T151,T151,Ryan Palmer,101,"4' 3""",480.417,112,171
158,T159,T159,Mark Hensby,70,"4' 4""",301.66700000000003,70,198
159,T159,T159,Hunter Mahan,103,"4' 4""",631.9169999999999,147,194
160,T159,T159,Rocco Mediate,73,"4' 4""",497.833,115,38
161,T159,T159,Shaun Micheel,81,"4' 4""",439.833,102,157
162,T159,T159,Larry Mize,54,"4' 4""",357.5,82,72
163,T159,T159,John Rollins,97,"4' 4""",610.0,140,175
164,T159,T159,Jeff Sluman,94,"4' 4""",621.5830000000001,144,44
165,T159,T159,Bo Van Pelt,112,"4' 4""",659.25,151,114
166,T167,T167,Joe Durant,81,"4' 5""",462.417,105,115
167,T167,T167,Brian Gay,101,"4' 5""",703.75,159,15
168,T167,T167,Tom Gillis,77,"4' 5""",557.4169999999999,127,153
169,T167,T167,Bill Glasson,54,"4' 5""",365.667,83,151
170,T167,T167,Glen Hnatiuk,59,"4' 5""",346.583,79,173
171,T167,T167,J.L. Lewis,98,"4' 5""",648.1669999999999,148,87
172,T167,T167,Craig Perks,67,"4' 5""",461.25,105,202
173,T167,T167,Heath Slocum,103,"4' 5""",627.4169999999999,143,40
174,T175,T175,Paul Azinger,66,"4' 6""",467.667,104,140
175,T175,T175,Jim Carter,62,"4' 6""",491.417,110,135
176,T175,T175,Fred Funk,102,"4' 6""",468.083,104,11
177,T175,T175,Robert Gamez,91,"4' 6""",635.25,140,127
178,T175,T175,Mario Tiziani,67,"4' 6""",348.833,78,85
179,T175,T175,Tjaart van der Walt,56,"4' 6""",352.75,79,126
180,T181,T181,Robert Allenby,95,"4' 7""",486.333,106,174
181,T181,T181,David Hearn,68,"4' 7""",382.583,84,188
182,T181,T181,Steve Lowery,100,"4' 7""",753.1669999999999,164,137
183,T181,T181,Billy Mayfair,114,"4' 7""",751.9169999999999,163,54
184,T181,T181,Sean O'Hair,103,"4' 7""",659.4169999999999,145,103
185,T186,T186,Danny Briggs,70,"4' 8""",456.0,97,149
186,T186,T186,Thomas Levet,54,"4' 8""",278.75,60,195
187,T186,T186,Frank Lickliter II,100,"4' 8""",705.0830000000001,150,186
188,T186,T186,Lee Westwood,50,"4' 8""",281.66700000000003,60,178
189,T190,T190,Paul Claxton,79,"4' 9""",471.917,99,146
190,T190,T190,Gavin Coles,70,"4' 9""",505.75,106,61
191,T190,T190,Bradley Hughes,52,"4' 9""",377.583,79,187
192,T190,T190,Joe Ogilvie,103,"4' 9""",633.4169999999999,134,77
193,T190,T190,Kenny Perry,82,"4' 9""",459.583,96,70
194,T190,T190,Loren Roberts,54,"4' 9""",383.75,81,7
195,T190,T190,Roland Thatcher,75,"4' 9""",388.083,81,133
196,T197,T197,Chris Anderson,66,"4' 11""",490.0,99,153
197,T197,T197,Ben Curtis,65,"4' 11""",406.333,83,176
198,T197,T197,Andrew Magee,82,"4' 11""",517.8330000000001,106,139
199,200,200,Olin Browne,99,"5' 0""",538.3330000000001,108,66
200,201,201,Matt Gogel,78,"5' 3""",550.0830000000001,104,106
201,202,202,John Cook,72,"5' 7""",548.3330000000001,98,185
