,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Larry Mize,54,0.306,49,15.0
1,2,2,Luke Donald,67,0.34299999999999997,35,12.0
2,3,3,Jay Williamson,53,0.34600000000000003,52,18.0
3,4,4,Vijay Singh,111,0.368,87,32.0
4,5,5,Dudley Hart,84,0.37799999999999995,74,28.0
5,6,6,Matt Kuchar,60,0.381,63,24.0
6,7,7,José María Olazábal,55,0.382,34,13.0
7,8,8,Tom Pernice Jr.,111,0.384,99,38.0
8,9,9,Jim Furyk,94,0.39299999999999996,61,24.0
9,10,10,Daniel Chopra,108,0.39799999999999996,103,41.0
10,11,11,Jeff Hart,63,0.40299999999999997,62,25.0
11,12,12,Paul Claxton,79,0.405,79,32.0
12,13,13,Chris Anderson,66,0.40700000000000003,81,33.0
13,14,14,Steve Elkington,67,0.41200000000000003,68,28.0
14,15,15,Phillip Price,77,0.413,80,33.0
15,16,16,Patrick Sheehan,114,0.41600000000000004,89,37.0
16,17,17,Jesper Parnevik,84,0.419,93,39.0
17,18,18,Justin Leonard,78,0.426,61,26.0
18,19,19,Steve Stricker,62,0.42700000000000005,89,38.0
19,20,20,Sergio Garcia,73,0.43200000000000005,37,16.0
20,21,21,Joe Ogilvie,103,0.434,99,43.0
21,22,22,Bob Tway,87,0.43700000000000006,71,31.0
22,23,23,Loren Roberts,54,0.442,52,23.0
23,24,24,Bo Van Pelt,112,0.444,81,36.0
24,T25,T25,Kirk Triplett,55,0.446,56,25.0
25,T25,T25,Tiger Woods,76,0.446,56,25.0
26,T27,T27,Carlos Franco,78,0.449,69,31.0
27,T27,T27,Brett Quigley,96,0.449,98,44.0
28,29,29,Arjun Atwal,65,0.45,60,27.0
29,30,30,Tim Herron,100,0.451,82,37.0
30,31,31,Pat Perez,89,0.452,84,38.0
31,T32,T32,Padraig Harrington,50,0.45799999999999996,48,22.0
32,T32,T32,Geoff Ogilvy,97,0.45799999999999996,72,33.0
33,34,34,Woody Austin,100,0.45899999999999996,98,45.0
34,35,35,Len Mattiace,86,0.462,145,67.0
35,T36,T36,Olin Browne,99,0.46299999999999997,67,31.0
36,T36,T36,Glen Day,80,0.46299999999999997,95,44.0
37,T36,T36,Todd Fischer,99,0.46299999999999997,121,56.0
38,T36,T36,Fred Funk,102,0.46299999999999997,67,31.0
39,40,40,Mark O'Meara,66,0.465,71,33.0
40,41,41,Brent Geiberger,61,0.467,60,28.0
41,42,42,Aaron Baddeley,84,0.469,96,45.0
42,43,43,Harrison Frazar,105,0.47,100,47.0
43,44,44,Stuart Appleby,84,0.47100000000000003,68,32.0
44,45,45,Michael Allen,90,0.47200000000000003,89,42.0
45,T46,T46,Paul Azinger,66,0.474,76,36.0
46,T46,T46,Ben Crane,78,0.474,78,37.0
47,T46,T46,Mathias Grönberg,60,0.474,57,27.0
48,49,49,Briny Baird,98,0.475,80,38.0
49,T50,T50,Zach Johnson,96,0.478,92,44.0
50,T50,T50,Corey Pavin,77,0.478,69,33.0
51,52,52,Peter Lonard,85,0.48100000000000004,77,37.0
52,53,53,Phil Mickelson,81,0.48200000000000004,56,27.0
53,T54,T54,Tag Ridings,93,0.485,103,50.0
54,T54,T54,Mark Wilson,74,0.485,66,32.0
55,56,56,Stephen Ames,82,0.486,70,34.0
56,57,57,Kevin Sutherland,89,0.48700000000000004,76,37.0
57,T58,T58,Shigeki Maruyama,99,0.488,82,40.0
58,T58,T58,Charlie Wi,67,0.488,86,42.0
59,60,60,Bernhard Langer,67,0.491,55,27.0
60,T61,T61,K.J. Choi,78,0.49200000000000005,59,29.0
61,T61,T61,Steve Flesch,90,0.49200000000000005,65,32.0
62,T61,T61,Brian Gay,101,0.49200000000000005,118,58.0
63,T61,T61,Chris Riley,67,0.49200000000000005,61,30.0
64,T65,T65,Steve Allan,102,0.495,93,46.0
65,T65,T65,Kent Jones,99,0.495,109,54.0
66,T67,T67,Billy Andrade,83,0.5,88,44.0
67,T67,T67,Chad Campbell,95,0.5,66,33.0
68,T67,T67,José Coceres,56,0.5,60,30.0
