,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
0,1,1,Tom Pernice Jr.,111,0.6559999999999999,90,59.0
1,2,2,Jay Haas,54,0.659,41,27.0
2,3,3,Tom Lehman,69,0.6729999999999999,55,37.0
3,4,4,Tim Herron,100,0.674,89,60.0
4,5,5,Ryuji Imada,78,0.6920000000000001,65,45.0
5,6,6,Robert Damron,89,0.695,95,66.0
6,7,7,Stewart Cink,98,0.696,92,64.0
7,8,8,Brian Davis,75,0.7,60,42.0
8,9,9,Jim Furyk,94,0.701,67,47.0
9,10,10,Stuart Appleby,84,0.7040000000000001,71,50.0
10,11,11,Scott Verplank,87,0.7140000000000001,63,45.0
11,12,12,Kenny Perry,82,0.721,43,31.0
12,13,13,Skip Kendall,80,0.732,97,71.0
13,T14,T14,Jason Bohn,91,0.733,90,66.0
14,T14,T14,Bob Estes,92,0.733,90,66.0
15,16,16,Brad Faxon,75,0.735,83,61.0
16,17,17,Bernhard Langer,67,0.738,65,48.0
17,18,18,Charles Howell III,95,0.742,62,46.0
18,19,19,Justin Rose,99,0.753,81,61.0
19,20,20,Mark Brooks,72,0.7559999999999999,90,68.0
20,21,21,Billy Andrade,83,0.763,80,61.0
21,22,22,Bob Tway,87,0.765,85,65.0
22,23,23,Matt Gogel,78,0.7659999999999999,94,72.0
23,T24,T24,J.L. Lewis,98,0.768,95,73.0
24,T24,T24,Shigeki Maruyama,99,0.768,99,76.0
25,26,26,Omar Uresti,84,0.769,65,50.0
26,27,27,Ian Poulter,62,0.7709999999999999,48,37.0
27,28,28,Daniel Chopra,108,0.774,106,82.0
28,29,29,David Toms,87,0.7759999999999999,76,59.0
29,T30,T30,Tim Clark,92,0.778,72,56.0
30,T30,T30,Phil Mickelson,81,0.778,54,42.0
31,32,32,Sergio Garcia,73,0.78,41,32.0
32,33,33,Todd Fischer,99,0.7809999999999999,128,100.0
33,34,34,Fred Funk,102,0.782,78,61.0
34,35,35,Stephen Ames,82,0.785,65,51.0
35,36,36,Davis Love III,80,0.7859999999999999,56,44.0
36,T37,T37,Alex Cejka,84,0.787,75,59.0
37,T37,T37,J.J. Henry,102,0.787,89,70.0
38,T39,T39,Steve Elkington,67,0.792,53,42.0
39,T39,T39,Mark Wilson,74,0.792,77,61.0
40,41,41,John Cook,72,0.794,63,50.0
41,T42,T42,Jeff Hart,63,0.797,79,63.0
42,T42,T42,Rocco Mediate,73,0.797,59,47.0
43,T44,T44,José María Olazábal,55,0.8,55,44.0
44,T44,T44,Corey Pavin,77,0.8,85,68.0
45,46,46,Joe Durant,81,0.804,56,45.0
46,T47,T47,Stephen Leaney,89,0.805,77,62.0
47,T47,T47,Carl Pettersson,109,0.805,118,95.0
48,T49,T49,Carlos Franco,78,0.8059999999999999,67,54.0
49,T49,T49,Darron Stiles,78,0.8059999999999999,72,58.0
50,51,51,Brian Gay,101,0.807,119,96.0
51,52,52,Jim Carter,62,0.8079999999999999,73,59.0
52,53,53,Dean Wilson,86,0.81,100,81.0
53,T54,T54,Glen Day,80,0.8109999999999999,95,77.0
54,T54,T54,Brett Quigley,96,0.8109999999999999,111,90.0
55,56,56,Ben Crane,78,0.815,81,66.0
