,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
56,T57,T57,Arjun Atwal,65,0.816,76,62.0
57,T57,T57,Brandt Jobe,96,0.816,98,80.0
58,T57,T57,Adam Scott,72,0.816,49,40.0
59,60,60,Bart Bryant,91,0.8170000000000001,71,58.0
60,61,61,Rob Rashell,65,0.818,77,63.0
61,62,62,Rory Sabbatini,81,0.82,89,73.0
62,T63,T63,Scott McCarron,78,0.821,78,64.0
63,T63,T63,Shaun Micheel,81,0.821,78,64.0
64,65,65,Vijay Singh,111,0.8240000000000001,68,56.0
65,T66,T66,Dudley Hart,84,0.826,86,71.0
66,T66,T66,Loren Roberts,54,0.826,69,57.0
67,68,68,Matt Kuchar,60,0.831,65,54.0
68,69,69,Cameron Beckman,96,0.833,102,85.0
69,T70,T70,Neal Lancaster,95,0.835,91,76.0
70,T70,T70,Duffy Waldorf,86,0.835,85,71.0
71,T72,T72,Rich Beem,66,0.836,61,51.0
72,T72,T72,James Driscoll,73,0.836,73,61.0
73,T74,T74,Robert Gamez,91,0.8370000000000001,104,87.0
74,T74,T74,Franklin Langham,91,0.8370000000000001,104,87.0
75,T76,T76,Len Mattiace,86,0.84,163,137.0
76,T76,T76,Jesper Parnevik,84,0.84,106,89.0
77,T78,T78,Justin Bolli,65,0.8440000000000001,77,65.0
78,T78,T78,Billy Mayfair,114,0.8440000000000001,96,81.0
79,80,80,Justin Leonard,78,0.846,78,66.0
80,81,81,Robert Allenby,95,0.847,85,72.0
81,T82,T82,Mark O'Meara,66,0.8490000000000001,73,62.0
82,T82,T82,Joey Snyder III,102,0.8490000000000001,73,62.0
83,84,84,Dan Forsman,52,0.852,61,52.0
84,T85,T85,D.J. Brigman,76,0.853,68,58.0
85,T85,T85,Bo Van Pelt,112,0.853,102,87.0
86,T87,T87,Tommy Armour III,103,0.855,83,71.0
87,T87,T87,Heath Slocum,103,0.855,83,71.0
88,89,89,Jeff Sluman,94,0.856,90,77.0
89,90,90,Freddie Jacobson,72,0.857,77,66.0
90,T91,T91,Tom Byrum,83,0.861,108,93.0
91,T91,T91,Greg Owen,84,0.861,79,68.0
92,93,93,Briny Baird,98,0.862,94,81.0
93,94,94,Mark Calcavecchia,92,0.863,73,63.0
94,95,95,Ted Purdy,122,0.8640000000000001,103,89.0
95,T96,T96,Lee Janzen,75,0.867,90,78.0
96,T96,T96,Sean O'Hair,103,0.867,90,78.0
97,98,98,Vaughn Taylor,99,0.87,100,87.0
98,T99,T99,Aaron Baddeley,84,0.875,120,105.0
99,T99,T99,Brian Bateman,98,0.875,112,98.0
100,T99,T99,Kirk Triplett,55,0.875,56,49.0
101,102,102,Jonathan Byrd,103,0.877,122,107.0
102,103,103,Joe Ogilvie,103,0.878,98,86.0
103,T104,T104,Hunter Haas,83,0.879,99,87.0
104,T104,T104,Thomas Levet,54,0.879,58,51.0
105,106,106,Hidemichi Tanaka,106,0.88,100,88.0
106,107,107,Chris Riley,67,0.8809999999999999,67,59.0
107,108,108,Steve Jones,56,0.884,69,61.0
108,109,109,Olin Browne,99,0.8859999999999999,79,70.0
109,T110,T110,Harrison Frazar,105,0.888,107,95.0
110,T110,T110,Pat Perez,89,0.888,98,87.0
111,T112,T112,Chad Campbell,95,0.889,99,88.0
112,T112,T112,Dennis Paulson,63,0.889,81,72.0
113,T112,T112,Patrick Sheehan,114,0.889,135,120.0
114,115,115,Jerry Kelly,101,0.89,73,65.0
115,T116,T116,John Senden,101,0.8909999999999999,92,82.0
116,T116,T116,Tiger Woods,76,0.8909999999999999,55,49.0
117,118,118,Chris Anderson,66,0.892,74,66.0
118,T119,T119,Ben Curtis,65,0.893,56,50.0
119,T119,T119,Chris DiMarco,83,0.893,75,67.0
120,T119,T119,Richard Johnson,50,0.893,56,50.0
121,122,122,Woody Austin,100,0.894,85,76.0
122,123,123,J.P. Hayes,63,0.8959999999999999,77,69.0
123,124,124,Fred Couples,72,0.897,39,35.0
124,125,125,Peter Lonard,85,0.898,88,79.0
125,126,126,Bill Glasson,54,0.9,60,54.0
126,T127,T127,Matt Davidson,53,0.902,82,74.0
127,T127,T127,Jonathan Kaye,77,0.902,61,55.0
128,T127,T127,Geoff Ogilvy,97,0.902,82,74.0
129,T127,T127,Jay Williamson,53,0.902,51,46.0
130,131,131,Kevin Sutherland,89,0.905,74,67.0
131,T132,T132,Jeff Brehaut,71,0.907,54,49.0
132,T132,T132,Rod Pampling,89,0.907,86,78.0
133,134,134,Roland Thatcher,75,0.912,57,52.0
134,135,135,Todd Hamilton,94,0.9129999999999999,92,84.0
135,136,136,Zach Johnson,96,0.914,81,74.0
136,T137,T137,Retief Goosen,71,0.915,47,43.0
137,T137,T137,Larry Mize,54,0.915,71,65.0
138,139,139,Luke Donald,67,0.917,36,33.0
139,140,140,Danny Briggs,70,0.919,74,68.0
140,141,141,Nick Watney,91,0.9209999999999999,89,82.0
141,142,142,Paul Claxton,79,0.9229999999999999,65,60.0
142,143,143,Jeff Maggert,79,0.924,66,61.0
143,144,144,K.J. Choi,78,0.927,55,51.0
144,T145,T145,Tom Gillis,77,0.932,74,69.0
145,T145,T145,Tim Petrovic,97,0.932,103,96.0
146,T147,T147,Craig Barlow,81,0.938,81,76.0
147,T147,T147,John Huston,90,0.938,97,91.0
148,T147,T147,Andrew Magee,82,0.938,113,106.0
149,150,150,Mario Tiziani,67,0.941,51,48.0
150,151,151,Arron Oberholser,65,0.9440000000000001,36,34.0
151,152,152,Tjaart van der Walt,56,0.946,74,70.0
152,T153,T153,Scott Gutschewski,86,0.9470000000000001,75,71.0
153,T153,T153,Kevin Na,88,0.9470000000000001,95,90.0
154,T153,T153,Brett Wetterich,76,0.9470000000000001,75,71.0
155,T156,T156,Paul Gow,78,0.948,77,73.0
156,T156,T156,D.J. Trahan,81,0.948,77,73.0
157,158,158,Phillip Price,77,0.9490000000000001,78,74.0
158,159,159,Charlie Wi,67,0.95,80,76.0
159,160,160,Michael Allen,90,0.951,103,98.0
160,161,161,Kent Jones,99,0.953,106,101.0
161,162,162,Ryan Palmer,101,0.9540000000000001,109,104.0
162,T163,T163,Brent Geiberger,61,0.955,89,85.0
163,T163,T163,John Rollins,97,0.955,89,85.0
164,165,165,Mathias Grönberg,60,0.9590000000000001,49,47.0
165,166,166,Marco Dawson,82,0.9620000000000001,78,75.0
166,T167,T167,Doug Barron,70,0.9640000000000001,55,53.0
167,T167,T167,Steve Stricker,62,0.9640000000000001,84,81.0
168,169,169,D.A. Points,94,0.965,86,83.0
169,170,170,Steve Flesch,90,0.9670000000000001,91,88.0
170,T171,T171,Padraig Harrington,50,0.9690000000000001,64,62.0
171,T171,T171,Brendan Jones,81,0.9690000000000001,98,95.0
172,173,173,Will MacKenzie,75,0.97,100,97.0
173,174,174,Chris Smith,93,0.971,102,99.0
174,175,175,Paul Azinger,66,0.976,84,82.0
175,176,176,John Elliott,58,0.978,89,87.0
176,177,177,Mike Weir,71,0.986,72,71.0
177,178,178,Bob Heintz,67,0.987,78,77.0
178,T179,T179,Michael Long,72,0.9890000000000001,87,86.0
179,T179,T179,Brenden Pappas,51,0.9890000000000001,91,90.0
180,181,181,Jason Allred,75,0.99,98,97.0
181,182,182,Tag Ridings,93,0.991,116,115.0
182,T183,T183,David Hearn,68,1.0,45,45.0
183,T183,T183,Glen Hnatiuk,59,1.0,64,64.0
184,T183,T183,Steve Lowery,100,1.0,100,100.0
185,T183,T183,Charles Warren,89,1.0,88,88.0
186,T183,T183,Lee Westwood,50,1.0,38,38.0
187,188,188,Steve Allan,102,1.024,123,126.0
188,189,189,Gavin Coles,70,1.031,65,67.0
189,190,190,Lucas Glover,88,1.032,93,96.0
190,191,191,Hunter Mahan,103,1.036,112,116.0
191,192,192,Frank Lickliter II,100,1.041,98,102.0
192,193,193,Joey Sindelar,104,1.0590000000000002,85,90.0
193,194,194,Hank Kuehne,84,1.0659999999999998,106,113.0
194,195,195,John Daly,78,1.07,86,92.0
195,T196,T196,José Coceres,56,1.093,54,59.0
196,T196,T196,Mark Hensby,70,1.093,75,82.0
197,T196,T196,Craig Perks,67,1.093,108,118.0
198,199,199,Kevin Stadler,96,1.1,100,110.0
199,200,200,Scott Hend,75,1.1159999999999999,95,106.0
200,201,201,Bradley Hughes,52,1.137,51,58.0
201,202,202,Hideto Tanihara,50,1.21,62,75.0
