,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
0,1,1,Mike Weir,71,"7' 0""",954.9169999999999,137,81
1,2,2,Steve Stricker,62,"7' 1""",1172.5,165,16
2,T3,T3,Bernhard Langer,67,"7' 2""",779.6669999999999,109,41
3,T3,T3,José María Olazábal,55,"7' 2""",737.25,103,5
4,T5,T5,Glen Day,80,"7' 4""",1503.5,205,45
5,T5,T5,Shigeki Maruyama,99,"7' 4""",1657.6670000000001,226,29
6,T7,T7,Padraig Harrington,50,"7' 5""",894.0830000000001,120,170
7,T7,T7,Arron Oberholser,65,"7' 5""",999.0,134,59
8,T9,T9,Fred Funk,102,"7' 6""",1515.9170000000001,202,11
9,T9,T9,Paul Gow,78,"7' 6""",1358.5829999999999,182,75
10,T9,T9,Justin Rose,99,"7' 6""",1735.5829999999999,231,18
11,T9,T9,Omar Uresti,84,"7' 6""",1128.75,150,47
12,13,13,Phil Mickelson,81,"7' 7""",1094.5,144,9
13,T14,T14,Woody Austin,100,"7' 8""",1777.8329999999999,231,119
14,T14,T14,Ryuji Imada,78,"7' 8""",1247.417,162,32
15,T14,T14,Chris Riley,67,"7' 8""",976.0,127,83
16,T14,T14,Adam Scott,72,"7' 8""",1208.083,157,150
17,T18,T18,Paul Claxton,79,"7' 9""",1245.917,160,146
18,T18,T18,Todd Hamilton,94,"7' 9""",1378.25,177,181
19,T18,T18,Kevin Sutherland,89,"7' 9""",1445.5829999999999,187,6
20,T21,T21,Todd Fischer,99,"7' 10""",2008.0829999999999,256,82
21,T21,T21,Tim Herron,100,"7' 10""",1463.8329999999999,187,20
22,T21,T21,Matt Kuchar,60,"7' 10""",1179.5,150,26
