,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
23,T21,T21,Tom Pernice Jr.,111,"7' 10""",2020.6670000000001,258,8
24,T21,T21,Heath Slocum,103,"7' 10""",1569.4170000000001,200,40
25,T26,T26,K.J. Choi,78,"7' 11""",1098.917,139,89
26,T26,T26,Ben Crane,78,"7' 11""",1672.1670000000001,212,43
27,T26,T26,Nick Watney,91,"7' 11""",1913.8329999999999,241,84
28,T29,T29,Jeff Hart,63,"8' 0""",939.1669999999999,118,49
29,T29,T29,Jonathan Kaye,77,"8' 0""",1370.8329999999999,172,132
30,T29,T29,Joe Ogilvie,103,"8' 0""",1977.5829999999999,246,77
31,T29,T29,Loren Roberts,54,"8' 0""",756.25,95,7
32,T29,T29,Joey Sindelar,104,"8' 0""",1866.0,234,76
33,T34,T34,Tim Clark,92,"8' 1""",1624.9170000000001,202,86
34,T34,T34,Gavin Coles,70,"8' 1""",1297.917,160,61
35,T34,T34,Brandt Jobe,96,"8' 1""",1652.4170000000001,204,124
36,T34,T34,Phillip Price,77,"8' 1""",1144.333,141,22
37,T34,T34,Mario Tiziani,67,"8' 1""",1243.583,154,85
38,T34,T34,Lee Westwood,50,"8' 1""",778.0,96,178
39,T34,T34,Charlie Wi,67,"8' 1""",1372.1670000000001,170,36
40,T41,T41,Aaron Baddeley,84,"8' 2""",2037.5829999999999,249,72
41,T41,T41,Jason Bohn,91,"8' 2""",1480.1670000000001,182,69
42,T41,T41,Zach Johnson,96,"8' 2""",1590.6670000000001,195,109
43,T41,T41,Corey Pavin,77,"8' 2""",1070.0,131,4
44,T41,T41,Vaughn Taylor,99,"8' 2""",1814.8329999999999,222,98
45,T41,T41,Jay Williamson,53,"8' 2""",870.9169999999999,107,31
46,T47,T47,Briny Baird,98,"8' 3""",1716.5829999999999,209,135
47,T47,T47,Jonathan Byrd,103,"8' 3""",1800.75,218,99
48,T47,T47,José Coceres,56,"8' 3""",1060.333,128,18
49,T47,T47,Lee Janzen,75,"8' 3""",1273.833,155,101
50,T47,T47,Stephen Leaney,89,"8' 3""",1670.1670000000001,202,51
51,T47,T47,Larry Mize,54,"8' 3""",989.4169999999999,120,72
52,T47,T47,Geoff Ogilvy,97,"8' 3""",1520.4170000000001,184,92
53,T47,T47,Tim Petrovic,97,"8' 3""",1732.8329999999999,209,87
54,T47,T47,Ian Poulter,62,"8' 3""",817.6669999999999,99,180
55,T47,T47,Rob Rashell,65,"8' 3""",1444.1670000000001,175,166
56,T57,T57,D.J. Brigman,76,"8' 4""",1188.75,142,193
57,T57,T57,Richard Johnson,50,"8' 4""",1153.833,139,21
58,T57,T57,Skip Kendall,80,"8' 4""",1475.0,177,119
59,T57,T57,Frank Lickliter II,100,"8' 4""",1945.75,233,186
60,T57,T57,Darron Stiles,78,"8' 4""",1100.333,132,30
61,T57,T57,Bob Tway,87,"8' 4""",1103.333,133,67
62,T63,T63,Tommy Armour III,103,"8' 5""",1750.75,209,113
63,T63,T63,Bob Estes,92,"8' 5""",1466.75,174,23
64,T63,T63,Carlos Franco,78,"8' 5""",1495.3329999999999,177,39
65,T63,T63,Tom Lehman,69,"8' 5""",957.6669999999999,114,121
66,T63,T63,Vijay Singh,111,"8' 5""",1988.5829999999999,237,2
67,T68,T68,Jeff Brehaut,71,"8' 6""",1152.25,135,95
68,T68,T68,Olin Browne,99,"8' 6""",1656.75,194,66
69,T68,T68,Marco Dawson,82,"8' 6""",1680.5829999999999,197,60
70,T68,T68,Brian Gay,101,"8' 6""",2050.333,242,15
71,T68,T68,David Hearn,68,"8' 6""",1203.167,141,188
72,T68,T68,Justin Leonard,78,"8' 6""",1144.083,134,64
73,T68,T68,Kenny Perry,82,"8' 6""",1242.917,146,70
74,T75,T75,Paul Azinger,66,"8' 7""",1421.1670000000001,165,140
75,T75,T75,Alex Cejka,84,"8' 7""",1650.4170000000001,192,142
76,T75,T75,Jim Furyk,94,"8' 7""",1232.833,143,3
77,T75,T75,Dudley Hart,84,"8' 7""",1414.3329999999999,165,10
78,T75,T75,J.P. Hayes,63,"8' 7""",1115.833,130,55
79,T75,T75,Charles Howell III,95,"8' 7""",1620.75,188,68
80,T75,T75,Andrew Magee,82,"8' 7""",1721.8329999999999,200,139
81,T75,T75,Kevin Na,88,"8' 7""",1908.9170000000001,223,13
82,T75,T75,Greg Owen,84,"8' 7""",1481.9170000000001,172,101
83,T75,T75,Jesper Parnevik,84,"8' 7""",1603.5,187,57
84,T75,T75,Ted Purdy,122,"8' 7""",2260.5,263,158
85,T75,T75,Rory Sabbatini,81,"8' 7""",1600.8329999999999,186,108
86,T75,T75,Hideto Tanihara,50,"8' 7""",1010.25,118,190
87,T75,T75,Scott Verplank,87,"8' 7""",1470.5,172,111
88,T75,T75,Mark Wilson,74,"8' 7""",1284.0,149,36
89,T90,T90,Jason Allred,75,"8' 8""",1924.5,223,184
90,T90,T90,Doug Barron,70,"8' 8""",1362.0829999999999,157,52
91,T90,T90,Jim Carter,62,"8' 8""",1226.083,141,135
92,T90,T90,Hunter Haas,83,"8' 8""",1564.3329999999999,180,112
93,T90,T90,Kent Jones,99,"8' 8""",1973.5829999999999,228,138
94,T90,T90,Brendan Jones,81,"8' 8""",1548.25,178,78
95,T90,T90,Bo Van Pelt,112,"8' 8""",1939.5,224,114
96,T97,T97,Chris Anderson,66,"8' 9""",1158.833,132,153
97,T97,T97,Sergio Garcia,73,"8' 9""",1130.25,129,56
98,T97,T97,Bill Glasson,54,"8' 9""",990.1669999999999,113,151
99,T97,T97,Lucas Glover,88,"8' 9""",2012.0,231,129
100,T97,T97,Retief Goosen,71,"8' 9""",1076.333,123,131
101,T97,T97,Steve Jones,56,"8' 9""",1003.6669999999999,115,143
102,T97,T97,Brenden Pappas,51,"8' 9""",1084.75,124,197
103,T97,T97,Kirk Triplett,55,"8' 9""",904.8330000000001,103,50
104,T97,T97,Dean Wilson,86,"8' 9""",1681.5,193,62
105,T106,T106,Stuart Appleby,84,"8' 10""",1558.3329999999999,176,58
106,T106,T106,Cameron Beckman,96,"8' 10""",1839.0829999999999,208,122
107,T106,T106,Rich Beem,66,"8' 10""",1117.083,126,189
108,T106,T106,Stewart Cink,98,"8' 10""",1556.5,176,53
109,T106,T106,John Cook,72,"8' 10""",1322.9170000000001,150,185
110,T106,T106,Chris DiMarco,83,"8' 10""",1419.25,161,27
111,T106,T106,Mark Hensby,70,"8' 10""",1416.75,160,198
112,T106,T106,John Rollins,97,"8' 10""",1738.25,196,175
113,T106,T106,Patrick Sheehan,114,"8' 10""",2472.083,279,130
114,T115,T115,Mark Brooks,72,"8' 11""",1602.25,179,79
115,T115,T115,Fred Couples,72,"8' 11""",1019.9169999999999,114,168
116,T115,T115,Luke Donald,67,"8' 11""",754.9169999999999,85,42
117,T115,T115,Dan Forsman,52,"8' 11""",1056.5,119,46
118,T115,T115,Freddie Jacobson,72,"8' 11""",1307.833,146,91
119,T115,T115,Rod Pampling,89,"8' 11""",1504.25,169,134
120,T115,T115,David Toms,87,"8' 11""",1366.9170000000001,153,118
121,T122,T122,Michael Allen,90,"9' 0""",1809.8329999999999,201,147
122,T122,T122,Stephen Ames,82,"9' 0""",1553.75,172,35
123,T122,T122,Daniel Chopra,108,"9' 0""",2580.25,286,23
124,T122,T122,John Daly,78,"9' 0""",1653.0829999999999,183,192
125,T122,T122,Matt Davidson,53,"9' 0""",1142.0,127,155
126,T122,T122,Brian Davis,75,"9' 0""",1255.167,139,17
127,T122,T122,Harrison Frazar,105,"9' 0""",2193.917,244,74
128,T122,T122,Glen Hnatiuk,59,"9' 0""",908.4169999999999,101,173
129,T122,T122,Neal Lancaster,95,"9' 0""",1955.4170000000001,218,90
130,T122,T122,Steve Lowery,100,"9' 0""",2063.833,230,137
131,T122,T122,Len Mattiace,86,"9' 0""",1940.9170000000001,216,106
132,T122,T122,Rocco Mediate,73,"9' 0""",1290.833,143,38
133,T122,T122,Carl Pettersson,109,"9' 0""",2061.417,230,25
134,T122,T122,Tag Ridings,93,"9' 0""",2100.75,234,163
135,T136,T136,Robert Damron,89,"9' 1""",1814.4170000000001,200,93
136,T136,T136,John Elliott,58,"9' 1""",1295.417,143,199
137,T136,T136,Robert Gamez,91,"9' 1""",1751.0829999999999,193,127
138,T136,T136,Jeff Maggert,79,"9' 1""",1300.333,143,167
139,T136,T136,Billy Mayfair,114,"9' 1""",2316.75,256,54
140,T136,T136,Scott McCarron,78,"9' 1""",1408.5829999999999,155,161
141,T136,T136,Roland Thatcher,75,"9' 1""",1585.4170000000001,174,133
142,T143,T143,Billy Andrade,83,"9' 2""",1967.75,214,104
143,T143,T143,Arjun Atwal,65,"9' 2""",1663.6670000000001,181,162
144,T143,T143,Brian Bateman,98,"9' 2""",2047.4170000000001,224,176
145,T143,T143,Brad Faxon,75,"9' 2""",1400.1670000000001,153,97
146,T143,T143,Brent Geiberger,61,"9' 2""",1210.833,132,164
147,T143,T143,Bob Heintz,67,"9' 2""",1558.3329999999999,170,96
148,T143,T143,Shaun Micheel,81,"9' 2""",1470.3329999999999,161,157
149,T143,T143,Hidemichi Tanaka,106,"9' 2""",1960.4170000000001,213,62
150,T151,T151,Steve Allan,102,"9' 3""",2376.417,257,117
151,T151,T151,Steve Flesch,90,"9' 3""",1677.0,182,159
152,T151,T151,Matt Gogel,78,"9' 3""",1693.4170000000001,183,106
153,T151,T151,Mathias Grönberg,60,"9' 3""",1476.4170000000001,159,1
154,T151,T151,Jerry Kelly,101,"9' 3""",1953.9170000000001,211,71
155,T151,T151,Thomas Levet,54,"9' 3""",904.0,98,195
156,T151,T151,Davis Love III,80,"9' 3""",1586.0,171,48
157,T151,T151,Dennis Paulson,63,"9' 3""",1549.75,168,191
158,T151,T151,Duffy Waldorf,86,"9' 3""",1699.1670000000001,184,148
159,T160,T160,J.L. Lewis,98,"9' 4""",1731.75,186,87
160,T160,T160,Pat Perez,89,"9' 4""",2247.833,241,12
161,T160,T160,D.J. Trahan,81,"9' 4""",1386.3329999999999,149,168
162,T160,T160,Charles Warren,89,"9' 4""",1876.0,201,200
163,164,164,Chad Campbell,95,"9' 5""",1721.25,182,144
164,T165,T165,Bart Bryant,91,"9' 6""",1622.0,170,123
165,T165,T165,Ben Curtis,65,"9' 6""",1247.667,131,176
166,T165,T165,John Huston,90,"9' 6""",1931.0829999999999,203,128
167,T168,T168,Justin Bolli,65,"9' 7""",1538.5,160,144
168,T168,T168,J.J. Henry,102,"9' 7""",1813.5829999999999,190,105
169,T168,T168,Peter Lonard,85,"9' 7""",1663.25,174,152
170,T168,T168,Mark O'Meara,66,"9' 7""",1365.9170000000001,143,33
171,T168,T168,Joey Snyder III,102,"9' 7""",2310.417,242,182
172,T168,T168,Brett Wetterich,76,"9' 7""",1839.0829999999999,192,156
173,T174,T174,Craig Barlow,81,"9' 8""",1592.0829999999999,165,172
174,T174,T174,Mark Calcavecchia,92,"9' 8""",2040.5829999999999,212,110
175,T174,T174,Will MacKenzie,75,"9' 8""",1727.8329999999999,179,140
176,177,177,Michael Long,72,"9' 9""",1570.9170000000001,161,179
177,T178,T178,Joe Durant,81,"9' 10""",1449.75,148,115
178,T178,T178,D.A. Points,94,"9' 10""",2248.167,229,100
179,T178,T178,Jeff Sluman,94,"9' 10""",1915.6670000000001,195,44
180,T178,T178,Kevin Stadler,96,"9' 10""",2290.25,233,165
181,T182,T182,Robert Allenby,95,"9' 11""",1526.3329999999999,154,174
182,T182,T182,Danny Briggs,70,"9' 11""",1743.8329999999999,176,149
183,T182,T182,Jay Haas,54,"9' 11""",970.75,98,116
184,T182,T182,Bradley Hughes,52,"9' 11""",1007.5830000000001,102,187
185,T182,T182,Ryan Palmer,101,"9' 11""",2400.0,243,171
186,T182,T182,Brett Quigley,96,"9' 11""",1839.3329999999999,185,28
187,T182,T182,Tiger Woods,76,"9' 11""",1696.4170000000001,171,14
188,T189,T189,Tom Gillis,77,"10' 0""",1677.6670000000001,168,153
189,T189,T189,Scott Hend,75,"10' 0""",1823.8329999999999,183,196
190,T189,T189,Hunter Mahan,103,"10' 0""",2522.75,252,194
191,T192,T192,James Driscoll,73,"10' 1""",1834.8329999999999,182,65
192,T192,T192,Hank Kuehne,84,"10' 1""",2283.083,227,182
193,T192,T192,John Senden,101,"10' 1""",1962.25,195,80
194,T195,T195,Franklin Langham,91,"10' 2""",1964.0,193,125
195,T195,T195,Craig Perks,67,"10' 2""",1368.1670000000001,135,202
196,197,197,Steve Elkington,67,"10' 3""",1397.25,136,34
197,198,198,Tom Byrum,83,"10' 4""",1823.8329999999999,176,94
198,199,199,Sean O'Hair,103,"10' 5""",2153.833,207,103
199,200,200,Scott Gutschewski,86,"10' 7""",1901.9170000000001,180,160
200,201,201,Tjaart van der Walt,56,"10' 9""",1335.4170000000001,124,126
201,202,202,Chris Smith,93,"11' 6""",2123.75,185,201
