,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
64,65,65,Larry Mize,54,0.34600000000000003,136,47.0
65,T66,T66,Glen Day,80,0.34700000000000003,213,74.0
66,T66,T66,Bernhard Langer,67,0.34700000000000003,98,34.0
67,T66,T66,Mark Wilson,74,0.34700000000000003,167,58.0
68,69,69,Ryuji Imada,78,0.348,187,65.0
69,T70,T70,Tim Clark,92,0.349,169,59.0
70,T70,T70,Geoff Ogilvy,97,0.349,195,68.0
71,72,72,Heath Slocum,103,0.35100000000000003,222,78.0
72,73,73,Glen Hnatiuk,59,0.35200000000000004,108,38.0
73,74,74,Chad Campbell,95,0.354,164,58.0
74,T75,T75,Joe Durant,81,0.355,152,54.0
75,T75,T75,Phillip Price,77,0.355,138,49.0
76,T75,T75,Vaughn Taylor,99,0.355,231,82.0
77,T78,T78,Stewart Cink,98,0.35600000000000004,174,62.0
78,T78,T78,Justin Rose,99,0.35600000000000004,208,74.0
79,80,80,Steve Allan,102,0.35700000000000004,224,80.0
80,T81,T81,Bart Bryant,91,0.359,181,65.0
81,T81,T81,Mathias Grönberg,60,0.359,142,51.0
82,T81,T81,Steve Jones,56,0.359,131,47.0
83,84,84,Jeff Hart,63,0.36,161,58.0
84,85,85,Jeff Brehaut,71,0.361,144,52.0
85,T86,T86,Dudley Hart,84,0.36200000000000004,177,64.0
86,T86,T86,Bob Heintz,67,0.36200000000000004,174,63.0
87,88,88,Billy Mayfair,114,0.363,237,86.0
88,89,89,Jonathan Kaye,77,0.364,165,60.0
89,T90,T90,Jeff Sluman,94,0.365,219,80.0
90,T90,T90,Kirk Triplett,55,0.365,115,42.0
91,92,92,Stephen Leaney,89,0.366,183,67.0
92,T93,T93,Cameron Beckman,96,0.36700000000000005,215,79.0
93,T93,T93,J.J. Henry,102,0.36700000000000005,196,72.0
94,T95,T95,Jason Bohn,91,0.369,203,75.0
95,T95,T95,James Driscoll,73,0.369,157,58.0
96,T95,T95,Hunter Haas,83,0.369,187,69.0
97,T98,T98,Tom Byrum,83,0.37,189,70.0
98,T98,T98,Greg Owen,84,0.37,184,68.0
99,T98,T98,Charlie Wi,67,0.37,181,67.0
100,T101,T101,Jason Allred,75,0.371,186,69.0
101,T101,T101,Stuart Appleby,84,0.371,151,56.0
102,103,103,Robert Allenby,95,0.373,161,60.0
103,104,104,Todd Fischer,99,0.374,238,89.0
104,T105,T105,Paul Gow,78,0.375,208,78.0
105,T105,T105,Jay Williamson,53,0.375,136,51.0
106,T107,T107,Charles Howell III,95,0.376,173,65.0
107,T107,T107,Tag Ridings,93,0.376,194,73.0
108,T109,T109,Billy Andrade,83,0.37799999999999995,193,73.0
109,T109,T109,Brian Davis,75,0.37799999999999995,185,70.0
110,T109,T109,Jerry Kelly,101,0.37799999999999995,188,71.0
111,T112,T112,Retief Goosen,71,0.379,103,39.0
112,T112,T112,Duffy Waldorf,86,0.379,182,69.0
113,T112,T112,Dean Wilson,86,0.379,203,77.0
114,115,115,Michael Long,72,0.38,163,62.0
115,116,116,Scott McCarron,78,0.381,176,67.0
116,117,117,Jonathan Byrd,103,0.382,251,96.0
117,118,118,Ryan Palmer,101,0.384,203,78.0
118,119,119,Rod Pampling,89,0.385,156,60.0
119,T120,T120,Peter Lonard,85,0.386,158,61.0
120,T120,T120,Joe Ogilvie,103,0.386,233,90.0
121,T120,T120,John Senden,101,0.386,207,80.0
122,T120,T120,Mario Tiziani,67,0.386,166,64.0
123,T124,T124,Craig Barlow,81,0.38799999999999996,129,50.0
124,T124,T124,Olin Browne,99,0.38799999999999996,209,81.0
125,T124,T124,Kent Jones,99,0.38799999999999996,232,90.0
126,T124,T124,Brendan Jones,81,0.38799999999999996,160,62.0
127,T128,T128,Danny Briggs,70,0.389,185,72.0
128,T128,T128,Kenny Perry,82,0.389,113,44.0
129,130,130,Rob Rashell,65,0.39,154,60.0
130,131,131,Ted Purdy,122,0.391,266,104.0
131,132,132,Sean O'Hair,103,0.392,232,91.0
132,133,133,Adam Scott,72,0.39299999999999996,122,48.0
133,T134,T134,Daniel Chopra,108,0.395,243,96.0
134,T134,T134,Scott Verplank,87,0.395,172,68.0
135,T136,T136,Tommy Armour III,103,0.396,217,86.0
136,T136,T136,Will MacKenzie,75,0.396,159,63.0
137,T138,T138,Woody Austin,100,0.397,257,102.0
138,T138,T138,Robert Gamez,91,0.397,209,83.0
139,140,140,Tim Petrovic,97,0.39799999999999996,216,86.0
140,T141,T141,Rocco Mediate,73,0.4,165,66.0
141,T141,T141,D.J. Trahan,81,0.4,170,68.0
142,T143,T143,Tom Pernice Jr.,111,0.401,269,108.0
143,T143,T143,Omar Uresti,84,0.401,177,71.0
144,T145,T145,Paul Azinger,66,0.402,169,68.0
145,T145,T145,Robert Damron,89,0.402,234,94.0
146,T147,T147,Zach Johnson,96,0.40299999999999997,196,79.0
147,T147,T147,Skip Kendall,80,0.40299999999999997,176,71.0
148,T149,T149,John Huston,90,0.40399999999999997,223,90.0
149,T149,T149,Bo Van Pelt,112,0.40399999999999997,198,80.0
150,151,151,Neal Lancaster,95,0.405,215,87.0
151,T152,T152,Scott Gutschewski,86,0.40700000000000003,182,74.0
152,T152,T152,Steve Lowery,100,0.40700000000000003,221,90.0
153,T152,T152,Hideto Tanihara,50,0.40700000000000003,118,48.0
154,T155,T155,Ben Curtis,65,0.408,147,60.0
155,T155,T155,Jeff Maggert,79,0.408,142,58.0
156,T157,T157,Mark Calcavecchia,92,0.41,188,77.0
157,T157,T157,Harrison Frazar,105,0.41,227,93.0
158,T157,T157,D.A. Points,94,0.41,227,93.0
159,160,160,Roland Thatcher,75,0.41100000000000003,146,60.0
160,161,161,Craig Perks,67,0.41200000000000003,136,56.0
161,T162,T162,Arron Oberholser,65,0.414,128,53.0
162,T162,T162,Joey Sindelar,104,0.414,239,99.0
163,T164,T164,John Cook,72,0.41600000000000004,178,74.0
164,T164,T164,Hank Kuehne,84,0.41600000000000004,209,87.0
165,T164,T164,Rory Sabbatini,81,0.41600000000000004,154,64.0
166,167,167,Brandt Jobe,96,0.419,186,78.0
167,168,168,David Hearn,68,0.42,157,66.0
168,169,169,Lucas Glover,88,0.42200000000000004,180,76.0
169,170,170,John Elliott,58,0.424,139,59.0
170,T171,T171,Briny Baird,98,0.426,223,95.0
171,T171,T171,Alex Cejka,84,0.426,176,75.0
172,173,173,Chris Anderson,66,0.42700000000000005,150,64.0
173,174,174,Brian Bateman,98,0.429,205,88.0
174,175,175,John Rollins,97,0.43,207,89.0
175,176,176,Todd Hamilton,94,0.431,202,87.0
176,177,177,Charles Warren,89,0.43200000000000005,176,76.0
177,178,178,Kevin Stadler,96,0.433,208,90.0
178,179,179,Brett Wetterich,76,0.436,163,71.0
179,T180,T180,Arjun Atwal,65,0.439,155,68.0
180,T180,T180,Rich Beem,66,0.439,123,54.0
181,T180,T180,Tom Gillis,77,0.439,187,82.0
182,T180,T180,Scott Hend,75,0.439,189,83.0
183,T180,T180,Hunter Mahan,103,0.439,239,105.0
184,185,185,Mark Hensby,70,0.44299999999999995,140,62.0
185,186,186,D.J. Brigman,76,0.444,169,75.0
186,187,187,Nick Watney,91,0.445,200,89.0
187,188,188,Justin Bolli,65,0.452,168,76.0
188,T189,T189,Bradley Hughes,52,0.45399999999999996,130,59.0
189,T189,T189,Shaun Micheel,81,0.45399999999999996,152,69.0
190,191,191,Lee Westwood,50,0.455,88,40.0
191,192,192,John Daly,78,0.45799999999999996,142,65.0
192,193,193,Frank Lickliter II,100,0.45899999999999996,205,94.0
193,194,194,Paul Claxton,79,0.461,167,77.0
194,195,195,Patrick Sheehan,114,0.46399999999999997,278,129.0
195,196,196,Dennis Paulson,63,0.465,159,74.0
196,197,197,Joey Snyder III,102,0.47,236,111.0
197,198,198,Jay Haas,54,0.474,95,45.0
198,199,199,Fred Couples,72,0.479,96,46.0
199,200,200,Ian Poulter,62,0.485,103,50.0
200,201,201,Thomas Levet,54,0.509,110,56.0
201,202,202,Chris Smith,93,0.511,176,90.0
