,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Luke Donald,67,0.217,92,20.0
1,2,2,Richard Johnson,50,0.243,103,25.0
2,3,3,Steve Stricker,62,0.254,142,36.0
3,4,4,Loren Roberts,54,0.265,117,31.0
4,5,5,Mike Weir,71,0.26899999999999996,119,32.0
5,6,6,Corey Pavin,77,0.278,169,47.0
6,7,7,Tim Herron,100,0.27899999999999997,215,60.0
7,8,8,Brad Faxon,75,0.285,151,43.0
8,9,9,Shigeki Maruyama,99,0.287,209,60.0
9,T10,T10,José Coceres,56,0.28800000000000003,146,42.0
10,T10,T10,Andrew Magee,82,0.28800000000000003,198,57.0
11,12,12,Kevin Na,88,0.29,245,71.0
12,13,13,J.P. Hayes,63,0.29100000000000004,141,41.0
13,14,14,Kevin Sutherland,89,0.293,184,54.0
14,15,15,Brent Geiberger,61,0.295,112,33.0
15,16,16,José María Olazábal,55,0.298,114,34.0
16,17,17,Brett Quigley,96,0.299,231,69.0
17,T18,T18,Bob Estes,92,0.303,185,56.0
18,T18,T18,Tiger Woods,76,0.303,122,37.0
19,20,20,Chris Riley,67,0.304,125,38.0
20,21,21,Jesper Parnevik,84,0.312,186,58.0
21,22,22,Tjaart van der Walt,56,0.313,131,41.0
22,23,23,Brian Gay,101,0.314,242,76.0
23,24,24,Doug Barron,70,0.315,165,52.0
24,25,25,Jim Furyk,94,0.316,158,50.0
25,26,26,Chris DiMarco,83,0.317,142,45.0
26,T27,T27,Ben Crane,78,0.318,195,62.0
27,T27,T27,Lee Janzen,75,0.318,129,41.0
28,29,29,Franklin Langham,91,0.321,196,63.0
29,30,30,Len Mattiace,86,0.322,202,65.0
30,31,31,Brenden Pappas,51,0.32299999999999995,96,31.0
31,32,32,Tom Lehman,69,0.325,120,39.0
32,T33,T33,Carlos Franco,78,0.326,144,47.0
33,T33,T33,Darron Stiles,78,0.326,175,57.0
34,T35,T35,Jim Carter,62,0.327,156,51.0
35,T35,T35,Dan Forsman,52,0.327,101,33.0
36,T35,T35,Carl Pettersson,109,0.327,248,81.0
37,T35,T35,Hidemichi Tanaka,106,0.327,275,90.0
38,T39,T39,Aaron Baddeley,84,0.32799999999999996,204,67.0
39,T39,T39,Matt Davidson,53,0.32799999999999996,131,43.0
40,T39,T39,Justin Leonard,78,0.32799999999999996,131,43.0
41,T39,T39,Phil Mickelson,81,0.32799999999999996,122,40.0
42,43,43,Fred Funk,102,0.32899999999999996,222,73.0
43,T44,T44,Stephen Ames,82,0.33,191,63.0
44,T44,T44,Gavin Coles,70,0.33,191,63.0
45,46,46,Bob Tway,87,0.331,151,50.0
46,T47,T47,Mark Brooks,72,0.33299999999999996,207,69.0
47,T47,T47,Sergio Garcia,73,0.33299999999999996,117,39.0
48,T47,T47,David Toms,87,0.33299999999999996,126,42.0
49,T50,T50,Marco Dawson,82,0.335,194,65.0
50,T50,T50,Matt Gogel,78,0.335,182,61.0
51,T50,T50,Freddie Jacobson,72,0.335,173,58.0
52,T50,T50,J.L. Lewis,98,0.335,185,62.0
53,T50,T50,Pat Perez,89,0.335,197,66.0
54,55,55,K.J. Choi,78,0.336,146,49.0
55,56,56,Padraig Harrington,50,0.337,95,32.0
56,57,57,Matt Kuchar,60,0.33799999999999997,133,45.0
57,T58,T58,Michael Allen,90,0.34,203,69.0
58,T58,T58,Davis Love III,80,0.34,150,51.0
59,T60,T60,Steve Flesch,90,0.341,164,56.0
60,T60,T60,Mark O'Meara,66,0.341,167,57.0
61,T62,T62,Bill Glasson,54,0.342,114,39.0
62,T62,T62,Vijay Singh,111,0.342,190,65.0
63,64,64,Steve Elkington,67,0.344,131,45.0
