,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
0,1,1,Brian Davis,75,"9' 0""",359.25,40,17
1,2,2,Phil Mickelson,81,"9' 5""",506.25,54,9
2,3,3,Kirk Triplett,55,"9' 7""",258.16700000000003,27,50
3,4,4,Mark Calcavecchia,92,"10' 2""",692.3330000000001,68,110
4,T5,T5,Corey Pavin,77,"10' 4""",680.1669999999999,66,4
5,T5,T5,Ian Poulter,62,"10' 4""",257.5,25,180
6,T5,T5,Rory Sabbatini,81,"10' 4""",620.6669999999999,60,108
7,8,8,Todd Fischer,99,"10' 7""",858.8330000000001,81,82
8,9,9,Billy Mayfair,114,"10' 8""",801.75,75,54
9,T10,T10,Craig Barlow,81,"10' 10""",543.0,50,172
10,T10,T10,Tim Herron,100,"10' 10""",792.6669999999999,73,20
11,T10,T10,Brett Quigley,96,"10' 10""",875.75,81,28
12,T10,T10,David Toms,87,"10' 10""",594.25,55,118
13,T10,T10,Scott Verplank,87,"10' 10""",652.1669999999999,60,111
14,T10,T10,Jay Williamson,53,"10' 10""",357.583,33,31
15,T16,T16,Ben Crane,78,"10' 11""",580.3330000000001,53,43
16,T16,T16,Chris DiMarco,83,"10' 11""",522.75,48,27
17,T16,T16,Omar Uresti,84,"10' 11""",599.4169999999999,55,47
18,19,19,Shigeki Maruyama,99,"11' 0""",591.8330000000001,54,29
19,T20,T20,Ryuji Imada,78,"11' 1""",742.0830000000001,67,32
20,T20,T20,Charlie Wi,67,"11' 1""",522.75,47,36
21,22,22,Charles Howell III,95,"11' 2""",638.25,57,68
22,T23,T23,Mark Brooks,72,"11' 3""",777.5,69,79
23,T23,T23,Tim Clark,92,"11' 3""",631.25,56,86
24,T23,T23,Justin Leonard,78,"11' 3""",515.75,46,64
25,T26,T26,Doug Barron,70,"11' 4""",702.25,62,52
26,T26,T26,Padraig Harrington,50,"11' 4""",454.083,40,170
27,T26,T26,Rocco Mediate,73,"11' 4""",577.0830000000001,51,38
28,T29,T29,J.P. Hayes,63,"11' 5""",399.25,35,55
29,T29,T29,Vijay Singh,111,"11' 5""",1063.0,93,2
30,T31,T31,Stuart Appleby,84,"11' 6""",620.75,54,58
31,T31,T31,Matt Gogel,78,"11' 6""",759.25,66,106
32,T31,T31,Stephen Leaney,89,"11' 6""",688.0,60,51
33,T31,T31,Justin Rose,99,"11' 6""",757.1669999999999,66,18
34,T31,T31,Steve Stricker,62,"11' 6""",622.5,54,16
35,T31,T31,Duffy Waldorf,86,"11' 6""",656.9169999999999,57,148
36,T37,T37,John Elliott,58,"11' 7""",742.0,64,199
37,T37,T37,José María Olazábal,55,"11' 7""",359.583,31,5
38,T37,T37,Chris Riley,67,"11' 7""",508.167,44,83
39,T40,T40,Jason Bohn,91,"11' 8""",734.8330000000001,63,69
40,T40,T40,Paul Gow,78,"11' 8""",721.4169999999999,62,75
41,T40,T40,Mark Wilson,74,"11' 8""",560.1669999999999,48,36
42,T43,T43,Jonathan Byrd,103,"11' 9""",965.4169999999999,82,99
43,T43,T43,Fred Couples,72,"11' 9""",270.33299999999997,23,168
44,T43,T43,Brandt Jobe,96,"11' 9""",832.6669999999999,71,124
45,T43,T43,Kenny Perry,82,"11' 9""",422.75,36,70
46,T43,T43,Phillip Price,77,"11' 9""",459.75,39,22
47,T48,T48,Sergio Garcia,73,"11' 11""",453.333,38,56
48,T48,T48,Jerry Kelly,101,"11' 11""",788.9169999999999,66,71
49,T48,T48,Joe Ogilvie,103,"11' 11""",847.4169999999999,71,77
50,T48,T48,Greg Owen,84,"11' 11""",764.4169999999999,64,101
51,T48,T48,Adam Scott,72,"11' 11""",332.833,28,150
52,53,53,Thomas Levet,54,"12' 0""",443.083,37,195
53,T54,T54,Daniel Chopra,108,"12' 1""",1308.75,108,23
54,T54,T54,Jim Furyk,94,"12' 1""",605.9169999999999,50,3
55,T54,T54,Geoff Ogilvy,97,"12' 1""",712.0830000000001,59,92
56,T54,T54,Brenden Pappas,51,"12' 1""",591.25,49,197
57,T58,T58,Justin Bolli,65,"12' 2""",704.4169999999999,58,144
58,T58,T58,Todd Hamilton,94,"12' 2""",643.5830000000001,53,181
59,T58,T58,Neal Lancaster,95,"12' 2""",852.8330000000001,70,90
60,T58,T58,Bernhard Langer,67,"12' 2""",560.4169999999999,46,41
61,T58,T58,Rod Pampling,89,"12' 2""",793.4169999999999,65,134
62,T63,T63,Arjun Atwal,65,"12' 3""",844.3330000000001,69,162
63,T63,T63,Woody Austin,100,"12' 3""",769.75,63,119
64,T63,T63,Zach Johnson,96,"12' 3""",894.0,73,109
