,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
0,1,1,Justin Leonard,78,"5' 9""",5.078,74,64
1,2,2,Ben Curtis,65,"5' 10""",5.112,73,176
2,3,3,Mike Weir,71,"5' 11""",4.556,64,81
3,4,4,José María Olazábal,55,"6' 1""",4.433,61,5
4,5,5,Luke Donald,67,"6' 2""",3.117,42,42
5,T6,T6,Brian Davis,75,"6' 4""",7.695,101,17
6,T6,T6,Loren Roberts,54,"6' 4""",3.7880000000000003,50,7
7,8,8,Justin Bolli,65,"6' 5""",7.591,98,144
8,T9,T9,Shigeki Maruyama,99,"6' 6""",6.569,84,29
9,T9,T9,Carl Pettersson,109,"6' 6""",12.409,159,25
10,T9,T9,David Toms,87,"6' 6""",6.439,83,118
11,12,12,Rob Rashell,65,"6' 7""",6.285,80,166
12,T13,T13,Paul Azinger,66,"6' 8""",7.159,90,140
13,T13,T13,Phil Mickelson,81,"6' 8""",6.045,76,9
14,T13,T13,Brett Quigley,96,"6' 8""",10.156,127,28
15,T13,T13,Jeff Sluman,94,"6' 8""",7.452999999999999,93,44
16,T17,T17,Michael Allen,90,"6' 9""",8.617,106,147
17,T17,T17,Jonathan Byrd,103,"6' 9""",11.565999999999999,143,99
18,T17,T17,Jim Furyk,94,"6' 9""",7.004,86,3
19,T17,T17,Charles Howell III,95,"6' 9""",6.837999999999999,84,68
20,T17,T17,Mark O'Meara,66,"6' 9""",7.938,98,33
21,T17,T17,Mark Wilson,74,"6' 9""",6.894,85,36
22,T23,T23,Stephen Leaney,89,"6' 10""",6.928,85,51
23,T23,T23,Billy Mayfair,114,"6' 10""",8.774,107,54
24,T23,T23,Kenny Perry,82,"6' 10""",5.655,69,70
25,T23,T23,Heath Slocum,103,"6' 10""",9.644,117,40
26,T27,T27,Todd Fischer,99,"6' 11""",10.982000000000001,133,82
27,T27,T27,Hunter Haas,83,"6' 11""",11.885,143,112
28,T27,T27,Tim Herron,100,"6' 11""",9.037,109,20
29,T27,T27,Steve Jones,56,"6' 11""",5.055,61,143
30,T27,T27,Tom Lehman,69,"6' 11""",6.285,76,121
31,T32,T32,Fred Funk,102,"7' 0""",7.245,86,11
32,T32,T32,Jerry Kelly,101,"7' 0""",8.328,99,71
33,T32,T32,Bernhard Langer,67,"7' 0""",4.709,56,41
34,T32,T32,Dean Wilson,86,"7' 0""",10.725,127,62
35,T32,T32,Tiger Woods,76,"7' 0""",4.047,48,14
36,T37,T37,Jeff Brehaut,71,"7' 1""",8.482999999999999,100,95
37,T37,T37,Fred Couples,72,"7' 1""",4.101,48,168
38,T37,T37,Marco Dawson,82,"7' 1""",8.138,96,60
39,T37,T37,Matt Kuchar,60,"7' 1""",7.817,92,26
40,T37,T37,Thomas Levet,54,"7' 1""",6.127999999999999,72,195
41,T37,T37,Jesper Parnevik,84,"7' 1""",9.282,109,57
42,T37,T37,Rory Sabbatini,81,"7' 1""",6.445,76,108
43,T37,T37,Tjaart van der Walt,56,"7' 1""",7.647,90,126
44,T45,T45,Stuart Appleby,84,"7' 2""",6.699,78,58
45,T45,T45,Woody Austin,100,"7' 2""",10.331,120,119
46,T45,T45,Lucas Glover,88,"7' 2""",7.7379999999999995,90,129
47,T45,T45,Neal Lancaster,95,"7' 2""",11.324000000000002,131,90
48,T45,T45,Davis Love III,80,"7' 2""",6.584,77,48
49,T45,T45,Greg Owen,84,"7' 2""",9.45,110,101
50,T45,T45,Brenden Pappas,51,"7' 2""",6.481,75,197
51,T45,T45,Jay Williamson,53,"7' 2""",6.484,75,31
52,T53,T53,Craig Barlow,81,"7' 3""",6.903,79,172
53,T53,T53,Dan Forsman,52,"7' 3""",4.62,53,46
54,T53,T53,Retief Goosen,71,"7' 3""",4.369,50,131
55,T53,T53,Glen Hnatiuk,59,"7' 3""",6.629,76,173
56,T53,T53,Ryuji Imada,78,"7' 3""",11.515,133,32
57,T53,T53,Steve Lowery,100,"7' 3""",11.703,134,137
58,T59,T59,Aaron Baddeley,84,"7' 4""",9.119,104,72
59,T59,T59,K.J. Choi,78,"7' 4""",5.8870000000000005,67,89
60,T59,T59,John Daly,78,"7' 4""",8.033999999999999,91,192
61,T59,T59,Scott Gutschewski,86,"7' 4""",9.682,110,160
62,T59,T59,Padraig Harrington,50,"7' 4""",4.646,53,170
63,T59,T59,J.J. Henry,102,"7' 4""",10.850999999999999,123,105
64,T59,T59,John Huston,90,"7' 4""",10.298,117,128
65,T59,T59,Tim Petrovic,97,"7' 4""",11.38,129,87
66,T67,T67,Brian Bateman,98,"7' 5""",10.992,123,176
67,T67,T67,Alex Cejka,84,"7' 5""",6.9110000000000005,78,142
68,T67,T67,Steve Elkington,67,"7' 5""",6.38,72,34
69,T67,T67,Sergio Garcia,73,"7' 5""",4.643,52,56
70,T67,T67,Brendan Jones,81,"7' 5""",8.865,100,78
71,T67,T67,Skip Kendall,80,"7' 5""",8.767000000000001,98,119
72,T67,T67,Peter Lonard,85,"7' 5""",7.99,90,152
73,T67,T67,Michael Long,72,"7' 5""",8.671,97,179
74,T67,T67,Rocco Mediate,73,"7' 5""",9.772,110,38
75,T67,T67,Ted Purdy,122,"7' 5""",11.878,133,158
76,T67,T67,Adam Scott,72,"7' 5""",3.92,44,150
77,T67,T67,Nick Watney,91,"7' 5""",10.667,120,84
78,T67,T67,Charlie Wi,67,"7' 5""",10.017999999999999,113,36
79,T80,T80,Chad Campbell,95,"7' 6""",7.102,79,144
80,T80,T80,Gavin Coles,70,"7' 6""",7.715,86,61
81,T80,T80,Glen Day,80,"7' 6""",11.725999999999999,131,45
82,T80,T80,Chris DiMarco,83,"7' 6""",7.2829999999999995,81,27
83,T80,T80,Todd Hamilton,94,"7' 6""",9.675,108,181
84,T80,T80,Jeff Hart,63,"7' 6""",7.457999999999999,83,49
85,T80,T80,Corey Pavin,77,"7' 6""",8.883,99,4
86,T80,T80,Kirk Triplett,55,"7' 6""",4.845,54,50
87,T88,T88,Chris Anderson,66,"7' 7""",9.702,107,153
88,T88,T88,Cameron Beckman,96,"7' 7""",11.898,131,122
