,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
122,T122,T122,Chris DiMarco,83,47.69,31,65
123,124,124,Rich Beem,66,47.54,29,61
124,T125,T125,Jonathan Byrd,103,47.47,47,99
125,T125,T125,John Rollins,97,47.47,47,99
126,127,127,Davis Love III,80,47.46,28,59
127,128,128,Will MacKenzie,75,47.44,37,78
128,129,129,Franklin Langham,91,47.42,46,97
129,130,130,Hunter Haas,83,47.37,36,76
130,131,131,Nick Watney,91,47.31,44,93
131,132,132,Kevin Na,88,47.27,52,110
132,133,133,Scott McCarron,78,47.22,34,72
133,134,134,Doug Barron,70,47.06,32,68
134,135,135,Rocco Mediate,73,46.97,31,66
135,136,136,Arron Oberholser,65,46.94,23,49
136,137,137,Paul Gow,78,46.88,30,64
137,T138,T138,Fred Couples,72,46.67,21,45
138,T138,T138,Scott Gutschewski,86,46.67,35,75
139,140,140,Stewart Cink,98,46.58,34,73
140,141,141,Hideto Tanihara,50,46.55,27,58
141,142,142,John Elliott,58,46.43,39,84
142,143,143,Brad Faxon,75,46.15,36,78
143,144,144,Skip Kendall,80,46.08,47,102
144,145,145,Mark Brooks,72,45.95,34,74
145,146,146,Vaughn Taylor,99,45.83,44,96
146,147,147,Brian Bateman,98,45.79,49,107
147,148,148,Danny Briggs,70,45.76,27,59
148,149,149,Jeff Maggert,79,45.65,21,46
149,150,150,Ted Purdy,122,45.61,52,114
150,151,151,Bart Bryant,91,45.57,36,79
151,152,152,Shaun Micheel,81,45.45,30,66
152,153,153,Hank Kuehne,84,45.16,42,93
153,154,154,John Cook,72,45.12,37,82
154,155,155,Brett Wetterich,76,45.1,23,51
155,156,156,Carl Pettersson,109,44.94,40,89
156,157,157,Ryuji Imada,78,44.83,39,87
157,158,158,Robert Allenby,95,44.78,30,67
158,159,159,D.J. Trahan,81,44.74,34,76
159,160,160,Bill Glasson,54,44.44,16,36
160,161,161,Jay Haas,54,44.23,23,52
161,162,162,Sean O'Hair,103,43.96,40,91
162,T163,T163,Joe Durant,81,43.94,29,66
163,T163,T163,David Toms,87,43.94,29,66
164,165,165,Heath Slocum,103,43.9,36,82
165,166,166,Mark Hensby,70,43.86,25,57
166,167,167,Greg Owen,84,43.66,31,71
167,168,168,Kenny Perry,82,43.64,24,55
168,T169,T169,Steve Lowery,100,43.48,40,92
169,T169,T169,Brenden Pappas,51,43.48,20,46
170,171,171,John Huston,90,43.21,35,81
171,172,172,Tommy Armour III,103,43.16,41,95
172,T173,T173,Matt Gogel,78,42.86,45,105
173,T173,T173,Neal Lancaster,95,42.86,45,105
174,175,175,Bob Estes,92,42.68,35,82
175,176,176,Craig Perks,67,42.53,37,87
176,T177,T177,Ryan Palmer,101,42.5,34,80
177,T177,T177,Adam Scott,72,42.5,17,40
178,179,179,Lee Westwood,50,42.42,14,33
179,180,180,Tjaart van der Walt,56,42.37,25,59
180,181,181,Hidemichi Tanaka,106,42.17,35,83
181,182,182,Chris Smith,93,41.86,36,86
182,183,183,Retief Goosen,71,41.46,17,41
183,184,184,D.J. Brigman,76,41.33,31,75
184,185,185,D.A. Points,94,40.85,29,71
185,186,186,Thomas Levet,54,40.74,22,54
186,T187,T187,Jim Carter,62,40.54,30,74
187,T187,T187,Ben Curtis,65,40.54,30,74
188,189,189,Todd Hamilton,94,40.43,38,94
189,T190,T190,David Hearn,68,40.0,22,55
190,T190,T190,Roland Thatcher,75,40.0,30,75
191,192,192,Andrew Magee,82,39.42,41,104
192,193,193,Dennis Paulson,63,39.39,26,66
193,194,194,Cameron Beckman,96,39.0,39,100
194,195,195,Alex Cejka,84,37.33,28,75
195,196,196,Jonathan Kaye,77,37.31,25,67
196,197,197,Bradley Hughes,52,35.71,15,42
197,198,198,Ian Poulter,62,35.0,14,40
198,199,199,Duffy Waldorf,86,34.67,26,75
199,200,200,Tom Lehman,69,33.9,20,59
200,201,201,Charles Warren,89,33.77,26,77
201,202,202,Michael Long,72,31.43,22,70
