,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Luke Donald,67,68.57,24,35
1,2,2,Larry Mize,54,67.35,33,49
2,3,3,Jay Williamson,53,67.31,35,52
3,4,4,Jim Furyk,94,63.93,39,61
4,5,5,Dudley Hart,84,63.51,47,74
5,6,6,Vijay Singh,111,62.07,54,87
6,7,7,Matt Kuchar,60,61.9,39,63
7,8,8,José María Olazábal,55,61.76,21,34
8,9,9,Bob Tway,87,60.56,43,71
9,10,10,Steve Elkington,67,60.29,41,68
10,11,11,Phillip Price,77,60.0,48,80
11,12,12,Tim Herron,100,59.76,49,82
12,T13,T13,Joe Ogilvie,103,59.6,59,99
13,T13,T13,Tom Pernice Jr.,111,59.6,59,99
14,T15,T15,Carlos Franco,78,59.42,41,69
15,T15,T15,Corey Pavin,77,59.42,41,69
16,17,17,Chris Anderson,66,59.26,48,81
17,18,18,Daniel Chopra,108,59.22,61,103
18,19,19,Mark O'Meara,66,59.15,42,71
19,20,20,Tiger Woods,76,58.93,33,56
20,21,21,Stuart Appleby,84,58.82,40,68
21,22,22,Patrick Sheehan,114,58.43,52,89
22,23,23,Aaron Baddeley,84,58.33,56,96
23,24,24,Paul Claxton,79,58.23,46,79
24,25,25,Bernhard Langer,67,58.18,32,55
25,T26,T26,Jeff Hart,63,58.06,36,62
26,T26,T26,Jesper Parnevik,84,58.06,54,93
27,28,28,Kevin Sutherland,89,57.89,44,76
28,29,29,Loren Roberts,54,57.69,30,52
29,30,30,Justin Leonard,78,57.38,35,61
30,31,31,Steve Stricker,62,57.3,51,89
31,T32,T32,Pat Perez,89,57.14,48,84
32,T32,T32,Brett Quigley,96,57.14,56,98
33,T32,T32,Kirk Triplett,55,57.14,32,56
34,T35,T35,Olin Browne,99,56.72,38,67
35,T35,T35,Fred Funk,102,56.72,38,67
36,37,37,José Coceres,56,56.67,34,60
37,38,38,Zach Johnson,96,56.52,52,92
38,39,39,Woody Austin,100,56.12,55,98
39,40,40,Mark Wilson,74,56.06,37,66
40,41,41,Len Mattiace,86,55.86,81,145
41,42,42,Charlie Wi,67,55.81,48,86
42,43,43,Glen Day,80,55.79,53,95
43,44,44,Bo Van Pelt,112,55.56,45,81
44,45,45,Todd Fischer,99,55.37,67,121
45,46,46,Phil Mickelson,81,55.36,31,56
46,47,47,Ben Crane,78,55.13,43,78
47,48,48,Brian Gay,101,55.08,65,118
48,T49,T49,Arjun Atwal,65,55.0,33,60
49,T49,T49,Harrison Frazar,105,55.0,55,100
50,51,51,James Driscoll,73,54.55,54,99
51,52,52,Mathias Grönberg,60,54.39,31,57
52,53,53,Stephen Ames,82,54.29,38,70
53,54,54,K.J. Choi,78,54.24,32,59
54,55,55,Geoff Ogilvy,97,54.17,39,72
55,T56,T56,Sergio Garcia,73,54.05,20,37
56,T56,T56,Lucas Glover,88,54.05,40,74
57,58,58,Michael Allen,90,53.93,48,89
58,59,59,Mike Weir,71,53.85,35,65
59,60,60,Briny Baird,98,53.75,43,80
60,61,61,Tag Ridings,93,53.4,55,103
61,T62,T62,Brent Geiberger,61,53.33,32,60
62,T62,T62,Bob Heintz,67,53.33,48,90
63,64,64,Brandt Jobe,96,53.26,49,92
64,65,65,Kent Jones,99,53.21,58,109
65,66,66,Dean Wilson,86,52.81,47,89
66,67,67,Robert Gamez,91,52.7,39,74
67,68,68,Steve Allan,102,52.69,49,93
68,69,69,Paul Azinger,66,52.63,40,76
69,70,70,Glen Hnatiuk,59,52.46,32,61
70,71,71,Shigeki Maruyama,99,52.44,43,82
71,72,72,Tim Clark,92,52.38,44,84
72,73,73,Mario Tiziani,67,52.31,34,65
73,74,74,Jason Allred,75,52.25,58,111
74,T75,T75,Padraig Harrington,50,52.08,25,48
75,T75,T75,J.L. Lewis,98,52.08,50,96
76,77,77,Jeff Sluman,94,51.95,40,77
77,78,78,Robert Damron,89,51.69,46,89
78,79,79,Brendan Jones,81,51.56,33,64
79,80,80,J.J. Henry,102,51.28,40,78
80,81,81,Billy Andrade,83,51.14,45,88
81,82,82,Tim Petrovic,97,51.09,47,92
82,83,83,Steve Jones,56,51.02,25,49
83,84,84,Chris Riley,67,50.82,31,61
84,T85,T85,John Daly,78,50.77,33,65
85,T85,T85,Steve Flesch,90,50.77,33,65
86,87,87,Craig Barlow,81,50.75,34,67
87,88,88,Scott Hend,75,50.7,36,71
88,T89,T89,Marco Dawson,82,50.65,39,77
89,T89,T89,Peter Lonard,85,50.65,39,77
90,91,91,Jerry Kelly,101,50.63,40,79
91,92,92,Stephen Leaney,89,50.59,43,85
92,93,93,Charles Howell III,95,50.53,48,95
93,T94,T94,Chad Campbell,95,50.0,33,66
94,T94,T94,Gavin Coles,70,50.0,44,88
95,T94,T94,J.P. Hayes,63,50.0,31,62
96,T94,T94,Rory Sabbatini,81,50.0,23,46
97,98,98,Billy Mayfair,114,49.46,46,93
98,99,99,Tom Byrum,83,49.35,38,77
99,100,100,Justin Bolli,65,49.32,36,73
100,T101,T101,Matt Davidson,53,49.3,35,71
101,T101,T101,Rod Pampling,89,49.3,35,71
102,T101,T101,Scott Verplank,87,49.3,35,71
103,104,104,Jeff Brehaut,71,49.23,32,65
104,105,105,John Senden,101,48.96,47,96
105,T106,T106,Hunter Mahan,103,48.81,41,84
106,T106,T106,Joey Sindelar,104,48.81,41,84
107,T106,T106,Omar Uresti,84,48.81,41,84
108,109,109,Dan Forsman,52,48.78,20,41
109,110,110,Richard Johnson,50,48.72,19,39
110,111,111,Brian Davis,75,48.61,35,72
111,112,112,Freddie Jacobson,72,48.33,29,60
112,113,113,Frank Lickliter II,100,48.31,43,89
113,114,114,Kevin Stadler,96,48.19,40,83
114,115,115,Joey Snyder III,102,48.18,53,110
115,116,116,Justin Rose,99,48.15,39,81
116,117,117,Tom Gillis,77,48.1,38,79
117,T118,T118,Lee Janzen,75,48.05,37,77
118,T118,T118,Rob Rashell,65,48.05,37,77
119,120,120,Darron Stiles,78,47.83,33,69
120,121,121,Jason Bohn,91,47.78,43,90
121,T122,T122,Mark Calcavecchia,92,47.69,31,65
