,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
166,T158,T158,Andrew Magee,82,"8' 2""",4393.833,540,139
167,T158,T158,Len Mattiace,86,"8' 2""",4965.083,610,106
168,T158,T158,John Rollins,97,"8' 2""",4891.25,597,175
169,T158,T158,Kevin Stadler,96,"8' 2""",5048.75,619,165
170,T158,T158,Mario Tiziani,67,"8' 2""",3418.583,420,85
171,T158,T158,Lee Westwood,50,"8' 2""",1998.3329999999999,245,178
172,T173,T173,John Cook,72,"8' 3""",3453.417,419,185
173,T173,T173,Mark Hensby,70,"8' 3""",3074.083,373,198
174,T173,T173,Freddie Jacobson,72,"8' 3""",3430.333,416,91
175,T173,T173,Dennis Paulson,63,"8' 3""",3784.667,460,191
176,T173,T173,D.A. Points,94,"8' 3""",4944.5,599,100
177,T178,T178,Jason Allred,75,"8' 4""",4265.833,514,184
178,T178,T178,Scott McCarron,78,"8' 4""",3706.583,445,161
179,T178,T178,Shaun Micheel,81,"8' 4""",3612.833,433,157
180,T178,T178,Patrick Sheehan,114,"8' 4""",5809.25,698,130
181,T178,T178,Roland Thatcher,75,"8' 4""",3847.583,463,133
182,T178,T178,Charles Warren,89,"8' 4""",4587.167,551,200
183,T184,T184,Danny Briggs,70,"8' 5""",3763.667,449,149
184,T184,T184,Bart Bryant,91,"8' 5""",3987.5,476,123
185,T184,T184,Matt Gogel,78,"8' 5""",4205.5,501,106
186,T184,T184,Scott Hend,75,"8' 5""",4427.583,526,196
187,T184,T184,Hank Kuehne,84,"8' 5""",5037.0,598,182
188,T184,T184,Ryan Palmer,101,"8' 5""",4840.083,577,171
189,T184,T184,Tjaart van der Walt,56,"8' 5""",3101.333,367,126
190,191,191,Craig Perks,67,"8' 6""",3517.333,413,202
191,T192,T192,Arjun Atwal,65,"8' 7""",3819.0,444,162
192,T192,T192,Bradley Hughes,52,"8' 7""",2971.333,346,187
193,T192,T192,Hunter Mahan,103,"8' 7""",5591.0830000000005,649,194
194,T192,T192,Sean O'Hair,103,"8' 7""",5076.333,593,103
195,T192,T192,Joey Snyder III,102,"8' 7""",5319.75,620,182
196,T197,T197,Robert Allenby,95,"8' 8""",4011.167,461,174
197,T197,T197,Tom Byrum,83,"8' 8""",4385.0,504,94
198,T197,T197,Brett Wetterich,76,"8' 8""",4174.667,482,156
199,200,200,Steve Elkington,67,"8' 9""",3254.75,373,34
200,201,201,Joe Durant,81,"9' 0""",4097.917,455,115
201,202,202,Chris Smith,93,"9' 1""",5052.667,556,201
