,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
0,1,1,José María Olazábal,55,"6' 2""",1753.5829999999999,283,5
1,2,2,Shigeki Maruyama,99,"6' 5""",3561.583,552,29
2,T3,T3,Tim Herron,100,"6' 8""",3632.25,544,20
3,T3,T3,Mike Weir,71,"6' 8""",2361.5,355,81
4,T5,T5,Luke Donald,67,"6' 9""",1544.6670000000001,229,42
5,T5,T5,Justin Rose,99,"6' 9""",4112.333,607,18
6,T7,T7,Glen Day,80,"6' 10""",3793.083,558,45
7,T7,T7,Jeff Hart,63,"6' 10""",2630.667,385,49
8,T9,T9,Woody Austin,100,"6' 11""",4512.417,649,119
9,T9,T9,Brian Davis,75,"6' 11""",3099.833,448,17
10,T9,T9,Padraig Harrington,50,"6' 11""",1972.4170000000001,284,170
11,T9,T9,Ryuji Imada,78,"6' 11""",3477.667,500,32
12,T9,T9,Bernhard Langer,67,"6' 11""",2130.833,307,41
13,T9,T9,Adam Scott,72,"6' 11""",2314.167,333,150
14,T9,T9,Steve Stricker,62,"6' 11""",2974.667,428,16
15,T9,T9,Kevin Sutherland,89,"6' 11""",3508.75,506,6
16,T17,T17,Marco Dawson,82,"7' 0""",3737.25,533,60
17,T17,T17,Bob Estes,92,"7' 0""",3749.583,534,23
18,T17,T17,Fred Funk,102,"7' 0""",3630.417,516,11
19,T17,T17,Jim Furyk,94,"7' 0""",2979.083,426,3
20,T17,T17,Tom Pernice Jr.,111,"7' 0""",4773.417,680,8
21,T17,T17,Chris Riley,67,"7' 0""",2435.083,347,83
22,T17,T17,Omar Uresti,84,"7' 0""",3416.167,489,47
23,T17,T17,Charlie Wi,67,"7' 0""",3403.333,484,36
24,T25,T25,Corey Pavin,77,"7' 1""",3042.25,431,4
25,T25,T25,Phillip Price,77,"7' 1""",3022.083,428,22
26,T27,T27,Doug Barron,70,"7' 2""",3158.667,442,52
27,T27,T27,Tim Clark,92,"7' 2""",3285.0,461,86
28,T27,T27,José Coceres,56,"7' 2""",2992.417,416,18
29,T27,T27,Sergio Garcia,73,"7' 2""",2359.75,328,56
30,T27,T27,Paul Gow,78,"7' 2""",3781.583,528,75
31,T27,T27,Matt Kuchar,60,"7' 2""",2838.5,395,26
32,T27,T27,Justin Leonard,78,"7' 2""",2622.75,368,64
33,T27,T27,Brett Quigley,96,"7' 2""",4267.917,597,28
34,T27,T27,Heath Slocum,103,"7' 2""",4086.25,568,40
35,T27,T27,Darron Stiles,78,"7' 2""",3308.333,460,30
36,T27,T27,David Toms,87,"7' 2""",2885.0,401,118
37,T27,T27,Mark Wilson,74,"7' 2""",3022.25,421,36
38,T39,T39,Todd Hamilton,94,"7' 3""",3779.25,519,181
39,T39,T39,Richard Johnson,50,"7' 3""",2154.667,297,21
40,T39,T39,Phil Mickelson,81,"7' 3""",2625.5,364,9
41,T39,T39,Kevin Na,88,"7' 3""",4538.833,624,13
42,T39,T39,Carl Pettersson,109,"7' 3""",4670.0,646,25
43,T39,T39,Vijay Singh,111,"7' 3""",4475.25,619,2
44,T45,T45,Jonathan Byrd,103,"7' 4""",4830.5,658,99
45,T45,T45,K.J. Choi,78,"7' 4""",2791.083,379,89
46,T45,T45,Todd Fischer,99,"7' 4""",4873.167,661,82
47,T45,T45,Carlos Franco,78,"7' 4""",3361.5,461,39
48,T45,T45,J.P. Hayes,63,"7' 4""",2670.0,365,55
49,T45,T45,Brendan Jones,81,"7' 4""",3513.75,478,78
50,T45,T45,Tom Lehman,69,"7' 4""",2487.167,338,121
51,T45,T45,Geoff Ogilvy,97,"7' 4""",3795.083,517,92
52,T45,T45,Brenden Pappas,51,"7' 4""",2395.583,326,197
53,T45,T45,Kenny Perry,82,"7' 4""",2740.833,373,70
54,T45,T45,Rory Sabbatini,81,"7' 4""",3121.083,428,108
55,T45,T45,Joey Sindelar,104,"7' 4""",4764.083,652,76
56,T45,T45,Vaughn Taylor,99,"7' 4""",4613.167,626,98
57,T45,T45,Kirk Triplett,55,"7' 4""",2099.75,285,50
58,T59,T59,Paul Azinger,66,"7' 5""",3263.75,438,140
59,T59,T59,Aaron Baddeley,84,"7' 5""",4368.667,591,72
60,T59,T59,Jason Bohn,91,"7' 5""",4044.083,547,69
61,T59,T59,Fred Couples,72,"7' 5""",2072.167,280,168
62,T59,T59,Ben Crane,78,"7' 5""",3561.0,482,43
63,T59,T59,Chris DiMarco,83,"7' 5""",3097.167,416,27
64,T59,T59,Retief Goosen,71,"7' 5""",2158.583,292,131
65,T59,T59,Dudley Hart,84,"7' 5""",3608.25,488,10
66,T59,T59,Jonathan Kaye,77,"7' 5""",3247.25,436,132
67,T59,T59,Greg Owen,84,"7' 5""",3731.667,504,101
68,T59,T59,Jesper Parnevik,84,"7' 5""",3962.5,535,57
69,T59,T59,Rob Rashell,65,"7' 5""",3177.917,427,166
70,T59,T59,Loren Roberts,54,"7' 5""",2094.0,283,7
71,T59,T59,Jeff Sluman,94,"7' 5""",4222.25,568,44
72,T59,T59,Jay Williamson,53,"7' 5""",2551.917,343,31
73,T74,T74,Stuart Appleby,84,"7' 6""",3159.667,422,58
74,T74,T74,Alex Cejka,84,"7' 6""",3619.667,480,142
75,T74,T74,Hunter Haas,83,"7' 6""",4006.0,532,112
76,T74,T74,Joe Ogilvie,103,"7' 6""",4552.667,610,77
77,T74,T74,Pat Perez,89,"7' 6""",4337.417,579,12
78,T74,T74,Bob Tway,87,"7' 6""",3124.75,416,67
79,T80,T80,Michael Allen,90,"7' 7""",4297.667,568,147
80,T80,T80,Tommy Armour III,103,"7' 7""",4299.25,565,113
81,T80,T80,Cameron Beckman,96,"7' 7""",4678.583,618,122
82,T80,T80,Rich Beem,66,"7' 7""",2599.333,341,189
83,T80,T80,Jeff Brehaut,71,"7' 7""",2933.667,385,95
84,T80,T80,Mark Brooks,72,"7' 7""",3588.667,475,79
85,T80,T80,Jim Carter,62,"7' 7""",3020.667,397,135
86,T80,T80,Paul Claxton,79,"7' 7""",3597.083,476,146
87,T80,T80,Gavin Coles,70,"7' 7""",3451.167,455,61
88,T80,T80,John Daly,78,"7' 7""",3349.25,444,192
89,T80,T80,Zach Johnson,96,"7' 7""",4142.833,548,109
90,T80,T80,Frank Lickliter II,100,"7' 7""",4566.0,599,186
91,T80,T80,Rocco Mediate,73,"7' 7""",3443.333,453,38
92,T80,T80,Rod Pampling,89,"7' 7""",3692.167,485,134
93,T80,T80,Hideto Tanihara,50,"7' 7""",2681.5,354,190
94,T80,T80,Scott Verplank,87,"7' 7""",3463.583,457,111
95,T80,T80,Dean Wilson,86,"7' 7""",4130.75,543,62
96,T97,T97,Briny Baird,98,"7' 8""",4367.083,572,135
97,T97,T97,Justin Bolli,65,"7' 8""",3539.0,460,144
98,T97,T97,Robert Damron,89,"7' 8""",4571.917,597,93
99,T97,T97,Dan Forsman,52,"7' 8""",2268.5,296,46
100,T97,T97,Brian Gay,101,"7' 8""",5061.0,662,15
101,T97,T97,Glen Hnatiuk,59,"7' 8""",2468.25,323,173
102,T97,T97,Charles Howell III,95,"7' 8""",3821.583,499,68
103,T97,T97,Steve Jones,56,"7' 8""",2621.75,342,143
104,T97,T97,Jerry Kelly,101,"7' 8""",4064.417,531,71
105,T97,T97,Neal Lancaster,95,"7' 8""",4668.833,609,90
106,T97,T97,Stephen Leaney,89,"7' 8""",3754.083,492,51
107,T97,T97,Tim Petrovic,97,"7' 8""",4392.833,574,87
108,T97,T97,Ted Purdy,122,"7' 8""",5344.3330000000005,698,158
109,T97,T97,Nick Watney,91,"7' 8""",4435.75,580,84
110,T111,T111,Steve Allan,102,"7' 9""",5072.5,654,117
111,T111,T111,Stephen Ames,82,"7' 9""",3550.167,458,35
112,T111,T111,Chris Anderson,66,"7' 9""",3332.667,432,153
113,T111,T111,Craig Barlow,81,"7' 9""",3128.333,405,172
114,T111,T111,Daniel Chopra,108,"7' 9""",5579.0,720,23
115,T111,T111,Stewart Cink,98,"7' 9""",3596.0,466,53
116,T111,T111,Steve Flesch,90,"7' 9""",3588.333,462,159
117,T111,T111,Steve Lowery,100,"7' 9""",5029.333,647,137
118,T111,T111,Billy Mayfair,114,"7' 9""",5163.583,667,54
119,T111,T111,Mark O'Meara,66,"7' 9""",3051.833,393,33
120,T111,T111,Tiger Woods,76,"7' 9""",2937.5,379,14
121,T122,T122,Brian Bateman,98,"7' 10""",4721.25,601,176
122,T122,T122,Olin Browne,99,"7' 10""",3858.917,491,66
123,T122,T122,Mark Calcavecchia,92,"7' 10""",4335.333,554,110
124,T122,T122,Mathias Grönberg,60,"7' 10""",3324.25,423,1
125,T122,T122,Jay Haas,54,"7' 10""",2225.75,284,116
126,T122,T122,Brandt Jobe,96,"7' 10""",4495.833,571,124
127,T122,T122,Kent Jones,99,"7' 10""",4865.5,618,138
128,T122,T122,Skip Kendall,80,"7' 10""",3925.583,502,119
129,T122,T122,J.L. Lewis,98,"7' 10""",4385.083,560,87
130,T122,T122,Ian Poulter,62,"7' 10""",2011.0829999999999,257,180
131,T122,T122,John Senden,101,"7' 10""",4645.667,594,80
132,T122,T122,Bo Van Pelt,112,"7' 10""",4706.583,600,114
133,T134,T134,Billy Andrade,83,"7' 11""",4300.083,541,104
134,T134,T134,D.J. Brigman,76,"7' 11""",3524.0,446,193
135,T134,T134,Chad Campbell,95,"7' 11""",3694.917,466,144
136,T134,T134,Brad Faxon,75,"7' 11""",3402.667,428,97
137,T134,T134,Harrison Frazar,105,"7' 11""",5104.417,644,74
138,T134,T134,Bill Glasson,54,"7' 11""",2281.083,289,151
139,T134,T134,John Huston,90,"7' 11""",4614.917,583,128
140,T134,T134,Lee Janzen,75,"7' 11""",3317.0,419,101
141,T134,T134,Franklin Langham,91,"7' 11""",4435.083,561,125
142,T134,T134,Peter Lonard,85,"7' 11""",3602.333,456,152
143,T134,T134,Arron Oberholser,65,"7' 11""",2680.917,338,59
144,T145,T145,Thomas Levet,54,"8' 0""",2261.583,282,195
145,T145,T145,Michael Long,72,"8' 0""",3752.75,468,179
146,T145,T145,Jeff Maggert,79,"8' 0""",3279.083,408,167
147,T145,T145,Larry Mize,54,"8' 0""",2695.333,337,72
148,T145,T145,Tag Ridings,93,"8' 0""",4867.0,610,163
149,T145,T145,D.J. Trahan,81,"8' 0""",3961.417,496,168
150,T145,T145,Duffy Waldorf,86,"8' 0""",4024.5,505,148
151,T152,T152,Matt Davidson,53,"8' 1""",3061.417,377,155
152,T152,T152,Robert Gamez,91,"8' 1""",4574.333,568,127
153,T152,T152,Lucas Glover,88,"8' 1""",4509.75,560,129
154,T152,T152,David Hearn,68,"8' 1""",3240.75,402,188
155,T152,T152,Will MacKenzie,75,"8' 1""",3788.0,469,140
156,T152,T152,Hidemichi Tanaka,106,"8' 1""",5342.0830000000005,658,62
157,T158,T158,Ben Curtis,65,"8' 2""",2960.833,364,176
158,T158,T158,James Driscoll,73,"8' 2""",4075.083,500,65
159,T158,T158,John Elliott,58,"8' 2""",3502.667,431,199
160,T158,T158,Brent Geiberger,61,"8' 2""",2917.833,357,164
161,T158,T158,Tom Gillis,77,"8' 2""",4203.917,513,153
162,T158,T158,Scott Gutschewski,86,"8' 2""",4190.667,512,160
163,T158,T158,Bob Heintz,67,"8' 2""",3809.083,465,96
164,T158,T158,J.J. Henry,102,"8' 2""",4488.5,550,105
165,T158,T158,Davis Love III,80,"8' 2""",3200.083,392,48
