,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
52,53,53,José María Olazábal,55,32.73,18,55
53,54,54,Joe Ogilvie,103,32.65,32,98
54,55,55,Kenny Perry,82,32.56,14,43
55,56,56,Justin Bolli,65,32.47,25,77
56,57,57,Vijay Singh,111,32.35,22,68
57,T58,T58,Jason Bohn,91,32.22,29,90
58,T58,T58,Mark Brooks,72,32.22,29,90
59,T60,T60,Joe Durant,81,32.14,18,56
60,T60,T60,Richard Johnson,50,32.14,18,56
61,62,62,Jesper Parnevik,84,32.08,34,106
62,63,63,Darron Stiles,78,31.94,23,72
63,64,64,Retief Goosen,71,31.91,15,47
64,65,65,Joey Snyder III,102,31.51,23,73
65,66,66,Jeff Brehaut,71,31.48,17,54
66,67,67,Dudley Hart,84,31.4,27,86
67,68,68,Tommy Armour III,103,31.33,26,83
68,69,69,Hunter Haas,83,31.31,31,99
69,70,70,Freddie Jacobson,72,31.17,24,77
70,71,71,Jonathan Byrd,103,31.15,38,122
71,72,72,Sean O'Hair,103,31.11,28,90
72,73,73,Brian Gay,101,31.09,37,119
73,T74,T74,Ben Crane,78,30.86,25,81
74,T74,T74,Zach Johnson,96,30.86,25,81
75,76,76,Briny Baird,98,30.85,29,94
76,77,77,Fred Funk,102,30.77,24,78
77,78,78,Pat Perez,89,30.61,30,98
78,79,79,Patrick Sheehan,114,30.37,41,135
79,80,80,Steve Elkington,67,30.19,16,53
80,T81,T81,Jim Carter,62,30.14,22,73
81,T81,T81,Mark O'Meara,66,30.14,22,73
82,T83,T83,Billy Andrade,83,30.0,24,80
83,T83,T83,Charlie Wi,67,30.0,24,80
84,T85,T85,Paul Gow,78,29.87,23,77
85,T85,T85,J.P. Hayes,63,29.87,23,77
86,T85,T85,Mark Wilson,74,29.87,23,77
87,88,88,Carlos Franco,78,29.85,20,67
88,89,89,Steve Stricker,62,29.76,25,84
89,90,90,Brandt Jobe,96,29.59,29,98
90,91,91,Glen Day,80,29.47,28,95
91,92,92,D.J. Brigman,76,29.41,20,68
92,T93,T93,Chris DiMarco,83,29.33,22,75
93,T93,T93,Brett Wetterich,76,29.33,22,75
94,95,95,Sergio Garcia,73,29.27,12,41
95,96,96,Matt Kuchar,60,29.23,19,65
96,97,97,Ian Poulter,62,29.17,14,48
97,98,98,Tim Petrovic,97,29.13,30,103
98,99,99,Tiger Woods,76,29.09,16,55
99,100,100,Charles Howell III,95,29.03,18,62
100,101,101,Loren Roberts,54,28.99,20,69
101,102,102,Arjun Atwal,65,28.95,22,76
102,103,103,Heath Slocum,103,28.92,24,83
103,104,104,Todd Fischer,99,28.91,37,128
104,105,105,Tom Byrum,83,28.7,31,108
105,106,106,John Cook,72,28.57,18,63
106,107,107,Aaron Baddeley,84,28.33,34,120
107,108,108,Corey Pavin,77,28.24,24,85
108,T109,T109,Fred Couples,72,28.21,11,39
109,T109,T109,Bob Heintz,67,28.21,22,78
110,111,111,Roland Thatcher,75,28.07,16,57
111,112,112,Brett Quigley,96,27.93,31,111
112,113,113,Greg Owen,84,27.85,22,79
113,114,114,Brendan Jones,81,27.55,27,98
114,T115,T115,Cameron Beckman,96,27.45,28,102
115,T115,T115,Jay Williamson,53,27.45,14,51
116,117,117,Jerry Kelly,101,27.4,20,73
117,118,118,Rob Rashell,65,27.27,21,77
118,119,119,Robert Allenby,95,27.06,23,85
119,120,120,Tom Gillis,77,27.03,20,74
120,T121,T121,Hidemichi Tanaka,106,27.0,27,100
121,T121,T121,Vaughn Taylor,99,27.0,27,100
122,123,123,John Elliott,58,26.97,24,89
123,124,124,Robert Gamez,91,26.92,28,104
124,T125,T125,Brian Bateman,98,26.79,30,112
125,T125,T125,Ben Curtis,65,26.79,15,56
126,T127,T127,Kevin Na,88,26.32,25,95
127,T127,T127,Lee Westwood,50,26.32,10,38
128,129,129,Chad Campbell,95,26.26,26,99
129,130,130,Ted Purdy,122,26.21,27,103
130,131,131,John Senden,101,26.09,24,92
131,132,132,Will MacKenzie,75,26.0,26,100
132,133,133,Stephen Leaney,89,25.97,20,77
133,T134,T134,Marco Dawson,82,25.64,20,78
134,T134,T134,Justin Leonard,78,25.64,20,78
135,T134,T134,Phillip Price,77,25.64,20,78
136,137,137,Rod Pampling,89,25.58,22,86
137,138,138,Doug Barron,70,25.45,14,55
138,T139,T139,Bart Bryant,91,25.35,18,71
139,T139,T139,Larry Mize,54,25.35,18,71
140,141,141,Scott Gutschewski,86,25.33,19,75
141,T142,T142,Bill Glasson,54,25.0,15,60
142,T142,T142,Todd Hamilton,94,25.0,23,92
143,T142,T142,Padraig Harrington,50,25.0,16,64
144,T142,T142,Kirk Triplett,55,25.0,14,56
145,146,146,Woody Austin,100,24.71,21,85
146,147,147,Dennis Paulson,63,24.69,20,81
147,148,148,Steve Jones,56,24.64,17,69
148,149,149,Paul Claxton,79,24.62,16,65
149,T150,T150,Jason Allred,75,24.49,24,98
150,T150,T150,Mathias Grönberg,60,24.49,12,49
151,152,152,David Hearn,68,24.44,11,45
152,153,153,Matt Davidson,53,24.39,20,82
153,154,154,Danny Briggs,70,24.32,18,74
154,155,155,Michael Allen,90,24.27,25,103
155,156,156,Franklin Langham,91,24.04,25,104
156,157,157,Andrew Magee,82,23.89,27,113
157,158,158,Paul Azinger,66,23.81,20,84
158,159,159,Mike Weir,71,23.61,17,72
159,160,160,John Rollins,97,23.6,21,89
160,161,161,Hank Kuehne,84,23.58,25,106
161,162,162,Mario Tiziani,67,23.53,12,51
162,163,163,D.A. Points,94,23.26,20,86
163,164,164,Geoff Ogilvy,97,23.17,19,82
164,T165,T165,Chris Anderson,66,22.97,17,74
165,T165,T165,Kevin Sutherland,89,22.97,17,74
166,167,167,Jonathan Kaye,77,22.95,14,61
167,168,168,Ryan Palmer,101,22.94,25,109
168,169,169,Peter Lonard,85,22.73,20,88
169,170,170,John Huston,90,22.68,22,97
170,171,171,Mark Hensby,70,22.67,17,75
171,172,172,Brent Geiberger,61,22.47,20,89
172,173,173,Tag Ridings,93,22.41,26,116
173,174,174,Joey Sindelar,104,22.35,19,85
174,175,175,Hunter Mahan,103,22.32,25,112
175,T176,T176,Luke Donald,67,22.22,8,36
176,T176,T176,Arron Oberholser,65,22.22,8,36
177,178,178,D.J. Trahan,81,22.08,17,77
178,179,179,Glen Hnatiuk,59,21.88,14,64
179,180,180,Michael Long,72,21.84,19,87
180,181,181,Kent Jones,99,21.7,23,106
181,182,182,Olin Browne,99,21.52,17,79
182,183,183,Lucas Glover,88,21.51,20,93
183,184,184,Frank Lickliter II,100,21.43,21,98
184,185,185,Steve Allan,102,21.14,26,123
185,186,186,Brenden Pappas,51,20.88,19,91
186,187,187,Chris Smith,93,20.59,21,102
187,188,188,Charles Warren,89,20.45,18,88
188,189,189,José Coceres,56,20.37,11,54
189,T190,T190,K.J. Choi,78,20.0,11,55
190,T190,T190,Gavin Coles,70,20.0,13,65
191,192,192,Jeff Maggert,79,19.7,13,66
192,193,193,Kevin Stadler,96,19.0,19,100
193,194,194,Tjaart van der Walt,56,18.92,14,74
194,195,195,Steve Flesch,90,18.68,17,91
195,196,196,Craig Barlow,81,18.52,15,81
196,197,197,Steve Lowery,100,18.0,18,100
197,198,198,Scott Hend,75,16.84,16,95
198,199,199,John Daly,78,16.28,14,86
199,200,200,Craig Perks,67,12.04,13,108
200,201,201,Bradley Hughes,52,9.8,5,51
201,202,202,Hideto Tanihara,50,9.68,6,62
