,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Jay Haas,54,43.9,18,41
1,2,2,Brian Davis,75,43.33,26,60
2,3,3,Tom Pernice Jr.,111,40.0,36,90
3,4,4,Matt Gogel,78,39.36,37,94
4,5,5,Tim Herron,100,39.33,35,89
5,6,6,Jim Furyk,94,38.81,26,67
6,7,7,Daniel Chopra,108,38.68,41,106
7,8,8,Stephen Ames,82,38.46,25,65
8,9,9,Justin Rose,99,38.27,31,81
9,10,10,Rory Sabbatini,81,38.2,34,89
10,11,11,Davis Love III,80,37.5,21,56
11,12,12,Brad Faxon,75,37.35,31,83
12,13,13,Alex Cejka,84,37.33,28,75
13,14,14,Rocco Mediate,73,37.29,22,59
14,15,15,Shaun Micheel,81,37.18,29,78
15,16,16,Stewart Cink,98,36.96,34,92
16,17,17,Ryuji Imada,78,36.92,24,65
17,18,18,Robert Damron,89,36.84,35,95
18,19,19,Stuart Appleby,84,36.62,26,71
19,20,20,Dan Forsman,52,36.07,22,61
20,21,21,James Driscoll,73,35.62,26,73
21,22,22,Lee Janzen,75,35.56,32,90
22,23,23,Omar Uresti,84,35.38,23,65
23,24,24,Skip Kendall,80,35.05,34,97
24,25,25,Dean Wilson,86,35.0,35,100
25,26,26,Len Mattiace,86,34.97,57,163
26,27,27,Scott Verplank,87,34.92,22,63
27,28,28,Carl Pettersson,109,34.75,41,118
28,29,29,Tim Clark,92,34.72,25,72
29,30,30,Adam Scott,72,34.69,17,49
30,31,31,Tom Lehman,69,34.55,19,55
31,32,32,Bob Estes,92,34.44,31,90
32,33,33,Rich Beem,66,34.43,21,61
33,34,34,David Toms,87,34.21,26,76
34,35,35,Duffy Waldorf,86,34.12,29,85
35,36,36,Neal Lancaster,95,34.07,31,91
36,37,37,Bernhard Langer,67,33.85,22,65
37,T38,T38,J.J. Henry,102,33.71,30,89
38,T38,T38,Nick Watney,91,33.71,30,89
39,40,40,J.L. Lewis,98,33.68,32,95
40,41,41,Harrison Frazar,105,33.64,36,107
41,T42,T42,Shigeki Maruyama,99,33.33,33,99
42,T42,T42,Billy Mayfair,114,33.33,32,96
43,T42,T42,Scott McCarron,78,33.33,26,78
44,T42,T42,Phil Mickelson,81,33.33,18,54
45,T42,T42,Jeff Sluman,94,33.33,30,90
46,T42,T42,Bo Van Pelt,112,33.33,34,102
47,48,48,Bob Tway,87,32.94,28,85
48,49,49,Jeff Hart,63,32.91,26,79
49,50,50,Mark Calcavecchia,92,32.88,24,73
50,51,51,Chris Riley,67,32.84,22,67
51,52,52,Thomas Levet,54,32.76,19,58
