,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,Mike Weir,71,"5' 3""",706.6669999999999,135,81
1,2,2,José María Olazábal,55,"5' 5""",689.0,128,5
2,3,3,Luke Donald,67,"5' 11""",609.5830000000001,103,42
3,4,4,Chris Riley,67,"6' 0""",851.5830000000001,142,83
4,5,5,Richard Johnson,50,"6' 1""",743.25,122,21
5,6,6,Carl Pettersson,109,"6' 2""",1790.5829999999999,292,25
6,T7,T7,Bob Estes,92,"6' 3""",1274.583,204,23
7,T7,T7,Shigeki Maruyama,99,"6' 3""",1441.0,231,29
8,T7,T7,Kevin Sutherland,89,"6' 3""",1335.3329999999999,213,6
9,T7,T7,Bob Tway,87,"6' 3""",1037.417,167,67
10,T11,T11,K.J. Choi,78,"6' 4""",1085.833,172,89
11,T11,T11,Ryuji Imada,78,"6' 4""",1306.583,207,32
12,T11,T11,Jonathan Kaye,77,"6' 4""",1270.583,200,132
13,T14,T14,Doug Barron,70,"6' 5""",1224.167,192,52
14,T14,T14,Hunter Haas,83,"6' 5""",1378.0829999999999,215,112
15,T14,T14,Bernhard Langer,67,"6' 5""",717.5,112,41
16,T14,T14,Vaughn Taylor,99,"6' 5""",1690.8329999999999,262,98
17,T18,T18,Retief Goosen,71,"6' 6""",775.8330000000001,120,131
18,T18,T18,Padraig Harrington,50,"6' 6""",730.4169999999999,113,170
19,T18,T18,Lee Janzen,75,"6' 6""",990.75,152,101
20,T18,T18,Brett Quigley,96,"6' 6""",1769.9170000000001,274,28
21,T18,T18,D.J. Trahan,81,"6' 6""",1286.917,199,168
22,T18,T18,Mark Wilson,74,"6' 6""",1193.75,184,36
23,T24,T24,Glen Day,80,"6' 7""",1597.5,242,45
24,T24,T24,Jeff Hart,63,"6' 7""",1122.417,170,49
25,T24,T24,Mark O'Meara,66,"6' 7""",1107.667,169,33
26,T24,T24,Brenden Pappas,51,"6' 7""",799.1669999999999,122,197
27,T24,T24,Jesper Parnevik,84,"6' 7""",1438.4170000000001,218,57
28,T24,T24,Phillip Price,77,"6' 7""",1026.25,156,22
29,T24,T24,Vijay Singh,111,"6' 7""",1509.3329999999999,229,2
30,T31,T31,Jim Carter,62,"6' 8""",1125.417,169,135
31,T31,T31,Marco Dawson,82,"6' 8""",1518.5829999999999,228,60
32,T31,T31,Chris DiMarco,83,"6' 8""",1089.75,164,27
33,T31,T31,J.P. Hayes,63,"6' 8""",1044.917,156,55
34,T31,T31,Tom Lehman,69,"6' 8""",920.4169999999999,138,121
35,T31,T31,Andrew Magee,82,"6' 8""",1522.9170000000001,229,139
36,T31,T31,Justin Rose,99,"6' 8""",1632.0829999999999,244,18
37,T31,T31,Darron Stiles,78,"6' 8""",1287.083,194,30
38,T31,T31,Steve Stricker,62,"6' 8""",1157.25,173,16
39,T40,T40,Woody Austin,100,"6' 9""",2009.6670000000001,296,119
40,T40,T40,Cameron Beckman,96,"6' 9""",1779.4170000000001,264,122
41,T40,T40,Mark Brooks,72,"6' 9""",1487.25,221,79
42,T40,T40,Sergio Garcia,73,"6' 9""",921.1669999999999,137,56
43,T40,T40,Tim Herron,100,"6' 9""",1614.1670000000001,239,20
44,T40,T40,Matt Kuchar,60,"6' 9""",1026.5,153,26
45,T40,T40,Greg Owen,84,"6' 9""",1396.1670000000001,208,101
46,T40,T40,Corey Pavin,77,"6' 9""",1222.417,180,4
47,T40,T40,Pat Perez,89,"6' 9""",1614.5829999999999,239,12
48,T40,T40,Heath Slocum,103,"6' 9""",1615.0,238,40
49,T50,T50,Justin Bolli,65,"6' 10""",1255.167,183,144
50,T50,T50,Tim Clark,92,"6' 10""",1297.75,189,86
51,T50,T50,Robert Damron,89,"6' 10""",1748.9170000000001,257,93
52,T50,T50,Carlos Franco,78,"6' 10""",1204.0,176,39
53,T50,T50,Todd Hamilton,94,"6' 10""",1500.0,220,181
54,T55,T55,Paul Azinger,66,"6' 11""",1316.5,190,140
55,T55,T55,Craig Barlow,81,"6' 11""",1081.583,157,172
56,T55,T55,Stewart Cink,98,"6' 11""",1347.75,194,53
57,T55,T55,Matt Davidson,53,"6' 11""",1036.083,150,155
58,T55,T55,Brad Faxon,75,"6' 11""",1216.333,176,97
59,T55,T55,Dan Forsman,52,"6' 11""",843.0830000000001,122,46
60,T55,T55,Franklin Langham,91,"6' 11""",1535.8329999999999,223,125
61,T55,T55,Tom Pernice Jr.,111,"6' 11""",2044.6670000000001,296,8
62,T55,T55,David Toms,87,"6' 11""",1041.417,151,118
63,T64,T64,Jeff Brehaut,71,"7' 0""",1207.333,172,95
64,T64,T64,Jonathan Byrd,103,"7' 0""",2116.75,301,99
65,T64,T64,Ben Crane,78,"7' 0""",1507.5829999999999,216,43
66,T64,T64,Fred Funk,102,"7' 0""",1631.4170000000001,234,11
67,T64,T64,Brian Gay,101,"7' 0""",1918.1670000000001,275,15
68,T64,T64,Frank Lickliter II,100,"7' 0""",1682.4170000000001,241,186
69,T64,T64,Michael Long,72,"7' 0""",1344.3329999999999,192,179
70,T64,T64,Phil Mickelson,81,"7' 0""",1014.1669999999999,145,9
71,T64,T64,Kirk Triplett,55,"7' 0""",940.5,134,50
72,T64,T64,Charlie Wi,67,"7' 0""",1398.9170000000001,201,36
73,T74,T74,Jason Allred,75,"7' 1""",1493.5829999999999,211,184
74,T74,T74,Stuart Appleby,84,"7' 1""",1227.583,174,58
75,T74,T74,Aaron Baddeley,84,"7' 1""",1705.3329999999999,242,72
76,T74,T74,Jason Bohn,91,"7' 1""",1641.0829999999999,232,69
77,T74,T74,José Coceres,56,"7' 1""",1222.25,173,18
78,T74,T74,Todd Fischer,99,"7' 1""",1862.25,262,82
79,T74,T74,Brent Geiberger,61,"7' 1""",866.3330000000001,122,164
80,T74,T74,Paul Gow,78,"7' 1""",1677.0,237,75
81,T74,T74,J.J. Henry,102,"7' 1""",1713.6670000000001,242,105
82,T74,T74,Glen Hnatiuk,59,"7' 1""",930.75,132,173
83,T74,T74,Justin Leonard,78,"7' 1""",1065.917,150,64
84,T74,T74,Kevin Na,88,"7' 1""",2002.0,284,13
85,T74,T74,Dennis Paulson,63,"7' 1""",1224.417,172,191
86,T74,T74,Joey Sindelar,104,"7' 1""",1860.5,263,76
87,T88,T88,Bart Bryant,91,"7' 2""",1465.25,204,123
88,T88,T88,Brian Davis,75,"7' 2""",1548.5829999999999,215,17
89,T88,T88,Mathias Grönberg,60,"7' 2""",1255.167,176,1
90,T88,T88,J.L. Lewis,98,"7' 2""",1540.0,216,87
91,T88,T88,Steve Lowery,100,"7' 2""",1904.9170000000001,267,137
92,T88,T88,Dean Wilson,86,"7' 2""",1663.8329999999999,233,62
93,T94,T94,Tommy Armour III,103,"7' 3""",1722.5,238,113
94,T94,T94,Steve Flesch,90,"7' 3""",1413.5,195,159
95,T94,T94,Jim Furyk,94,"7' 3""",1279.75,177,3
96,T94,T94,Lucas Glover,88,"7' 3""",1640.3329999999999,225,129
97,T94,T94,Dudley Hart,84,"7' 3""",1465.1670000000001,202,10
98,T94,T94,David Hearn,68,"7' 3""",1282.583,176,188
99,T94,T94,Len Mattiace,86,"7' 3""",1697.8329999999999,233,106
100,T94,T94,Joe Ogilvie,103,"7' 3""",1894.75,260,77
101,T94,T94,Rob Rashell,65,"7' 3""",1278.333,176,166
102,T94,T94,Hideto Tanihara,50,"7' 3""",1101.0,151,190
103,T104,T104,Chris Anderson,66,"7' 4""",1156.75,158,153
104,T104,T104,Briny Baird,98,"7' 4""",1885.75,258,135
105,T104,T104,Ben Curtis,65,"7' 4""",1153.417,158,176
106,T104,T104,Neal Lancaster,95,"7' 4""",1861.5829999999999,255,90
107,T104,T104,Will MacKenzie,75,"7' 4""",1298.167,178,140
108,T104,T104,Rocco Mediate,73,"7' 4""",1389.4170000000001,189,38
109,T104,T104,Larry Mize,54,"7' 4""",1122.167,153,72
110,T104,T104,Geoff Ogilvy,97,"7' 4""",1582.6670000000001,216,92
111,T104,T104,Jeff Sluman,94,"7' 4""",1816.1670000000001,248,44
112,T104,T104,Omar Uresti,84,"7' 4""",1421.9170000000001,194,47
113,T104,T104,Nick Watney,91,"7' 4""",1804.3329999999999,245,84
114,T104,T104,Jay Williamson,53,"7' 4""",1207.917,164,31
115,T116,T116,Stephen Ames,82,"7' 5""",1482.3329999999999,200,35
116,T116,T116,Rich Beem,66,"7' 5""",1051.167,141,189
117,T116,T116,D.J. Brigman,76,"7' 5""",1439.75,195,193
118,T116,T116,Scott Hend,75,"7' 5""",1757.5829999999999,236,196
119,T116,T116,Freddie Jacobson,72,"7' 5""",1427.75,192,91
120,T116,T116,Sean O'Hair,103,"7' 5""",1908.5,258,103
121,T116,T116,Kenny Perry,82,"7' 5""",1082.083,146,70
122,T116,T116,Adam Scott,72,"7' 5""",1028.333,138,150
123,T124,T124,Steve Allan,102,"7' 6""",2056.917,274,117
124,T124,T124,Michael Allen,90,"7' 6""",1749.75,234,147
125,T124,T124,Daniel Chopra,108,"7' 6""",2060.0,274,23
126,T124,T124,Fred Couples,72,"7' 6""",879.9169999999999,117,168
127,T124,T124,John Daly,78,"7' 6""",1325.0829999999999,176,192
128,T124,T124,James Driscoll,73,"7' 6""",1506.6670000000001,201,65
129,T124,T124,Charles Howell III,95,"7' 6""",1483.8329999999999,198,68
130,T124,T124,John Huston,90,"7' 6""",1957.5,261,128
131,T124,T124,Brendan Jones,81,"7' 6""",1451.5,194,78
132,T124,T124,Tim Petrovic,97,"7' 6""",1874.9170000000001,250,87
133,T124,T124,Tag Ridings,93,"7' 6""",1836.3329999999999,244,163
134,T124,T124,Loren Roberts,54,"7' 6""",924.5830000000001,123,7
135,T124,T124,John Senden,101,"7' 6""",1824.5829999999999,244,80
136,T124,T124,Lee Westwood,50,"7' 6""",779.5830000000001,104,178
137,T124,T124,Tiger Woods,76,"7' 6""",1104.083,147,14
138,T139,T139,Chad Campbell,95,"7' 7""",1492.9170000000001,196,144
139,T139,T139,Paul Claxton,79,"7' 7""",1429.4170000000001,188,146
140,T139,T139,Gavin Coles,70,"7' 7""",1596.6670000000001,211,61
141,T139,T139,Jay Haas,54,"7' 7""",813.75,107,116
142,T139,T139,Steve Jones,56,"7' 7""",1066.5,141,143
143,T139,T139,Kent Jones,99,"7' 7""",2062.083,273,138
144,T139,T139,John Rollins,97,"7' 7""",1976.0829999999999,261,175
145,T139,T139,Kevin Stadler,96,"7' 7""",1997.5,264,165
146,T139,T139,Hidemichi Tanaka,106,"7' 7""",2365.167,312,62
147,T139,T139,Roland Thatcher,75,"7' 7""",1319.5829999999999,174,133
148,T149,T149,Bill Glasson,54,"7' 8""",1024.25,134,151
149,T149,T149,Matt Gogel,78,"7' 8""",1616.75,212,106
150,T149,T149,Skip Kendall,80,"7' 8""",1418.4170000000001,186,119
151,T149,T149,Arron Oberholser,65,"7' 8""",1174.75,154,59
152,T149,T149,Rod Pampling,89,"7' 8""",1458.5,190,134
153,T149,T149,Mario Tiziani,67,"7' 8""",1472.4170000000001,192,85
154,T149,T149,Duffy Waldorf,86,"7' 8""",1568.3329999999999,205,148
155,T156,T156,Billy Andrade,83,"7' 9""",1752.9170000000001,227,104
156,T156,T156,John Cook,72,"7' 9""",1509.75,195,185
157,T156,T156,Harrison Frazar,105,"7' 9""",2004.0,259,74
158,T156,T156,Bob Heintz,67,"7' 9""",1557.0829999999999,201,96
159,T156,T156,Peter Lonard,85,"7' 9""",1392.0829999999999,179,152
160,T156,T156,Jeff Maggert,79,"7' 9""",1321.3329999999999,171,167
161,T156,T156,Ryan Palmer,101,"7' 9""",1939.9170000000001,250,171
162,T156,T156,Craig Perks,67,"7' 9""",1253.75,161,202
163,T156,T156,Bo Van Pelt,112,"7' 9""",1949.5829999999999,251,114
164,T156,T156,Scott Verplank,87,"7' 9""",1491.5,193,111
165,T156,T156,Charles Warren,89,"7' 9""",1569.0,203,200
166,T167,T167,Steve Elkington,67,"7' 10""",1224.083,156,34
167,T167,T167,Tom Gillis,77,"7' 10""",1636.25,209,153
168,T167,T167,Zach Johnson,96,"7' 10""",1738.3329999999999,221,109
169,T167,T167,Davis Love III,80,"7' 10""",1358.9170000000001,173,48
170,T167,T167,Ted Purdy,122,"7' 10""",2417.417,309,158
171,T167,T167,Rory Sabbatini,81,"7' 10""",1462.9170000000001,187,108
172,T173,T173,Robert Allenby,95,"7' 11""",1522.4170000000001,193,174
173,T173,T173,Brian Bateman,98,"7' 11""",1882.9170000000001,239,176
174,T173,T173,Danny Briggs,70,"7' 11""",1616.1670000000001,204,149
175,T173,T173,Alex Cejka,84,"7' 11""",1432.9170000000001,181,142
176,T173,T173,Robert Gamez,91,"7' 11""",1869.0829999999999,237,127
177,T173,T173,Hank Kuehne,84,"7' 11""",1940.4170000000001,246,182
178,T173,T173,Billy Mayfair,114,"7' 11""",2194.333,277,54
179,T180,T180,John Elliott,58,"8' 0""",1355.5,170,199
180,T180,T180,Stephen Leaney,89,"8' 0""",1653.4170000000001,207,51
181,T180,T180,Tjaart van der Walt,56,"8' 0""",1189.333,148,126
182,T183,T183,Olin Browne,99,"8' 1""",1842.9170000000001,228,66
183,T183,T183,Mark Hensby,70,"8' 1""",1370.4170000000001,169,198
184,T183,T183,Brandt Jobe,96,"8' 1""",1791.8329999999999,221,124
185,T183,T183,Scott McCarron,78,"8' 1""",1594.3329999999999,197,161
186,T183,T183,Shaun Micheel,81,"8' 1""",1391.5829999999999,172,157
187,T183,T183,D.A. Points,94,"8' 1""",2113.75,261,100
188,T183,T183,Ian Poulter,62,"8' 1""",910.25,113,180
189,T190,T190,Patrick Sheehan,114,"8' 2""",2588.5,318,130
190,T190,T190,Brett Wetterich,76,"8' 2""",1664.4170000000001,203,156
191,192,192,Joey Snyder III,102,"8' 3""",2385.917,289,182
192,T193,T193,Scott Gutschewski,86,"8' 4""",1821.5829999999999,219,160
193,T193,T193,Thomas Levet,54,"8' 4""",1022.3330000000001,123,195
194,T193,T193,Hunter Mahan,103,"8' 4""",2448.833,294,194
195,T193,T193,Chris Smith,93,"8' 4""",1783.1670000000001,213,201
196,T197,T197,Tom Byrum,83,"8' 5""",1794.5,214,94
197,T197,T197,Bradley Hughes,52,"8' 5""",1398.4170000000001,166,187
198,T197,T197,Jerry Kelly,101,"8' 5""",1844.5,220,71
199,200,200,Joe Durant,81,"8' 6""",1588.25,186,115
200,201,201,Mark Calcavecchia,92,"8' 8""",1939.0,223,110
201,202,202,Arjun Atwal,65,"8' 10""",1514.1670000000001,171,162
