,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Jim Furyk,94,76.67,23,30
1,2,2,Mark O'Meara,66,76.47,13,17
2,3,3,Tiger Woods,76,72.73,16,22
3,4,4,Olin Browne,99,72.41,21,29
4,5,5,José María Olazábal,55,71.43,10,14
5,6,6,Adam Scott,72,70.0,7,10
6,7,7,Jay Williamson,53,69.23,18,26
7,8,8,Pat Perez,89,68.75,22,32
8,9,9,Brett Quigley,96,68.57,24,35
9,10,10,Joe Ogilvie,103,68.42,26,38
10,11,11,Vijay Singh,111,67.44,29,43
11,12,12,Ben Crane,78,65.38,17,26
12,13,13,Rory Sabbatini,81,64.71,11,17
13,14,14,Kirk Triplett,55,64.29,9,14
14,T15,T15,K.J. Choi,78,63.64,21,33
15,T15,T15,Retief Goosen,71,63.64,7,11
16,17,17,Kevin Sutherland,89,62.86,22,35
17,18,18,Richard Johnson,50,62.5,10,16
18,19,19,Justin Leonard,78,60.71,17,28
19,T20,T20,Chris Anderson,66,60.0,21,35
20,T20,T20,Stuart Appleby,84,60.0,15,25
21,T20,T20,Luke Donald,67,60.0,12,20
22,T20,T20,Chris Riley,67,60.0,15,25
23,T20,T20,Jeff Sluman,94,60.0,24,40
24,25,25,Geoff Ogilvy,97,59.38,19,32
25,26,26,Phillip Price,77,57.89,22,38
26,27,27,Tom Pernice Jr.,111,57.5,23,40
27,28,28,Stephen Leaney,89,57.14,20,35
28,T29,T29,James Driscoll,73,56.76,21,37
29,T29,T29,Omar Uresti,84,56.76,21,37
30,T31,T31,Stephen Ames,82,56.67,17,30
31,T31,T31,Tim Clark,92,56.67,17,30
32,33,33,Billy Andrade,83,56.52,13,23
33,34,34,David Toms,87,56.0,14,25
34,T35,T35,Paul Claxton,79,55.56,15,27
35,T35,T35,Robert Gamez,91,55.56,20,36
36,37,37,Steve Elkington,67,55.17,16,29
37,38,38,Will MacKenzie,75,55.0,11,20
38,T39,T39,Phil Mickelson,81,54.84,17,31
39,T39,T39,Mario Tiziani,67,54.84,17,31
40,41,41,José Coceres,56,54.55,12,22
41,42,42,Michael Allen,90,54.29,19,35
42,T43,T43,Brent Geiberger,61,54.17,13,24
43,T43,T43,Larry Mize,54,54.17,13,24
44,T43,T43,Bob Tway,87,54.17,13,24
45,T46,T46,Rod Pampling,89,53.57,15,28
46,T46,T46,D.J. Trahan,81,53.57,15,28
47,48,48,Tom Gillis,77,53.33,16,30
48,49,49,Frank Lickliter II,100,53.13,17,32
49,50,50,Chris Smith,93,52.94,18,34
50,51,51,Tag Ridings,93,52.78,19,36
51,52,52,Loren Roberts,54,52.63,10,19
52,T53,T53,Robert Damron,89,52.5,21,40
53,T53,T53,Bo Van Pelt,112,52.5,21,40
54,T55,T55,Rich Beem,66,52.38,11,21
55,T55,T55,Matt Kuchar,60,52.38,11,21
56,T57,T57,Justin Bolli,65,52.0,13,25
57,T57,T57,Bernhard Langer,67,52.0,13,25
58,T57,T57,Dean Wilson,86,52.0,13,25
59,60,60,John Senden,101,51.61,16,31
60,61,61,Steve Allan,102,51.52,17,33
61,62,62,Skip Kendall,80,51.43,18,35
62,T63,T63,Daniel Chopra,108,51.35,19,37
63,T63,T63,Joey Sindelar,104,51.35,19,37
64,65,65,Justin Rose,99,51.28,20,39
65,66,66,Woody Austin,100,51.22,21,41
66,67,67,Jonathan Byrd,103,51.02,25,49
67,68,68,Len Mattiace,86,50.88,29,57
68,T69,T69,Briny Baird,98,50.0,19,38
69,T69,T69,Gavin Coles,70,50.0,14,28
70,T69,T69,Glen Day,80,50.0,18,36
71,T69,T69,Brian Gay,101,50.0,21,42
72,T69,T69,Charles Howell III,95,50.0,19,38
73,T69,T69,Zach Johnson,96,50.0,15,30
74,T69,T69,Davis Love III,80,50.0,10,20
75,T69,T69,Tim Petrovic,97,50.0,21,42
76,T69,T69,Ian Poulter,62,50.0,11,22
77,T69,T69,Kevin Stadler,96,50.0,22,44
78,79,79,D.A. Points,94,48.39,15,31
79,80,80,Sergio Garcia,73,48.15,13,27
80,81,81,Jeff Brehaut,71,47.83,11,23
81,82,82,Jeff Hart,63,47.37,9,19
82,83,83,Sean O'Hair,103,47.22,17,36
83,84,84,John Daly,78,47.06,8,17
84,85,85,Mark Calcavecchia,92,46.88,15,32
85,86,86,Carl Pettersson,109,46.67,21,45
86,T87,T87,Steve Flesch,90,46.43,13,28
87,T87,T87,Mike Weir,71,46.43,13,28
88,T89,T89,Tim Herron,100,46.15,18,39
89,T89,T89,Kenny Perry,82,46.15,12,26
90,T89,T89,Charlie Wi,67,46.15,18,39
91,92,92,Marco Dawson,82,45.95,17,37
92,93,93,Corey Pavin,77,45.83,11,24
93,T94,T94,Aaron Baddeley,84,45.71,16,35
94,T94,T94,Hunter Mahan,103,45.71,16,35
95,96,96,Ted Purdy,122,45.65,21,46
96,T97,T97,Padraig Harrington,50,45.45,10,22
97,T97,T97,J.L. Lewis,98,45.45,20,44
98,T97,T97,Greg Owen,84,45.45,15,33
99,T100,T100,Neal Lancaster,95,45.16,14,31
100,T100,T100,Ryan Palmer,101,45.16,14,31
101,T102,T102,Craig Barlow,81,45.0,9,20
102,T102,T102,Fred Funk,102,45.0,9,20
103,T102,T102,Bradley Hughes,52,45.0,9,20
104,T102,T102,John Huston,90,45.0,18,40
105,T106,T106,Mark Hensby,70,44.44,8,18
106,T106,T106,Ryuji Imada,78,44.44,16,36
107,T106,T106,Freddie Jacobson,72,44.44,12,27
108,T106,T106,Brenden Pappas,51,44.44,8,18
109,110,110,Todd Fischer,99,44.0,22,50
110,T111,T111,Steve Lowery,100,43.75,14,32
111,T111,T111,Rocco Mediate,73,43.75,14,32
112,T113,T113,Joe Durant,81,43.48,10,23
113,T113,T113,Carlos Franco,78,43.48,10,23
114,T113,T113,Kent Jones,99,43.48,20,46
115,116,116,Craig Perks,67,43.24,16,37
116,T117,T117,Scott Gutschewski,86,42.86,15,35
117,T117,T117,Duffy Waldorf,86,42.86,12,28
118,T119,T119,Robert Allenby,95,42.31,11,26
119,T119,T119,Doug Barron,70,42.31,11,26
120,T119,T119,Stewart Cink,98,42.31,11,26
121,T119,T119,Jerry Kelly,101,42.31,11,26
122,T123,T123,Tommy Armour III,103,42.11,16,38
123,T123,T123,Billy Mayfair,114,42.11,16,38
124,T125,T125,Chad Campbell,95,41.94,13,31
125,T125,T125,Franklin Langham,91,41.94,13,31
126,127,127,Hank Kuehne,84,41.86,18,43
127,128,128,Arron Oberholser,65,41.67,10,24
128,129,129,Brian Bateman,98,41.38,12,29
129,130,130,Joey Snyder III,102,41.03,16,39
130,T131,T131,Glen Hnatiuk,59,40.91,9,22
131,T131,T131,Kevin Na,88,40.91,18,44
132,133,133,John Cook,72,40.63,13,32
133,134,134,John Rollins,97,40.48,17,42
134,T135,T135,Arjun Atwal,65,40.0,10,25
135,T135,T135,Fred Couples,72,40.0,8,20
136,T135,T135,Brian Davis,75,40.0,10,25
137,T135,T135,Todd Hamilton,94,40.0,18,45
138,T135,T135,Shigeki Maruyama,99,40.0,16,40
139,T135,T135,Darron Stiles,78,40.0,14,35
140,T141,T141,Jason Bohn,91,39.47,15,38
141,T141,T141,Lucas Glover,88,39.47,15,38
142,143,143,Bob Heintz,67,39.39,13,33
143,144,144,Brad Faxon,75,39.13,9,23
144,145,145,John Elliott,58,38.89,14,36
145,T146,T146,Matt Davidson,53,38.71,12,31
146,T146,T146,Jesper Parnevik,84,38.71,12,31
147,T146,T146,Vaughn Taylor,99,38.71,12,31
148,149,149,Bob Estes,92,38.64,17,44
149,T150,T150,Paul Gow,78,38.46,10,26
150,T150,T150,Dudley Hart,84,38.46,10,26
151,T150,T150,Tom Lehman,69,38.46,10,26
152,153,153,Michael Long,72,38.1,16,42
153,154,154,Steve Jones,56,37.93,11,29
154,155,155,Jim Carter,62,37.84,14,37
155,T156,T156,Tom Byrum,83,37.5,9,24
156,T156,T156,J.J. Henry,102,37.5,12,32
157,T156,T156,Peter Lonard,85,37.5,12,32
158,T156,T156,Rob Rashell,65,37.5,9,24
159,T156,T156,Nick Watney,91,37.5,15,40
160,161,161,Harrison Frazar,105,36.84,14,38
161,162,162,Matt Gogel,78,36.36,12,33
162,163,163,Hidemichi Tanaka,106,35.9,14,39
163,T164,T164,J.P. Hayes,63,35.71,10,28
164,T164,T164,Scott Hend,75,35.71,10,28
165,T166,T166,Hunter Haas,83,35.48,11,31
166,T166,T166,Steve Stricker,62,35.48,11,31
167,T168,T168,Jason Allred,75,34.78,16,46
168,T168,T168,David Hearn,68,34.78,8,23
169,T170,T170,Cameron Beckman,96,34.38,11,32
170,T170,T170,Andrew Magee,82,34.38,11,32
171,172,172,Patrick Sheehan,114,34.21,13,38
172,T173,T173,Chris DiMarco,83,33.33,8,24
173,T173,T173,Jeff Maggert,79,33.33,8,24
174,T173,T173,Hideto Tanihara,50,33.33,9,27
175,T173,T173,Roland Thatcher,75,33.33,10,30
176,T173,T173,Scott Verplank,87,33.33,7,21
177,T173,T173,Charles Warren,89,33.33,12,36
178,179,179,Brandt Jobe,96,32.43,12,37
179,180,180,Mark Wilson,74,32.0,8,25
180,181,181,Lee Janzen,75,31.58,6,19
181,T182,T182,Paul Azinger,66,31.25,5,16
182,T182,T182,Shaun Micheel,81,31.25,5,16
183,184,184,Brendan Jones,81,30.77,8,26
184,185,185,Mathias Grönberg,60,30.43,7,23
185,T186,T186,Danny Briggs,70,30.0,6,20
186,T186,T186,Brett Wetterich,76,30.0,9,30
187,T188,T188,Ben Curtis,65,29.41,10,34
188,T188,T188,Heath Slocum,103,29.41,10,34
189,190,190,Tjaart van der Walt,56,29.17,7,24
190,191,191,D.J. Brigman,76,28.57,6,21
191,T192,T192,Dan Forsman,52,27.78,5,18
192,T192,T192,Jay Haas,54,27.78,5,18
193,T192,T192,Thomas Levet,54,27.78,5,18
194,195,195,Dennis Paulson,63,27.27,9,33
195,196,196,Bart Bryant,91,26.67,8,30
196,197,197,Scott McCarron,78,25.0,9,36
197,198,198,Lee Westwood,50,22.22,2,9
198,199,199,Mark Brooks,72,21.74,5,23
199,200,200,Alex Cejka,84,21.21,7,33
200,201,201,Jonathan Kaye,77,19.05,4,21
201,202,202,Bill Glasson,54,15.38,2,13
