,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
29,T26,T26,Chris DiMarco,83,80.0,4.0,5
30,T26,T26,Luke Donald,67,80.0,4.0,5
31,T26,T26,Scott Hend,75,80.0,4.0,5
32,T26,T26,Bradley Hughes,52,80.0,4.0,5
33,T34,T34,Stuart Appleby,84,77.78,7.0,9
34,T34,T34,Jason Bohn,91,77.78,7.0,9
35,T34,T34,Craig Perks,67,77.78,7.0,9
36,T34,T34,Darron Stiles,78,77.78,7.0,9
37,38,38,Steve Allan,102,76.92,10.0,13
38,T39,T39,Jonathan Byrd,103,75.0,6.0,8
39,T39,T39,K.J. Choi,78,75.0,6.0,8
40,T39,T39,John Daly,78,75.0,3.0,4
41,T39,T39,J.P. Hayes,63,75.0,6.0,8
42,T39,T39,Franklin Langham,91,75.0,9.0,12
43,T39,T39,Jeff Maggert,79,75.0,3.0,4
44,T39,T39,Shigeki Maruyama,99,75.0,6.0,8
45,T39,T39,Billy Mayfair,114,75.0,9.0,12
46,T39,T39,Kevin Na,88,75.0,6.0,8
47,T39,T39,Arron Oberholser,65,75.0,6.0,8
48,T39,T39,Corey Pavin,77,75.0,9.0,12
49,T50,T50,Brian Gay,101,73.33,11.0,15
50,T50,T50,Carl Pettersson,109,73.33,11.0,15
51,T52,T52,Jim Furyk,94,72.73,8.0,11
52,T52,T52,Brendan Jones,81,72.73,8.0,11
53,T52,T52,Justin Rose,99,72.73,8.0,11
54,T55,T55,Gavin Coles,70,71.43,5.0,7
55,T55,T55,Brad Faxon,75,71.43,5.0,7
56,T55,T55,Mathias Grönberg,60,71.43,5.0,7
57,T55,T55,Ian Poulter,62,71.43,5.0,7
58,T59,T59,Lucas Glover,88,70.0,7.0,10
59,T59,T59,Sean O'Hair,103,70.0,7.0,10
60,T59,T59,Jesper Parnevik,84,70.0,7.0,10
61,62,62,Ryan Palmer,101,69.23,9.0,13
62,T63,T63,James Driscoll,73,66.67,6.0,9
63,T63,T63,Jay Haas,54,66.67,2.0,3
64,T63,T63,Todd Hamilton,94,66.67,4.0,6
65,T63,T63,John Huston,90,66.67,6.0,9
66,T63,T63,Michael Long,72,66.67,4.0,6
67,T63,T63,Andrew Magee,82,66.67,4.0,6
68,T63,T63,Len Mattiace,86,66.67,2.0,3
69,T63,T63,Scott McCarron,78,66.67,8.0,12
70,T63,T63,Rob Rashell,65,66.67,2.0,3
71,T63,T63,David Toms,87,66.67,4.0,6
72,T63,T63,Nick Watney,91,66.67,4.0,6
73,T63,T63,Mike Weir,71,66.67,4.0,6
74,T63,T63,Dean Wilson,86,66.67,4.0,6
75,76,76,Freddie Jacobson,72,64.29,9.0,14
76,T77,T77,Mark Calcavecchia,92,63.64,7.0,11
77,T77,T77,Rory Sabbatini,81,63.64,7.0,11
78,T79,T79,Daniel Chopra,108,62.5,10.0,16
79,T79,T79,Steve Flesch,90,62.5,5.0,8
80,T79,T79,Pat Perez,89,62.5,5.0,8
81,T79,T79,Tag Ridings,93,62.5,5.0,8
82,T79,T79,Mario Tiziani,67,62.5,5.0,8
83,T79,T79,Tiger Woods,76,62.5,5.0,8
84,85,85,John Senden,101,61.54,8.0,13
85,86,86,Zach Johnson,96,61.11,11.0,18
86,T87,T87,Ben Crane,78,60.0,9.0,15
87,T87,T87,Bob Estes,92,60.0,6.0,10
88,T87,T87,Carlos Franco,78,60.0,3.0,5
89,T87,T87,Paul Gow,78,60.0,3.0,5
90,T87,T87,Jonathan Kaye,77,60.0,3.0,5
91,T87,T87,Thomas Levet,54,60.0,3.0,5
92,T87,T87,J.L. Lewis,98,60.0,3.0,5
93,T87,T87,Will MacKenzie,75,60.0,3.0,5
94,T87,T87,Tim Petrovic,97,60.0,3.0,5
95,T87,T87,Adam Scott,72,60.0,3.0,5
96,T87,T87,Roland Thatcher,75,60.0,3.0,5
97,T87,T87,Mark Wilson,74,60.0,3.0,5
98,T99,T99,Michael Allen,90,57.14,4.0,7
99,T99,T99,Stewart Cink,98,57.14,4.0,7
100,T99,T99,Bob Heintz,67,57.14,4.0,7
101,T99,T99,Charles Howell III,95,57.14,4.0,7
102,T99,T99,Charlie Wi,67,57.14,4.0,7
103,104,104,Chad Campbell,95,56.25,9.0,16
104,T105,T105,Tommy Armour III,103,55.56,5.0,9
105,T105,T105,Tim Clark,92,55.56,5.0,9
106,T105,T105,Tom Gillis,77,55.56,5.0,9
107,T105,T105,Jeff Hart,63,55.56,5.0,9
108,T105,T105,Neal Lancaster,95,55.56,5.0,9
109,T105,T105,Hunter Mahan,103,55.56,5.0,9
110,T105,T105,Dennis Paulson,63,55.56,5.0,9
111,T105,T105,Vijay Singh,111,55.56,5.0,9
112,T105,T105,Kevin Sutherland,89,55.56,5.0,9
113,T105,T105,Vaughn Taylor,99,55.56,5.0,9
114,T115,T115,Robert Gamez,91,53.85,7.0,13
115,T115,T115,Joe Ogilvie,103,53.85,7.0,13
116,T117,T117,Robert Allenby,95,50.0,2.0,4
117,T117,T117,Jason Allred,75,50.0,4.0,8
118,T117,T117,Chris Anderson,66,50.0,4.0,8
119,T117,T117,Arjun Atwal,65,50.0,5.0,10
120,T117,T117,Brian Bateman,98,50.0,5.0,10
121,T117,T117,Justin Bolli,65,50.0,3.0,6
122,T117,T117,Fred Couples,72,50.0,2.0,4
123,T117,T117,Robert Damron,89,50.0,7.0,14
124,T117,T117,Marco Dawson,82,50.0,2.0,4
125,T117,T117,Joe Durant,81,50.0,6.0,12
126,T117,T117,Steve Elkington,67,50.0,4.0,8
127,T117,T117,Fred Funk,102,50.0,5.0,10
128,T117,T117,Sergio Garcia,73,50.0,3.0,6
129,T117,T117,Matt Gogel,78,50.0,2.0,4
130,T117,T117,Padraig Harrington,50,50.0,1.0,2
131,T117,T117,Dudley Hart,84,50.0,2.0,4
132,T117,T117,Mark Hensby,70,50.0,2.0,4
133,T117,T117,Richard Johnson,50,50.0,2.0,4
134,T117,T117,Kent Jones,99,50.0,5.0,10
135,T117,T117,Justin Leonard,78,50.0,2.0,4
136,T117,T117,Rocco Mediate,73,50.0,4.0,8
137,T117,T117,Phillip Price,77,50.0,6.0,12
138,T117,T117,Ted Purdy,122,50.0,5.0,10
139,T117,T117,Jeff Sluman,94,50.0,6.0,12
140,T117,T117,Bob Tway,87,50.0,5.0,10
141,T117,T117,Omar Uresti,84,50.0,2.0,4
142,T117,T117,Bo Van Pelt,112,50.0,6.0,12
143,T117,T117,Scott Verplank,87,50.0,4.0,8
144,T117,T117,Duffy Waldorf,86,50.0,3.0,6
145,T117,T117,Brett Wetterich,76,50.0,3.0,6
146,147,147,Hunter Haas,83,47.37,9.0,19
147,148,148,Woody Austin,100,46.15,6.0,13
148,T149,T149,Bart Bryant,91,44.44,4.0,9
149,T149,T149,Tim Herron,100,44.44,4.0,9
150,T149,T149,Bernhard Langer,67,44.44,4.0,9
151,T149,T149,Steve Lowery,100,44.44,4.0,9
152,T153,T153,Doug Barron,70,42.86,3.0,7
153,T153,T153,Tom Byrum,83,42.86,3.0,7
154,T153,T153,Todd Fischer,99,42.86,3.0,7
155,T153,T153,Frank Lickliter II,100,42.86,6.0,14
156,T153,T153,Shaun Micheel,81,42.86,3.0,7
157,T158,T158,Aaron Baddeley,84,40.0,2.0,5
158,T158,T158,Bill Glasson,54,40.0,2.0,5
159,T158,T158,Retief Goosen,71,40.0,2.0,5
160,T158,T158,Jerry Kelly,101,40.0,2.0,5
161,T158,T158,Tom Lehman,69,40.0,4.0,10
162,T158,T158,D.J. Trahan,81,40.0,4.0,10
163,164,164,Charles Warren,89,38.46,5.0,13
164,T165,T165,Olin Browne,99,37.5,3.0,8
165,T165,T165,Mark O'Meara,66,37.5,3.0,8
166,T165,T165,Heath Slocum,103,37.5,3.0,8
167,168,168,D.A. Points,94,35.71,5.0,14
168,T169,T169,Ben Curtis,65,33.33,1.0,3
169,T169,T169,Glen Day,80,33.33,1.0,3
170,T169,T169,Scott Gutschewski,86,33.33,1.0,3
171,T169,T169,J.J. Henry,102,33.33,3.0,9
172,T169,T169,Lee Janzen,75,33.33,3.0,9
173,T169,T169,Brandt Jobe,96,33.33,4.0,12
174,T169,T169,Skip Kendall,80,33.33,2.0,6
175,T169,T169,Matt Kuchar,60,33.33,1.0,3
176,T169,T169,Peter Lonard,85,33.33,2.0,6
177,T169,T169,Rod Pampling,89,33.33,2.0,6
178,T169,T169,Brenden Pappas,51,33.33,1.0,3
179,T169,T169,John Rollins,97,33.33,3.0,9
180,T169,T169,Joey Sindelar,104,33.33,5.0,15
181,182,182,Harrison Frazar,105,30.0,3.0,10
182,T183,T183,Paul Azinger,66,28.57,2.0,7
183,T183,T183,Briny Baird,98,28.57,2.0,7
184,T183,T183,David Hearn,68,28.57,2.0,7
185,186,186,Steve Jones,56,27.27,3.0,11
186,T187,T187,Billy Andrade,83,25.0,2.0,8
187,T187,T187,Danny Briggs,70,25.0,2.0,8
188,T187,T187,Jim Carter,62,25.0,2.0,8
189,T187,T187,John Cook,72,25.0,2.0,8
190,T187,T187,Patrick Sheehan,114,25.0,2.0,8
191,T187,T187,Joey Snyder III,102,25.0,1.0,4
192,T187,T187,Kevin Stadler,96,25.0,3.0,12
193,T187,T187,Lee Westwood,50,25.0,1.0,4
194,195,195,Jay Williamson,53,20.0,1.0,5
195,196,196,Chris Smith,93,14.29,1.0,7
196,T197,T197,Paul Claxton,79,0.0,,5
197,T197,T197,Dan Forsman,52,0.0,,1
198,T197,T197,Greg Owen,84,0.0,,1
199,T197,T197,Chris Riley,67,0.0,,6
