,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,1,Luke Donald,67,77.17,71,92
1,2,2,Richard Johnson,50,72.82,75,103
2,3,3,Mike Weir,71,72.27,86,119
3,4,4,José María Olazábal,55,71.93,82,114
4,5,5,Steve Stricker,62,71.83,102,142
5,6,6,Brad Faxon,75,70.86,107,151
6,7,7,Shigeki Maruyama,99,70.33,147,209
7,8,8,Jim Furyk,94,70.25,111,158
8,9,9,J.P. Hayes,63,70.21,99,141
9,10,10,Corey Pavin,77,69.82,118,169
10,11,11,Kevin Na,88,69.8,171,245
11,12,12,Tim Herron,100,69.77,150,215
12,13,13,Chris DiMarco,83,69.72,99,142
13,14,14,Doug Barron,70,69.7,115,165
14,15,15,Tiger Woods,76,69.67,85,122
15,16,16,Pat Perez,89,69.54,137,197
16,T17,T17,Justin Leonard,78,69.47,91,131
17,T17,T17,Tjaart van der Walt,56,69.47,91,131
18,19,19,Brett Quigley,96,69.26,160,231
19,20,20,Loren Roberts,54,69.23,81,117
20,21,21,José Coceres,56,69.18,101,146
21,22,22,Tom Lehman,69,69.17,83,120
22,23,23,Kevin Sutherland,89,69.02,127,184
23,24,24,Phil Mickelson,81,68.85,84,122
24,25,25,Chris Riley,67,68.8,86,125
25,26,26,Andrew Magee,82,68.69,136,198
26,27,27,Bob Estes,92,68.65,127,185
27,28,28,Brian Gay,101,68.6,166,242
28,29,29,Matt Kuchar,60,68.42,91,133
29,30,30,Dan Forsman,52,68.32,69,101
30,31,31,Carl Pettersson,109,68.15,169,248
31,32,32,Fred Funk,102,68.02,151,222
32,33,33,Darron Stiles,78,68.0,119,175
33,34,34,Brent Geiberger,61,67.86,76,112
34,35,35,Len Mattiace,86,67.82,137,202
35,36,36,Aaron Baddeley,84,67.65,138,204
36,37,37,Tim Clark,92,67.46,114,169
37,38,38,Ben Crane,78,67.18,131,195
38,39,39,Kirk Triplett,55,66.96,77,115
39,40,40,Hidemichi Tanaka,106,66.91,184,275
40,41,41,Bob Tway,87,66.89,101,151
41,42,42,Ryuji Imada,78,66.84,125,187
42,T43,T43,Mark Brooks,72,66.67,138,207
43,T43,T43,Carlos Franco,78,66.67,96,144
44,T43,T43,Bob Heintz,67,66.67,116,174
45,T46,T46,Gavin Coles,70,66.49,127,191
46,T46,T46,J.L. Lewis,98,66.49,123,185
47,48,48,Freddie Jacobson,72,66.47,115,173
48,49,49,Padraig Harrington,50,66.32,63,95
49,50,50,Jim Carter,62,66.03,103,156
50,51,51,Stephen Ames,82,65.97,126,191
51,52,52,Phillip Price,77,65.94,91,138
52,53,53,Matt Gogel,78,65.93,120,182
53,54,54,Steve Flesch,90,65.85,108,164
54,55,55,Franklin Langham,91,65.82,129,196
55,56,56,Sergio Garcia,73,65.81,77,117
56,57,57,Vijay Singh,111,65.79,125,190
57,58,58,Heath Slocum,103,65.77,146,222
58,T59,T59,Steve Allan,102,65.63,147,224
59,T59,T59,Brenden Pappas,51,65.63,63,96
60,61,61,Jesper Parnevik,84,65.59,122,186
61,62,62,Stewart Cink,98,65.52,114,174
62,63,63,Marco Dawson,82,65.46,127,194
63,64,64,Davis Love III,80,65.33,98,150
64,65,65,Bernhard Langer,67,65.31,64,98
65,66,66,Mark O'Meara,66,65.27,109,167
66,67,67,Bart Bryant,91,65.19,118,181
67,T68,T68,Joe Durant,81,65.13,99,152
68,T68,T68,Geoff Ogilvy,97,65.13,127,195
69,T70,T70,Cameron Beckman,96,65.12,140,215
70,T70,T70,Lee Janzen,75,65.12,84,129
71,72,72,K.J. Choi,78,65.07,95,146
72,73,73,Michael Allen,90,65.02,132,203
73,74,74,Justin Rose,99,64.9,135,208
74,T75,T75,Steve Elkington,67,64.89,85,131
75,T75,T75,Steve Jones,56,64.89,85,131
76,77,77,Mathias Grönberg,60,64.79,92,142
77,78,78,Lee Westwood,50,64.77,57,88
78,T79,T79,Greg Owen,84,64.67,119,184
79,T79,T79,Mark Wilson,74,64.67,108,167
80,81,81,Chad Campbell,95,64.63,106,164
81,82,82,Stephen Leaney,89,64.48,118,183
82,83,83,Brendan Jones,81,64.38,103,160
83,T84,T84,J.J. Henry,102,64.29,126,196
84,T84,T84,David Toms,87,64.29,81,126
85,86,86,Jonathan Kaye,77,64.24,106,165
86,87,87,Daniel Chopra,108,64.2,156,243
87,88,88,Matt Davidson,53,64.12,84,131
88,89,89,Charlie Wi,67,64.09,116,181
89,T90,T90,Bill Glasson,54,64.04,73,114
90,T90,T90,Dean Wilson,86,64.04,130,203
91,92,92,Robert Allenby,95,63.98,103,161
92,T93,T93,Larry Mize,54,63.97,87,136
93,T93,T93,Jay Williamson,53,63.97,87,136
94,95,95,Paul Azinger,66,63.91,108,169
95,96,96,Todd Fischer,99,63.87,152,238
96,97,97,Dudley Hart,84,63.84,113,177
97,98,98,Billy Mayfair,114,63.71,151,237
98,99,99,James Driscoll,73,63.69,100,157
99,100,100,Vaughn Taylor,99,63.64,147,231
100,101,101,Charles Howell III,95,63.58,110,173
101,102,102,Will MacKenzie,75,63.52,101,159
102,103,103,Jeff Sluman,94,63.47,139,219
103,104,104,Tag Ridings,93,63.4,123,194
104,105,105,Glen Day,80,63.38,135,213
105,106,106,Ben Curtis,65,63.27,93,147
106,107,107,Adam Scott,72,63.11,77,122
107,108,108,Ryan Palmer,101,63.05,128,203
108,T109,T109,Tom Byrum,83,62.96,119,189
109,T109,T109,Glen Hnatiuk,59,62.96,68,108
110,111,111,Craig Barlow,81,62.79,81,129
111,T112,T112,Peter Lonard,85,62.66,99,158
112,T112,T112,Joe Ogilvie,103,62.66,146,233
113,114,114,D.A. Points,94,62.56,142,227
114,115,115,Jonathan Byrd,103,62.55,157,251
115,116,116,Sean O'Hair,103,62.5,145,232
116,117,117,John Huston,90,62.33,139,223
117,118,118,Billy Andrade,83,62.18,120,193
118,T119,T119,Harrison Frazar,105,62.11,141,227
119,T119,T119,Jeff Hart,63,62.11,100,161
120,121,121,Mario Tiziani,67,62.05,103,166
121,122,122,Tim Petrovic,97,62.04,134,216
122,123,123,Jeff Maggert,79,61.97,88,142
123,124,124,Olin Browne,99,61.72,129,209
124,125,125,Kent Jones,99,61.64,143,232
125,126,126,Scott Verplank,87,61.63,106,172
126,T127,T127,Danny Briggs,70,61.62,114,185
127,T127,T127,Brian Davis,75,61.62,114,185
128,129,129,Stuart Appleby,84,61.59,93,151
129,130,130,Jason Bohn,91,61.58,125,203
130,T131,T131,Paul Gow,78,61.54,128,208
131,T131,T131,Duffy Waldorf,86,61.54,112,182
132,133,133,Hunter Haas,83,61.5,115,187
133,134,134,Michael Long,72,61.35,100,163
134,135,135,Jason Allred,75,61.29,114,186
135,T136,T136,Retief Goosen,71,61.17,63,103
136,T136,T136,Jerry Kelly,101,61.17,115,188
137,138,138,Jeff Brehaut,71,61.11,88,144
138,139,139,Rod Pampling,89,60.9,95,156
139,140,140,Todd Hamilton,94,60.89,123,202
140,141,141,John Senden,101,60.87,126,207
141,T142,T142,Skip Kendall,80,60.8,107,176
142,T142,T142,Charles Warren,89,60.8,107,176
143,144,144,Robert Gamez,91,60.77,127,209
144,145,145,Mark Calcavecchia,92,60.64,114,188
145,146,146,D.J. Trahan,81,60.59,103,170
146,147,147,Omar Uresti,84,60.45,107,177
147,148,148,Rob Rashell,65,60.39,93,154
148,149,149,Tommy Armour III,103,60.37,131,217
149,150,150,Scott Hend,75,60.32,114,189
150,151,151,Woody Austin,100,60.31,155,257
151,152,152,Craig Perks,67,60.29,82,136
152,153,153,Roland Thatcher,75,60.27,88,146
153,154,154,Robert Damron,89,60.26,141,234
154,155,155,Joey Sindelar,104,60.25,144,239
155,156,156,Scott McCarron,78,60.23,106,176
156,157,157,Tom Pernice Jr.,111,60.22,162,269
157,158,158,Steve Lowery,100,60.18,133,221
158,159,159,Hank Kuehne,84,59.81,125,209
159,160,160,Ted Purdy,122,59.77,159,266
160,161,161,Rory Sabbatini,81,59.74,92,154
161,162,162,Bo Van Pelt,112,59.6,118,198
162,163,163,Neal Lancaster,95,59.53,128,215
163,164,164,Nick Watney,91,59.5,119,200
164,165,165,Rocco Mediate,73,59.39,98,165
165,166,166,Scott Gutschewski,86,59.34,108,182
166,167,167,Hideto Tanihara,50,59.32,70,118
167,168,168,Kenny Perry,82,59.29,67,113
168,169,169,Zach Johnson,96,59.18,116,196
169,170,170,Brandt Jobe,96,59.14,110,186
170,171,171,John Rollins,97,58.94,122,207
171,172,172,Briny Baird,98,58.74,131,223
172,173,173,Arron Oberholser,65,58.59,75,128
173,174,174,Alex Cejka,84,58.52,103,176
174,175,175,John Cook,72,58.43,104,178
175,176,176,Lucas Glover,88,58.33,105,180
176,177,177,Brett Wetterich,76,58.28,95,163
177,178,178,Kevin Stadler,96,58.17,121,208
178,179,179,Chris Anderson,66,58.0,87,150
179,180,180,Mark Hensby,70,57.86,81,140
180,181,181,Rich Beem,66,57.72,71,123
181,182,182,Brian Bateman,98,57.56,118,205
182,T183,T183,David Hearn,68,57.32,90,157
183,T183,T183,Hunter Mahan,103,57.32,137,239
184,185,185,Ian Poulter,62,57.28,59,103
185,186,186,Dennis Paulson,63,57.23,91,159
186,187,187,Tom Gillis,77,57.22,107,187
187,188,188,Frank Lickliter II,100,57.07,117,205
188,189,189,John Elliott,58,56.83,79,139
189,190,190,Shaun Micheel,81,56.58,86,152
190,191,191,Patrick Sheehan,114,56.47,157,278
191,192,192,John Daly,78,56.34,80,142
192,193,193,D.J. Brigman,76,56.21,95,169
193,194,194,Bradley Hughes,52,56.15,73,130
194,195,195,Arjun Atwal,65,56.13,87,155
195,196,196,Paul Claxton,79,55.69,93,167
196,197,197,Justin Bolli,65,55.36,93,168
197,198,198,Joey Snyder III,102,53.81,127,236
198,199,199,Jay Haas,54,53.68,51,95
199,200,200,Thomas Levet,54,53.64,59,110
200,201,201,Fred Couples,72,53.13,51,96
201,202,202,Chris Smith,93,52.84,93,176
