,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Tim Herron,100,"7' 7""",827.3330000000001,109,20
1,2,2,José María Olazábal,55,"7' 10""",423.5,54,5
2,T3,T3,Jim Furyk,94,"7' 11""",729.75,92,3
3,T3,T3,Shigeki Maruyama,99,"7' 11""",830.0830000000001,105,29
4,5,5,Tiger Woods,76,"8' 1""",632.5,78,14
5,T6,T6,Chris Anderson,66,"8' 2""",778.0830000000001,95,153
6,T6,T6,José Coceres,56,"8' 2""",590.4169999999999,72,18
7,T6,T6,Fred Funk,102,"8' 2""",681.25,83,11
8,T9,T9,Paul Azinger,66,"8' 3""",783.0,95,140
9,T9,T9,Padraig Harrington,50,"8' 3""",588.25,71,170
10,11,11,Paul Claxton,79,"8' 4""",822.0830000000001,99,146
11,T12,T12,John Daly,78,"8' 5""",751.25,89,192
12,T12,T12,Glen Day,80,"8' 5""",938.4169999999999,111,45
13,T12,T12,Zach Johnson,96,"8' 5""",977.25,116,109
14,T12,T12,Bernhard Langer,67,"8' 5""",561.9169999999999,67,41
15,T12,T12,Stephen Leaney,89,"8' 5""",907.4169999999999,108,51
16,T17,T17,Brendan Jones,81,"8' 6""",768.0,90,78
17,T17,T17,Steve Stricker,62,"8' 6""",848.75,100,16
18,T19,T19,Tim Clark,92,"8' 7""",892.9169999999999,104,86
19,T19,T19,Tom Pernice Jr.,111,"8' 7""",1125.083,131,8
20,T21,T21,Chris Riley,67,"8' 8""",702.0830000000001,81,83
21,T21,T21,Justin Rose,99,"8' 8""",1043.25,120,18
22,T23,T23,Woody Austin,100,"8' 9""",1093.5,125,119
23,T23,T23,Rich Beem,66,"8' 9""",641.6669999999999,73,189
24,T23,T23,Luke Donald,67,"8' 9""",463.667,53,42
25,T23,T23,Kevin Sutherland,89,"8' 9""",904.5830000000001,103,6
26,T23,T23,Mike Weir,71,"8' 9""",763.4169999999999,87,81
27,T28,T28,Marco Dawson,82,"8' 10""",992.3330000000001,112,60
28,T28,T28,Sergio Garcia,73,"8' 10""",610.5830000000001,69,56
29,T28,T28,Jay Haas,54,"8' 10""",477.0,54,116
30,T28,T28,Jesper Parnevik,84,"8' 10""",1011.25,114,57
31,T32,T32,Michael Allen,90,"8' 11""",1050.75,118,147
32,T32,T32,Carlos Franco,78,"8' 11""",954.6669999999999,107,39
33,T32,T32,Charlie Wi,67,"8' 11""",1001.0830000000001,112,36
34,T35,T35,Retief Goosen,71,"9' 0""",594.6669999999999,66,131
35,T35,T35,Skip Kendall,80,"9' 0""",1074.917,119,119
36,T35,T35,Corey Pavin,77,"9' 0""",696.0830000000001,77,4
37,T38,T38,Aaron Baddeley,84,"9' 1""",1092.083,120,72
38,T38,T38,Jonathan Byrd,103,"9' 1""",1240.833,136,99
39,T38,T38,Steve Jones,56,"9' 1""",620.0,68,143
40,T38,T38,Phil Mickelson,81,"9' 1""",756.9169999999999,83,9
41,42,42,Joey Sindelar,104,"9' 2""",1116.667,122,76
42,T43,T43,Stuart Appleby,84,"9' 3""",845.25,91,58
43,T43,T43,Dudley Hart,84,"9' 3""",917.3330000000001,99,10
44,T43,T43,Loren Roberts,54,"9' 3""",566.0830000000001,61,7
45,T43,T43,Omar Uresti,84,"9' 3""",975.5830000000001,105,47
46,T47,T47,Todd Hamilton,94,"9' 4""",1093.0,117,181
47,T47,T47,Richard Johnson,50,"9' 4""",570.8330000000001,61,21
48,T47,T47,Matt Kuchar,60,"9' 4""",755.5830000000001,81,26
49,T47,T47,Joe Ogilvie,103,"9' 4""",1187.083,127,77
50,T47,T47,Brett Quigley,96,"9' 4""",1264.667,135,28
51,T47,T47,Rory Sabbatini,81,"9' 4""",542.75,58,108
52,T53,T53,J.L. Lewis,98,"9' 5""",1212.583,129,87
53,T53,T53,Vijay Singh,111,"9' 5""",1375.9170000000001,146,2
54,T55,T55,Briny Baird,98,"9' 6""",1065.25,112,135
55,T55,T55,Doug Barron,70,"9' 6""",832.8330000000001,88,52
56,T55,T55,Jim Carter,62,"9' 6""",833.5,88,135
57,T55,T55,Gavin Coles,70,"9' 6""",909.0830000000001,96,61
58,T55,T55,Robert Gamez,91,"9' 6""",924.8330000000001,97,127
59,T55,T55,Ryuji Imada,78,"9' 6""",1059.417,112,32
60,T55,T55,Tim Petrovic,97,"9' 6""",1087.917,115,87
61,T55,T55,Adam Scott,72,"9' 6""",551.0,58,150
62,T55,T55,David Toms,87,"9' 6""",801.4169999999999,84,118
63,T55,T55,Nick Watney,91,"9' 6""",1270.5,134,84
64,T55,T55,Dean Wilson,86,"9' 6""",1032.083,109,62
65,T55,T55,Mark Wilson,74,"9' 6""",913.1669999999999,96,36
66,T67,T67,Brian Davis,75,"9' 7""",855.25,89,17
67,T67,T67,Brent Geiberger,61,"9' 7""",741.0830000000001,77,164
68,T67,T67,Mark Hensby,70,"9' 7""",834.3330000000001,87,198
69,T67,T67,Glen Hnatiuk,59,"9' 7""",660.1669999999999,69,173
70,T67,T67,Charles Howell III,95,"9' 7""",1218.0,127,68
71,T67,T67,Frank Lickliter II,100,"9' 7""",1126.0,118,186
72,T67,T67,Geoff Ogilvy,97,"9' 7""",1058.0,110,92
73,T67,T67,Ted Purdy,122,"9' 7""",1303.333,136,158
74,T67,T67,John Rollins,97,"9' 7""",1187.917,124,175
75,T76,T76,Brian Bateman,98,"9' 8""",1376.1670000000001,142,176
76,T76,T76,Chad Campbell,95,"9' 8""",891.8330000000001,92,144
77,T76,T76,Bob Estes,92,"9' 8""",1050.083,109,23
78,T76,T76,Hunter Haas,83,"9' 8""",992.5,103,112
79,T76,T76,Jeff Hart,63,"9' 8""",666.9169999999999,69,49
80,T76,T76,Jonathan Kaye,77,"9' 8""",839.5830000000001,87,132
81,T76,T76,John Senden,101,"9' 8""",1183.917,123,80
82,T83,T83,Tom Gillis,77,"9' 9""",1062.833,109,153
83,T83,T83,Paul Gow,78,"9' 9""",926.6669999999999,95,75
84,T83,T83,Justin Leonard,78,"9' 9""",685.3330000000001,70,64
85,T83,T83,Scott McCarron,78,"9' 9""",1000.5830000000001,103,161
86,T83,T83,Jeff Sluman,94,"9' 9""",991.0,102,44
87,T83,T83,Vaughn Taylor,99,"9' 9""",1283.333,132,98
88,T83,T83,Bo Van Pelt,112,"9' 9""",1162.583,119,114
89,T83,T83,Jay Williamson,53,"9' 9""",694.9169999999999,71,31
90,T91,T91,D.J. Brigman,76,"9' 10""",893.6669999999999,91,193
91,T91,T91,Mark Calcavecchia,92,"9' 10""",893.25,91,110
92,T91,T91,Alex Cejka,84,"9' 10""",987.3330000000001,100,142
93,T91,T91,Steve Flesch,90,"9' 10""",866.6669999999999,88,159
94,T91,T91,Kevin Na,88,"9' 10""",1282.5,130,13
95,T91,T91,Ian Poulter,62,"9' 10""",513.3330000000001,52,180
96,T91,T91,Heath Slocum,103,"9' 10""",966.8330000000001,98,40
97,T91,T91,Darron Stiles,78,"9' 10""",828.0,84,30
98,T91,T91,Bob Tway,87,"9' 10""",858.9169999999999,87,67
99,T100,T100,Steve Allan,102,"9' 11""",1382.0,139,117
100,T100,T100,Cameron Beckman,96,"9' 11""",1173.0,118,122
101,T100,T100,Olin Browne,99,"9' 11""",854.6669999999999,86,66
102,T100,T100,John Cook,72,"9' 11""",975.3330000000001,98,185
103,T100,T100,Harrison Frazar,105,"9' 11""",1380.4170000000001,139,74
104,T100,T100,Jerry Kelly,101,"9' 11""",998.4169999999999,101,71
105,T100,T100,Tom Lehman,69,"9' 11""",715.75,72,121
106,T100,T100,Thomas Levet,54,"9' 11""",624.8330000000001,63,195
107,T100,T100,Andrew Magee,82,"9' 11""",1219.25,123,139
108,T100,T100,Len Mattiace,86,"9' 11""",1609.6670000000001,162,106
109,T100,T100,Larry Mize,54,"9' 11""",636.1669999999999,64,72
110,T100,T100,Greg Owen,84,"9' 11""",1070.75,108,101
111,T112,T112,Jason Bohn,91,"10' 0""",1165.667,117,69
112,T112,T112,Jeff Brehaut,71,"10' 0""",871.5830000000001,87,95
113,T112,T112,Tom Byrum,83,"10' 0""",848.0830000000001,85,94
114,T112,T112,Ben Crane,78,"10' 0""",960.1669999999999,96,43
115,T112,T112,Franklin Langham,91,"10' 0""",1215.583,122,125
116,T112,T112,Rod Pampling,89,"10' 0""",960.0,96,134
117,T112,T112,Pat Perez,89,"10' 0""",1101.333,110,12
118,T112,T112,Scott Verplank,87,"10' 0""",848.5830000000001,85,111
119,T120,T120,Matt Davidson,53,"10' 1""",918.75,91,155
120,T120,T120,Todd Fischer,99,"10' 1""",1632.5,162,82
121,T120,T120,Brian Gay,101,"10' 1""",1403.75,139,15
122,T120,T120,David Hearn,68,"10' 1""",834.5830000000001,83,188
123,T120,T120,Kent Jones,99,"10' 1""",1476.4170000000001,146,138
124,T120,T120,Billy Mayfair,114,"10' 1""",1491.25,148,54
125,T120,T120,D.J. Trahan,81,"10' 1""",1024.333,102,168
126,T127,T127,John Elliott,58,"10' 2""",1036.5,102,199
127,T127,T127,Scott Gutschewski,86,"10' 2""",1126.167,111,160
128,T127,T127,Peter Lonard,85,"10' 2""",1008.4169999999999,99,152
129,T127,T127,Will MacKenzie,75,"10' 2""",1045.25,103,140
130,T127,T127,Patrick Sheehan,114,"10' 2""",1293.667,127,130
131,T127,T127,Brett Wetterich,76,"10' 2""",913.9169999999999,90,156
132,T133,T133,Billy Andrade,83,"10' 3""",1186.0,116,104
133,T133,T133,James Driscoll,73,"10' 3""",1389.4170000000001,136,65
134,T133,T133,Kenny Perry,82,"10' 3""",838.0,82,70
135,T133,T133,D.A. Points,94,"10' 3""",1084.0,106,100
136,T133,T133,Hidemichi Tanaka,106,"10' 3""",1178.583,115,62
137,T133,T133,Hideto Tanihara,50,"10' 3""",747.5,73,190
138,T139,T139,Justin Bolli,65,"10' 4""",1071.417,104,144
139,T139,T139,Daniel Chopra,108,"10' 4""",1584.5,153,23
140,T139,T139,Steve Elkington,67,"10' 4""",890.4169999999999,86,34
141,T139,T139,Brandt Jobe,96,"10' 4""",1235.167,120,124
142,T139,T139,Shaun Micheel,81,"10' 4""",906.25,88,157
143,T139,T139,Arron Oberholser,65,"10' 4""",630.75,61,59
144,T139,T139,Carl Pettersson,109,"10' 4""",1274.917,123,25
145,T139,T139,Phillip Price,77,"10' 4""",1071.167,104,22
146,T139,T139,Tag Ridings,93,"10' 4""",1405.75,136,163
147,T148,T148,Arjun Atwal,65,"10' 5""",899.3330000000001,86,162
148,T148,T148,Stewart Cink,98,"10' 5""",1065.333,102,53
149,T148,T148,Joe Durant,81,"10' 5""",957.0,92,115
150,T148,T148,J.J. Henry,102,"10' 5""",1090.833,105,105
151,T148,T148,Davis Love III,80,"10' 5""",907.0830000000001,87,48
152,T148,T148,Brenden Pappas,51,"10' 5""",676.8330000000001,65,197
153,T148,T148,Mario Tiziani,67,"10' 5""",920.0830000000001,88,85
154,T155,T155,Stephen Ames,82,"10' 7""",1059.667,100,35
155,T155,T155,Tommy Armour III,103,"10' 7""",1265.333,120,113
156,T155,T155,Dan Forsman,52,"10' 7""",562.1669999999999,53,46
157,T155,T155,Mark O'Meara,66,"10' 7""",875.5,83,33
158,T155,T155,Dennis Paulson,63,"10' 7""",1076.583,102,191
159,T160,T160,Jason Allred,75,"10' 8""",1553.0829999999999,146,184
160,T160,T160,Steve Lowery,100,"10' 8""",1426.9170000000001,134,137
161,T160,T160,Ryan Palmer,101,"10' 8""",1265.25,119,171
162,T160,T160,Craig Perks,67,"10' 8""",1154.583,108,202
163,T160,T160,Kevin Stadler,96,"10' 8""",1283.0,120,165
164,T165,T165,Robert Damron,89,"10' 9""",1226.5,114,93
165,T165,T165,Mathias Grönberg,60,"10' 9""",884.8330000000001,82,1
166,T165,T165,Rob Rashell,65,"10' 9""",946.5,88,166
167,T165,T165,Chris Smith,93,"10' 9""",1328.9170000000001,124,201
168,T165,T165,Joey Snyder III,102,"10' 9""",1553.3329999999999,145,182
169,T170,T170,Fred Couples,72,"10' 10""",638.1669999999999,59,168
170,T170,T170,John Huston,90,"10' 10""",1162.333,107,128
171,T170,T170,Freddie Jacobson,72,"10' 10""",887.1669999999999,82,91
172,T170,T170,Lee Janzen,75,"10' 10""",984.1669999999999,91,101
173,T170,T170,Hunter Mahan,103,"10' 10""",1278.75,118,194
174,T170,T170,Charles Warren,89,"10' 10""",1287.583,119,200
175,T176,T176,Lucas Glover,88,"10' 11""",1148.333,105,129
176,T176,T176,Bob Heintz,67,"10' 11""",1257.167,115,96
177,T176,T176,Michael Long,72,"10' 11""",1176.583,108,179
178,T176,T176,Tjaart van der Walt,56,"10' 11""",853.5,78,126
179,T176,T176,Lee Westwood,50,"10' 11""",522.9169999999999,48,178
180,T181,T181,J.P. Hayes,63,"11' 0""",870.0,79,55
181,T181,T181,Neal Lancaster,95,"11' 0""",1392.3329999999999,127,90
182,T183,T183,Mark Brooks,72,"11' 1""",988.1669999999999,89,79
183,T183,T183,Bradley Hughes,52,"11' 1""",656.3330000000001,59,187
184,T185,T185,Danny Briggs,70,"11' 2""",883.5830000000001,79,149
185,T185,T185,Bart Bryant,91,"11' 2""",1151.167,103,123
186,T185,T185,Brad Faxon,75,"11' 2""",991.0,89,97
187,T188,T188,Hank Kuehne,84,"11' 3""",1587.6670000000001,141,182
188,T188,T188,Roland Thatcher,75,"11' 3""",1202.5,107,133
189,T190,T190,Robert Allenby,95,"11' 4""",1069.083,94,174
190,T190,T190,K.J. Choi,78,"11' 4""",827.25,73,89
191,T190,T190,Bill Glasson,54,"11' 4""",542.9169999999999,48,151
192,T193,T193,Rocco Mediate,73,"11' 6""",1009.0,88,38
193,T193,T193,Sean O'Hair,103,"11' 6""",1461.5,127,103
194,T193,T193,Kirk Triplett,55,"11' 6""",733.5,64,50
195,196,196,Ben Curtis,65,"11' 8""",1037.417,89,176
196,T197,T197,Matt Gogel,78,"11' 9""",1377.5,117,106
197,T197,T197,Jeff Maggert,79,"11' 9""",800.5,68,167
198,199,199,Chris DiMarco,83,"11' 10""",970.6669999999999,82,27
199,200,200,Scott Hend,75,"11' 11""",1143.333,96,196
