,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
0,1,1,Luke Donald,67,75.76,25,33
1,2,2,Tjaart van der Walt,56,75.68,28,37
2,3,3,Tim Clark,92,74.36,29,39
3,4,4,Shigeki Maruyama,99,73.33,55,75
4,5,5,Davis Love III,80,70.73,29,41
5,6,6,Pat Perez,89,70.15,47,67
6,7,7,Doug Barron,70,69.57,32,46
7,8,8,Stephen Ames,82,67.35,33,49
8,T9,T9,Dan Forsman,52,66.67,26,39
9,T9,T9,Heath Slocum,103,66.67,42,63
10,T9,T9,Kirk Triplett,55,66.67,20,30
11,T9,T9,Mark Wilson,74,66.67,38,57
12,13,13,Phillip Price,77,66.0,33,50
13,14,14,Mark Brooks,72,65.57,40,61
14,15,15,Kevin Sutherland,89,65.31,32,49
15,16,16,Richard Johnson,50,65.22,15,23
16,17,17,Brent Geiberger,61,63.64,21,33
17,18,18,Joe Ogilvie,103,63.51,47,74
18,19,19,Jim Carter,62,63.16,24,38
19,20,20,Scott Verplank,87,63.08,41,65
20,21,21,Jeff Maggert,79,62.79,27,43
21,T22,T22,Retief Goosen,71,62.5,20,32
22,T22,T22,Larry Mize,54,62.5,25,40
23,24,24,Lee Janzen,75,62.22,28,45
24,25,25,Phil Mickelson,81,62.16,23,37
25,26,26,Stephen Leaney,89,62.07,36,58
26,27,27,Gavin Coles,70,61.97,44,71
27,28,28,Tom Lehman,69,61.9,26,42
28,29,29,Carl Pettersson,109,61.76,42,68
29,30,30,Stewart Cink,98,61.4,35,57
30,31,31,Robert Damron,89,61.19,41,67
31,32,32,Brian Davis,75,61.02,36,59
32,33,33,Bernhard Langer,67,60.98,25,41
33,34,34,Andrew Magee,82,60.94,39,64
34,35,35,Robert Allenby,95,60.78,31,51
35,36,36,Marco Dawson,82,60.61,40,66
36,37,37,Charlie Wi,67,60.38,32,53
37,38,38,Cameron Beckman,96,60.27,44,73
38,T39,T39,Danny Briggs,70,60.0,42,70
39,T39,T39,Fred Couples,72,60.0,21,35
40,T39,T39,Corey Pavin,77,60.0,33,55
41,42,42,J.P. Hayes,63,59.52,25,42
42,T43,T43,Todd Fischer,99,59.42,41,69
43,T43,T43,Tim Herron,100,59.42,41,69
44,45,45,K.J. Choi,78,59.32,35,59
45,46,46,Steve Flesch,90,59.26,32,54
46,47,47,Brendan Jones,81,59.18,29,49
47,48,48,Brett Quigley,96,59.14,55,93
48,T49,T49,Charles Howell III,95,59.09,39,66
49,T49,T49,Mike Weir,71,59.09,26,44
50,51,51,Brian Gay,101,59.04,49,83
51,52,52,Fred Funk,102,58.89,53,90
52,53,53,J.L. Lewis,98,58.82,30,51
53,54,54,Vijay Singh,111,58.62,34,58
54,55,55,José María Olazábal,55,58.54,24,41
55,T56,T56,Ryuji Imada,78,58.46,38,65
56,T56,T56,Darron Stiles,78,58.46,38,65
57,58,58,Billy Mayfair,114,58.33,49,84
58,59,59,Justin Leonard,78,58.14,25,43
59,60,60,Ben Crane,78,58.0,29,50
60,61,61,Geoff Ogilvy,97,57.89,44,76
61,62,62,Jeff Sluman,94,57.65,49,85
62,63,63,Tom Byrum,83,57.63,34,59
63,T64,T64,D.A. Points,94,57.14,40,70
64,T64,T64,Hideto Tanihara,50,57.14,24,42
65,66,66,Kevin Na,88,56.98,49,86
66,67,67,Aaron Baddeley,84,56.67,34,60
67,68,68,Freddie Jacobson,72,56.45,35,62
68,69,69,Bob Estes,92,56.25,36,64
69,70,70,Scott Hend,75,56.16,41,73
70,71,71,Franklin Langham,91,56.14,32,57
71,72,72,Sergio Garcia,73,56.1,23,41
72,T73,T73,Bart Bryant,91,56.0,28,50
73,T73,T73,Glen Day,80,56.0,28,50
74,T73,T73,Carlos Franco,78,56.0,28,50
75,76,76,John Cook,72,55.93,33,59
76,77,77,Tiger Woods,76,55.81,24,43
77,78,78,Steve Allan,102,55.7,44,79
78,79,79,Padraig Harrington,50,55.56,15,27
79,80,80,Greg Owen,84,55.41,41,74
80,81,81,Brad Faxon,75,55.32,26,47
81,82,82,Sean O'Hair,103,55.29,47,85
82,83,83,Chris Riley,67,55.26,21,38
83,84,84,Daniel Chopra,108,55.13,43,78
84,85,85,Hidemichi Tanaka,106,55.06,49,89
85,86,86,Bob Tway,87,54.72,29,53
86,87,87,Alex Cejka,84,54.69,35,64
87,88,88,Loren Roberts,54,54.55,18,33
88,89,89,Paul Azinger,66,54.24,32,59
89,90,90,Billy Andrade,83,54.05,40,74
90,T91,T91,Jim Furyk,94,54.0,27,50
91,T91,T91,Steve Stricker,62,54.0,27,50
92,93,93,Jason Bohn,91,53.97,34,63
93,T94,T94,Matt Gogel,78,53.85,35,65
94,T94,T94,Matt Kuchar,60,53.85,21,39
95,96,96,Chris DiMarco,83,53.7,29,54
96,97,97,Paul Gow,78,53.57,45,84
97,98,98,Len Mattiace,86,53.52,38,71
98,99,99,Dennis Paulson,63,53.49,23,43
99,100,100,John Senden,101,53.42,39,73
100,T101,T101,Rich Beem,66,53.33,24,45
101,T101,T101,Steve Lowery,100,53.33,40,75
102,T101,T101,Dean Wilson,86,53.33,32,60
103,104,104,D.J. Trahan,81,52.94,27,51
104,105,105,Omar Uresti,84,52.83,28,53
105,106,106,Ryan Palmer,101,52.7,39,74
106,107,107,Mark Calcavecchia,92,52.63,40,76
107,108,108,Rory Sabbatini,81,52.0,26,50
108,109,109,Brenden Pappas,51,51.85,14,27
109,110,110,Dudley Hart,84,51.79,29,56
110,111,111,Tom Gillis,77,51.72,30,58
111,112,112,Tag Ridings,93,51.67,31,60
112,113,113,Justin Bolli,65,51.61,32,62
113,114,114,Glen Hnatiuk,59,51.28,20,39
114,115,115,Justin Rose,99,51.25,41,80
115,116,116,David Toms,87,51.16,22,43
116,117,117,Craig Perks,67,51.06,24,47
117,118,118,John Daly,78,50.94,27,53
118,119,119,Kent Jones,99,50.68,37,73
119,T120,T120,Tommy Armour III,103,50.0,31,62
120,T120,T120,Hunter Haas,83,50.0,30,60
121,T120,T120,Bob Heintz,67,50.0,32,64
122,T120,T120,Hank Kuehne,84,50.0,39,78
123,T120,T120,Michael Long,72,50.0,23,46
124,T120,T120,Rod Pampling,89,50.0,32,64
