,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
125,T120,T120,Vaughn Taylor,99,50.0,38,76
126,127,127,Neal Lancaster,95,49.43,43,87
127,128,128,Jerry Kelly,101,49.15,29,59
128,129,129,James Driscoll,73,49.12,28,57
129,130,130,Jonathan Kaye,77,49.09,27,55
130,131,131,Mario Tiziani,67,49.02,25,51
131,T132,T132,José Coceres,56,48.94,23,47
132,T132,T132,Ben Curtis,65,48.94,23,47
133,134,134,Mathias Grönberg,60,48.89,22,45
134,T135,T135,Craig Barlow,81,48.84,21,43
135,T135,T135,Mark Hensby,70,48.84,21,43
136,T135,T135,Mark O'Meara,66,48.84,21,43
137,138,138,Jonathan Byrd,103,48.81,41,84
138,139,139,John Huston,90,48.57,34,70
139,140,140,Bill Glasson,54,48.48,16,33
140,141,141,Arjun Atwal,65,48.28,28,58
141,142,142,Peter Lonard,85,48.21,27,56
142,143,143,Brett Wetterich,76,48.15,26,54
143,144,144,Jeff Hart,63,47.92,23,48
144,145,145,Ted Purdy,122,47.78,43,90
145,146,146,Chad Campbell,95,47.69,31,65
146,147,147,Jason Allred,75,47.27,26,55
147,148,148,Rob Rashell,65,46.94,23,49
148,149,149,Bo Van Pelt,112,46.77,29,62
149,150,150,Robert Gamez,91,46.75,36,77
150,T151,T151,David Hearn,68,46.67,21,45
151,T151,T151,Steve Jones,56,46.67,14,30
152,153,153,Todd Hamilton,94,46.55,27,58
153,154,154,Michael Allen,90,46.27,31,67
154,T155,T155,J.J. Henry,102,46.15,30,65
155,T155,T155,Zach Johnson,96,46.15,30,65
156,157,157,Rocco Mediate,73,45.65,21,46
157,158,158,Scott McCarron,78,45.59,31,68
158,159,159,Kevin Stadler,96,45.45,35,77
159,T160,T160,Arron Oberholser,65,45.28,24,53
160,T160,T160,Jesper Parnevik,84,45.28,24,53
161,162,162,Matt Davidson,53,45.24,19,42
162,163,163,Joey Sindelar,104,44.93,31,69
163,164,164,Paul Claxton,79,44.9,22,49
164,165,165,Woody Austin,100,44.83,39,87
165,T166,T166,Steve Elkington,67,44.74,17,38
166,T166,T166,Jay Haas,54,44.74,17,38
167,168,168,Charles Warren,89,44.44,28,63
168,169,169,John Rollins,97,44.3,35,79
169,170,170,Olin Browne,99,43.94,29,66
170,171,171,Frank Lickliter II,100,43.55,27,62
171,172,172,Skip Kendall,80,43.1,25,58
172,173,173,Hunter Mahan,103,42.53,37,87
173,174,174,Harrison Frazar,105,42.5,34,80
174,175,175,Duffy Waldorf,86,42.42,28,66
175,176,176,Tom Pernice Jr.,111,42.31,33,78
176,177,177,Lucas Glover,88,41.79,28,67
177,178,178,Briny Baird,98,41.56,32,77
178,179,179,Will MacKenzie,75,41.46,17,41
179,180,180,Nick Watney,91,41.38,24,58
180,181,181,Jay Williamson,53,41.3,19,46
181,182,182,Brandt Jobe,96,41.27,26,63
182,183,183,Stuart Appleby,84,40.82,20,49
183,184,184,Lee Westwood,50,40.74,11,27
184,185,185,Tim Petrovic,97,40.58,28,69
185,186,186,Scott Gutschewski,86,40.32,25,62
186,T187,T187,Chris Anderson,66,40.0,20,50
187,T187,T187,Ian Poulter,62,40.0,16,40
188,189,189,Chris Smith,93,39.68,25,63
189,190,190,Brian Bateman,98,38.81,26,67
190,191,191,Shaun Micheel,81,36.96,17,46
191,T192,T192,Thomas Levet,54,36.36,12,33
192,T192,T192,Roland Thatcher,75,36.36,16,44
193,194,194,Patrick Sheehan,114,35.96,32,89
194,195,195,Adam Scott,72,35.9,14,39
195,196,196,D.J. Brigman,76,35.85,19,53
196,197,197,Bradley Hughes,52,35.42,17,48
197,198,198,Joe Durant,81,34.69,17,49
198,199,199,John Elliott,58,34.55,19,55
199,200,200,Kenny Perry,82,34.48,10,29
200,201,201,Jeff Brehaut,71,33.33,13,39
201,202,202,Joey Snyder III,102,29.27,24,82
