,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
61,T61,T61,Greg Chalmers,85,"11' 7""",824.75,71,55
62,T61,T61,Todd Hamilton,83,"11' 7""",589.4169999999999,51,105
63,T61,T61,Geoff Ogilvy,78,"11' 7""",615.6669999999999,53,62
64,T61,T61,Charlie Wi,92,"11' 7""",798.5,69,83
65,T61,T61,Jay Williamson,69,"11' 7""",440.75,38,86
66,T67,T67,Jason Dufner,90,"11' 8""",654.0,56,52
67,T67,T67,Brad Faxon,59,"11' 8""",629.0,54,120
68,T69,T69,John Senden,100,"11' 9""",833.3330000000001,71,128
69,T69,T69,Scott Verplank,88,"11' 9""",777.25,66,75
70,T69,T69,Johnson Wagner,81,"11' 9""",774.75,66,115
71,T72,T72,Kris Blanks,60,"11' 10""",390.083,33,131
72,T72,T72,Mark Brooks,55,"11' 10""",412.917,35,10
73,T72,T72,Chad Campbell,90,"11' 10""",579.8330000000001,49,67
74,T72,T72,Darron Stiles,52,"11' 10""",342.25,29,133
75,T76,T76,Zach Johnson,94,"11' 11""",619.3330000000001,52,31
76,T76,T76,George McNeill,82,"11' 11""",704.75,59,29
77,T76,T76,Rory Sabbatini,81,"11' 11""",797.1669999999999,67,129
78,T79,T79,Stephen Ames,77,"12' 0""",588.3330000000001,49,142
79,T79,T79,Briny Baird,89,"12' 0""",624.5830000000001,52,126
80,T79,T79,Daniel Chopra,89,"12' 0""",770.1669999999999,64,152
81,T79,T79,Ken Duke,87,"12' 0""",719.6669999999999,60,53
82,T79,T79,Billy Mayfair,83,"12' 0""",540.0,45,169
83,T79,T79,Ted Purdy,101,"12' 0""",647.25,54,151
84,T85,T85,Pat Perez,74,"12' 1""",590.25,49,78
85,T85,T85,Carl Pettersson,86,"12' 1""",734.9169999999999,61,164
86,T85,T85,Kevin Streelman,97,"12' 1""",783.3330000000001,65,167
87,T88,T88,Nathan Green,104,"12' 2""",1220.417,100,40
88,T88,T88,Troy Matteson,95,"12' 2""",791.4169999999999,65,103
89,T90,T90,Tommy Armour III,58,"12' 3""",379.167,31,137
90,T90,T90,Jonathan Byrd,89,"12' 3""",994.0,81,148
91,T90,T90,J.B. Holmes,74,"12' 3""",883.8330000000001,72,174
92,T93,T93,Rich Beem,77,"12' 4""",643.0830000000001,52,132
93,T93,T93,Ángel Cabrera,55,"12' 4""",308.58299999999997,25,117
94,T93,T93,Lee Janzen,74,"12' 4""",432.917,35,66
95,T93,T93,David Mathis,82,"12' 4""",763.4169999999999,62,47
96,T93,T93,Tim Petrovic,97,"12' 4""",1123.833,91,5
97,T93,T93,D.J. Trahan,96,"12' 4""",777.0,63,149
98,T93,T93,Brian Vranesh,51,"12' 4""",529.8330000000001,43,38
99,T100,T100,Steve Elkington,70,"12' 5""",583.3330000000001,47,99
100,T100,T100,Cliff Kresge,78,"12' 5""",770.4169999999999,62,72
101,T100,T100,Steve Marino,98,"12' 5""",894.9169999999999,72,60
102,103,103,Bo Van Pelt,100,"12' 6""",774.75,62,57
103,T104,T104,Michael Allen,73,"12' 7""",529.9169999999999,42,123
104,T104,T104,Kirk Triplett,60,"12' 7""",476.75,38,24
105,T104,T104,Nick Watney,86,"12' 7""",578.1669999999999,46,84
106,T107,T107,Joe Durant,62,"12' 8""",417.667,33,176
107,T107,T107,Michael Letzig,96,"12' 8""",884.4169999999999,70,29
108,T107,T107,John Rollins,92,"12' 8""",1193.333,94,93
109,T107,T107,Dean Wilson,81,"12' 8""",645.6669999999999,51,119
110,T111,T111,Tim Herron,87,"12' 9""",1056.333,83,69
111,T111,T111,Matt Jones,56,"12' 9""",419.583,33,22
112,T111,T111,Jerry Kelly,90,"12' 9""",790.9169999999999,62,45
113,T111,T111,James Nitties,86,"12' 9""",992.75,78,106
114,T115,T115,Fred Couples,54,"12' 10""",424.667,33,175
115,T115,T115,Scott Piercy,85,"12' 10""",833.3330000000001,65,107
116,T117,T117,Ernie Els,70,"12' 11""",543.3330000000001,42,59
117,T117,T117,Jim Furyk,86,"12' 11""",515.8330000000001,40,8
118,T117,T117,Paul Goydos,79,"12' 11""",815.5830000000001,63,145
119,T117,T117,Ryan Palmer,78,"12' 11""",840.8330000000001,65,138
120,T121,T121,Eric Axley,71,"13' 0""",899.75,69,182
121,T121,T121,Chris Stroud,88,"13' 0""",717.0830000000001,55,168
122,T123,T123,Steve Flesch,77,"13' 1""",693.25,53,50
123,T123,T123,Kent Jones,73,"13' 1""",733.0,56,139
124,T123,T123,Marc Leishman,91,"13' 1""",799.75,61,116
125,T123,T123,John Mallinger,90,"13' 1""",641.75,49,104
126,T123,T123,Greg Owen,97,"13' 1""",734.4169999999999,56,136
127,T128,T128,Ben Curtis,63,"13' 2""",540.5,41,85
128,T128,T128,David Toms,98,"13' 2""",578.6669999999999,44,47
129,T130,T130,Peter Lonard,86,"13' 3""",978.4169999999999,74,144
130,T130,T130,Chez Reavie,81,"13' 3""",756.0830000000001,57,71
131,T130,T130,Matt Weibring,65,"13' 3""",621.1669999999999,47,42
132,T133,T133,Mark Calcavecchia,72,"13' 4""",667.5,50,101
133,T133,T133,Luke Donald,79,"13' 4""",681.75,51,20
134,T133,T133,Harrison Frazar,93,"13' 4""",919.5830000000001,69,134
135,T133,T133,Heath Slocum,95,"13' 4""",653.0830000000001,49,91
136,T137,T137,Brian Gay,96,"13' 5""",605.25,45,7
137,T137,T137,Y.E. Yang,83,"13' 5""",642.0830000000001,48,90
138,T139,T139,Brendon de Jonge,90,"13' 6""",1103.833,82,155
139,T139,T139,Retief Goosen,74,"13' 6""",511.417,38,64
140,T139,T139,Tom Lehman,55,"13' 6""",202.0,15,150
141,T139,T139,Andres Romero,58,"13' 6""",769.0,57,181
142,T139,T139,Vijay Singh,71,"13' 6""",499.75,37,147
143,T139,T139,Kevin Sutherland,96,"13' 6""",676.9169999999999,50,81
144,T145,T145,Bill Lunde,83,"13' 7""",867.0830000000001,64,49
145,T145,T145,Chris Riley,77,"13' 7""",853.5,63,9
146,T145,T145,Scott Sterling,51,"13' 7""",393.083,29,44
147,148,148,Jeff Klauk,97,"13' 9""",976.3330000000001,71,34
148,149,149,Glen Day,79,"13' 10""",786.3330000000001,57,43
149,T150,T150,Bart Bryant,58,"13' 11""",388.667,28,153
150,T150,T150,Jason Day,61,"13' 11""",696.9169999999999,50,35
151,T150,T150,Derek Fathauer,63,"13' 11""",933.25,67,161
152,T150,T150,Anthony Kim,76,"13' 11""",680.3330000000001,49,124
153,T150,T150,Colt Knost,71,"13' 11""",680.4169999999999,49,157
154,T150,T150,Marc Turnesa,77,"13' 11""",1087.167,78,170
155,T156,T156,Aaron Baddeley,66,"14' 0""",768.8330000000001,55,92
156,T156,T156,Brian Bateman,55,"14' 0""",740.4169999999999,53,158
157,T156,T156,Cameron Beckman,87,"14' 0""",811.0830000000001,58,77
158,T156,T156,Scott McCarron,91,"14' 0""",1008.8330000000001,72,18
159,160,160,Robert Garrigus,83,"14' 1""",718.9169999999999,51,111
160,161,161,J.J. Henry,97,"14' 2""",908.5,64,89
161,T162,T162,Kenny Perry,92,"14' 3""",655.3330000000001,46,13
162,T162,T162,Nicholas Thompson,96,"14' 3""",1080.417,76,122
163,164,164,Bubba Watson,73,"14' 4""",788.8330000000001,55,166
164,T165,T165,Bob Heintz,59,"14' 5""",519.5,36,26
165,T165,T165,Aron Price,89,"14' 5""",907.6669999999999,63,93
166,167,167,Ricky Barnes,67,"14' 6""",710.0,49,178
167,T168,T168,Richard Johnson,85,"14' 7""",963.3330000000001,66,87
168,T168,T168,Rick Price,54,"14' 7""",554.5,38,161
169,T168,T168,Boo Weekley,79,"14' 7""",685.5,47,154
170,171,171,Mathew Goggin,76,"14' 8""",705.8330000000001,48,134
171,172,172,John Merrick,91,"14' 9""",781.75,53,159
172,T173,T173,Woody Austin,84,"14' 10""",964.9169999999999,65,39
173,T173,T173,Bill Haas,91,"14' 10""",1069.0,72,72
174,T173,T173,Steve Lowery,83,"14' 10""",980.5830000000001,66,82
175,176,176,Martin Laird,72,"15' 1""",949.5830000000001,63,179
176,177,177,Gary Woodland,53,"15' 2""",561.6669999999999,37,184
177,178,178,Jeff Quinney,78,"15' 3""",791.0830000000001,52,58
178,T179,T179,Hunter Mahan,94,"15' 4""",767.8330000000001,50,100
179,T179,T179,Casey Wittenberg,71,"15' 4""",720.3330000000001,47,61
180,181,181,Greg Kraft,51,"15' 5""",461.333,30,177
181,182,182,Tag Ridings,50,"15' 9""",534.0830000000001,34,140
182,183,183,Dustin Johnson,85,"16' 1""",963.3330000000001,60,143
183,184,184,Sergio Garcia,59,"16' 3""",341.083,21,101
