,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
0,1,1,Brian Gay,96,69.71,145,208
1,2,2,Tim Clark,81,69.13,103,149
2,3,3,Steve Stricker,81,68.84,95,138
3,4,4,Mark Brooks,55,66.07,74,112
4,5,5,Patrick Sheehan,51,65.66,65,99
5,6,6,Zach Johnson,94,65.38,119,182
6,7,7,Tiger Woods,64,65.32,81,124
7,8,8,Padraig Harrington,66,65.31,96,147
8,9,9,Woody Austin,84,64.74,123,190
9,10,10,Brandt Snedeker,81,64.63,95,147
10,11,11,Matt Kuchar,82,64.25,124,193
11,12,12,Jim Furyk,86,63.58,103,162
12,13,13,Kevin Na,91,63.38,135,213
13,14,14,Mike Weir,85,62.92,112,178
14,15,15,Kenny Perry,92,62.62,129,206
15,16,16,Chris Riley,77,62.59,87,139
16,17,17,Jason Dufner,90,62.5,120,192
17,18,18,Bob Estes,78,62.37,116,186
18,19,19,Jeff Quinney,78,62.22,112,180
19,20,20,Scott McCarron,91,62.0,124,200
20,21,21,Bart Bryant,58,61.97,88,142
21,22,22,Lee Janzen,74,61.96,101,163
22,23,23,Freddie Jacobson,83,61.9,117,189
23,24,24,J.J. Henry,97,61.83,115,186
24,T25,T25,Charles Howell III,99,61.58,125,203
25,T25,T25,Pat Perez,74,61.58,109,177
26,27,27,Scott Sterling,51,61.46,59,96
27,28,28,Steve Marino,98,61.38,116,189
28,29,29,Tim Petrovic,97,61.34,119,194
29,30,30,Kirk Triplett,60,61.29,76,124
30,31,31,Ernie Els,70,61.21,71,116
31,T32,T32,Chris DiMarco,97,60.89,137,225
32,T32,T32,David Toms,98,60.89,109,179
33,34,34,Jeff Overton,92,60.85,143,235
34,35,35,Ben Crane,93,60.8,107,176
35,36,36,Matt Jones,56,60.55,66,109
36,37,37,Nathan Green,104,60.41,148,245
37,38,38,Sean O'Hair,80,60.39,93,154
38,39,39,Jeff Klauk,97,60.31,117,194
39,40,40,David Mathis,82,60.12,101,168
