,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
0,1,1,Brian Gay,96,0.284,208,59.0
1,2,2,Steve Stricker,81,0.29,138,40.0
2,3,3,Tim Clark,81,0.309,149,46.0
3,4,4,Tiger Woods,64,0.32299999999999995,124,40.0
4,5,5,Zach Johnson,94,0.335,182,61.0
5,6,6,Mark Brooks,55,0.35700000000000004,112,40.0
6,7,7,Padraig Harrington,66,0.361,147,53.0
7,8,8,Woody Austin,84,0.363,190,69.0
8,9,9,Brandt Snedeker,81,0.36700000000000005,147,54.0
9,10,10,Glen Day,79,0.373,153,57.0
10,T11,T11,Lee Janzen,74,0.374,163,61.0
11,T11,T11,David Toms,98,0.374,179,67.0
12,13,13,Freddie Jacobson,83,0.376,189,71.0
13,14,14,Jim Furyk,86,0.377,162,61.0
14,15,15,Matt Kuchar,82,0.37799999999999995,193,73.0
15,16,16,Mike Weir,85,0.382,178,68.0
16,T17,T17,Charles Howell III,99,0.384,203,78.0
17,T17,T17,Patrick Sheehan,51,0.384,99,38.0
18,19,19,K.J. Choi,65,0.38799999999999996,129,50.0
19,20,20,Scott McCarron,91,0.39,200,78.0
20,T21,T21,Retief Goosen,74,0.39299999999999996,183,72.0
21,T21,T21,Kenny Perry,92,0.39299999999999996,206,81.0
22,T23,T23,Ben Crane,93,0.39799999999999996,176,70.0
23,T23,T23,Bob Estes,78,0.39799999999999996,186,74.0
24,T23,T23,J.J. Henry,97,0.39799999999999996,186,74.0
25,26,26,Fred Couples,54,0.4,105,42.0
26,27,27,Jason Dufner,90,0.401,192,77.0
27,28,28,Chris DiMarco,97,0.40399999999999997,225,91.0
28,29,29,Ernie Els,70,0.405,116,47.0
29,T30,T30,Ryuji Imada,85,0.406,180,73.0
30,T30,T30,Scott Sterling,51,0.406,96,39.0
31,32,32,Kevin Na,91,0.408,213,87.0
32,33,33,Pat Perez,74,0.41200000000000003,177,73.0
33,34,34,Dustin Johnson,85,0.414,203,84.0
34,35,35,Bart Bryant,58,0.415,142,59.0
35,36,36,Jerry Kelly,90,0.41600000000000004,190,79.0
36,37,37,Chris Riley,77,0.41700000000000004,139,58.0
37,38,38,Ken Duke,87,0.419,210,88.0
38,39,39,Ian Poulter,59,0.42,112,47.0
39,T40,T40,Greg Chalmers,85,0.42200000000000004,185,78.0
40,T40,T40,Matt Jones,56,0.42200000000000004,109,46.0
41,T42,T42,Jeff Klauk,97,0.423,194,82.0
42,T42,T42,Tim Petrovic,97,0.423,194,82.0
43,T44,T44,Jason Day,61,0.426,141,60.0
44,T44,T44,Tim Herron,87,0.426,204,87.0
45,T44,T44,John Mallinger,90,0.426,190,81.0
46,47,47,Bob Heintz,59,0.42700000000000005,143,61.0
47,T48,T48,Steve Flesch,77,0.429,156,67.0
48,T48,T48,Sean O'Hair,80,0.429,154,66.0
49,50,50,Kent Jones,73,0.43,142,61.0
50,T51,T51,James Nitties,86,0.433,215,93.0
51,T51,T51,Jeff Quinney,78,0.433,180,78.0
52,T53,T53,Nick O'Hern,90,0.434,173,75.0
53,T53,T53,Jeff Overton,92,0.434,235,102.0
54,55,55,Kevin Stadler,65,0.435,115,50.0
55,56,56,Mark Wilson,99,0.436,218,95.0
56,57,57,Nathan Green,104,0.43700000000000006,245,107.0
57,58,58,Bubba Watson,73,0.439,139,61.0
