,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
58,T59,T59,Charley Hoffman,97,0.44,209,92.0
59,T59,T59,Tom Pernice Jr.,82,0.44,193,85.0
60,T61,T61,Robert Allenby,71,0.442,120,53.0
61,T61,T61,Robert Garrigus,83,0.442,156,69.0
62,63,63,Nick Watney,86,0.44299999999999995,201,89.0
63,T64,T64,Stephen Ames,77,0.444,126,56.0
64,T64,T64,Bill Lunde,83,0.444,160,71.0
65,T64,T64,Steve Marino,98,0.444,189,84.0
66,67,67,D.A. Points,99,0.445,191,85.0
67,68,68,Spencer Levin,75,0.446,157,70.0
68,69,69,Matt Bettencourt,98,0.447,264,118.0
69,70,70,Andres Romero,58,0.449,118,53.0
70,T71,T71,Will MacKenzie,69,0.45,151,68.0
71,T71,T71,Brett Quigley,92,0.45,169,76.0
72,T71,T71,Camilo Villegas,76,0.45,129,58.0
73,T71,T71,Boo Weekley,79,0.45,160,72.0
74,T75,T75,Luke Donald,79,0.451,162,73.0
75,T75,T75,Michael Letzig,96,0.451,215,97.0
76,77,77,David Mathis,82,0.452,168,76.0
77,78,78,Alex Cejka,82,0.45299999999999996,150,68.0
78,T79,T79,Brad Faxon,59,0.45399999999999996,183,83.0
79,T79,T79,Chez Reavie,81,0.45399999999999996,152,69.0
80,T79,T79,Darron Stiles,52,0.45399999999999996,97,44.0
81,T82,T82,Ben Curtis,63,0.456,125,57.0
82,T82,T82,Webb Simpson,94,0.456,226,103.0
83,84,84,Steve Elkington,70,0.457,151,69.0
84,85,85,Dean Wilson,81,0.45799999999999996,179,82.0
85,T86,T86,Briny Baird,89,0.45899999999999996,133,61.0
86,T86,T86,Justin Leonard,95,0.45899999999999996,148,68.0
87,T86,T86,Scott Piercy,85,0.45899999999999996,205,94.0
88,T86,T86,Kevin Sutherland,96,0.45899999999999996,170,78.0
89,T90,T90,Paul Goydos,79,0.46,161,74.0
90,T90,T90,Kirk Triplett,60,0.46,124,57.0
91,T90,T90,Marc Turnesa,77,0.46,187,86.0
92,93,93,Brad Adamonis,70,0.461,154,71.0
93,94,94,Steve Lowery,83,0.462,197,91.0
94,T95,T95,Tom Lehman,55,0.46399999999999997,84,39.0
95,T95,T95,Ryan Moore,89,0.46399999999999997,183,85.0
96,97,97,Geoff Ogilvy,78,0.467,167,78.0
97,T98,T98,Chad Campbell,90,0.46799999999999997,154,72.0
98,T98,T98,Troy Matteson,95,0.46799999999999997,186,87.0
99,100,100,Lucas Glover,93,0.469,207,97.0
100,101,101,Rory Sabbatini,81,0.47,168,79.0
101,102,102,Joe Ogilvie,85,0.47100000000000003,206,97.0
102,103,103,Harrison Frazar,93,0.47200000000000003,233,110.0
103,T104,T104,Bryce Molder,69,0.473,112,53.0
104,T104,T104,Vijay Singh,71,0.473,148,70.0
105,106,106,Justin Rose,71,0.474,133,63.0
106,107,107,Parker McLachlin,71,0.47700000000000004,197,94.0
107,T108,T108,Brian Vranesh,51,0.478,115,55.0
108,T108,T108,Y.E. Yang,83,0.478,186,89.0
109,110,110,Corey Pavin,73,0.479,167,80.0
110,111,111,Phil Mickelson,66,0.48,152,73.0
111,T112,T112,Stuart Appleby,79,0.48100000000000004,162,78.0
112,T112,T112,John Senden,100,0.48100000000000004,181,87.0
113,T112,T112,Charlie Wi,92,0.48100000000000004,208,100.0
114,115,115,Kris Blanks,60,0.483,120,58.0
115,T116,T116,Sergio Garcia,59,0.485,101,49.0
116,T116,T116,Martin Laird,72,0.485,130,63.0
117,T118,T118,Leif Olson,51,0.486,142,69.0
118,T118,T118,Heath Slocum,95,0.486,175,85.0
119,T120,T120,Ángel Cabrera,55,0.48700000000000004,117,57.0
120,T120,T120,Stewart Cink,79,0.48700000000000004,156,76.0
121,T120,T120,Anthony Kim,76,0.48700000000000004,158,77.0
122,123,123,Richard Johnson,85,0.488,172,84.0
123,T124,T124,Bill Haas,91,0.491,214,105.0
124,T124,T124,Greg Owen,97,0.491,163,80.0
125,T124,T124,Scott Verplank,88,0.491,165,81.0
126,T127,T127,Rocco Mediate,79,0.493,134,66.0
127,T127,T127,Bo Van Pelt,100,0.493,211,104.0
128,129,129,J.B. Holmes,74,0.495,182,90.0
129,T130,T130,Jarrod Lyle,65,0.496,125,62.0
130,T130,T130,Rick Price,54,0.496,123,61.0
131,132,132,George McNeill,82,0.49700000000000005,193,96.0
132,T133,T133,Marc Leishman,91,0.498,201,100.0
133,T133,T133,Nicholas Thompson,96,0.498,239,119.0
134,T135,T135,Peter Lonard,86,0.5,174,87.0
135,T135,T135,Davis Love III,89,0.5,194,97.0
136,T135,T135,Ted Purdy,101,0.5,214,107.0
137,T135,T135,Tag Ridings,50,0.5,100,50.0
138,T135,T135,Vaughn Taylor,88,0.5,188,94.0
139,T135,T135,Peter Tomasulo,61,0.5,136,68.0
140,T135,T135,Jimmy Walker,74,0.5,192,96.0
141,T142,T142,Cameron Beckman,87,0.503,191,96.0
142,T142,T142,Mathew Goggin,76,0.503,157,79.0
143,144,144,Ryan Palmer,78,0.505,192,97.0
144,T145,T145,Jason Bohn,88,0.506,176,89.0
145,T145,T145,D.J. Trahan,96,0.506,174,88.0
146,147,147,Kevin Streelman,97,0.507,209,106.0
147,T148,T148,Aaron Baddeley,66,0.508,177,90.0
148,T148,T148,Adam Scott,53,0.508,120,61.0
149,T150,T150,Mark Calcavecchia,72,0.509,165,84.0
150,T150,T150,Jeff Maggert,79,0.509,159,81.0
151,152,152,Cliff Kresge,78,0.512,166,85.0
152,153,153,Jay Williamson,69,0.513,119,61.0
153,154,154,Casey Wittenberg,71,0.515,136,70.0
154,155,155,Billy Mayfair,83,0.516,153,79.0
155,156,156,Carl Pettersson,86,0.519,187,97.0
156,157,157,Colt Knost,71,0.52,127,66.0
157,T158,T158,Jason Gore,74,0.523,149,78.0
158,T158,T158,Matt Weibring,65,0.523,128,67.0
159,160,160,Brendon de Jonge,90,0.527,201,106.0
160,161,161,John Merrick,91,0.531,179,95.0
161,162,162,Chris Stroud,88,0.534,176,94.0
162,163,163,Johnson Wagner,81,0.537,201,108.0
163,164,164,Hunter Mahan,94,0.5379999999999999,160,86.0
164,165,165,John Rollins,92,0.542,212,115.0
165,T166,T166,Todd Hamilton,83,0.5429999999999999,151,82.0
166,T166,T166,Brendon Todd,53,0.5429999999999999,140,76.0
167,T166,T166,Charles Warren,63,0.5429999999999999,127,69.0
168,T166,T166,Gary Woodland,53,0.5429999999999999,105,57.0
169,T170,T170,Brian Bateman,55,0.5479999999999999,124,68.0
170,T170,T170,Rich Beem,77,0.5479999999999999,157,86.0
171,172,172,Michael Allen,73,0.552,134,74.0
172,173,173,Derek Fathauer,63,0.555,164,91.0
173,174,174,Aron Price,89,0.5589999999999999,177,99.0
174,175,175,Ricky Barnes,67,0.56,116,65.0
175,176,176,Brian Davis,103,0.5660000000000001,235,133.0
176,177,177,Daniel Chopra,89,0.5710000000000001,224,128.0
177,178,178,Tommy Armour III,58,0.574,129,74.0
178,T179,T179,David Duval,56,0.575,146,84.0
179,T179,T179,Greg Kraft,51,0.575,106,61.0
180,T179,T179,Rod Pampling,72,0.575,146,84.0
181,182,182,Joe Durant,62,0.58,100,58.0
182,183,183,Jonathan Byrd,89,0.5870000000000001,143,84.0
183,184,184,Eric Axley,71,0.594,187,111.0
