,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Tiger Woods,64,75.0,30,40
1,2,2,Padraig Harrington,66,70.49,43,61
2,3,3,Andres Romero,58,66.67,24,36
3,4,4,Matt Kuchar,82,66.15,43,65
4,5,5,Matt Jones,56,65.12,28,43
5,6,6,Jim Furyk,86,63.77,44,69
6,7,7,Webb Simpson,94,63.41,78,123
7,8,8,Ryuji Imada,85,62.77,59,94
8,9,9,Matt Weibring,65,62.5,35,56
9,10,10,Mike Weir,85,62.16,46,74
10,11,11,Michael Letzig,96,61.63,53,86
11,12,12,Tom Pernice Jr.,82,61.54,48,78
12,13,13,Luke Donald,79,61.43,43,70
13,14,14,Scott Verplank,88,61.36,54,88
14,15,15,Jimmy Walker,74,61.18,52,85
15,16,16,Jason Dufner,90,61.11,44,72
16,17,17,Freddie Jacobson,83,61.04,47,77
17,18,18,Tim Petrovic,97,61.0,61,100
18,19,19,Scott McCarron,91,60.67,54,89
19,20,20,Aron Price,89,60.42,58,96
20,21,21,Brian Gay,96,60.36,67,111
21,22,22,Kevin Sutherland,96,59.09,52,88
22,23,23,Chris Riley,77,59.04,49,83
23,24,24,Vijay Singh,71,58.93,33,56
24,25,25,Aaron Baddeley,66,58.14,50,86
25,26,26,Steve Lowery,83,57.78,52,90
26,27,27,Stuart Appleby,79,57.33,43,75
27,T28,T28,Ken Duke,87,57.32,47,82
28,T28,T28,J.J. Henry,97,57.32,47,82
29,30,30,Jeff Overton,92,57.28,59,103
30,31,31,Kenny Perry,92,56.96,45,79
31,32,32,Phil Mickelson,66,56.9,33,58
32,33,33,Mark Brooks,55,56.82,25,44
33,34,34,Tommy Armour III,58,56.45,35,62
34,35,35,Mark Wilson,99,56.44,57,101
35,36,36,Ian Poulter,59,56.25,27,48
36,37,37,Kevin Na,91,56.18,50,89
37,38,38,Corey Pavin,73,56.06,37,66
38,39,39,Dean Wilson,81,56.0,42,75
39,40,40,Alex Cejka,82,55.88,38,68
40,41,41,Brian Vranesh,51,55.77,29,52
41,42,42,Tim Herron,87,55.56,50,90
42,43,43,Justin Leonard,95,55.29,47,85
43,44,44,Ernie Els,70,55.26,21,38
44,45,45,David Toms,98,55.22,37,67
45,46,46,Robert Allenby,71,55.17,32,58
46,47,47,Bo Van Pelt,100,55.13,43,78
47,48,48,Justin Rose,71,55.0,33,60
48,49,49,Nathan Green,104,54.87,62,113
49,50,50,Steve Stricker,81,54.39,31,57
50,T51,T51,Woody Austin,84,54.35,50,92
51,T51,T51,Kevin Stadler,65,54.35,25,46
52,53,53,Martin Laird,72,54.0,27,50
53,54,54,Jerry Kelly,90,53.93,48,89
54,55,55,Briny Baird,89,53.85,42,78
55,T56,T56,Bob Heintz,59,53.57,30,56
56,T56,T56,Patrick Sheehan,51,53.57,15,28
57,58,58,Cameron Beckman,87,53.42,39,73
58,59,59,Lee Janzen,74,53.25,41,77
59,60,60,Retief Goosen,74,53.06,26,49
60,61,61,Brad Faxon,59,53.0,53,100
61,62,62,Chad Campbell,90,52.94,27,51
62,63,63,Bob Estes,78,52.56,41,78
63,64,64,Greg Chalmers,85,52.5,42,80
64,65,65,Brad Adamonis,70,52.38,33,63
65,66,66,Kris Blanks,60,52.27,23,44
66,67,67,Jeff Klauk,97,52.21,59,113
67,68,68,Steve Flesch,77,52.17,36,69
68,69,69,Ryan Palmer,78,52.11,37,71
69,70,70,Parker McLachlin,71,51.85,56,108
70,71,71,Anthony Kim,76,51.81,43,83
71,T72,T72,Ryan Moore,89,51.76,44,85
72,T72,T72,John Rollins,92,51.76,44,85
73,T74,T74,Todd Hamilton,83,51.72,45,87
74,T74,T74,Tom Lehman,55,51.72,15,29
75,T74,T74,Bryce Molder,69,51.72,30,58
76,77,77,Brandt Snedeker,81,51.67,31,60
77,78,78,Sean O'Hair,80,51.61,32,62
78,79,79,Casey Wittenberg,71,51.56,33,64
79,80,80,Chris DiMarco,97,51.55,50,97
80,T81,T81,Steve Marino,98,51.43,36,70
81,T81,T81,John Merrick,91,51.43,36,70
82,T83,T83,Mark Calcavecchia,72,51.39,37,72
83,T83,T83,Spencer Levin,75,51.39,37,72
84,85,85,Bill Lunde,83,51.35,38,74
85,86,86,Nick O'Hern,90,51.22,42,82
86,87,87,Jeff Quinney,78,51.16,44,86
87,88,88,Richard Johnson,85,51.14,45,88
88,89,89,George McNeill,82,51.09,47,92
89,90,90,Bubba Watson,73,50.98,26,51
90,91,91,Glen Day,79,50.91,28,55
91,92,92,Geoff Ogilvy,78,50.88,29,57
92,T93,T93,Michael Allen,73,50.82,31,61
93,T93,T93,Tim Clark,81,50.82,31,61
94,95,95,D.A. Points,99,50.6,42,83
95,96,96,David Mathis,82,50.57,44,87
96,97,97,Ben Crane,93,50.54,47,93
97,T98,T98,Bart Bryant,58,50.0,36,72
98,T98,T98,Ben Curtis,63,50.0,33,66
99,T98,T98,Brian Davis,103,50.0,53,106
100,T98,T98,Sergio Garcia,59,50.0,21,42
101,T98,T98,Jarrod Lyle,65,50.0,28,56
102,T98,T98,Joe Ogilvie,85,50.0,48,96
103,104,104,John Mallinger,90,49.46,46,93
104,105,105,Johnson Wagner,81,49.41,42,85
105,106,106,Paul Goydos,79,49.28,34,69
106,107,107,Derek Fathauer,63,49.23,32,65
107,108,108,Jason Day,61,49.02,25,51
108,109,109,K.J. Choi,65,48.89,22,45
109,110,110,Chez Reavie,81,48.68,37,76
110,111,111,J.B. Holmes,74,48.53,33,68
111,T112,T112,Rocco Mediate,79,48.48,32,66
112,T112,T112,Pat Perez,74,48.48,32,66
113,114,114,Cliff Kresge,78,48.31,43,89
114,115,115,Nick Watney,86,48.15,39,81
115,116,116,Rory Sabbatini,81,48.1,38,79
116,117,117,Dustin Johnson,85,47.92,23,48
117,118,118,Zach Johnson,94,47.83,33,69
118,119,119,Carl Pettersson,86,47.78,43,90
119,120,120,Brian Bateman,55,47.69,31,65
120,121,121,Nicholas Thompson,96,47.42,46,97
121,122,122,Marc Turnesa,77,47.31,44,93
122,123,123,Davis Love III,89,47.19,42,89
123,124,124,Troy Matteson,95,47.17,50,106
124,125,125,James Nitties,86,47.06,40,85
125,T126,T126,Ángel Cabrera,55,46.67,14,30
126,T126,T126,Jay Williamson,69,46.67,21,45
127,T128,T128,Brendon de Jonge,90,46.51,40,86
128,T128,T128,Scott Piercy,85,46.51,40,86
129,T128,T128,Camilo Villegas,76,46.51,20,43
130,131,131,Joe Durant,62,46.34,19,41
131,132,132,Rod Pampling,72,46.27,31,67
132,T133,T133,Bill Haas,91,46.25,37,80
133,T133,T133,Will MacKenzie,69,46.25,37,80
134,135,135,Charlie Wi,92,46.15,42,91
135,136,136,Jeff Maggert,79,46.03,29,63
136,137,137,Jonathan Byrd,89,45.83,44,96
137,138,138,Stephen Ames,77,45.76,27,59
138,139,139,Brendon Todd,53,45.61,26,57
139,140,140,Colt Knost,71,45.45,25,55
140,141,141,Y.E. Yang,83,45.31,29,64
141,142,142,Adam Scott,53,44.68,21,47
142,143,143,Charley Hoffman,97,44.66,46,103
143,144,144,Boo Weekley,79,44.29,31,70
144,145,145,D.J. Trahan,96,44.26,27,61
145,146,146,Kent Jones,73,44.07,26,59
146,T147,T147,Lucas Glover,93,43.9,36,82
147,T147,T147,Tag Ridings,50,43.9,18,41
148,149,149,Kirk Triplett,60,43.64,24,55
149,150,150,Eric Axley,71,43.62,41,94
150,151,151,Steve Elkington,70,43.48,30,69
151,152,152,Heath Slocum,95,43.42,33,76
152,153,153,Robert Garrigus,83,43.33,26,60
153,154,154,John Senden,100,43.24,32,74
154,155,155,Ted Purdy,101,43.01,40,93
155,156,156,Matt Bettencourt,98,42.99,46,107
156,157,157,Brett Quigley,92,42.86,39,91
157,158,158,Daniel Chopra,89,42.71,41,96
158,159,159,Peter Lonard,86,42.7,38,89
159,160,160,Ricky Barnes,67,42.62,26,61
160,161,161,Marc Leishman,91,42.45,45,106
161,T162,T162,Rich Beem,77,42.42,28,66
162,T162,T162,Hunter Mahan,94,42.42,28,66
163,T164,T164,Harrison Frazar,93,42.31,33,78
164,T164,T164,Peter Tomasulo,61,42.31,22,52
165,166,166,Billy Mayfair,83,42.25,30,71
166,167,167,Jason Bohn,88,41.94,26,62
167,168,168,Jason Gore,74,41.54,27,65
168,169,169,Darron Stiles,52,41.03,16,39
169,170,170,Greg Owen,97,40.74,33,81
170,171,171,Kevin Streelman,97,40.66,37,91
171,T172,T172,Stewart Cink,79,40.0,24,60
172,T172,T172,Fred Couples,54,40.0,14,35
173,174,174,Chris Stroud,88,39.68,25,63
174,175,175,Greg Kraft,51,39.66,23,58
175,176,176,Mathew Goggin,76,39.06,25,64
176,177,177,Charles Howell III,99,38.64,34,88
177,178,178,Gary Woodland,53,37.84,14,37
178,179,179,Rick Price,54,37.21,16,43
179,T180,T180,Scott Sterling,51,36.84,14,38
180,T180,T180,Charles Warren,63,36.84,14,38
181,182,182,Vaughn Taylor,88,36.78,32,87
182,183,183,Leif Olson,51,30.43,14,46
183,184,184,David Duval,56,30.0,15,50
