,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
139,T138,T138,Tag Ridings,50,25.0,11,44
140,141,141,Brendon Todd,53,24.42,21,86
141,142,142,Brendon de Jonge,90,24.36,19,78
142,143,143,Anthony Kim,76,24.32,18,74
143,144,144,Davis Love III,89,24.29,17,70
144,145,145,George McNeill,82,24.1,20,83
145,146,146,Chez Reavie,81,23.94,17,71
146,147,147,Bill Lunde,83,23.81,20,84
147,148,148,Bart Bryant,58,23.73,14,59
148,149,149,Eric Axley,71,23.7,32,135
149,150,150,Steve Lowery,83,23.38,18,77
150,151,151,Jimmy Walker,74,23.29,17,73
151,T152,T152,Leif Olson,51,23.08,12,52
152,T152,T152,Ian Poulter,59,23.08,9,39
153,154,154,Matt Jones,56,22.92,11,48
154,155,155,Rich Beem,77,22.39,15,67
155,156,156,David Toms,98,22.22,14,63
156,157,157,Rory Sabbatini,81,22.08,17,77
157,158,158,John Mallinger,90,22.06,15,68
158,159,159,Glen Day,79,21.88,14,64
159,160,160,Jay Williamson,69,21.82,12,55
160,161,161,Kris Blanks,60,21.74,10,46
161,162,162,Vijay Singh,71,21.15,11,52
162,163,163,Steve Flesch,77,20.9,14,67
163,164,164,Camilo Villegas,76,20.69,12,58
164,165,165,Robert Garrigus,83,20.63,13,63
165,166,166,Nicholas Thompson,96,20.59,14,68
166,167,167,Ángel Cabrera,55,20.51,8,39
167,168,168,Casey Wittenberg,71,20.41,10,49
168,169,169,Stephen Ames,77,20.37,11,54
169,170,170,Dustin Johnson,85,20.27,15,74
170,171,171,Scott Piercy,85,20.25,16,79
171,172,172,Rick Price,54,20.0,9,45
172,173,173,Colt Knost,71,19.7,13,66
173,174,174,Ricky Barnes,67,19.61,10,51
174,175,175,Martin Laird,72,19.18,14,73
175,176,176,Billy Mayfair,83,19.12,13,68
176,177,177,Darron Stiles,52,18.42,7,38
177,178,178,Mark Calcavecchia,72,18.18,12,66
178,179,179,Tom Lehman,55,17.39,4,23
179,180,180,Joe Durant,62,17.07,7,41
180,181,181,Greg Kraft,51,16.33,8,49
181,182,182,Bubba Watson,73,16.25,13,80
182,183,183,Andres Romero,58,14.29,7,49
183,184,184,Gary Woodland,53,6.78,4,59
