,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Steve Stricker,81,48.15,26,54
1,2,2,Mark Brooks,55,47.73,21,44
2,T3,T3,Brandt Snedeker,81,42.31,33,78
3,T3,T3,Tiger Woods,64,42.31,22,52
4,5,5,Brad Adamonis,70,40.66,37,91
5,6,6,Matt Kuchar,82,40.63,26,64
6,7,7,Brian Vranesh,51,40.43,19,47
7,T8,T8,Brian Gay,96,40.0,34,85
8,T8,T8,Mark Wilson,99,40.0,30,75
9,10,10,Tim Clark,81,39.58,19,48
10,11,11,Nick Watney,86,38.78,19,49
11,12,12,Kenny Perry,92,38.46,25,65
12,13,13,Parker McLachlin,71,37.4,46,123
13,T14,T14,Luke Donald,79,37.36,34,91
14,T14,T14,Bob Estes,78,37.36,34,91
15,T14,T14,Tim Petrovic,97,37.36,34,91
16,T17,T17,K.J. Choi,65,36.92,24,65
17,T17,T17,Stewart Cink,79,36.92,24,65
18,19,19,Joe Ogilvie,85,36.89,38,103
19,T20,T20,Kevin Na,91,36.62,26,71
20,T20,T20,Tom Pernice Jr.,82,36.62,26,71
21,22,22,Chris DiMarco,97,36.56,34,93
22,23,23,Bill Haas,91,36.47,31,85
23,24,24,Webb Simpson,94,36.04,40,111
24,25,25,Nathan Green,104,35.43,45,127
25,26,26,Scott Sterling,51,35.42,17,48
26,27,27,Brad Faxon,59,35.29,30,85
27,28,28,Bryce Molder,69,35.21,25,71
28,29,29,Chad Campbell,90,35.06,27,77
29,30,30,Phil Mickelson,66,35.0,21,60
30,31,31,David Mathis,82,34.83,31,89
31,32,32,Nick O'Hern,90,34.78,32,92
32,33,33,Bo Van Pelt,100,34.72,25,72
33,34,34,Cameron Beckman,87,34.52,29,84
34,35,35,Michael Allen,73,33.96,18,53
35,36,36,Boo Weekley,79,33.93,19,56
36,37,37,Paul Goydos,79,33.85,22,65
37,38,38,Ken Duke,87,33.78,25,74
38,39,39,J.J. Henry,97,33.65,35,104
39,T40,T40,Jason Day,61,33.33,18,54
40,T40,T40,Bob Heintz,59,33.33,18,54
41,T40,T40,Zach Johnson,94,33.33,23,69
42,T40,T40,Cliff Kresge,78,33.33,30,90
43,T40,T40,Spencer Levin,75,33.33,29,87
44,T40,T40,James Nitties,86,33.33,31,93
45,T40,T40,John Rollins,92,33.33,32,96
46,T40,T40,Patrick Sheehan,51,33.33,12,36
47,48,48,Brian Davis,103,32.98,31,94
48,49,49,Jarrod Lyle,65,32.86,23,70
49,50,50,Kevin Stadler,65,32.79,20,61
50,51,51,Tim Herron,87,32.41,35,108
51,52,52,Jeff Quinney,78,32.35,33,102
52,T53,T53,Lee Janzen,74,32.05,25,78
53,T53,T53,Troy Matteson,95,32.05,25,78
54,55,55,Greg Chalmers,85,32.0,24,75
55,56,56,Matt Bettencourt,98,31.97,39,122
56,57,57,Richard Johnson,85,31.96,31,97
57,58,58,Kevin Sutherland,96,31.65,25,79
58,59,59,Charles Howell III,99,31.58,30,95
59,T60,T60,Aaron Baddeley,66,31.52,29,92
60,T60,T60,Kevin Streelman,97,31.52,29,92
61,T62,T62,Jeff Maggert,79,31.51,23,73
62,T62,T62,Heath Slocum,95,31.51,23,73
63,64,64,Mike Weir,85,31.46,28,89
64,65,65,Jason Gore,74,31.34,21,67
65,66,66,Michael Letzig,96,31.33,26,83
66,67,67,Charlie Wi,92,31.31,31,99
67,68,68,John Senden,100,31.17,24,77
68,69,69,Jim Furyk,86,31.15,19,61
69,70,70,Steve Marino,98,31.03,27,87
70,71,71,D.A. Points,99,30.93,30,97
71,72,72,Ryan Moore,89,30.86,25,81
72,73,73,Ben Curtis,63,30.77,12,39
73,74,74,Chris Riley,77,30.67,23,75
74,75,75,Alex Cejka,82,30.56,22,72
75,76,76,Justin Leonard,95,30.49,25,82
76,T77,T77,Jeff Klauk,97,30.43,28,92
77,T77,T77,Marc Turnesa,77,30.43,28,92
78,T79,T79,Jonathan Byrd,89,30.36,17,56
79,T79,T79,Peter Tomasulo,61,30.36,17,56
80,81,81,Robert Allenby,71,30.23,13,43
81,82,82,Aron Price,89,30.21,29,96
82,83,83,Corey Pavin,73,30.14,22,73
83,84,84,Derek Fathauer,63,30.0,24,80
84,85,85,Rocco Mediate,79,29.85,20,67
85,86,86,Steve Elkington,70,29.82,17,57
86,87,87,Ryuji Imada,85,29.81,31,104
87,88,88,Greg Owen,97,29.73,22,74
88,89,89,Peter Lonard,86,29.59,29,98
89,90,90,D.J. Trahan,96,29.51,18,61
90,91,91,Brett Quigley,92,29.47,28,95
91,92,92,Padraig Harrington,66,29.41,20,68
92,93,93,Tommy Armour III,58,28.85,15,52
93,94,94,Scott McCarron,91,28.81,17,59
94,95,95,Matt Weibring,65,28.79,19,66
95,96,96,Jason Dufner,90,28.77,21,73
96,97,97,Pat Perez,74,28.74,25,87
97,T98,T98,Woody Austin,84,28.57,22,77
98,T98,T98,Sergio Garcia,59,28.57,10,35
99,T98,T98,Hunter Mahan,94,28.57,20,70
100,T98,T98,Kirk Triplett,60,28.57,12,42
101,102,102,Fred Couples,54,28.3,15,53
102,103,103,Retief Goosen,74,28.13,18,64
103,T104,T104,Ted Purdy,101,28.0,21,75
104,T104,T104,Chris Stroud,88,28.0,21,75
105,T104,T104,Charles Warren,63,28.0,14,50
106,107,107,Scott Verplank,88,27.94,19,68
107,T108,T108,Stuart Appleby,79,27.85,22,79
108,T108,T108,Freddie Jacobson,83,27.85,22,79
109,110,110,Ryan Palmer,78,27.66,26,94
110,T111,T111,Charley Hoffman,97,27.63,21,76
111,T111,T111,Jerry Kelly,90,27.63,21,76
112,113,113,Adam Scott,53,27.45,14,51
113,T114,T114,Briny Baird,89,27.14,19,70
114,T114,T114,Jason Bohn,88,27.14,19,70
115,116,116,Kent Jones,73,27.12,16,59
116,117,117,Mathew Goggin,76,27.08,13,48
117,T118,T118,Ernie Els,70,26.92,14,52
118,T118,T118,Todd Hamilton,83,26.92,21,78
119,120,120,Harrison Frazar,93,26.89,32,119
120,121,121,Daniel Chopra,89,26.73,27,101
121,T122,T122,David Duval,56,26.67,24,90
122,T122,T122,Johnson Wagner,81,26.67,24,90
123,T124,T124,Sean O'Hair,80,26.53,13,49
124,T124,T124,Dean Wilson,81,26.53,26,98
125,T126,T126,Geoff Ogilvy,78,26.32,15,57
126,T126,T126,Jeff Overton,92,26.32,25,95
127,128,128,Marc Leishman,91,26.19,22,84
128,129,129,Brian Bateman,55,25.97,20,77
129,130,130,Will MacKenzie,69,25.93,14,54
130,131,131,John Merrick,91,25.81,24,93
131,132,132,Y.E. Yang,83,25.71,18,70
132,133,133,J.B. Holmes,74,25.56,23,90
133,134,134,Carl Pettersson,86,25.51,25,98
134,135,135,Justin Rose,71,25.49,13,51
135,136,136,Rod Pampling,72,25.4,16,63
136,137,137,Vaughn Taylor,88,25.26,24,95
137,T138,T138,Ben Crane,93,25.0,16,64
138,T138,T138,Lucas Glover,93,25.0,17,68
