,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
148,T148,T148,Aron Price,89,"8' 11""",3687.667,413
149,T148,T148,Heath Slocum,95,"8' 11""",3847.0,431
150,T148,T148,Charles Warren,63,"8' 11""",2321.167,261
151,T152,T152,Bart Bryant,58,"9' 0""",2654.25,295
152,T152,T152,Brendon de Jonge,90,"9' 0""",3812.083,422
153,T152,T152,Troy Matteson,95,"9' 0""",3862.083,429
154,T155,T155,Tommy Armour III,58,"9' 1""",2491.667,274
155,T155,T155,Jeff Maggert,79,"9' 1""",3337.333,368
156,T157,T157,Lee Janzen,74,"9' 2""",3189.417,349
157,T157,T157,Richard Johnson,85,"9' 2""",3819.917,416
158,T157,T157,Joe Ogilvie,85,"9' 2""",4165.917,455
159,T157,T157,Nick Watney,86,"9' 2""",3535.167,384
160,T161,T161,Mark Calcavecchia,72,"9' 3""",3088.0,335
161,T161,T161,Ryan Palmer,78,"9' 3""",3461.5,375
162,T163,T163,Derek Fathauer,63,"9' 4""",2938.583,315
163,T163,T163,Marc Leishman,91,"9' 4""",4056.417,436
164,T163,T163,Andres Romero,58,"9' 4""",2018.25,216
165,T163,T163,Nicholas Thompson,96,"9' 4""",4268.75,459
166,T163,T163,D.J. Trahan,96,"9' 4""",3445.833,369
167,T168,T168,Colt Knost,71,"9' 5""",2803.167,297
168,T168,T168,Rick Price,54,"9' 5""",2106.083,223
169,T168,T168,Vaughn Taylor,88,"9' 5""",3992.0,424
170,T171,T171,Matt Bettencourt,98,"9' 6""",4696.917,493
171,T171,T171,Daniel Chopra,89,"9' 6""",4462.167,468
172,T171,T171,J.B. Holmes,74,"9' 6""",3452.583,364
173,T174,T174,Greg Kraft,51,"9' 8""",2240.167,232
174,T174,T174,Hunter Mahan,94,"9' 8""",3693.417,381
175,T174,T174,Kevin Streelman,97,"9' 8""",4268.417,440
176,T177,T177,Brad Faxon,59,"9' 9""",3744.583,384
177,T177,T177,Steve Lowery,83,"9' 9""",4292.583,441
178,179,179,Johnson Wagner,81,"9' 10""",3966.417,402
179,T180,T180,Brian Bateman,55,"9' 11""",2610.25,264
180,T180,T180,Marc Turnesa,77,"9' 11""",4153.0,418
181,182,182,John Merrick,91,"10' 0""",3624.25,363
182,183,183,Leif Olson,51,"10' 7""",2684.917,253
183,184,184,Eric Axley,71,"11' 5""",4099.167,359
