,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
87,T88,T88,Briny Baird,89,45.45,20,44
88,T88,T88,Ben Crane,93,45.45,15,33
89,T88,T88,J.J. Henry,97,45.45,15,33
90,T88,T88,Scott McCarron,91,45.45,20,44
91,92,92,Charlie Wi,92,45.24,19,42
92,93,93,Ben Curtis,63,45.16,14,31
93,94,94,Rod Pampling,72,45.0,18,40
94,T95,T95,Brian Davis,103,44.74,17,38
95,T95,T95,Todd Hamilton,83,44.74,17,38
96,T97,T97,K.J. Choi,65,44.44,8,18
97,T97,T97,Ernie Els,70,44.44,8,18
98,T97,T97,Camilo Villegas,76,44.44,12,27
99,100,100,Woody Austin,84,44.12,15,34
100,101,101,Kevin Streelman,97,43.9,18,41
101,T102,T102,Brian Bateman,55,43.75,7,16
102,T102,T102,Greg Chalmers,85,43.75,14,32
103,T102,T102,Tom Lehman,55,43.75,7,16
104,105,105,Ryan Moore,89,43.59,17,39
105,106,106,David Toms,98,43.48,10,23
106,107,107,Stewart Cink,79,43.33,13,30
107,108,108,Bo Van Pelt,100,43.18,19,44
108,109,109,Steve Lowery,83,43.14,22,51
109,T110,T110,Fred Couples,54,42.86,9,21
110,T110,T110,Tag Ridings,50,42.86,9,21
111,T112,T112,J.B. Holmes,74,42.31,11,26
112,T112,T112,Rocco Mediate,79,42.31,11,26
113,114,114,Brendon de Jonge,90,42.22,19,45
114,T115,T115,Steve Marino,98,41.67,15,36
115,T115,T115,Chez Reavie,81,41.67,10,24
116,117,117,Zach Johnson,94,41.38,12,29
117,118,118,Troy Matteson,95,41.03,16,39
118,T119,T119,Ricky Barnes,67,40.91,9,22
119,T119,T119,Bubba Watson,73,40.91,9,22
120,121,121,Bill Haas,91,40.63,13,32
121,122,122,Justin Leonard,95,40.54,15,37
122,T123,T123,Charley Hoffman,97,40.0,22,55
123,T123,T123,Freddie Jacobson,83,40.0,12,30
124,T123,T123,Ian Poulter,59,40.0,8,20
125,T123,T123,Andres Romero,58,40.0,6,15
126,T123,T123,Patrick Sheehan,51,40.0,4,10
127,128,128,Jonathan Byrd,89,39.66,23,58
128,129,129,Vaughn Taylor,88,39.53,17,43
129,130,130,Ted Purdy,101,39.47,15,38
130,T131,T131,Jeff Maggert,79,39.29,11,28
131,T131,T131,Boo Weekley,79,39.29,11,28
132,T133,T133,Tommy Armour III,58,38.89,7,18
133,T133,T133,Rick Price,54,38.89,7,18
134,135,135,Charles Warren,63,38.71,12,31
135,T136,T136,Nicholas Thompson,96,38.46,20,52
136,T136,T136,Casey Wittenberg,71,38.46,10,26
137,T138,T138,Steve Flesch,77,37.93,11,29
138,T138,T138,Kirk Triplett,60,37.93,11,29
139,140,140,Jeff Klauk,97,37.74,20,53
140,T141,T141,Paul Goydos,79,37.5,12,32
141,T141,T141,Dustin Johnson,85,37.5,6,16
142,T141,T141,Colt Knost,71,37.5,9,24
143,T141,T141,Peter Lonard,86,37.5,12,32
144,T145,T145,Jason Day,61,36.84,7,19
145,T145,T145,Sergio Garcia,59,36.84,7,19
146,T145,T145,Brendon Todd,53,36.84,7,19
147,148,148,Mathew Goggin,76,36.67,11,30
148,T149,T149,Jason Gore,74,36.36,8,22
149,T149,T149,Kent Jones,73,36.36,12,33
150,T149,T149,John Merrick,91,36.36,8,22
151,152,152,Billy Mayfair,83,36.11,13,36
152,153,153,Bill Lunde,83,36.0,9,25
153,154,154,Johnson Wagner,81,35.9,14,39
154,155,155,Jason Bohn,88,35.71,10,28
155,T156,T156,Robert Garrigus,83,35.29,12,34
156,T156,T156,Brett Quigley,92,35.29,12,34
157,158,158,James Nitties,86,34.48,10,29
158,T159,T159,Rory Sabbatini,81,34.38,11,32
159,T159,T159,Chris Stroud,88,34.38,11,32
160,161,161,Eric Axley,71,34.21,13,38
161,162,162,Harrison Frazar,93,33.33,11,33
162,163,163,Greg Owen,97,32.5,13,40
163,164,164,Stuart Appleby,79,32.26,10,31
164,165,165,Marc Turnesa,77,31.71,13,41
165,166,166,Kris Blanks,60,31.58,6,19
166,167,167,John Mallinger,90,30.77,12,39
167,168,168,Scott Piercy,85,30.56,11,36
168,T169,T169,Pat Perez,74,30.0,9,30
169,T169,T169,Jay Williamson,69,30.0,6,20
170,T171,T171,Ángel Cabrera,55,28.57,6,21
171,T171,T171,Scott Sterling,51,28.57,6,21
172,T171,T171,Darron Stiles,52,28.57,4,14
173,174,174,Charles Howell III,99,28.13,9,32
174,175,175,Rich Beem,77,27.78,5,18
175,176,176,Bart Bryant,58,26.92,7,26
176,177,177,Matt Bettencourt,98,26.83,11,41
177,178,178,Greg Kraft,51,26.09,6,23
178,179,179,Heath Slocum,95,25.93,7,27
179,180,180,Leif Olson,51,25.0,5,20
180,181,181,Will MacKenzie,69,23.53,8,34
181,182,182,Martin Laird,72,20.0,4,20
182,183,183,David Duval,56,18.75,3,16
183,184,184,Gary Woodland,53,15.38,2,13
