,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
0,1,1,Chris Riley,77,0.728,48.751000000000005,67
1,2,2,Ian Poulter,59,0.65,27.299,42
2,3,3,Tiger Woods,64,0.579,27.791,48
3,4,4,Padraig Harrington,66,0.5770000000000001,27.715999999999998,48
4,5,5,Jim Furyk,86,0.439,28.522,65
5,6,6,Phil Mickelson,66,0.38299999999999995,18.366,48
6,7,7,Ryuji Imada,85,0.37799999999999995,26.074,69
7,8,8,Charles Howell III,99,0.36,29.903000000000002,83
8,9,9,Mike Weir,85,0.358,23.959,67
9,10,10,Rod Pampling,72,0.35,22.404,64
10,11,11,Rocco Mediate,79,0.337,22.22,66
11,12,12,Kevin Na,91,0.33,25.725,78
12,13,13,Geoff Ogilvy,78,0.32899999999999996,19.086,58
13,14,14,Steve Stricker,81,0.327,20.301,62
14,15,15,Corey Pavin,73,0.326,17.63,54
15,16,16,Chris DiMarco,97,0.311,27.041,87
16,17,17,Justin Leonard,95,0.31,23.272,75
17,18,18,Matt Kuchar,82,0.289,20.537,71
18,19,19,Rory Sabbatini,81,0.284,19.012999999999998,67
19,20,20,Freddie Jacobson,83,0.282,20.554000000000002,73
20,21,21,Jarrod Lyle,65,0.27399999999999997,13.698,50
21,22,22,Adam Scott,53,0.27,11.350999999999999,42
22,23,23,Chez Reavie,81,0.265,18.532,70
23,24,24,Brian Gay,96,0.259,21.246,82
24,25,25,Dean Wilson,81,0.257,18.009,70
25,26,26,Parker McLachlin,71,0.252,16.87,67
26,27,27,Luke Donald,79,0.249,15.182,61
27,28,28,Jimmy Walker,74,0.244,15.614,64
28,29,29,Jerry Kelly,90,0.226,17.434,77
29,T30,T30,K.J. Choi,65,0.222,11.110999999999999,50
30,T30,T30,Tag Ridings,50,0.222,9.094,41
31,T32,T32,Stuart Appleby,79,0.21600000000000003,14.040999999999999,65
32,T32,T32,Tim Herron,87,0.21600000000000003,17.527,81
33,T32,T32,John Mallinger,90,0.21600000000000003,15.347999999999999,71
34,35,35,Michael Letzig,96,0.215,18.51,86
35,T36,T36,Aaron Baddeley,66,0.212,12.267999999999999,58
36,T36,T36,Bob Estes,78,0.212,14.603,69
37,38,38,Ernie Els,70,0.196,10.6,54
38,T39,T39,Scott Sterling,51,0.19399999999999998,7.742999999999999,40
39,T39,T39,Mark Wilson,99,0.19399999999999998,17.097,88
40,41,41,Tom Pernice Jr.,82,0.192,14.395999999999999,75
41,42,42,Alex Cejka,82,0.188,13.329,71
42,43,43,Brad Adamonis,70,0.18100000000000002,11.043,61
43,44,44,Tim Petrovic,97,0.179,15.433,86
44,45,45,Ken Duke,87,0.177,12.543,71
45,46,46,Kevin Sutherland,96,0.175,12.793,73
46,47,47,Lee Janzen,74,0.17,10.384,61
47,48,48,Briny Baird,89,0.163,11.724,72
48,49,49,Steve Flesch,77,0.162,10.236,63
49,50,50,Casey Wittenberg,71,0.158,8.538,54
50,51,51,Fred Couples,54,0.157,6.608,42
51,52,52,Kevin Stadler,65,0.146,7.857,54
52,53,53,Darron Stiles,52,0.14300000000000002,5.986000000000001,42
53,54,54,Webb Simpson,94,0.139,12.133,87
54,55,55,Dustin Johnson,85,0.13699999999999998,8.786,64
55,56,56,Camilo Villegas,76,0.128,7.157,56
56,T57,T57,Jonathan Byrd,89,0.11800000000000001,9.316,79
57,T57,T57,Greg Chalmers,85,0.11800000000000001,8.4,71
58,T59,T59,Pat Perez,74,0.113,7.021,62
59,T59,T59,Justin Rose,71,0.113,6.452999999999999,57
60,T61,T61,George McNeill,82,0.11199999999999999,8.481,76
61,T61,T61,Bryce Molder,69,0.11199999999999999,6.053,54
62,T63,T63,Robert Allenby,71,0.11,6.152,56
63,T63,T63,Retief Goosen,74,0.11,6.157,56
64,T63,T63,Matt Jones,56,0.11,4.962,45
65,66,66,Jeff Klauk,97,0.105,9.267000000000001,88
66,67,67,Woody Austin,84,0.102,7.773,76
67,68,68,Ben Crane,93,0.1,7.9670000000000005,80
68,T69,T69,James Nitties,86,0.095,7.195,76
69,T69,T69,Brett Quigley,92,0.095,7.101,75
70,71,71,Nathan Green,104,0.08900000000000001,8.175,92
71,72,72,Tim Clark,81,0.087,5.138999999999999,59
72,73,73,J.J. Henry,97,0.084,7.047000000000001,84
73,74,74,Bob Heintz,59,0.081,4.11,51
74,75,75,Vijay Singh,71,0.08,4.093,51
75,76,76,Brian Davis,103,0.076,6.9079999999999995,91
76,77,77,Nick O'Hern,90,0.07,5.933,85
77,78,78,Brandt Snedeker,81,0.069,4.4910000000000005,65
78,79,79,Zach Johnson,94,0.068,5.362,79
79,80,80,Glen Day,79,0.067,4.298,64
80,81,81,Matt Weibring,65,0.055999999999999994,3.053,55
81,82,82,Brendon Todd,53,0.055,2.596,47
82,83,83,Spencer Levin,75,0.053,3.5789999999999997,67
83,84,84,Will MacKenzie,69,0.052000000000000005,3.148,61
84,T85,T85,Scott McCarron,91,0.05,4.0489999999999995,81
85,T85,T85,Joe Ogilvie,85,0.05,3.859,77
86,87,87,Jeff Quinney,78,0.049,3.448,71
87,T88,T88,Daniel Chopra,89,0.047,3.915,83
88,T88,T88,Steve Elkington,70,0.047,2.938,62
89,T88,T88,Jay Williamson,69,0.047,2.6630000000000003,57
90,T91,T91,Bubba Watson,73,0.044000000000000004,2.532,57
91,T91,T91,Charlie Wi,92,0.044000000000000004,3.4810000000000003,79
92,93,93,Bill Lunde,83,0.043,3.247,75
93,94,94,Jeff Overton,92,0.026000000000000002,1.9780000000000002,76
94,95,95,Cliff Kresge,78,0.02,1.35,67
95,96,96,Anthony Kim,76,0.019,1.136,60
96,T97,T97,Jason Day,61,0.016,0.818,50
97,T97,T97,Jason Dufner,90,0.016,1.272,78
98,T97,T97,D.A. Points,99,0.016,1.3530000000000002,86
99,100,100,Patrick Sheehan,51,0.013999999999999999,0.5479999999999999,39
100,T101,T101,Bill Haas,91,0.011000000000000001,0.8859999999999999,82
101,T101,T101,Boo Weekley,79,0.011000000000000001,0.728,65
102,103,103,Billy Mayfair,83,0.01,0.72,69
103,104,104,Scott Verplank,88,0.006,0.461,79
104,T105,T105,Mark Brooks,55,-0.004,-0.171,40
105,T105,T105,Davis Love III,89,-0.004,-0.304,77
106,T107,T107,Chad Campbell,90,-0.006,-0.431,71
107,T107,T107,David Duval,56,-0.006,-0.263,44
108,T107,T107,David Toms,98,-0.006,-0.45299999999999996,80
109,T110,T110,Ben Curtis,63,-0.027999999999999997,-1.2990000000000002,47
110,T110,T110,John Senden,100,-0.027999999999999997,-2.537,92
111,112,112,Peter Lonard,86,-0.034,-2.65,77
112,113,113,Ricky Barnes,67,-0.037000000000000005,-1.8880000000000001,51
113,114,114,Sean O'Hair,80,-0.038,-2.209,58
114,T115,T115,Kenny Perry,92,-0.042,-3.094,73
115,T115,T115,Bo Van Pelt,100,-0.042,-3.4789999999999996,82
116,117,117,Harrison Frazar,93,-0.045,-3.755,84
117,118,118,Mark Calcavecchia,72,-0.051,-3.135,62
118,119,119,Greg Owen,97,-0.071,-5.848,82
119,120,120,Johnson Wagner,81,-0.07200000000000001,-5.313,74
120,121,121,Cameron Beckman,87,-0.07400000000000001,-5.53,75
121,122,122,Kirk Triplett,60,-0.075,-4.114,55
122,123,123,Kent Jones,73,-0.08,-4.893,61
123,124,124,Steve Marino,98,-0.081,-6.843,84
124,125,125,Tom Lehman,55,-0.087,-3.03,35
125,126,126,Paul Goydos,79,-0.08900000000000001,-5.752999999999999,65
126,127,127,Andres Romero,58,-0.096,-4.127,43
127,128,128,Scott Piercy,85,-0.10300000000000001,-7.835,76
128,129,129,Michael Allen,73,-0.106,-6.1339999999999995,58
129,130,130,Mathew Goggin,76,-0.107,-6.432,60
130,131,131,Y.E. Yang,83,-0.10800000000000001,-7.54,70
131,132,132,Stewart Cink,79,-0.11,-6.507000000000001,59
132,133,133,David Mathis,82,-0.114,-7.874,69
133,T134,T134,Charley Hoffman,97,-0.128,-11.110999999999999,87
134,T134,T134,Chris Stroud,88,-0.128,-9.759,76
135,136,136,Stephen Ames,77,-0.132,-7.495,57
136,T137,T137,J.B. Holmes,74,-0.138,-8.425,61
137,T137,T137,Martin Laird,72,-0.138,-8.572000000000001,62
138,T139,T139,Carl Pettersson,86,-0.14300000000000002,-10.606,74
139,T139,T139,Peter Tomasulo,61,-0.14300000000000002,-6.5889999999999995,46
140,141,141,Richard Johnson,85,-0.154,-11.397,74
141,142,142,Todd Hamilton,83,-0.155,-9.915,64
142,T143,T143,Lucas Glover,93,-0.157,-12.425,79
143,T143,T143,John Rollins,92,-0.157,-12.407,79
144,145,145,Jason Gore,74,-0.163,-10.106,62
145,146,146,Aron Price,89,-0.165,-12.69,77
146,147,147,Derek Fathauer,63,-0.16699999999999998,-8.501,51
147,148,148,Ryan Moore,89,-0.18,-13.475999999999999,75
148,149,149,Troy Matteson,95,-0.18100000000000002,-15.902000000000001,88
149,150,150,Brian Vranesh,51,-0.182,-7.819,43
150,151,151,Vaughn Taylor,88,-0.183,-14.495999999999999,79
151,152,152,Brendon de Jonge,90,-0.187,-14.747,79
152,153,153,Marc Leishman,91,-0.19,-15.989,84
153,154,154,Heath Slocum,95,-0.19899999999999998,-16.887999999999998,85
154,T155,T155,Jeff Maggert,79,-0.201,-14.679,73
155,T155,T155,Nick Watney,86,-0.201,-13.672,68
156,157,157,Nicholas Thompson,96,-0.203,-17.68,87
157,T158,T158,Brian Bateman,55,-0.226,-10.852,48
158,T158,T158,Bart Bryant,58,-0.226,-11.741,52
159,160,160,Ted Purdy,101,-0.231,-20.517,89
160,161,161,D.J. Trahan,96,-0.23199999999999998,-18.538,80
161,162,162,Jason Bohn,88,-0.23600000000000002,-19.311,82
162,163,163,Brad Faxon,59,-0.24600000000000002,-12.792,52
