,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
163,164,164,Eric Axley,71,-0.253,-14.952,59
164,165,165,Matt Bettencourt,98,-0.257,-22.326999999999998,87
165,166,166,Kevin Streelman,97,-0.261,-22.72,87
166,167,167,Ryan Palmer,78,-0.268,-18.747,70
167,168,168,Sergio Garcia,59,-0.282,-12.425999999999998,44
168,169,169,Ángel Cabrera,55,-0.29600000000000004,-11.245999999999999,38
169,170,170,Colt Knost,71,-0.304,-17.003,56
170,171,171,Rich Beem,77,-0.309,-17.915,58
171,172,172,John Merrick,91,-0.32799999999999996,-22.275,68
172,173,173,Tommy Armour III,58,-0.33799999999999997,-17.564,52
173,174,174,Hunter Mahan,94,-0.345,-25.866,75
174,175,175,Marc Turnesa,77,-0.35,-24.866,71
175,176,176,Robert Garrigus,83,-0.354,-25.487,72
176,177,177,Charles Warren,63,-0.358,-18.965,53
177,178,178,Kris Blanks,60,-0.375,-17.636,47
178,179,179,Leif Olson,51,-0.37799999999999995,-16.233,43
179,180,180,Rick Price,54,-0.39,-15.969000000000001,41
180,181,181,Joe Durant,62,-0.40399999999999997,-18.985,47
181,182,182,Steve Lowery,83,-0.473,-36.385999999999996,77
182,183,183,Greg Kraft,51,-0.474,-19.435,41
183,184,184,Gary Woodland,53,-0.52,-19.250999999999998,37
