,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
117,T109,T109,Tom Pernice Jr.,82,"3' 4""",271.58299999999997,81,12
118,T109,T109,Carl Pettersson,86,"3' 4""",278.25,83,164
119,T109,T109,Ian Poulter,59,"3' 4""",157.833,47,4
120,T109,T109,Webb Simpson,94,"3' 4""",318.25,95,17
121,T109,T109,Vaughn Taylor,88,"3' 4""",315.16700000000003,94,156
122,T123,T123,Robert Allenby,71,"3' 5""",232.5,68,56
123,T123,T123,Stuart Appleby,79,"3' 5""",243.75,72,160
124,T123,T123,Anthony Kim,76,"3' 5""",245.167,72,124
125,T123,T123,Davis Love III,89,"3' 5""",304.08299999999997,89,109
126,T123,T123,Jeff Maggert,79,"3' 5""",266.0,78,68
127,T123,T123,Greg Owen,97,"3' 5""",251.833,74,136
128,T123,T123,Kevin Streelman,97,"3' 5""",245.083,71,167
129,T123,T123,Charlie Wi,92,"3' 5""",280.66700000000003,83,83
130,T131,T131,Greg Chalmers,85,"3' 6""",223.667,64,55
131,T131,T131,Ryan Moore,89,"3' 6""",251.25,71,46
132,T131,T131,Geoff Ogilvy,78,"3' 6""",215.167,61,62
133,T131,T131,Rick Price,54,"3' 6""",172.167,49,161
134,T131,T131,Brendon Todd,53,"3' 6""",137.417,39,180
135,T131,T131,Scott Verplank,88,"3' 6""",238.833,68,75
136,T131,T131,Brian Vranesh,51,"3' 6""",174.417,50,38
137,T131,T131,Nick Watney,86,"3' 6""",262.83299999999997,75,84
138,T131,T131,Bubba Watson,73,"3' 6""",208.25,59,166
139,T140,T140,Derek Fathauer,63,"3' 7""",189.417,53,161
140,T140,T140,Paul Goydos,79,"3' 7""",271.91700000000003,76,145
141,T140,T140,Richard Johnson,85,"3' 7""",271.66700000000003,76,87
142,T140,T140,Rory Sabbatini,81,"3' 7""",259.58299999999997,72,129
143,T140,T140,Adam Scott,53,"3' 7""",186.5,52,171
144,T140,T140,Boo Weekley,79,"3' 7""",253.75,71,154
145,T146,T146,Woody Austin,84,"3' 8""",262.25,71,39
146,T146,T146,Cliff Kresge,78,"3' 8""",257.08299999999997,70,72
147,T146,T146,Marc Leishman,91,"3' 8""",338.167,92,116
148,T146,T146,D.A. Points,99,"3' 8""",361.583,98,111
149,T146,T146,Brett Quigley,92,"3' 8""",306.33299999999997,84,76
150,T146,T146,John Rollins,92,"3' 8""",329.0,90,93
151,T146,T146,Jimmy Walker,74,"3' 8""",228.917,62,27
152,T146,T146,Gary Woodland,53,"3' 8""",153.917,42,184
153,T154,T154,Matt Bettencourt,98,"3' 9""",378.25,101,125
154,T154,T154,Ben Curtis,63,"3' 9""",192.833,52,85
155,T154,T154,Brad Faxon,59,"3' 9""",249.833,67,120
156,T154,T154,Jeff Klauk,97,"3' 9""",343.25,91,34
157,T154,T154,Jarrod Lyle,65,"3' 9""",188.167,50,65
158,T154,T154,Ryan Palmer,78,"3' 9""",325.41700000000003,87,138
159,T154,T154,Jeff Quinney,78,"3' 9""",350.25,94,58
160,T154,T154,Vijay Singh,71,"3' 9""",220.667,59,147
161,T154,T154,Kirk Triplett,60,"3' 9""",298.16700000000003,80,24
162,T154,T154,Johnson Wagner,81,"3' 9""",310.66700000000003,83,115
163,T164,T164,K.J. Choi,65,"3' 10""",187.667,49,141
164,T164,T164,Joe Durant,62,"3' 10""",189.5,49,176
165,T164,T164,Peter Lonard,86,"3' 10""",346.167,90,144
166,T167,T167,Leif Olson,51,"3' 11""",212.0,54,173
167,T167,T167,Scott Piercy,85,"3' 11""",366.583,93,107
168,T169,T169,Kevin Sutherland,96,"4' 0""",278.25,70,81
169,T169,T169,David Toms,98,"4' 0""",379.25,94,47
170,T171,T171,Brian Bateman,55,"4' 1""",211.667,52,158
171,T171,T171,Chad Campbell,90,"4' 1""",362.167,88,67
172,T171,T171,Tim Clark,81,"4' 1""",255.833,63,19
173,T171,T171,David Duval,56,"4' 1""",207.25,51,183
174,T171,T171,Steve Lowery,83,"4' 1""",379.167,93,82
175,T171,T171,Sean O'Hair,80,"4' 1""",297.75,73,113
176,T171,T171,Andres Romero,58,"4' 1""",163.833,40,181
177,178,178,Aron Price,89,"4' 2""",338.417,82,93
178,179,179,Parker McLachlin,71,"4' 4""",349.083,80,98
179,T180,T180,Glen Day,79,"4' 5""",264.16700000000003,60,43
180,T180,T180,Martin Laird,72,"4' 5""",292.91700000000003,66,179
181,T182,T182,J.B. Holmes,74,"4' 7""",292.41700000000003,64,174
182,T182,T182,Peter Tomasulo,61,"4' 7""",165.333,36,172
183,184,184,Rocco Mediate,79,"5' 0""",340.833,68,145
