,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
30,T28,T28,Jarrod Lyle,65,"6' 3""",6.824,91,65
31,T28,T28,Corey Pavin,73,"6' 3""",5.415,72,80
32,T28,T28,Vijay Singh,71,"6' 3""",6.867999999999999,92,147
33,T28,T28,Kevin Stadler,65,"6' 3""",6.912999999999999,92,33
34,T28,T28,Camilo Villegas,76,"6' 3""",7.082999999999999,94,129
35,T36,T36,Tommy Armour III,58,"6' 4""",7.22,95,137
36,T36,T36,Fred Couples,54,"6' 4""",5.853,77,175
37,T36,T36,Todd Hamilton,83,"6' 4""",10.175,134,105
38,T36,T36,Scott McCarron,91,"6' 4""",12.915999999999999,169,18
39,T36,T36,Bryce Molder,69,"6' 4""",6.189,81,37
40,T36,T36,Joe Ogilvie,85,"6' 4""",11.257,149,41
41,T36,T36,Scott Verplank,88,"6' 4""",11.503,152,75
42,T43,T43,Jason Dufner,90,"6' 5""",11.097999999999999,144,52
43,T43,T43,Lee Janzen,74,"6' 5""",7.542999999999999,98,66
44,T43,T43,Kevin Na,91,"6' 5""",8.943,116,6
45,T43,T43,Sean O'Hair,80,"6' 5""",6.202999999999999,81,113
46,T43,T43,Mike Weir,85,"6' 5""",6.997000000000001,91,14
47,T48,T48,Stewart Cink,79,"6' 6""",7.584,97,113
48,T48,T48,Steve Flesch,77,"6' 6""",6.515,83,50
49,T48,T48,Nathan Green,104,"6' 6""",14.286,182,40
50,T48,T48,Freddie Jacobson,83,"6' 6""",9.873,127,51
51,T48,T48,Dustin Johnson,85,"6' 6""",7.678,98,143
52,T53,T53,Stephen Ames,77,"6' 7""",6.938,88,142
53,T53,T53,Tim Clark,81,"6' 7""",6.381,81,19
54,T53,T53,Brian Davis,103,"6' 7""",14.592,185,95
55,T53,T53,Paul Goydos,79,"6' 7""",9.187999999999999,117,145
56,T53,T53,Tim Herron,87,"6' 7""",12.033,153,69
57,T53,T53,J.B. Holmes,74,"6' 7""",8.502,107,174
58,T53,T53,Martin Laird,72,"6' 7""",10.960999999999999,139,179
59,T53,T53,John Mallinger,90,"6' 7""",10.777999999999999,136,104
60,T53,T53,Tom Pernice Jr.,82,"6' 7""",11.23,143,12
61,T53,T53,Brett Quigley,92,"6' 7""",11.556,146,76
62,T53,T53,Adam Scott,53,"6' 7""",4.641,59,171
63,T53,T53,Kirk Triplett,60,"6' 7""",8.211,104,24
64,T53,T53,Johnson Wagner,81,"6' 7""",10.465,133,115
65,T53,T53,Nick Watney,86,"6' 7""",7.605,96,84
66,T53,T53,Jay Williamson,69,"6' 7""",6.312,80,86
67,T68,T68,Aaron Baddeley,66,"6' 8""",8.863999999999999,111,92
68,T68,T68,Briny Baird,89,"6' 8""",8.39,105,126
69,T68,T68,Jason Bohn,88,"6' 8""",9.735,122,163
70,T68,T68,Chris DiMarco,97,"6' 8""",11.828,148,15
71,T68,T68,J.J. Henry,97,"6' 8""",11.833,148,89
72,T68,T68,Zach Johnson,94,"6' 8""",10.15,127,31
73,T68,T68,Cliff Kresge,78,"6' 8""",10.815999999999999,135,72
74,T68,T68,Michael Letzig,96,"6' 8""",12.057,151,29
75,T68,T68,Justin Rose,71,"6' 8""",8.585,107,87
76,T68,T68,Heath Slocum,95,"6' 8""",10.857999999999999,135,91
77,T68,T68,Matt Weibring,65,"6' 8""",8.751,110,42
78,T68,T68,Dean Wilson,81,"6' 8""",9.491,119,119
79,T80,T80,Bart Bryant,58,"6' 9""",5.482,68,153
80,T80,T80,Greg Chalmers,85,"6' 9""",12.85,158,55
81,T80,T80,Rocco Mediate,79,"6' 9""",10.262,126,145
82,T80,T80,Aron Price,89,"6' 9""",10.511,130,93
83,T84,T84,Rich Beem,77,"6' 10""",9.052999999999999,111,132
84,T84,T84,Alex Cejka,82,"6' 10""",11.991,147,108
85,T84,T84,Tom Lehman,55,"6' 10""",3.623,44,150
86,T84,T84,Parker McLachlin,71,"6' 10""",10.679,130,98
87,T84,T84,Kenny Perry,92,"6' 10""",9.557,117,13
88,T84,T84,John Senden,100,"6' 10""",10.185,124,128
89,T90,T90,Brendon de Jonge,90,"6' 11""",11.267000000000001,135,155
90,T90,T90,David Duval,56,"6' 11""",6.257000000000001,75,183
91,T90,T90,Ryuji Imada,85,"6' 11""",10.53,127,54
92,T90,T90,John Merrick,91,"6' 11""",10.907,132,159
93,T90,T90,Greg Owen,97,"6' 11""",11.745999999999999,141,136
94,T90,T90,Tim Petrovic,97,"6' 11""",14.354000000000001,172,5
95,T90,T90,Chez Reavie,81,"6' 11""",10.48,126,71
96,T90,T90,Scott Sterling,51,"6' 11""",4.3,52,44
97,T90,T90,Kevin Sutherland,96,"6' 11""",10.18,122,81
98,T90,T90,Brendon Todd,53,"6' 11""",7.004,84,180
99,T90,T90,D.J. Trahan,96,"6' 11""",10.065,121,149
100,T90,T90,Boo Weekley,79,"6' 11""",9.414,113,154
101,T90,T90,Charlie Wi,92,"6' 11""",12.014000000000001,144,83
102,T103,T103,Brad Adamonis,70,"7' 0""",9.881,118,36
103,T103,T103,Michael Allen,73,"7' 0""",8.823,105,123
104,T103,T103,Eric Axley,71,"7' 0""",11.77,140,182
105,T103,T103,Jonathan Byrd,89,"7' 0""",12.392999999999999,147,148
106,T103,T103,Daniel Chopra,89,"7' 0""",14.392000000000001,171,152
107,T103,T103,Harrison Frazar,93,"7' 0""",12.82,152,134
108,T103,T103,Mathew Goggin,76,"7' 0""",10.131,121,134
109,T103,T103,Jerry Kelly,90,"7' 0""",11.158,133,45
110,T103,T103,Ryan Moore,89,"7' 0""",13.229000000000001,157,46
111,T103,T103,Ted Purdy,101,"7' 0""",13.440999999999999,160,151
112,T103,T103,Chris Riley,77,"7' 0""",10.033,120,9
113,T103,T103,Webb Simpson,94,"7' 0""",12.775,152,17
114,T115,T115,Ricky Barnes,67,"7' 1""",7.443,88,178
115,T115,T115,Mark Brooks,55,"7' 1""",5.332000000000001,63,10
116,T115,T115,Ángel Cabrera,55,"7' 1""",6.016,71,117
117,T115,T115,Ken Duke,87,"7' 1""",8.801,104,53
118,T115,T115,Derek Fathauer,63,"7' 1""",8.021,94,161
119,T115,T115,James Nitties,86,"7' 1""",11.389000000000001,134,106
120,T115,T115,Nick O'Hern,90,"7' 1""",11.548,136,70
121,T115,T115,John Rollins,92,"7' 1""",13.758,161,93
122,T115,T115,Andres Romero,58,"7' 1""",6.136,72,181
123,T115,T115,Charles Warren,63,"7' 1""",7.466,88,121
124,T125,T125,Glen Day,79,"7' 2""",9.103,106,43
125,T125,T125,Joe Durant,62,"7' 2""",6.386,74,176
126,T125,T125,Brad Faxon,59,"7' 2""",9.595,112,120
127,T125,T125,Troy Matteson,95,"7' 2""",13.785,160,103
128,T125,T125,Chris Stroud,88,"7' 2""",11.280999999999999,131,168
129,T125,T125,Brian Vranesh,51,"7' 2""",7.537999999999999,88,38
130,T125,T125,Bubba Watson,73,"7' 2""",9.435,110,166
131,T132,T132,Peter Lonard,86,"7' 3""",11.977,138,144
132,T132,T132,Billy Mayfair,83,"7' 3""",9.281,107,169
133,T132,T132,Leif Olson,51,"7' 3""",5.8260000000000005,67,173
134,T132,T132,Scott Piercy,85,"7' 3""",10.79,124,107
135,T132,T132,Kevin Streelman,97,"7' 3""",12.873,148,167
136,T137,T137,Bill Haas,91,"7' 4""",10.434000000000001,118,72
137,T137,T137,Colt Knost,71,"7' 4""",9.862,112,157
138,T137,T137,Davis Love III,89,"7' 4""",11.295,129,109
139,T137,T137,Steve Marino,98,"7' 4""",12.163,139,60
140,T137,T137,Darron Stiles,52,"7' 4""",7.598,86,133
141,T137,T137,David Toms,98,"7' 4""",12.615,144,47
142,T137,T137,Gary Woodland,53,"7' 4""",5.8260000000000005,66,184
143,T144,T144,Bill Lunde,83,"7' 5""",12.702,142,49
144,T144,T144,Jeff Maggert,79,"7' 5""",10.636,120,68
145,T146,T146,Brian Bateman,55,"7' 6""",8.902999999999999,99,158
146,T146,T146,Kris Blanks,60,"7' 6""",8.023,89,131
147,T146,T146,Retief Goosen,74,"7' 6""",7.016,78,64
148,T146,T146,Will MacKenzie,69,"7' 6""",10.015,111,164
149,T146,T146,Pat Perez,74,"7' 6""",9.58,106,78
150,T146,T146,Jeff Quinney,78,"7' 6""",11.85,131,58
151,T146,T146,Rory Sabbatini,81,"7' 6""",11.845999999999998,132,129
152,T146,T146,Casey Wittenberg,71,"7' 6""",7.482,83,61
153,T146,T146,Y.E. Yang,83,"7' 6""",9.181000000000001,102,90
154,T155,T155,Steve Elkington,70,"7' 7""",10.432,115,99
155,T155,T155,Bob Heintz,59,"7' 7""",8.459,93,26
156,T155,T155,Hunter Mahan,94,"7' 7""",11.235999999999999,124,100
157,T155,T155,David Mathis,82,"7' 7""",13.261,145,47
158,T155,T155,Jeff Overton,92,"7' 7""",12.039000000000001,132,95
159,T160,T160,Ben Curtis,63,"7' 8""",7.932,86,85
160,T160,T160,Jason Gore,74,"7' 8""",12.540999999999999,137,127
161,T160,T160,Kent Jones,73,"7' 8""",9.791,106,139
162,T160,T160,Jeff Klauk,97,"7' 8""",14.162,154,34
163,T160,T160,Steve Lowery,83,"7' 8""",12.929,141,82
164,T160,T160,Carl Pettersson,86,"7' 8""",12.817,140,164
165,T166,T166,Woody Austin,84,"7' 10""",12.927,138,39
166,T166,T166,Cameron Beckman,87,"7' 10""",10.962,117,77
167,T166,T166,George McNeill,82,"7' 10""",12.379000000000001,131,29
168,T166,T166,Nicholas Thompson,96,"7' 10""",13.472999999999999,143,122
169,T170,T170,Mark Calcavecchia,72,"7' 11""",10.709000000000001,113,101
170,T170,T170,Jason Day,61,"7' 11""",7.996,84,35
171,T170,T170,D.A. Points,99,"7' 11""",14.312999999999999,151,111
172,T170,T170,Tag Ridings,50,"7' 11""",7.131,75,140
173,T170,T170,Patrick Sheehan,51,"7' 11""",5.239,55,23
174,175,175,Robert Garrigus,83,"8' 0""",13.587,142,111
175,T176,T176,Matt Bettencourt,98,"8' 1""",15.344000000000001,159,125
176,T176,T176,Vaughn Taylor,88,"8' 1""",12.683,131,156
177,178,178,Peter Tomasulo,61,"8' 2""",7.233,74,172
178,179,179,Ryan Palmer,78,"8' 4""",13.014000000000001,130,138
179,180,180,Richard Johnson,85,"8' 6""",13.725,135,87
180,181,181,Marc Leishman,91,"8' 8""",12.985999999999999,125,116
181,182,182,Rick Price,54,"8' 11""",7.3870000000000005,69,161
182,183,183,Greg Kraft,51,"9' 0""",7.13,66,177
183,184,184,Marc Turnesa,77,"9' 4""",14.505,130,170
