,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Tiger Woods,64,0.25,40,10.0
1,2,2,Padraig Harrington,66,0.262,61,16.0
2,3,3,Matt Jones,56,0.326,43,14.0
3,4,4,Matt Kuchar,82,0.354,65,23.0
4,5,5,Andres Romero,58,0.361,36,13.0
5,6,6,Mike Weir,85,0.365,74,27.0
6,7,7,Luke Donald,79,0.371,70,26.0
7,8,8,Chris Riley,77,0.373,83,31.0
8,9,9,Webb Simpson,94,0.374,123,46.0
9,10,10,Brian Gay,96,0.387,111,43.0
10,11,11,Freddie Jacobson,83,0.39,77,30.0
11,12,12,Vijay Singh,71,0.39299999999999996,56,22.0
12,13,13,Michael Letzig,96,0.395,86,34.0
13,14,14,Jason Dufner,90,0.40299999999999997,72,29.0
14,15,15,Kevin Sutherland,96,0.409,88,36.0
15,16,16,Tom Pernice Jr.,82,0.41,78,32.0
16,17,17,Ryuji Imada,85,0.415,94,39.0
17,18,18,Scott McCarron,91,0.41600000000000004,89,37.0
18,19,19,Kenny Perry,92,0.418,79,33.0
19,T20,T20,Jim Furyk,86,0.42,69,29.0
20,T20,T20,Tim Petrovic,97,0.42,100,42.0
21,22,22,Jimmy Walker,74,0.424,85,36.0
22,T23,T23,Jeff Overton,92,0.42700000000000005,103,44.0
23,T23,T23,Aron Price,89,0.42700000000000005,96,41.0
24,25,25,Matt Weibring,65,0.429,56,24.0
25,26,26,Aaron Baddeley,66,0.43,86,37.0
26,27,27,Scott Verplank,88,0.43200000000000005,88,38.0
27,28,28,Justin Leonard,95,0.435,85,37.0
28,29,29,Briny Baird,89,0.436,78,34.0
29,30,30,Kevin Na,91,0.43799999999999994,89,39.0
30,T31,T31,Ken Duke,87,0.439,82,36.0
31,T31,T31,J.J. Henry,97,0.439,82,36.0
32,T31,T31,Corey Pavin,73,0.439,66,29.0
33,34,34,Dean Wilson,81,0.44,75,33.0
34,35,35,Ernie Els,70,0.447,38,17.0
35,36,36,David Toms,98,0.44799999999999995,67,30.0
36,37,37,Tommy Armour III,58,0.452,62,28.0
37,38,38,Stuart Appleby,79,0.45299999999999996,75,34.0
