,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
37,T28,T28,Rod Pampling,72,"3' 1""",329.417,107,74
38,T28,T28,Patrick Sheehan,51,"3' 1""",213.75,70,23
39,T28,T28,Steve Stricker,81,"3' 1""",358.0,117,2
40,T28,T28,Peter Tomasulo,61,"3' 1""",200.583,65,172
41,T28,T28,Dean Wilson,81,"3' 1""",316.75,104,119
42,T43,T43,Stephen Ames,77,"3' 2""",263.16700000000003,84,142
43,T43,T43,Tommy Armour III,58,"3' 2""",253.5,80,137
44,T43,T43,Brian Bateman,55,"3' 2""",239.75,75,158
45,T43,T43,Rich Beem,77,"3' 2""",285.5,91,132
46,T43,T43,Ryuji Imada,85,"3' 2""",278.83299999999997,87,54
47,T43,T43,Jeff Klauk,97,"3' 2""",409.333,129,34
48,T43,T43,Matt Kuchar,82,"3' 2""",396.583,125,3
49,T43,T43,Nick O'Hern,90,"3' 2""",395.667,124,70
50,T43,T43,Ian Poulter,59,"3' 2""",244.583,78,4
51,T43,T43,Matt Weibring,65,"3' 2""",295.91700000000003,94,42
52,T53,T53,Michael Allen,73,"3' 3""",312.08299999999997,95,123
53,T53,T53,Robert Allenby,71,"3' 3""",308.16700000000003,95,56
54,T53,T53,Jonathan Byrd,89,"3' 3""",328.25,100,148
55,T53,T53,Tim Clark,81,"3' 3""",309.66700000000003,95,19
56,T53,T53,Brendon de Jonge,90,"3' 3""",416.583,128,155
57,T53,T53,Chris DiMarco,97,"3' 3""",523.25,159,15
58,T53,T53,Harrison Frazar,93,"3' 3""",478.833,147,134
59,T53,T53,Brian Gay,96,"3' 3""",509.75,156,7
60,T53,T53,Mathew Goggin,76,"3' 3""",351.667,107,134
61,T53,T53,Michael Letzig,96,"3' 3""",500.5,155,29
62,T53,T53,Hunter Mahan,94,"3' 3""",403.333,123,100
63,T53,T53,Billy Mayfair,83,"3' 3""",393.667,121,169
64,T53,T53,Sean O'Hair,80,"3' 3""",325.5,99,113
65,T53,T53,Scott Piercy,85,"3' 3""",427.5,132,107
66,T53,T53,Tiger Woods,64,"3' 3""",271.5,83,1
67,T68,T68,Matt Bettencourt,98,"3' 4""",508.083,151,125
68,T68,T68,Jason Bohn,88,"3' 4""",480.0,143,163
69,T68,T68,Daniel Chopra,89,"3' 4""",446.583,134,152
70,T68,T68,Ben Curtis,63,"3' 4""",205.667,61,85
71,T68,T68,Joe Durant,62,"3' 4""",197.083,59,176
72,T68,T68,Tom Lehman,55,"3' 4""",135.75,41,150
73,T68,T68,John Mallinger,90,"3' 4""",372.667,112,104
74,T68,T68,George McNeill,82,"3' 4""",458.917,137,29
75,T68,T68,Rory Sabbatini,81,"3' 4""",384.333,116,129
76,T68,T68,Scott Sterling,51,"3' 4""",206.75,62,44
77,T68,T68,Camilo Villegas,76,"3' 4""",292.75,88,129
78,T79,T79,Woody Austin,84,"3' 5""",436.333,128,39
79,T79,T79,Aaron Baddeley,66,"3' 5""",300.83299999999997,88,92
80,T79,T79,Ricky Barnes,67,"3' 5""",225.75,66,178
81,T79,T79,Glen Day,79,"3' 5""",378.667,110,43
82,T79,T79,Jason Dufner,90,"3' 5""",484.25,141,52
83,T79,T79,Lee Janzen,74,"3' 5""",329.917,96,66
84,T79,T79,Anthony Kim,76,"3' 5""",417.917,123,124
85,T79,T79,Steve Marino,98,"3' 5""",443.333,129,60
86,T79,T79,David Mathis,82,"3' 5""",333.167,98,47
87,T79,T79,Jeff Overton,92,"3' 5""",438.667,129,95
88,T79,T79,Tom Pernice Jr.,82,"3' 5""",421.667,123,12
89,T79,T79,Kenny Perry,92,"3' 5""",436.833,127,13
90,T79,T79,Carl Pettersson,86,"3' 5""",377.417,111,164
91,T79,T79,Kevin Streelman,97,"3' 5""",394.667,115,167
92,T79,T79,D.J. Trahan,96,"3' 5""",423.0,125,149
93,T79,T79,Scott Verplank,88,"3' 5""",422.333,124,75
94,T79,T79,Boo Weekley,79,"3' 5""",310.5,90,154
95,T79,T79,Mike Weir,85,"3' 5""",394.5,116,14
96,T97,T97,Paul Goydos,79,"3' 6""",397.75,115,145
97,T97,T97,Tim Herron,87,"3' 6""",455.583,130,69
98,T97,T97,Zach Johnson,94,"3' 6""",451.0,129,31
99,T97,T97,Dustin Johnson,85,"3' 6""",384.833,110,143
100,T97,T97,Kent Jones,73,"3' 6""",406.5,115,139
101,T97,T97,Marc Leishman,91,"3' 6""",485.0,140,116
102,T97,T97,Scott McCarron,91,"3' 6""",470.083,134,18
103,T97,T97,Corey Pavin,73,"3' 6""",259.66700000000003,75,80
104,T97,T97,Pat Perez,74,"3' 6""",370.5,106,78
105,T97,T97,Brett Quigley,92,"3' 6""",388.083,110,76
106,T97,T97,John Senden,100,"3' 6""",471.5,136,128
107,T97,T97,Vijay Singh,71,"3' 6""",340.417,97,147
108,T97,T97,Bo Van Pelt,100,"3' 6""",485.0,139,57
109,T97,T97,Jimmy Walker,74,"3' 6""",356.0,101,27
110,T111,T111,Ángel Cabrera,55,"3' 7""",315.25,87,117
111,T111,T111,Alex Cejka,82,"3' 7""",413.917,116,108
112,T111,T111,Robert Garrigus,83,"3' 7""",412.583,114,111
113,T111,T111,Retief Goosen,74,"3' 7""",403.583,113,64
114,T111,T111,Charles Howell III,99,"3' 7""",434.333,121,118
115,T111,T111,Spencer Levin,75,"3' 7""",338.833,94,15
116,T111,T111,Joe Ogilvie,85,"3' 7""",479.917,134,41
117,T111,T111,Chez Reavie,81,"3' 7""",351.0,98,71
118,T111,T111,Adam Scott,53,"3' 7""",267.08299999999997,74,171
119,T111,T111,Brandt Snedeker,81,"3' 7""",325.08299999999997,90,25
120,T111,T111,David Toms,98,"3' 7""",486.583,136,47
121,T111,T111,Jay Williamson,69,"3' 7""",378.917,105,86
122,T111,T111,Y.E. Yang,83,"3' 7""",433.917,122,90
123,T124,T124,Stewart Cink,79,"3' 8""",381.75,104,113
124,T124,T124,Steve Flesch,77,"3' 8""",360.667,99,50
125,T124,T124,Peter Lonard,86,"3' 8""",443.25,122,144
126,T124,T124,Bill Lunde,83,"3' 8""",455.917,123,49
127,T124,T124,Kevin Na,91,"3' 8""",450.583,123,6
128,T124,T124,James Nitties,86,"3' 8""",457.917,125,106
129,T124,T124,Greg Owen,97,"3' 8""",406.917,111,136
130,T124,T124,Ryan Palmer,78,"3' 8""",454.833,125,138
131,T124,T124,Aron Price,89,"3' 8""",403.083,111,93
132,T124,T124,Justin Rose,71,"3' 8""",321.75,88,87
133,T124,T124,Webb Simpson,94,"3' 8""",508.0,139,17
134,T124,T124,Johnson Wagner,81,"3' 8""",414.667,112,115
135,T124,T124,Nick Watney,86,"3' 8""",465.417,128,84
136,T124,T124,Bubba Watson,73,"3' 8""",378.917,103,166
137,T124,T124,Charlie Wi,92,"3' 8""",459.417,124,83
138,T139,T139,Cameron Beckman,87,"3' 9""",497.417,134,77
139,T139,T139,Mark Calcavecchia,72,"3' 9""",381.083,101,101
140,T139,T139,Ben Crane,93,"3' 9""",525.4169999999999,140,32
141,T139,T139,Brian Davis,103,"3' 9""",517.5830000000001,139,95
142,T139,T139,Jason Day,61,"3' 9""",368.583,99,35
143,T139,T139,David Duval,56,"3' 9""",279.0,75,183
144,T139,T139,Cliff Kresge,78,"3' 9""",457.417,123,72
145,T139,T139,Will MacKenzie,69,"3' 9""",324.58299999999997,86,164
146,T139,T139,Ted Purdy,101,"3' 9""",572.5,152,151
147,T139,T139,Mark Wilson,99,"3' 9""",434.833,117,21
148,T149,T149,Greg Chalmers,85,"3' 10""",405.917,106,55
149,T149,T149,Fred Couples,54,"3' 10""",237.417,62,175
150,T149,T149,Charley Hoffman,97,"3' 10""",572.0,149,79
151,T149,T149,Colt Knost,71,"3' 10""",373.667,97,157
152,T149,T149,Andres Romero,58,"3' 10""",236.583,62,181
153,T149,T149,Nicholas Thompson,96,"3' 10""",512.3330000000001,133,122
154,T149,T149,Brendon Todd,53,"3' 10""",243.0,64,180
155,T149,T149,Charles Warren,63,"3' 10""",374.833,97,121
156,T157,T157,Ken Duke,87,"3' 11""",451.25,116,53
157,T157,T157,Derek Fathauer,63,"3' 11""",326.91700000000003,83,161
158,T157,T157,Richard Johnson,85,"3' 11""",396.0,102,87
159,T157,T157,Matt Jones,56,"3' 11""",261.58299999999997,67,22
160,T157,T157,Davis Love III,89,"3' 11""",535.9169999999999,137,109
161,T157,T157,Jeff Maggert,79,"3' 11""",420.75,107,68
162,T157,T157,John Rollins,92,"3' 11""",518.4169999999999,132,93
163,T157,T157,Heath Slocum,95,"3' 11""",592.0,151,91
164,T157,T157,Darron Stiles,52,"3' 11""",290.5,74,133
165,T166,T166,Todd Hamilton,83,"4' 0""",427.833,106,105
166,T166,T166,Martin Laird,72,"4' 0""",386.25,97,179
167,T166,T166,Ryan Moore,89,"4' 0""",525.5,132,46
168,T166,T166,D.A. Points,99,"4' 0""",505.0,127,111
169,T166,T166,Chris Stroud,88,"4' 0""",429.417,107,168
170,T166,T166,Gary Woodland,53,"4' 0""",279.5,70,184
171,172,172,Lucas Glover,93,"4' 1""",648.0830000000001,159,97
172,173,173,Kris Blanks,60,"4' 2""",388.167,94,131
173,T174,T174,Bart Bryant,58,"4' 3""",354.0,84,153
174,T174,T174,Steve Lowery,83,"4' 3""",648.4169999999999,153,82
175,T174,T174,John Merrick,91,"4' 3""",490.75,115,159
176,T174,T174,Leif Olson,51,"4' 3""",349.667,82,173
177,T174,T174,Vaughn Taylor,88,"4' 3""",536.75,126,156
178,T174,T174,Marc Turnesa,77,"4' 3""",437.667,102,170
179,180,180,Sergio Garcia,59,"4' 5""",362.917,82,101
180,181,181,J.B. Holmes,74,"4' 7""",426.167,93,174
181,182,182,Rick Price,54,"4' 8""",346.083,74,161
182,T183,T183,Brad Faxon,59,"4' 9""",393.0,83,120
183,T183,T183,Brian Vranesh,51,"4' 9""",321.41700000000003,68,38
