,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
120,121,121,Brendon de Jonge,90,51.56,33,64
121,122,122,Kevin Streelman,97,51.47,35,68
122,123,123,Tom Pernice Jr.,82,51.39,37,72
123,T124,T124,Jonathan Byrd,89,51.35,38,74
124,T124,T124,Scott Piercy,85,51.35,38,74
125,126,126,James Nitties,86,51.28,40,78
126,127,127,Spencer Levin,75,51.16,22,43
127,128,128,Colt Knost,71,51.11,23,45
128,129,129,Derek Fathauer,63,50.88,29,57
129,130,130,Rocco Mediate,79,50.85,30,59
130,T131,T131,Martin Laird,72,50.0,34,68
131,T131,T131,Kevin Stadler,65,50.0,19,38
132,T131,T131,Johnson Wagner,81,50.0,33,66
133,134,134,D.A. Points,99,49.41,42,85
134,135,135,Ryan Moore,89,49.28,34,69
135,136,136,Harrison Frazar,93,49.25,33,67
136,137,137,Jeff Quinney,78,49.12,28,57
137,138,138,Boo Weekley,79,48.94,23,47
138,139,139,Ted Purdy,101,48.84,42,86
139,140,140,Scott Verplank,88,48.57,34,70
140,141,141,Chad Campbell,90,48.33,29,60
141,142,142,Matt Jones,56,48.28,14,29
142,143,143,Peter Lonard,86,48.15,26,54
143,144,144,Charley Hoffman,97,48.1,38,79
144,T145,T145,Bob Estes,78,48.08,25,52
145,T145,T145,Robert Garrigus,83,48.08,25,52
146,147,147,Corey Pavin,73,47.92,23,48
147,148,148,Jarrod Lyle,65,47.73,21,44
148,T149,T149,Adam Scott,53,47.62,20,42
149,T149,T149,Bubba Watson,73,47.62,30,63
150,151,151,Todd Hamilton,83,47.54,29,61
151,152,152,Tom Lehman,55,47.22,17,36
152,T153,T153,Phil Mickelson,66,47.06,24,51
153,T153,T153,Tim Petrovic,97,47.06,40,85
154,T155,T155,Marc Turnesa,77,46.15,30,65
155,T155,T155,Brian Vranesh,51,46.15,18,39
156,157,157,Will MacKenzie,69,46.0,23,50
157,158,158,Brian Bateman,55,45.95,17,37
158,159,159,Steve Lowery,83,45.68,37,81
159,160,160,J.B. Holmes,74,45.16,28,62
160,T161,T161,John Mallinger,90,44.23,23,52
161,T161,T161,D.J. Trahan,96,44.23,23,52
162,163,163,Marc Leishman,91,43.84,32,73
163,164,164,Sean O'Hair,80,43.59,17,39
164,T165,T165,Billy Mayfair,83,43.55,27,62
165,T165,T165,John Merrick,91,43.55,27,62
166,T167,T167,Ricky Barnes,67,42.86,18,42
167,T167,T167,Bart Bryant,58,42.86,21,49
168,169,169,Kirk Triplett,60,42.42,14,33
169,170,170,Joe Durant,62,41.94,13,31
170,171,171,Jeff Overton,92,41.43,29,70
171,172,172,Greg Kraft,51,41.38,12,29
172,173,173,Kris Blanks,60,41.03,16,39
173,174,174,Leif Olson,51,40.48,17,42
174,175,175,Michael Allen,73,40.43,19,47
175,176,176,Troy Matteson,95,38.89,28,72
176,177,177,Brendon Todd,53,38.71,12,31
177,178,178,Jason Dufner,90,38.57,27,70
178,179,179,Gary Woodland,53,38.46,10,26
179,180,180,Andres Romero,58,36.84,14,38
180,181,181,Kent Jones,73,36.36,20,55
181,182,182,Jason Bohn,88,35.38,23,65
182,183,183,Fred Couples,54,29.03,9,31
183,184,184,Tommy Armour III,58,27.78,10,36
