,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
0,1,1,Tiger Woods,64,71.43,30,42
1,2,2,David Mathis,82,70.77,46,65
2,3,3,K.J. Choi,65,69.7,23,33
3,4,4,Rod Pampling,72,68.49,50,73
4,5,5,Chris Riley,77,68.42,39,57
5,6,6,Briny Baird,89,68.33,41,60
6,7,7,Ian Poulter,59,67.5,27,40
7,8,8,Kevin Na,91,67.39,62,92
8,9,9,George McNeill,82,67.12,49,73
9,T10,T10,David Duval,56,66.67,28,42
10,T10,T10,Scott Sterling,51,66.67,18,27
11,12,12,Luke Donald,79,66.2,47,71
12,13,13,Zach Johnson,94,66.18,45,68
13,14,14,Jimmy Walker,74,66.07,37,56
14,15,15,Jason Day,61,66.0,33,50
15,16,16,Woody Austin,84,65.57,40,61
16,17,17,Richard Johnson,85,64.81,35,54
17,18,18,Charlie Wi,92,64.06,41,64
18,19,19,Lucas Glover,93,63.89,46,72
19,T20,T20,Padraig Harrington,66,63.79,37,58
20,T20,T20,Rory Sabbatini,81,63.79,37,58
21,22,22,Geoff Ogilvy,78,63.77,44,69
22,23,23,Mark Wilson,99,63.33,57,90
23,24,24,Retief Goosen,74,63.08,41,65
24,T25,T25,Bob Heintz,59,62.79,27,43
25,T25,T25,Bryce Molder,69,62.79,27,43
26,T27,T27,Ken Duke,87,62.67,47,75
27,T27,T27,Jerry Kelly,90,62.67,47,75
28,29,29,Justin Leonard,95,62.07,36,58
29,T30,T30,Brian Gay,96,61.84,47,76
30,T30,T30,Mike Weir,85,61.84,47,76
31,T32,T32,Jim Furyk,86,61.54,32,52
32,T32,T32,David Toms,98,61.54,40,65
33,T34,T34,Ben Crane,93,61.45,51,83
34,T34,T34,Joe Ogilvie,85,61.45,51,83
35,36,36,Justin Rose,71,61.19,41,67
36,37,37,Peter Tomasulo,61,61.11,22,36
37,38,38,Vaughn Taylor,88,61.04,47,77
38,39,39,Jay Williamson,69,60.98,25,41
39,T40,T40,Ben Curtis,63,60.78,31,51
40,T40,T40,Glen Day,79,60.78,31,51
41,42,42,Matt Bettencourt,98,60.76,48,79
42,43,43,John Senden,100,60.71,51,84
43,T44,T44,Tim Clark,81,60.42,29,48
44,T44,T44,J.J. Henry,97,60.42,29,48
45,T44,T44,Michael Letzig,96,60.42,58,96
46,47,47,Steve Flesch,77,60.34,35,58
47,48,48,Cliff Kresge,78,60.32,38,63
48,49,49,Parker McLachlin,71,60.29,41,68
49,50,50,Freddie Jacobson,83,60.24,50,83
50,T51,T51,Robert Allenby,71,60.0,27,45
51,T51,T51,Dustin Johnson,85,60.0,36,60
52,T51,T51,Brandt Snedeker,81,60.0,39,65
53,T54,T54,Ernie Els,70,59.7,40,67
54,T54,T54,Brad Faxon,59,59.7,40,67
55,56,56,Ryan Palmer,78,59.65,34,57
56,57,57,Jason Gore,74,59.62,31,52
57,58,58,Bill Haas,91,59.52,50,84
58,59,59,Matt Kuchar,82,59.38,38,64
59,T60,T60,Jeff Klauk,97,59.26,48,81
60,T60,T60,Darron Stiles,52,59.26,16,27
61,T62,T62,Ryuji Imada,85,59.15,42,71
62,T62,T62,Greg Owen,97,59.15,42,71
63,64,64,Charles Warren,63,59.09,26,44
64,65,65,Mark Brooks,55,58.97,23,39
65,66,66,Webb Simpson,94,58.95,56,95
66,67,67,Davis Love III,89,58.57,41,70
67,68,68,Stephen Ames,77,58.54,24,41
68,69,69,Dean Wilson,81,58.49,31,53
69,70,70,Mark Calcavecchia,72,58.33,28,48
70,71,71,Rich Beem,77,57.89,22,38
71,72,72,Chris DiMarco,97,57.65,49,85
72,73,73,Nicholas Thompson,96,57.32,47,82
73,74,74,John Rollins,92,57.14,48,84
74,75,75,Aron Price,89,56.92,37,65
75,76,76,Charles Howell III,99,56.76,42,74
76,77,77,Camilo Villegas,76,56.67,34,60
77,78,78,Nick O'Hern,90,56.58,43,76
78,T79,T79,Stewart Cink,79,56.45,35,62
79,T79,T79,Lee Janzen,74,56.45,35,62
80,T79,T79,Carl Pettersson,86,56.45,35,62
81,82,82,Scott McCarron,91,56.41,44,78
82,83,83,Kevin Sutherland,96,56.16,41,73
83,84,84,Steve Stricker,81,56.14,32,57
84,T85,T85,Sergio Garcia,59,56.0,28,50
85,T85,T85,Anthony Kim,76,56.0,28,50
86,T85,T85,Casey Wittenberg,71,56.0,28,50
87,88,88,Jeff Maggert,79,55.93,33,59
88,89,89,Daniel Chopra,89,55.91,52,93
89,90,90,Paul Goydos,79,55.74,34,61
90,91,91,Steve Marino,98,55.7,44,79
91,92,92,Hunter Mahan,94,55.41,41,74
92,93,93,Aaron Baddeley,66,55.22,37,67
93,94,94,Brett Quigley,92,55.0,33,60
94,95,95,Eric Axley,71,54.9,28,51
95,96,96,Tag Ridings,50,54.84,17,31
96,97,97,Chez Reavie,81,54.79,40,73
97,98,98,Matt Weibring,65,54.76,23,42
98,T99,T99,Nathan Green,104,54.55,48,88
99,T99,T99,Tim Herron,87,54.55,42,77
100,T99,T99,Rick Price,54,54.55,18,33
101,102,102,Stuart Appleby,79,54.29,38,70
102,103,103,Heath Slocum,95,54.17,39,72
103,104,104,Kenny Perry,92,54.0,27,50
104,105,105,Ángel Cabrera,55,53.85,21,39
105,106,106,Mathew Goggin,76,53.7,29,54
106,107,107,Bo Van Pelt,100,53.52,38,71
107,108,108,Nick Watney,86,53.33,32,60
108,109,109,Pat Perez,74,53.13,34,64
109,110,110,Brian Davis,103,53.01,44,83
110,111,111,Cameron Beckman,87,52.73,29,55
111,112,112,Vijay Singh,71,52.63,20,38
112,113,113,Alex Cejka,82,52.54,31,59
113,114,114,Chris Stroud,88,52.46,32,61
114,115,115,Patrick Sheehan,51,52.17,12,23
115,T116,T116,Brad Adamonis,70,52.0,26,50
116,T116,T116,Steve Elkington,70,52.0,26,50
117,118,118,Y.E. Yang,83,51.9,41,79
118,119,119,Greg Chalmers,85,51.85,28,54
119,120,120,Bill Lunde,83,51.61,32,62
