,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Phil Mickelson,66,"7' 0""",584.75,84,109
1,2,2,Mark Brooks,55,"7' 1""",369.583,52,10
2,3,3,Matt Kuchar,82,"7' 2""",631.4169999999999,88,3
3,T4,T4,Chad Campbell,90,"7' 6""",584.8330000000001,78,67
4,T4,T4,Mike Weir,85,"7' 6""",646.8330000000001,86,14
5,6,6,Bob Estes,78,"7' 7""",791.1669999999999,104,28
6,7,7,Dean Wilson,81,"7' 9""",731.1669999999999,94,119
7,T8,T8,Luke Donald,79,"7' 11""",651.25,82,20
8,T8,T8,J.J. Henry,97,"7' 11""",912.25,115,89
9,T8,T8,Patrick Sheehan,51,"7' 11""",291.83299999999997,37,23
10,T8,T8,Jimmy Walker,74,"7' 11""",841.8330000000001,106,27
11,12,12,Stuart Appleby,79,"8' 0""",722.0,90,160
12,T13,T13,Aaron Baddeley,66,"8' 1""",835.75,103,92
13,T13,T13,Padraig Harrington,66,"8' 1""",633.4169999999999,78,11
14,T15,T15,Ricky Barnes,67,"8' 2""",565.3330000000001,69,178
15,T15,T15,Alex Cejka,82,"8' 2""",755.6669999999999,93,108
16,T15,T15,Corey Pavin,73,"8' 2""",589.6669999999999,72,80
17,T15,T15,Chris Riley,77,"8' 2""",845.0,103,9
18,T15,T15,Matt Weibring,65,"8' 2""",598.4169999999999,73,42
19,T20,T20,Matt Jones,56,"8' 3""",550.5,67,22
20,T20,T20,Kevin Stadler,65,"8' 3""",479.25,58,33
21,T22,T22,Glen Day,79,"8' 4""",542.8330000000001,65,43
22,T22,T22,Adam Scott,53,"8' 4""",519.1669999999999,62,171
23,T24,T24,Steve Flesch,77,"8' 5""",697.1669999999999,83,50
24,T24,T24,Jim Furyk,86,"8' 5""",705.4169999999999,84,8
25,T24,T24,Jerry Kelly,90,"8' 5""",938.0830000000001,111,45
26,T24,T24,Scott McCarron,91,"8' 5""",1093.5,130,18
27,T24,T24,Ian Poulter,59,"8' 5""",536.1669999999999,64,4
28,T29,T29,Brian Davis,103,"8' 6""",1145.917,135,95
29,T29,T29,Nathan Green,104,"8' 6""",1177.5,139,40
30,T29,T29,Justin Leonard,95,"8' 6""",848.5830000000001,100,63
31,T29,T29,Michael Letzig,96,"8' 6""",953.9169999999999,112,29
32,T29,T29,Joe Ogilvie,85,"8' 6""",1049.0,123,41
33,T29,T29,Tim Petrovic,97,"8' 6""",1065.833,125,5
34,T29,T29,Justin Rose,71,"8' 6""",660.9169999999999,78,87
35,T29,T29,Vijay Singh,71,"8' 6""",793.0830000000001,93,147
36,T29,T29,Jay Williamson,69,"8' 6""",450.917,53,86
37,T38,T38,Ken Duke,87,"8' 7""",848.5830000000001,99,53
38,T38,T38,Tom Pernice Jr.,82,"8' 7""",792.1669999999999,92,12
39,T38,T38,Brian Vranesh,51,"8' 7""",591.75,69,38
40,T38,T38,Charlie Wi,92,"8' 7""",1030.083,120,83
41,T42,T42,Woody Austin,84,"8' 8""",936.4169999999999,108,39
