,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,1,1,Ángel Cabrera,55,100.0,4.0,4
1,T2,T2,Tim Clark,81,71.43,5.0,7
2,T2,T2,Cliff Kresge,78,71.43,5.0,7
3,T4,T4,Todd Hamilton,83,66.67,4.0,6
4,T4,T4,Adam Scott,53,66.67,4.0,6
5,6,6,Jeff Quinney,78,64.29,9.0,14
6,7,7,Retief Goosen,74,62.5,5.0,8
7,T8,T8,Ben Curtis,63,60.0,6.0,10
8,T8,T8,Matt Jones,56,60.0,3.0,5
9,T8,T8,Chez Reavie,81,60.0,6.0,10
10,11,11,Rod Pampling,72,58.33,7.0,12
11,T12,T12,Corey Pavin,73,55.56,5.0,9
12,T12,T12,Ian Poulter,59,55.56,5.0,9
13,T12,T12,Charlie Wi,92,55.56,10.0,18
14,T15,T15,Brad Adamonis,70,53.33,8.0,15
15,T15,T15,Hunter Mahan,94,53.33,8.0,15
16,T17,T17,Nathan Green,104,52.94,9.0,17
17,T17,T17,J.B. Holmes,74,52.94,9.0,17
18,19,19,Webb Simpson,94,52.63,10.0,19
19,20,20,Brian Davis,103,52.38,11.0,21
20,T21,T21,Robert Allenby,71,50.0,5.0,10
21,T21,T21,David Duval,56,50.0,2.0,4
22,T21,T21,Derek Fathauer,63,50.0,5.0,10
23,T21,T21,Paul Goydos,79,50.0,6.0,12
24,T21,T21,Tim Herron,87,50.0,11.0,22
25,T21,T21,James Nitties,86,50.0,5.0,10
26,T21,T21,Steve Stricker,81,50.0,5.0,10
27,T21,T21,Brendon Todd,53,50.0,7.0,14
28,T21,T21,Dean Wilson,81,50.0,6.0,12
29,T30,T30,Harrison Frazar,93,47.06,8.0,17
30,T30,T30,Scott Piercy,85,47.06,8.0,17
31,T32,T32,Rich Beem,77,46.67,7.0,15
32,T32,T32,Freddie Jacobson,83,46.67,7.0,15
33,T34,T34,Nick O'Hern,90,46.15,6.0,13
34,T34,T34,Mark Wilson,99,46.15,6.0,13
35,T36,T36,Mark Brooks,55,45.45,5.0,11
36,T36,T36,Charley Hoffman,97,45.45,5.0,11
37,T36,T36,Brandt Snedeker,81,45.45,5.0,11
38,T36,T36,Charles Warren,63,45.45,5.0,11
39,T40,T40,Troy Matteson,95,44.44,4.0,9
40,T40,T40,Bryce Molder,69,44.44,4.0,9
41,T40,T40,Carl Pettersson,86,44.44,4.0,9
42,T40,T40,Vaughn Taylor,88,44.44,4.0,9
43,T40,T40,Mike Weir,85,44.44,8.0,18
44,T45,T45,Stuart Appleby,79,42.86,6.0,14
45,T45,T45,Jason Day,61,42.86,3.0,7
46,T45,T45,Ken Duke,87,42.86,6.0,14
47,T45,T45,Matt Kuchar,82,42.86,3.0,7
48,T45,T45,Chris Stroud,88,42.86,6.0,14
49,T50,T50,Lucas Glover,93,41.67,5.0,12
50,T50,T50,Kevin Streelman,97,41.67,5.0,12
51,T52,T52,Stewart Cink,79,40.0,2.0,5
52,T52,T52,Mathew Goggin,76,40.0,6.0,15
53,T52,T52,Dustin Johnson,85,40.0,6.0,15
54,T52,T52,Jerry Kelly,90,40.0,8.0,20
55,T52,T52,Sean O'Hair,80,40.0,4.0,10
56,T52,T52,Brian Vranesh,51,40.0,2.0,5
57,T58,T58,Ryuji Imada,85,38.89,7.0,18
58,T58,T58,Michael Letzig,96,38.89,7.0,18
59,T58,T58,Scott Verplank,88,38.89,7.0,18
60,T61,T61,Cameron Beckman,87,38.46,5.0,13
61,T61,T61,Bill Haas,91,38.46,5.0,13
62,T61,T61,Marc Leishman,91,38.46,5.0,13
63,T64,T64,Bob Heintz,59,37.5,3.0,8
64,T64,T64,J.J. Henry,97,37.5,6.0,16
65,T64,T64,Charles Howell III,99,37.5,6.0,16
66,T64,T64,Lee Janzen,74,37.5,3.0,8
67,T64,T64,Billy Mayfair,83,37.5,3.0,8
68,T64,T64,Phil Mickelson,66,37.5,3.0,8
69,T64,T64,Jimmy Walker,74,37.5,6.0,16
70,T64,T64,Jay Williamson,69,37.5,3.0,8
71,72,72,Jeff Maggert,79,36.84,7.0,19
72,T73,T73,Jarrod Lyle,65,36.36,4.0,11
73,T73,T73,Scott McCarron,91,36.36,4.0,11
74,T73,T73,Joe Ogilvie,85,36.36,4.0,11
75,T73,T73,Pat Perez,74,36.36,4.0,11
76,T73,T73,Kenny Perry,92,36.36,4.0,11
77,T73,T73,John Senden,100,36.36,8.0,22
78,T73,T73,Nick Watney,86,36.36,4.0,11
79,T80,T80,Matt Bettencourt,98,35.71,5.0,14
80,T80,T80,Luke Donald,79,35.71,5.0,14
81,T80,T80,Rory Sabbatini,81,35.71,5.0,14
82,T80,T80,Heath Slocum,95,35.71,5.0,14
83,T84,T84,Chris Riley,77,35.29,6.0,17
84,T84,T84,Nicholas Thompson,96,35.29,6.0,17
85,86,86,Peter Lonard,86,35.0,7.0,20
86,T87,T87,Briny Baird,89,33.33,3.0,9
87,T87,T87,Chad Campbell,90,33.33,2.0,6
88,T87,T87,Chris DiMarco,97,33.33,5.0,15
89,T87,T87,Jason Gore,74,33.33,4.0,12
90,T87,T87,Parker McLachlin,71,33.33,4.0,12
91,T87,T87,George McNeill,82,33.33,4.0,12
92,T87,T87,Ryan Moore,89,33.33,5.0,15
93,T87,T87,Ted Purdy,101,33.33,3.0,9
94,T87,T87,Scott Sterling,51,33.33,3.0,9
95,T96,T96,Ernie Els,70,31.25,5.0,16
96,T96,T96,Bob Estes,78,31.25,5.0,16
97,T96,T96,Marc Turnesa,77,31.25,5.0,16
98,T99,T99,Aaron Baddeley,66,30.77,4.0,13
99,T99,T99,Anthony Kim,76,30.77,4.0,13
100,T101,T101,Greg Chalmers,85,30.0,3.0,10
101,T101,T101,K.J. Choi,65,30.0,3.0,10
102,T101,T101,Greg Kraft,51,30.0,3.0,10
103,T101,T101,Spencer Levin,75,30.0,3.0,10
104,T101,T101,Rocco Mediate,79,30.0,3.0,10
105,T101,T101,D.A. Points,99,30.0,6.0,20
106,T101,T101,Justin Rose,71,30.0,3.0,10
107,T101,T101,Matt Weibring,65,30.0,3.0,10
108,T101,T101,Y.E. Yang,83,30.0,3.0,10
109,110,110,D.J. Trahan,96,29.41,5.0,17
110,T111,T111,Eric Axley,71,28.57,4.0,14
111,T111,T111,Bart Bryant,58,28.57,2.0,7
112,T111,T111,Brendon de Jonge,90,28.57,4.0,14
113,T111,T111,Jason Dufner,90,28.57,2.0,7
114,T111,T111,Tim Petrovic,97,28.57,4.0,14
115,T111,T111,Johnson Wagner,81,28.57,4.0,14
116,T117,T117,Woody Austin,84,27.27,3.0,11
117,T117,T117,Ricky Barnes,67,27.27,3.0,11
118,T117,T117,Fred Couples,54,27.27,3.0,11
119,T117,T117,Kent Jones,73,27.27,3.0,11
120,T117,T117,Bo Van Pelt,100,27.27,3.0,11
121,122,122,Andres Romero,58,26.67,4.0,15
122,T123,T123,Michael Allen,73,25.0,2.0,8
123,T123,T123,Alex Cejka,82,25.0,1.0,4
124,T123,T123,Ben Crane,93,25.0,3.0,12
125,T123,T123,Glen Day,79,25.0,3.0,12
126,T123,T123,Geoff Ogilvy,78,25.0,3.0,12
127,T123,T123,Kevin Stadler,65,25.0,2.0,8
128,T123,T123,Darron Stiles,52,25.0,1.0,4
129,T123,T123,Peter Tomasulo,61,25.0,2.0,8
130,T123,T123,Tiger Woods,64,25.0,2.0,8
131,132,132,Bubba Watson,73,23.53,4.0,17
132,T133,T133,Jonathan Byrd,89,23.08,3.0,13
133,T133,T133,Steve Marino,98,23.08,6.0,26
134,T133,T133,Aron Price,89,23.08,3.0,13
135,T133,T133,Kevin Sutherland,96,23.08,3.0,13
136,T137,T137,Mark Calcavecchia,72,22.22,2.0,9
137,T137,T137,Robert Garrigus,83,22.22,2.0,9
138,T137,T137,Brian Gay,96,22.22,2.0,9
139,T137,T137,Brett Quigley,92,22.22,2.0,9
140,T137,T137,Tag Ridings,50,22.22,2.0,9
141,T142,T142,Brad Faxon,59,21.43,3.0,14
142,T142,T142,Bill Lunde,83,21.43,3.0,14
143,T144,T144,Kris Blanks,60,20.0,1.0,5
144,T144,T144,Daniel Chopra,89,20.0,2.0,10
145,T144,T144,Steve Flesch,77,20.0,2.0,10
146,T144,T144,Jim Furyk,86,20.0,1.0,5
147,T144,T144,Will MacKenzie,69,20.0,2.0,10
148,T144,T144,Patrick Sheehan,51,20.0,1.0,5
149,T144,T144,David Toms,98,20.0,2.0,10
150,151,151,John Rollins,92,17.65,3.0,17
151,T152,T152,Brian Bateman,55,16.67,2.0,12
152,T152,T152,Sergio Garcia,59,16.67,1.0,6
153,T152,T152,Zach Johnson,94,16.67,1.0,6
154,T152,T152,Jeff Klauk,97,16.67,2.0,12
155,T152,T152,Martin Laird,72,16.67,3.0,18
156,T152,T152,Steve Lowery,83,16.67,3.0,18
157,T152,T152,Jeff Overton,92,16.67,3.0,18
