,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
158,T152,T152,Kirk Triplett,60,16.67,1.0,6
159,T160,T160,Steve Elkington,70,15.38,2.0,13
160,T160,T160,Justin Leonard,95,15.38,2.0,13
161,T160,T160,Greg Owen,97,15.38,2.0,13
162,T160,T160,Vijay Singh,71,15.38,2.0,13
163,164,164,Richard Johnson,85,15.0,3.0,20
164,T165,T165,Stephen Ames,77,14.29,1.0,7
165,T165,T165,Joe Durant,62,14.29,1.0,7
166,T165,T165,Tom Lehman,55,14.29,1.0,7
167,T165,T165,David Mathis,82,14.29,2.0,14
168,T169,T169,Kevin Na,91,12.5,1.0,8
169,T169,T169,Casey Wittenberg,71,12.5,1.0,8
170,T169,T169,Gary Woodland,53,12.5,1.0,8
171,T172,T172,Jason Bohn,88,11.11,1.0,9
172,T172,T172,John Mallinger,90,11.11,1.0,9
173,T172,T172,Ryan Palmer,78,11.11,2.0,18
174,T172,T172,Tom Pernice Jr.,82,11.11,1.0,9
175,T172,T172,Camilo Villegas,76,11.11,1.0,9
176,177,177,Davis Love III,89,10.0,1.0,10
177,178,178,John Merrick,91,9.09,1.0,11
178,T179,T179,Tommy Armour III,58,0.0,,3
179,T179,T179,Padraig Harrington,66,0.0,,7
180,T179,T179,Colt Knost,71,0.0,,3
181,T179,T179,Leif Olson,51,0.0,,6
182,T179,T179,Rick Price,54,0.0,,5
183,T179,T179,Boo Weekley,79,0.0,,6
