,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
54,T55,T55,Jerry Kelly,90,88.1,111,126
55,T55,T55,Jeff Maggert,79,88.1,74,84
56,57,57,Jonathan Byrd,89,87.95,73,83
57,58,58,Bryce Molder,69,87.93,51,58
58,T59,T59,Nick O'Hern,90,87.88,87,99
59,T59,T59,Nick Watney,86,87.88,87,99
60,61,61,Webb Simpson,94,87.85,94,107
61,62,62,Parker McLachlin,71,87.84,65,74
62,63,63,Kevin Stadler,65,87.8,72,82
63,64,64,Kevin Streelman,97,87.78,79,90
64,T65,T65,Joe Durant,62,87.76,43,49
65,T65,T65,J.J. Henry,97,87.76,86,98
66,67,67,Stewart Cink,79,87.65,71,81
67,68,68,Brendon de Jonge,90,87.63,85,97
68,T69,T69,Eric Axley,71,87.5,49,56
69,T69,T69,Brian Bateman,55,87.5,49,56
70,T69,T69,Bill Haas,91,87.5,84,96
71,T69,T69,Ryuji Imada,85,87.5,63,72
72,T69,T69,Matt Jones,56,87.5,49,56
73,T69,T69,David Mathis,82,87.5,63,72
74,75,75,Bill Lunde,83,87.25,89,102
75,76,76,Rory Sabbatini,81,87.21,75,86
76,77,77,Mark Calcavecchia,72,87.18,68,78
77,78,78,K.J. Choi,65,87.04,47,54
78,79,79,Bob Heintz,59,86.96,60,69
79,80,80,Chez Reavie,81,86.75,72,83
80,81,81,Derek Fathauer,63,86.67,52,60
81,T82,T82,Charles Howell III,99,86.46,83,96
82,T82,T82,D.J. Trahan,96,86.46,83,96
83,T84,T84,Will MacKenzie,69,86.36,57,66
84,T84,T84,Corey Pavin,73,86.36,57,66
85,86,86,Kevin Na,91,86.14,87,101
86,87,87,Brett Quigley,92,86.05,74,86
87,88,88,Retief Goosen,74,86.02,80,93
88,89,89,Scott McCarron,91,85.98,92,107
89,90,90,Harrison Frazar,93,85.96,98,114
90,91,91,Charles Warren,63,85.94,55,64
91,92,92,Casey Wittenberg,71,85.92,61,71
92,93,93,Brandt Snedeker,81,85.9,67,78
93,94,94,Peter Lonard,86,85.87,79,92
94,T95,T95,Michael Allen,73,85.71,66,77
95,T95,T95,Lucas Glover,93,85.71,108,126
96,T95,T95,Mathew Goggin,76,85.71,72,84
97,T95,T95,Rocco Mediate,79,85.71,66,77
98,T95,T95,Patrick Sheehan,51,85.71,54,63
99,100,100,Tim Herron,87,85.57,83,97
100,101,101,John Merrick,91,85.54,71,83
101,102,102,Spencer Levin,75,85.53,65,76
102,103,103,Peter Tomasulo,61,85.45,47,55
103,104,104,John Senden,100,85.44,88,103
104,105,105,Jason Dufner,90,85.32,93,109
105,106,106,Daniel Chopra,89,85.26,81,95
106,107,107,Leif Olson,51,85.25,52,61
107,T108,T108,Greg Chalmers,85,85.19,69,81
108,T108,T108,David Toms,98,85.19,92,108
109,110,110,Bubba Watson,73,84.93,62,73
110,111,111,Todd Hamilton,83,84.88,73,86
111,112,112,Camilo Villegas,76,84.85,56,66
112,113,113,D.A. Points,99,84.62,88,104
113,114,114,Chris DiMarco,97,84.55,104,123
114,115,115,Vaughn Taylor,88,84.54,82,97
115,T116,T116,Carl Pettersson,86,84.52,71,84
116,T116,T116,Jimmy Walker,74,84.52,71,84
117,118,118,Phil Mickelson,66,84.48,49,58
118,119,119,Robert Allenby,71,84.42,65,77
119,T120,T120,George McNeill,82,84.4,92,109
120,T120,T120,Bo Van Pelt,100,84.4,92,109
121,122,122,Dean Wilson,81,84.34,70,83
122,123,123,Ken Duke,87,84.27,75,89
123,T124,T124,Ricky Barnes,67,84.0,42,50
124,T124,T124,Paul Goydos,79,84.0,84,100
125,T124,T124,Brendon Todd,53,84.0,42,50
126,127,127,Charlie Wi,92,83.87,78,93
127,128,128,Ryan Moore,89,83.84,83,99
128,129,129,John Rollins,92,83.81,88,105
129,130,130,Kenny Perry,92,83.67,82,98
130,T131,T131,Michael Letzig,96,83.33,105,126
131,T131,T131,Steve Lowery,83,83.33,100,120
132,T131,T131,Rod Pampling,72,83.33,65,78
133,T131,T131,Tag Ridings,50,83.33,45,54
134,T131,T131,Scott Verplank,88,83.33,85,102
135,T136,T136,Woody Austin,84,83.17,84,101
136,T136,T136,Joe Ogilvie,85,83.17,84,101
137,138,138,Mark Wilson,99,83.13,69,83
138,139,139,Gary Woodland,53,83.02,44,53
139,140,140,Mark Brooks,55,82.81,53,64
140,141,141,Kent Jones,73,82.8,77,93
141,142,142,Jay Williamson,69,82.72,67,81
142,143,143,Glen Day,79,82.65,81,98
143,144,144,Davis Love III,89,82.52,85,103
144,145,145,Charley Hoffman,97,82.5,99,120
145,T146,T146,Stuart Appleby,79,82.43,61,74
146,T146,T146,Lee Janzen,74,82.43,61,74
147,148,148,Bart Bryant,58,82.09,55,67
148,149,149,David Duval,56,82.0,41,50
149,150,150,Cameron Beckman,87,81.98,91,111
150,151,151,Adam Scott,53,81.97,50,61
151,152,152,Sergio Garcia,59,81.82,54,66
152,153,153,Brian Davis,103,81.73,85,104
153,154,154,Greg Owen,97,81.72,76,93
154,155,155,Johnson Wagner,81,81.71,67,82
155,156,156,Jason Day,61,81.58,62,76
156,157,157,Vijay Singh,71,81.48,66,81
157,158,158,Jason Gore,74,81.4,70,86
158,159,159,Heath Slocum,95,81.3,100,123
159,160,160,Cliff Kresge,78,81.19,82,101
160,161,161,Nicholas Thompson,96,80.91,89,110
161,162,162,Aaron Baddeley,66,80.88,55,68
162,163,163,James Nitties,86,80.2,81,101
163,T164,T164,Kris Blanks,60,80.0,64,80
164,T164,T164,Martin Laird,72,80.0,60,75
165,T164,T164,Ryan Palmer,78,80.0,72,90
166,T164,T164,Andres Romero,58,80.0,44,55
167,T164,T164,Darron Stiles,52,80.0,48,60
168,169,169,Marc Turnesa,77,79.75,63,79
169,170,170,J.B. Holmes,74,79.71,55,69
170,171,171,Ted Purdy,101,79.66,94,118
171,172,172,Jeff Overton,92,78.95,75,95
172,173,173,Alex Cejka,82,78.72,74,94
173,174,174,Aron Price,89,78.49,73,93
174,175,175,Justin Rose,71,78.46,51,65
175,176,176,Brian Vranesh,51,77.97,46,59
176,177,177,Richard Johnson,85,77.92,60,77
177,178,178,Colt Knost,71,77.78,63,81
178,179,179,Ángel Cabrera,55,77.61,52,67
179,180,180,Brad Faxon,59,77.19,44,57
180,181,181,Fred Couples,54,77.08,37,48
181,182,182,Boo Weekley,79,76.0,57,75
182,183,183,Rick Price,54,75.44,43,57
183,184,184,Chris Stroud,88,72.73,64,88
