,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Chad Campbell,90,95.29,81,85
1,2,2,Jarrod Lyle,65,94.55,52,55
2,3,3,Padraig Harrington,66,94.29,66,70
3,4,4,Tim Petrovic,97,93.94,93,99
4,5,5,Geoff Ogilvy,78,93.85,61,65
5,6,6,Tiger Woods,64,92.75,64,69
6,7,7,Chris Riley,77,92.65,63,68
7,8,8,Jeff Quinney,78,92.0,92,100
8,T9,T9,Luke Donald,79,91.86,79,86
9,T9,T9,John Mallinger,90,91.86,79,86
10,11,11,Tommy Armour III,58,91.8,56,61
11,12,12,Nathan Green,104,91.67,99,108
12,13,13,Tom Pernice Jr.,82,91.58,87,95
13,14,14,Tim Clark,81,91.57,76,83
14,15,15,Briny Baird,89,91.55,65,71
15,16,16,Brian Gay,96,91.47,118,129
16,17,17,Rich Beem,77,91.18,62,68
17,T18,T18,Hunter Mahan,94,90.91,90,99
18,T18,T18,Ian Poulter,59,90.91,60,66
19,20,20,Mike Weir,85,90.72,88,97
20,T21,T21,Bob Estes,78,90.53,86,95
21,T21,T21,Billy Mayfair,83,90.53,86,95
22,23,23,Zach Johnson,94,90.38,94,104
23,24,24,Scott Sterling,51,90.0,45,50
24,25,25,Kirk Triplett,60,89.89,80,89
25,26,26,Jason Bohn,88,89.83,106,118
26,27,27,Greg Kraft,51,89.8,44,49
27,28,28,Steve Elkington,70,89.74,70,78
28,29,29,Jeff Klauk,97,89.69,87,97
29,30,30,Jim Furyk,86,89.66,78,87
30,31,31,Ben Crane,93,89.57,103,115
31,32,32,Stephen Ames,77,89.55,60,67
32,33,33,Troy Matteson,95,89.52,94,105
33,T34,T34,Ernie Els,70,89.47,68,76
34,T34,T34,Kevin Sutherland,96,89.47,68,76
35,36,36,Ben Curtis,63,89.36,42,47
36,37,37,Steve Flesch,77,89.33,67,75
37,T38,T38,Matt Bettencourt,98,89.19,99,111
38,T38,T38,Tom Lehman,55,89.19,33,37
39,T38,T38,Pat Perez,74,89.19,66,74
40,41,41,Robert Garrigus,83,89.16,74,83
41,42,42,Marc Leishman,91,89.09,98,110
42,43,43,Dustin Johnson,85,89.01,81,91
43,44,44,Steve Stricker,81,89.0,89,100
44,45,45,Y.E. Yang,83,88.76,79,89
45,46,46,Anthony Kim,76,88.66,86,97
46,47,47,Scott Piercy,85,88.57,93,105
47,48,48,Sean O'Hair,80,88.51,77,87
48,T49,T49,Brad Adamonis,70,88.46,69,78
49,T49,T49,Matt Weibring,65,88.46,69,78
50,51,51,Freddie Jacobson,83,88.42,84,95
51,52,52,Steve Marino,98,88.35,91,103
52,53,53,Justin Leonard,95,88.17,82,93
53,54,54,Matt Kuchar,82,88.12,89,101
