,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
0,1,1,Tiger Woods,64,68.18,240,352
1,2,2,Steve Stricker,81,66.46,315,474
2,3,3,Matt Kuchar,82,65.91,348,528
3,4,4,Ian Poulter,59,65.14,256,393
4,5,5,Tim Petrovic,97,64.97,384,591
5,6,6,Kevin Na,91,64.82,363,560
6,7,7,Brian Gay,96,64.79,403,622
7,8,8,Jim Furyk,86,64.08,330,515
8,9,9,Chris Riley,77,64.0,288,450
9,10,10,Mark Brooks,55,63.93,195,305
10,11,11,Padraig Harrington,66,63.66,289,454
11,12,12,Tom Pernice Jr.,82,63.46,330,520
12,13,13,Kenny Perry,92,63.18,338,535
13,14,14,Mike Weir,85,63.15,353,559
14,T15,T15,Chris DiMarco,97,63.07,374,593
15,T15,T15,Spencer Levin,75,63.07,263,417
16,17,17,Webb Simpson,94,63.03,399,633
17,18,18,Scott McCarron,91,62.96,357,567
18,19,19,Tim Clark,81,62.93,292,464
19,20,20,Luke Donald,79,62.85,318,506
20,21,21,Mark Wilson,99,62.83,360,573
21,22,22,Matt Jones,56,62.71,185,295
22,23,23,Patrick Sheehan,51,62.7,153,244
23,24,24,Kirk Triplett,60,62.64,218,348
24,25,25,Brandt Snedeker,81,62.6,313,500
25,26,26,Bob Heintz,59,62.57,219,350
26,27,27,Jimmy Walker,74,62.22,280,450
27,28,28,Bob Estes,78,62.15,312,502
28,T29,T29,Michael Letzig,96,62.14,366,589
29,T29,T29,George McNeill,82,62.14,325,523
30,31,31,Zach Johnson,94,62.1,331,533
31,32,32,Ben Crane,93,62.07,365,588
32,33,33,Kevin Stadler,65,62.06,211,340
33,34,34,Jeff Klauk,97,61.91,356,575
34,35,35,Jason Day,61,61.9,208,336
35,36,36,Brad Adamonis,70,61.81,280,453
36,37,37,Bryce Molder,69,61.77,223,361
37,38,38,Brian Vranesh,51,61.76,189,306
38,39,39,Woody Austin,84,61.64,323,524
39,40,40,Nathan Green,104,61.53,411,668
40,41,41,Joe Ogilvie,85,61.46,346,563
41,42,42,Matt Weibring,65,61.37,224,365
42,43,43,Glen Day,79,61.36,262,427
43,44,44,Scott Sterling,51,61.32,149,243
44,45,45,Jerry Kelly,90,61.3,320,522
45,46,46,Ryan Moore,89,61.2,317,518
46,T47,T47,David Mathis,82,61.19,309,505
47,T47,T47,David Toms,98,61.19,328,536
48,49,49,Bill Lunde,83,61.12,294,481
49,50,50,Steve Flesch,77,60.82,281,462
50,51,51,Freddie Jacobson,83,60.75,325,535
51,52,52,Jason Dufner,90,60.74,311,512
52,53,53,Ken Duke,87,60.73,351,578
53,54,54,Ryuji Imada,85,60.68,358,590
54,55,55,Greg Chalmers,85,60.67,290,478
55,56,56,Robert Allenby,71,60.45,243,402
56,57,57,Bo Van Pelt,100,60.44,333,551
57,58,58,Jeff Quinney,78,60.12,309,514
58,59,59,Ernie Els,70,60.05,242,403
59,60,60,Steve Marino,98,59.96,322,537
60,61,61,Casey Wittenberg,71,59.95,220,367
61,62,62,Geoff Ogilvy,78,59.83,277,463
62,63,63,Justin Leonard,95,59.81,323,540
63,64,64,Retief Goosen,74,59.8,296,495
64,65,65,Jarrod Lyle,65,59.78,214,358
65,66,66,Lee Janzen,74,59.77,263,440
66,67,67,Chad Campbell,90,59.75,285,477
67,68,68,Jeff Maggert,79,59.73,270,452
68,69,69,Tim Herron,87,59.65,337,565
69,70,70,Nick O'Hern,90,59.61,307,515
70,71,71,Chez Reavie,81,59.53,281,472
71,T72,T72,Bill Haas,91,59.49,304,511
72,T72,T72,Cliff Kresge,78,59.49,279,469
73,74,74,Rod Pampling,72,59.4,259,436
74,75,75,Scott Verplank,88,59.32,296,499
75,76,76,Brett Quigley,92,59.14,304,514
76,77,77,Cameron Beckman,87,59.03,304,515
77,78,78,Pat Perez,74,59.0,282,478
78,79,79,Charley Hoffman,97,58.97,342,580
79,80,80,Corey Pavin,73,58.89,255,433
80,81,81,Kevin Sutherland,96,58.88,335,569
81,82,82,Steve Lowery,83,58.77,315,536
82,83,83,Charlie Wi,92,58.73,343,584
83,84,84,Nick Watney,86,58.67,308,525
84,85,85,Ben Curtis,63,58.65,234,399
85,86,86,Jay Williamson,69,58.64,190,324
86,T87,T87,Richard Johnson,85,58.51,306,523
87,T87,T87,Justin Rose,71,58.51,251,429
88,89,89,J.J. Henry,97,58.43,312,534
89,90,90,Y.E. Yang,83,58.42,281,481
90,91,91,Heath Slocum,95,58.38,310,531
91,92,92,Aaron Baddeley,66,58.35,276,473
92,T93,T93,Aron Price,89,58.2,291,500
93,T93,T93,John Rollins,92,58.2,330,567
94,T95,T95,Brian Davis,103,58.1,366,630
95,T95,T95,Jeff Overton,92,58.1,355,611
96,97,97,Lucas Glover,93,58.09,334,575
97,98,98,Parker McLachlin,71,58.08,309,532
98,99,99,Steve Elkington,70,58.05,238,410
99,100,100,Hunter Mahan,94,58.02,304,524
100,T101,T101,Mark Calcavecchia,72,57.94,259,447
101,T101,T101,Sergio Garcia,59,57.94,208,359
102,103,103,Troy Matteson,95,57.92,300,518
103,104,104,John Mallinger,90,57.8,315,545
104,105,105,Todd Hamilton,83,57.74,306,530
105,106,106,James Nitties,86,57.67,312,541
106,107,107,Scott Piercy,85,57.61,284,493
107,108,108,Alex Cejka,82,57.54,267,464
108,T109,T109,Davis Love III,89,57.53,298,518
109,T109,T109,Phil Mickelson,66,57.53,233,405
110,T111,T111,Robert Garrigus,83,57.52,241,419
111,T111,T111,D.A. Points,99,57.52,325,565
112,T113,T113,Stewart Cink,79,57.5,276,480
113,T113,T113,Sean O'Hair,80,57.5,253,440
114,115,115,Johnson Wagner,81,57.49,288,501
115,116,116,Marc Leishman,91,57.39,295,514
116,117,117,Ángel Cabrera,55,57.38,210,366
117,118,118,Charles Howell III,99,57.33,309,539
118,119,119,Dean Wilson,81,57.32,278,485
119,120,120,Brad Faxon,59,57.31,290,506
120,121,121,Charles Warren,63,57.28,185,323
121,122,122,Nicholas Thompson,96,57.27,319,557
122,123,123,Michael Allen,73,57.25,233,407
123,124,124,Anthony Kim,76,57.14,284,497
124,125,125,Matt Bettencourt,98,57.06,372,652
125,126,126,Briny Baird,89,57.05,271,475
126,127,127,Jason Gore,74,56.91,243,427
127,128,128,John Senden,100,56.87,298,524
128,T129,T129,Rory Sabbatini,81,56.85,282,496
129,T129,T129,Camilo Villegas,76,56.85,249,438
130,131,131,Kris Blanks,60,56.71,186,328
131,132,132,Rich Beem,77,56.63,222,392
132,133,133,Darron Stiles,52,56.57,168,297
133,T134,T134,Harrison Frazar,93,56.55,311,550
134,T134,T134,Mathew Goggin,76,56.55,259,458
135,136,136,Greg Owen,97,56.54,268,474
136,137,137,Tommy Armour III,58,56.4,194,344
137,138,138,Ryan Palmer,78,56.17,273,486
138,139,139,Kent Jones,73,56.08,226,403
139,140,140,Tag Ridings,50,56.02,149,266
140,141,141,K.J. Choi,65,56.01,219,391
141,142,142,Stephen Ames,77,55.96,244,436
142,143,143,Dustin Johnson,85,55.95,287,513
143,144,144,Peter Lonard,86,55.88,290,519
144,T145,T145,Paul Goydos,79,55.82,283,507
145,T145,T145,Rocco Mediate,79,55.82,259,464
146,147,147,Vijay Singh,71,55.71,234,420
147,148,148,Jonathan Byrd,89,55.56,250,450
148,149,149,D.J. Trahan,96,55.47,284,512
149,150,150,Tom Lehman,55,55.44,158,285
150,151,151,Ted Purdy,101,55.4,313,565
151,152,152,Daniel Chopra,89,55.33,327,591
152,153,153,Bart Bryant,58,55.25,200,362
153,154,154,Boo Weekley,79,55.22,254,460
154,155,155,Brendon de Jonge,90,55.04,284,516
155,156,156,Vaughn Taylor,88,54.91,291,530
156,157,157,Colt Knost,71,54.83,210,383
157,158,158,Brian Bateman,55,54.73,191,349
158,159,159,John Merrick,91,54.58,286,524
159,160,160,Stuart Appleby,79,54.55,282,517
160,T161,T161,Derek Fathauer,63,54.3,221,407
161,T161,T161,Rick Price,54,54.3,158,291
162,163,163,Jason Bohn,88,54.26,261,481
163,T164,T164,Will MacKenzie,69,54.14,216,399
164,T164,T164,Carl Pettersson,86,54.14,314,580
165,166,166,Bubba Watson,73,54.04,254,470
166,167,167,Kevin Streelman,97,54.03,302,559
167,168,168,Chris Stroud,88,53.91,255,473
168,169,169,Billy Mayfair,83,53.68,270,503
169,170,170,Marc Turnesa,77,53.41,274,513
170,171,171,Adam Scott,53,53.16,185,348
171,172,172,Peter Tomasulo,61,53.14,186,350
172,173,173,Leif Olson,51,52.89,174,329
173,174,174,J.B. Holmes,74,52.61,272,517
174,175,175,Fred Couples,54,52.5,168,320
175,176,176,Joe Durant,62,52.45,150,286
176,177,177,Greg Kraft,51,52.22,165,316
177,178,178,Ricky Barnes,67,51.78,175,338
178,179,179,Martin Laird,72,51.18,217,424
179,180,180,Brendon Todd,53,51.13,181,354
180,181,181,Andres Romero,58,51.11,184,360
181,182,182,Eric Axley,71,50.49,260,515
182,183,183,David Duval,56,48.98,193,394
183,184,184,Gary Woodland,53,45.08,133,295
