,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,1,Scott Sterling,51,77.38,65,84
1,2,2,Bryce Molder,69,76.42,94,123
2,3,3,Ian Poulter,59,75.78,97,128
3,4,4,Spencer Levin,75,74.68,118,158
4,5,5,Chris Riley,77,74.07,140,189
5,6,6,Padraig Harrington,66,73.85,96,130
6,7,7,Brian Gay,96,73.61,159,216
7,8,8,Tiger Woods,64,73.15,79,108
8,9,9,Jim Furyk,86,73.05,122,167
9,10,10,George McNeill,82,72.73,152,209
10,11,11,Rod Pampling,72,71.52,118,165
11,12,12,Glen Day,79,71.34,112,157
12,13,13,Casey Wittenberg,71,71.21,94,132
13,14,14,Brett Quigley,92,71.19,126,177
14,15,15,Matt Jones,56,70.91,78,110
15,16,16,Zach Johnson,94,70.83,136,192
16,17,17,Brandt Snedeker,81,70.74,133,188
17,18,18,Kevin Na,91,70.69,164,232
18,19,19,Jason Day,61,70.68,94,133
19,20,20,Ryuji Imada,85,70.65,142,201
20,21,21,Pat Perez,74,70.56,127,180
21,22,22,Greg Chalmers,85,70.41,138,196
22,23,23,Ben Crane,93,70.23,151,215
23,24,24,Steve Flesch,77,70.2,106,151
24,25,25,Woody Austin,84,70.1,136,194
25,26,26,Steve Stricker,81,70.06,110,157
26,27,27,Charles Howell III,99,70.05,138,197
27,28,28,Bill Lunde,83,70.0,133,190
28,29,29,Richard Johnson,85,69.8,141,202
29,30,30,Jimmy Walker,74,69.66,124,178
30,31,31,Steve Marino,98,69.61,142,204
31,32,32,Chris DiMarco,97,69.46,166,239
32,33,33,Ryan Moore,89,69.4,127,183
33,34,34,Lee Janzen,74,69.36,120,173
34,35,35,Aaron Baddeley,66,69.09,114,165
35,36,36,Eric Axley,71,68.94,111,161
36,37,37,Tim Petrovic,97,68.91,164,238
37,38,38,Kenny Perry,92,68.89,124,180
38,T39,T39,Jeff Klauk,97,68.72,156,227
39,T39,T39,Chez Reavie,81,68.72,134,195
40,41,41,Ben Curtis,63,68.71,101,147
