,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Brad Adamonis,70,100.0,5.0,5
1,T1,T1,Kris Blanks,60,100.0,3.0,3
2,T1,T1,Steve Elkington,70,100.0,2.0,2
3,T1,T1,Bill Haas,91,100.0,8.0,8
4,T1,T1,Bob Heintz,59,100.0,3.0,3
5,T1,T1,Jarrod Lyle,65,100.0,4.0,4
6,T1,T1,Bryce Molder,69,100.0,2.0,2
7,T1,T1,Geoff Ogilvy,78,100.0,2.0,2
8,T1,T1,Kirk Triplett,60,100.0,2.0,2
9,10,10,Bo Van Pelt,100,90.0,9.0,10
10,T11,T11,Brendon de Jonge,90,88.89,8.0,9
11,T11,T11,Ryan Palmer,78,88.89,8.0,9
12,T13,T13,Harrison Frazar,93,87.5,7.0,8
13,T13,T13,Tom Pernice Jr.,82,87.5,14.0,16
14,T13,T13,Matt Weibring,65,87.5,7.0,8
15,T16,T16,Kent Jones,73,85.71,6.0,7
16,T16,T16,Matt Kuchar,82,85.71,6.0,7
17,T16,T16,Kevin Na,91,85.71,12.0,14
18,T16,T16,Kenny Perry,92,85.71,6.0,7
19,T16,T16,Steve Stricker,81,85.71,6.0,7
20,T16,T16,Johnson Wagner,81,85.71,6.0,7
21,T16,T16,Jay Williamson,69,85.71,6.0,7
22,T16,T16,Y.E. Yang,83,85.71,6.0,7
23,24,24,John Senden,100,83.33,5.0,6
24,25,25,Charley Hoffman,97,81.82,9.0,11
25,T26,T26,Stephen Ames,77,80.0,4.0,5
26,T26,T26,Chad Campbell,90,80.0,4.0,5
27,T26,T26,Jason Gore,74,80.0,4.0,5
28,T26,T26,Freddie Jacobson,83,80.0,8.0,10
29,T26,T26,Marc Leishman,91,80.0,12.0,15
30,T26,T26,John Mallinger,90,80.0,4.0,5
31,T26,T26,Pat Perez,74,80.0,4.0,5
32,T26,T26,Kevin Sutherland,96,80.0,8.0,10
33,T26,T26,Mike Weir,85,80.0,4.0,5
34,35,35,Anthony Kim,76,78.57,11.0,14
35,36,36,Nick Watney,86,77.78,7.0,9
36,T37,T37,Justin Leonard,95,76.92,10.0,13
37,T37,T37,John Rollins,92,76.92,10.0,13
38,T37,T37,Rory Sabbatini,81,76.92,10.0,13
39,40,40,Ben Crane,93,76.47,13.0,17
40,T41,T41,Eric Axley,71,75.0,3.0,4
41,T41,T41,Briny Baird,89,75.0,3.0,4
42,T41,T41,Greg Chalmers,85,75.0,6.0,8
43,T41,T41,K.J. Choi,65,75.0,6.0,8
44,T41,T41,Luke Donald,79,75.0,6.0,8
45,T41,T41,Bill Lunde,83,75.0,9.0,12
46,T41,T41,Leif Olson,51,75.0,3.0,4
47,T41,T41,Casey Wittenberg,71,75.0,3.0,4
48,T41,T41,Tiger Woods,64,75.0,6.0,8
49,T50,T50,Jonathan Byrd,89,72.73,8.0,11
50,T50,T50,Steve Flesch,77,72.73,8.0,11
51,T50,T50,Nathan Green,104,72.73,8.0,11
52,T50,T50,Steve Lowery,83,72.73,8.0,11
53,T50,T50,Ryan Moore,89,72.73,8.0,11
54,T50,T50,Darron Stiles,52,72.73,8.0,11
55,T56,T56,Tommy Armour III,58,71.43,5.0,7
56,T56,T56,Matt Bettencourt,98,71.43,5.0,7
57,T56,T56,Ben Curtis,63,71.43,5.0,7
58,T56,T56,Jason Day,61,71.43,5.0,7
59,T56,T56,Lucas Glover,93,71.43,10.0,14
60,T56,T56,Dustin Johnson,85,71.43,5.0,7
61,T62,T62,Alex Cejka,82,70.0,7.0,10
62,T62,T62,Chris DiMarco,97,70.0,7.0,10
63,T62,T62,Billy Mayfair,83,70.0,7.0,10
64,T62,T62,Andres Romero,58,70.0,7.0,10
65,T66,T66,Brian Gay,96,69.23,9.0,13
66,T66,T66,Jeff Overton,92,69.23,9.0,13
67,T68,T68,Brad Faxon,59,66.67,2.0,3
68,T68,T68,Jim Furyk,86,66.67,6.0,9
69,T68,T68,Mathew Goggin,76,66.67,6.0,9
70,T68,T68,Retief Goosen,74,66.67,4.0,6
71,T68,T68,Richard Johnson,85,66.67,6.0,9
72,T68,T68,Matt Jones,56,66.67,4.0,6
73,T68,T68,Michael Letzig,96,66.67,8.0,12
74,T68,T68,Jeff Maggert,79,66.67,8.0,12
75,T68,T68,Scott Piercy,85,66.67,4.0,6
76,T68,T68,Ian Poulter,59,66.67,2.0,3
77,T68,T68,Aron Price,89,66.67,6.0,9
78,T68,T68,Adam Scott,53,66.67,4.0,6
79,T68,T68,Kevin Stadler,65,66.67,6.0,9
80,T68,T68,Dean Wilson,81,66.67,4.0,6
81,T82,T82,Woody Austin,84,63.64,7.0,11
