,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
22,T22,T22,Steve Stricker,81,"8' 4""",827.4169999999999,99,2
23,T22,T22,Mark Wilson,99,"8' 4""",1224.583,147,21
24,T25,T25,Cameron Beckman,87,"8' 5""",804.1669999999999,96,77
25,T25,T25,Steve Flesch,77,"8' 5""",806.6669999999999,96,50
26,T25,T25,Zach Johnson,94,"8' 5""",804.1669999999999,96,31
27,T25,T25,Jerry Kelly,90,"8' 5""",1115.25,132,45
28,T25,T25,Matt Kuchar,82,"8' 5""",807.1669999999999,96,3
29,T25,T25,Michael Letzig,96,"8' 5""",1227.667,146,29
30,T25,T25,Chris Riley,77,"8' 5""",937.4169999999999,111,9
31,T32,T32,Glen Day,79,"8' 6""",703.0830000000001,83,43
32,T32,T32,Ian Poulter,59,"8' 6""",579.25,68,4
33,T34,T34,Greg Chalmers,85,"8' 7""",799.4169999999999,93,55
34,T34,T34,Jason Day,61,"8' 7""",689.8330000000001,80,35
35,T34,T34,Ernie Els,70,"8' 7""",837.5,98,59
36,T34,T34,Brian Gay,96,"8' 7""",1057.833,123,7
37,T34,T34,Matt Jones,56,"8' 7""",429.667,50,22
38,T34,T34,George McNeill,82,"8' 7""",1130.75,132,29
39,T34,T34,Peter Tomasulo,61,"8' 7""",608.25,71,172
40,T41,T41,Stuart Appleby,79,"8' 8""",988.1669999999999,114,160
41,T41,T41,Ben Crane,93,"8' 8""",1132.5,131,32
42,T41,T41,Jim Furyk,86,"8' 8""",720.0830000000001,83,8
43,T41,T41,Retief Goosen,74,"8' 8""",820.5,95,64
44,T41,T41,Padraig Harrington,66,"8' 8""",798.4169999999999,92,11
45,T46,T46,Alex Cejka,82,"8' 9""",795.9169999999999,91,108
46,T46,T46,Daniel Chopra,89,"8' 9""",1228.917,141,152
47,T46,T46,David Duval,56,"8' 9""",533.9169999999999,61,183
48,T46,T46,Tim Herron,87,"8' 9""",1162.333,133,69
49,T46,T46,Lee Janzen,74,"8' 9""",868.25,99,66
50,T46,T46,Chez Reavie,81,"8' 9""",940.5830000000001,108,71
51,T46,T46,Jimmy Walker,74,"8' 9""",941.5,108,27
52,T46,T46,Charles Warren,63,"8' 9""",675.0830000000001,77,121
53,T46,T46,Matt Weibring,65,"8' 9""",602.1669999999999,69,42
54,T55,T55,Brian Davis,103,"8' 10""",1241.0,141,95
55,T55,T55,Bob Estes,78,"8' 10""",855.5830000000001,97,28
56,T55,T55,Anthony Kim,76,"8' 10""",823.1669999999999,93,124
57,T55,T55,Bill Lunde,83,"8' 10""",870.6669999999999,99,49
58,T55,T55,Jarrod Lyle,65,"8' 10""",705.9169999999999,80,65
59,T55,T55,Will MacKenzie,69,"8' 10""",794.25,90,164
60,T55,T55,Phil Mickelson,66,"8' 10""",749.9169999999999,85,109
61,T55,T55,Nick Watney,86,"8' 10""",978.75,111,84
62,T63,T63,Chris DiMarco,97,"8' 11""",1129.417,127,15
63,T63,T63,Ken Duke,87,"8' 11""",1092.667,123,53
64,T63,T63,Paul Goydos,79,"8' 11""",955.5830000000001,107,145
65,T63,T63,Charley Hoffman,97,"8' 11""",1244.417,140,79
66,T63,T63,Charles Howell III,99,"8' 11""",1125.917,126,118
67,T63,T63,D.A. Points,99,"8' 11""",1235.0,139,111
68,T63,T63,Darron Stiles,52,"8' 11""",444.417,50,133
69,T70,T70,Aaron Baddeley,66,"9' 0""",952.5,106,92
70,T70,T70,Mark Brooks,55,"9' 0""",568.9169999999999,63,10
71,T70,T70,Ben Curtis,63,"9' 0""",811.6669999999999,90,85
72,T70,T70,Luke Donald,79,"9' 0""",1087.75,121,20
73,T70,T70,Freddie Jacobson,83,"9' 0""",1146.083,127,51
74,T70,T70,Joe Ogilvie,85,"9' 0""",1236.25,137,41
75,T70,T70,Geoff Ogilvy,78,"9' 0""",941.9169999999999,105,62
76,T70,T70,Rory Sabbatini,81,"9' 0""",1003.75,112,129
77,T70,T70,Patrick Sheehan,51,"9' 0""",370.083,41,23
78,T70,T70,Scott Verplank,88,"9' 0""",1155.167,128,75
79,T80,T80,Mathew Goggin,76,"9' 1""",844.8330000000001,93,134
80,T80,T80,Jeff Overton,92,"9' 1""",1118.083,123,95
81,T82,T82,Jason Gore,74,"9' 2""",739.6669999999999,81,127
82,T82,T82,Jeff Klauk,97,"9' 2""",1266.667,138,34
83,T82,T82,Bryce Molder,69,"9' 2""",713.9169999999999,78,37
84,T82,T82,Ryan Palmer,78,"9' 2""",906.9169999999999,99,138
85,T82,T82,Pat Perez,74,"9' 2""",862.0830000000001,94,78
86,T82,T82,Rick Price,54,"9' 2""",476.083,52,161
87,T82,T82,John Senden,100,"9' 2""",1304.25,142,128
88,T89,T89,Woody Austin,84,"9' 3""",1025.5,111,39
89,T89,T89,Briny Baird,89,"9' 3""",987.6669999999999,107,126
90,T89,T89,Dustin Johnson,85,"9' 3""",813.25,88,143
91,T89,T89,Kirk Triplett,60,"9' 3""",617.4169999999999,67,24
92,T93,T93,Sergio Garcia,59,"9' 4""",641.75,69,101
93,T93,T93,Marc Leishman,91,"9' 4""",1189.333,127,116
94,T93,T93,Justin Leonard,95,"9' 4""",1016.5830000000001,109,63
95,T93,T93,Steve Marino,98,"9' 4""",1181.417,127,60
96,T93,T93,Scott McCarron,91,"9' 4""",1139.167,122,18
97,T93,T93,Kenny Perry,92,"9' 4""",833.6669999999999,89,13
98,T93,T93,Tiger Woods,64,"9' 4""",717.0,77,1
99,T100,T100,Lucas Glover,93,"9' 5""",1175.833,125,97
100,T100,T100,Billy Mayfair,83,"9' 5""",936.0830000000001,99,169
101,T100,T100,Aron Price,89,"9' 5""",1098.417,117,93
102,T100,T100,Vijay Singh,71,"9' 5""",698.0830000000001,74,147
103,T104,T104,Richard Johnson,85,"9' 6""",1053.833,111,87
104,T104,T104,Davis Love III,89,"9' 6""",1057.167,111,109
105,T104,T104,Rocco Mediate,79,"9' 6""",880.5830000000001,93,145
106,T104,T104,Ted Purdy,101,"9' 6""",1166.5,123,151
107,T104,T104,Nicholas Thompson,96,"9' 6""",1368.75,144,122
108,T104,T104,Dean Wilson,81,"9' 6""",861.6669999999999,91,119
109,T104,T104,Y.E. Yang,83,"9' 6""",1109.0,117,90
110,T111,T111,Michael Allen,73,"9' 7""",768.9169999999999,80,123
111,T111,T111,Ricky Barnes,67,"9' 7""",671.0830000000001,70,178
112,T111,T111,Mark Calcavecchia,72,"9' 7""",851.25,89,101
113,T111,T111,Hunter Mahan,94,"9' 7""",1246.5,130,100
114,T111,T111,David Mathis,82,"9' 7""",1021.1669999999999,107,47
115,T111,T111,James Nitties,86,"9' 7""",1116.583,117,106
116,T117,T117,Matt Bettencourt,98,"9' 8""",1205.667,125,125
117,T117,T117,Ángel Cabrera,55,"9' 8""",646.75,67,117
118,T119,T119,Sean O'Hair,80,"9' 9""",771.4169999999999,79,113
119,T119,T119,Greg Owen,97,"9' 9""",1127.417,116,136
120,T119,T119,John Rollins,92,"9' 9""",1330.3329999999999,137,93
121,T119,T119,Camilo Villegas,76,"9' 9""",847.8330000000001,87,129
122,T123,T123,Jonathan Byrd,89,"9' 10""",1434.75,146,148
123,T123,T123,Tom Lehman,55,"9' 10""",532.3330000000001,54,150
124,T123,T123,Ryan Moore,89,"9' 10""",1068.667,109,46
125,T123,T123,Tim Petrovic,97,"9' 10""",1390.8329999999999,141,5
126,T123,T123,Brett Quigley,92,"9' 10""",999.25,102,76
127,T123,T123,Vaughn Taylor,88,"9' 10""",1207.583,123,156
128,T129,T129,Kent Jones,73,"9' 11""",924.1669999999999,93,139
129,T129,T129,Spencer Levin,75,"9' 11""",835.8330000000001,84,15
130,T129,T129,Jeff Maggert,79,"9' 11""",1097.75,111,68
131,T132,T132,David Toms,98,"10' 0""",943.6669999999999,94,47
132,T132,T132,Bo Van Pelt,100,"10' 0""",1192.167,119,57
133,134,134,Jason Dufner,90,"10' 1""",1047.75,104,52
134,T135,T135,Kris Blanks,60,"10' 2""",632.5,62,131
135,T135,T135,Steve Elkington,70,"10' 2""",866.8330000000001,85,99
136,T135,T135,Derek Fathauer,63,"10' 2""",918.1669999999999,90,161
137,T135,T135,Heath Slocum,95,"10' 2""",1110.667,109,91
138,T135,T135,Casey Wittenberg,71,"10' 2""",824.4169999999999,81,61
139,T140,T140,Stewart Cink,79,"10' 3""",942.8330000000001,92,113
140,T140,T140,Brendon de Jonge,90,"10' 3""",1199.583,117,155
141,T142,T142,John Mallinger,90,"10' 4""",919.5830000000001,89,104
142,T142,T142,Leif Olson,51,"10' 4""",639.75,62,173
143,T142,T142,Brandt Snedeker,81,"10' 4""",1052.5,102,25
144,T142,T142,Kevin Streelman,97,"10' 4""",1171.0,113,167
145,T146,T146,Harrison Frazar,93,"10' 5""",1168.0,112,134
146,T146,T146,Bill Haas,91,"10' 5""",1308.583,126,72
147,T146,T146,Bob Heintz,59,"10' 5""",768.9169999999999,74,26
148,T146,T146,D.J. Trahan,96,"10' 5""",1055.833,101,149
149,150,150,Jeff Quinney,78,"10' 6""",1092.167,104,58
150,T151,T151,Brad Faxon,59,"10' 7""",1129.583,107,120
151,T151,T151,Scott Sterling,51,"10' 7""",581.8330000000001,55,44
152,T153,T153,Rich Beem,77,"10' 8""",717.25,67,132
153,T153,T153,Todd Hamilton,83,"10' 8""",1084.917,102,105
154,T153,T153,J.J. Henry,97,"10' 8""",1054.5,99,89
155,T153,T153,J.B. Holmes,74,"10' 8""",1112.083,104,174
156,T153,T153,Carl Pettersson,86,"10' 8""",1196.167,112,164
157,T153,T153,Andres Romero,58,"10' 8""",757.1669999999999,71,181
158,159,159,Bart Bryant,58,"10' 9""",954.8330000000001,89,153
159,T160,T160,Chris Stroud,88,"10' 10""",1057.75,98,168
160,T160,T160,Brendon Todd,53,"10' 10""",670.0830000000001,62,180
161,T162,T162,Robert Garrigus,83,"10' 11""",993.3330000000001,91,111
162,T162,T162,Scott Piercy,85,"10' 11""",1255.25,115,107
163,T164,T164,Peter Lonard,86,"11' 0""",1151.667,105,144
164,T164,T164,Tag Ridings,50,"11' 0""",639.0,58,140
165,T164,T164,Johnson Wagner,81,"11' 0""",1151.75,105,115
166,T167,T167,Fred Couples,54,"11' 1""",640.8330000000001,58,175
167,T167,T167,Steve Lowery,83,"11' 1""",1521.6670000000001,137,82
168,T169,T169,Stephen Ames,77,"11' 2""",838.75,75,142
169,T169,T169,Joe Durant,62,"11' 2""",546.75,49,176
170,T171,T171,Martin Laird,72,"11' 3""",1157.083,103,179
171,T171,T171,Boo Weekley,79,"11' 3""",880.3330000000001,78,154
172,173,173,Jason Bohn,88,"11' 4""",1097.0,97,163
173,174,174,Tommy Armour III,58,"11' 5""",614.3330000000001,54,137
174,175,175,Colt Knost,71,"11' 7""",762.5830000000001,66,157
175,T176,T176,Troy Matteson,95,"11' 11""",1276.917,107,103
176,T176,T176,Brian Vranesh,51,"11' 11""",678.0830000000001,57,38
177,178,178,Brian Bateman,55,"12' 0""",769.25,64,158
178,179,179,Bubba Watson,73,"12' 2""",1140.917,94,166
179,180,180,John Merrick,91,"12' 6""",1126.25,90,159
180,181,181,Eric Axley,71,"12' 7""",1154.417,92,182
181,182,182,Greg Kraft,51,"12' 9""",740.75,58,177
182,183,183,Marc Turnesa,77,"13' 0""",1548.1670000000001,119,170
183,184,184,Gary Woodland,53,"13' 1""",587.1669999999999,45,184
