,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
0,1,1,Robert Allenby,71,"7' 4""",555.4169999999999,76,56
1,T2,T2,Parker McLachlin,71,"7' 8""",913.1669999999999,119,98
2,T2,T2,Kevin Na,91,"7' 8""",1194.083,155,6
3,T2,T2,Rod Pampling,72,"7' 8""",915.8330000000001,120,74
4,5,5,Mike Weir,85,"7' 9""",985.0830000000001,127,14
5,T6,T6,Cliff Kresge,78,"7' 10""",818.8330000000001,104,72
6,T6,T6,Kevin Stadler,65,"7' 10""",487.25,62,33
7,8,8,Tom Pernice Jr.,82,"7' 11""",913.75,115,12
8,T9,T9,Ryuji Imada,85,"8' 0""",992.3330000000001,124,54
9,T9,T9,Justin Rose,71,"8' 0""",736.25,92,87
10,T11,T11,Nathan Green,104,"8' 1""",1190.417,147,40
11,T11,T11,Nick O'Hern,90,"8' 1""",981.9169999999999,121,70
12,T11,T11,Charlie Wi,92,"8' 1""",1001.5,124,83
13,T14,T14,Chad Campbell,90,"8' 2""",663.1669999999999,81,67
14,T14,T14,K.J. Choi,65,"8' 2""",531.25,65,141
15,T14,T14,Adam Scott,53,"8' 2""",565.75,69,171
16,T14,T14,Webb Simpson,94,"8' 2""",1253.75,153,17
17,T14,T14,Kevin Sutherland,96,"8' 2""",1010.6669999999999,124,81
18,T19,T19,Brad Adamonis,70,"8' 3""",771.9169999999999,94,36
19,T19,T19,Corey Pavin,73,"8' 3""",654.6669999999999,79,80
20,T19,T19,Jay Williamson,69,"8' 3""",577.1669999999999,70,86
21,T22,T22,Tim Clark,81,"8' 4""",642.1669999999999,77,19
