,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,1.0,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,4.0,
3,T3,T3,Fred Couples,22,,
4,T3,T3,Scott McCarron,22,,
5,T6,T6,Stuart Appleby,21,5.0,
6,T6,T6,Bob Estes,21,,
7,T6,T6,Scott Verplank,21,,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Harris English,20,8.0,
10,T9,T9,Joey Sindelar,20,,
11,T12,T12,Ben Crane,19,7.0,
12,T12,T12,Joe Durant,19,,
13,T12,T12,Jesper Parnevik,19,,
14,T12,T12,Dan Pohl,19,,
15,T16,T16,Glen Day,18,1.0,
16,T16,T16,Chris DiMarco,18,1.0,
17,T16,T16,Retief Goosen,18,6.0,
18,T16,T16,Charles Howell III,18,16.0,
19,T16,T16,Ryan Moore,18,10.0,
20,T16,T16,Craig Parry,18,,
21,T22,T22,Ronnie Black,17,,
22,T22,T22,Jonathan Byrd,17,3.0,
23,T22,T22,Brendon de Jonge,17,8.0,
24,T22,T22,Luke Donald,17,5.0,
25,T22,T22,Ed Fiori,17,,
26,T22,T22,Donnie Hammond,17,,
27,T22,T22,Jerry Kelly,17,8.0,
28,T22,T22,Chris Kirk,17,7.0,
29,T22,T22,Russell Knox,17,17.0,
30,T22,T22,Roger Maltbie,17,,
31,T22,T22,Shigeki Maruyama,17,,
32,T22,T22,Mark O'Meara,17,,
33,T22,T22,Vijay Singh,17,3.0,
34,T22,T22,Kirk Triplett,17,,
35,T22,T22,Tiger Woods,17,,
36,T37,T37,Ken Green,16,,
37,T37,T37,Bill Haas,16,9.0,
38,T37,T37,Lee Janzen,16,,
39,T37,T37,Matt Kuchar,16,6.0,
40,T37,T37,Troy Matteson,16,2.0,
41,T37,T37,Blaine McCallister,16,,
42,T37,T37,Rory McIlroy,16,5.0,
43,T37,T37,Steve Pate,16,,
44,T37,T37,Corey Pavin,16,,
45,T37,T37,Kenny Perry,16,,
46,T37,T37,D.A. Points,16,3.0,
47,T37,T37,Chez Reavie,16,6.0,
48,T37,T37,Chris Riley,16,1.0,
49,T37,T37,Jordan Spieth,16,8.0,
50,T37,T37,Mike Weir,16,,
51,T52,T52,Stephen Ames,15,,
52,T52,T52,Brian Davis,15,3.0,
53,T52,T52,Carlos Franco,15,,
54,T52,T52,Jim Furyk,15,4.0,
55,T52,T52,Scott Hoch,15,,
56,T52,T52,Kevin Kisner,15,15.0,
57,T52,T52,Tom Kite,15,,
58,T52,T52,Davis Love III,15,4.0,
59,T52,T52,Andrew Magee,15,,
60,T52,T52,Patrick Reed,15,15.0,
61,T52,T52,Scott Simpson,15,,
62,T52,T52,Chris Smith,15,1.0,
63,T52,T52,Craig Stadler,15,,
64,T52,T52,Bob Tway,15,,
65,T52,T52,Johnson Wagner,15,11.0,
66,T67,T67,Robert Allenby,14,3.0,
67,T67,T67,Woody Austin,14,,
68,T67,T67,Brian Bateman,14,,
69,T67,T67,Russ Cochran,14,,
70,T67,T67,Marco Dawson,14,,
71,T67,T67,Steve Flesch,14,2.0,
72,T67,T67,Rickie Fowler,14,8.0,
