,Consecutive_Par_5_Birdies_RANK THIS WEEK,Consecutive_Par_5_Birdies_RANK LAST WEEK,Consecutive_Par_5_Birdies_PLAYER NAME,Consecutive_Par_5_Birdies_EVENTS,Consecutive_Par_5_Birdies_NUMBER OF HOLES
0,T1,T1,Alex Cejka,22,12
1,T1,T1,Rory McIlroy,18,12
2,T1,T1,Justin Rose,18,12
3,T1,T1,Gary Woodland,26,12
4,T5,T5,Jason Dufner,28,10
5,T5,T5,Robert Garrigus,21,10
6,T5,T5,Matt Kuchar,26,10
7,T5,T5,Geoff Ogilvy,22,10
8,T5,T5,Scott Piercy,24,10
9,T10,T10,Tony Finau,28,9
10,T10,T10,Brian Harman,31,9
11,T10,T10,J.B. Holmes,22,9
12,T10,T10,Kevin Kisner,27,9
13,T10,T10,Andrew Loupe,27,9
14,T10,T10,Jamie Lovemark,27,9
15,T10,T10,Phil Mickelson,22,9
16,T10,T10,Francesco Molinari,18,9
17,T10,T10,Scott Pinckney,29,9
18,T10,T10,Alex Prugh,13,9
19,T10,T10,Adam Scott,20,9
20,T10,T10,Jordan Spieth,21,9
21,T10,T10,Harold Varner III,28,9
22,T10,T10,Jimmy Walker,25,9
23,T24,T24,Jason Bohn,21,8
24,T24,T24,Roberto Castro,27,8
25,T24,T24,Harris English,27,8
26,T24,T24,Rickie Fowler,23,8
27,T24,T24,Andres Gonzales,28,8
28,T24,T24,Mark Hubbard,30,8
29,T24,T24,Dustin Johnson,22,8
30,T24,T24,Smylie Kaufman,28,8
31,T24,T24,Jerry Kelly,23,8
32,T24,T24,Si Woo Kim,34,8
33,T24,T24,Michael Kim,29,8
34,T24,T24,Jason Kokrak,28,8
35,T24,T24,Andrew Landry,18,8
36,T24,T24,Ben Martin,28,8
37,T24,T24,Robert Streb,27,8
38,T24,T24,Michael Thompson,23,8
39,T24,T24,Cameron Tringale,25,8
40,T41,T41,Aaron Baddeley,28,7
41,T41,T41,Daniel Berger,26,7
42,T41,T41,Jonas Blixt,26,7
43,T41,T41,Michael Bradley,8,7
44,T41,T41,Chad Campbell,28,7
45,T41,T41,Paul Casey,22,7
46,T41,T41,Brendon de Jonge,30,7
47,T41,T41,Ken Duke,20,7
48,T41,T41,Charles Howell III,25,7
49,T41,T41,Michael Johnson,4,7
50,T41,T41,Søren Kjeldsen,12,7
51,T41,T41,Martin Laird,24,7
52,T41,T41,Spencer Levin,32,7
53,T41,T41,Luke List,27,7
54,T41,T41,Peter Malnati,32,7
55,T41,T41,Graeme McDowell,21,7
56,T41,T41,Seung-Yul Noh,28,7
57,T41,T41,Henrik Norlander,21,7
58,T41,T41,Jon Rahm,9,7
59,T41,T41,Patrick Reed,28,7
60,T41,T41,Kyle Reifers,34,7
61,T41,T41,Brendan Steele,25,7
62,T41,T41,Hunter Stewart,8,7
63,T41,T41,Daniel Summerhays,28,7
64,T41,T41,Hudson Swafford,30,7
65,T41,T41,Jhonattan Vegas,27,7
66,T41,T41,Camilo Villegas,27,7
67,T41,T41,Bubba Watson,19,7
68,T41,T41,Boo Weekley,26,7
69,T41,T41,Tim Wilkinson,22,7
70,T71,T71,Thomas Aiken,23,6
71,T71,T71,Blayne Barber,27,6
72,T71,T71,Ricky Barnes,29,6
73,T71,T71,Zac Blair,31,6
74,T71,T71,Ryan Blaum,1,6
75,T71,T71,Scott Brown,27,6
76,T71,T71,Bronson Burgoon,27,6
77,T71,T71,Miguel Angel Carballo,18,6
78,T71,T71,Bud Cauley,14,6
79,T71,T71,Kevin Chappell,27,6
80,T71,T71,Stewart Cink,19,6
81,T71,T71,Tim Clark,7,6
82,T71,T71,Ben Crane,27,6
83,T71,T71,Jason Day,20,6
84,T71,T71,Graham DeLaet,21,6
85,T71,T71,Derek Fathauer,30,6
86,T71,T71,Matthew Fitzpatrick,12,6
87,T71,T71,Brice Garnett,15,6
88,T71,T71,Jason Gore,27,6
89,T71,T71,Adam Hadwin,27,6
90,T71,T71,Charley Hoffman,26,6
91,T71,T71,Morgan Hoffmann,25,6
92,T71,T71,Billy Horschel,20,6
93,T71,T71,Billy Hurley III,20,6
94,T71,T71,Hiroshi Iwata,29,6
95,T71,T71,Zach Johnson,24,6
96,T71,T71,Matt Jones,27,6
97,T71,T71,Chris Kirk,28,6
98,T71,T71,Scott Langley,22,6
99,T71,T71,Danny Lee,28,6
100,T71,T71,Marc Leishman,25,6
101,T71,T71,HaoTong Li,3,6
102,T71,T71,David Lingmerth,24,6
103,T71,T71,Hideki Matsuyama,23,6
104,T71,T71,Troy Merritt,26,6
105,T71,T71,Bryce Molder,26,6
106,T71,T71,Kevin Na,26,6
