,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Jon Rahm,11,14
1,2,2,Jason Kokrak,128,11
2,T3,T3,Stewart Cink,491,9
3,T3,T3,Jim Herman,119,9
4,T3,T3,Dicky Pride,441,9
5,T6,T6,Paul Casey,182,8
6,T6,T6,Bud Cauley,93,8
7,T6,T6,Alex Cejka,315,8
8,T6,T6,Billy Hurley III,110,8
9,T6,T6,Scott Langley,108,8
10,T11,T11,Rafa Cabrera Bello,28,7
11,T11,T11,Chesson Hadley,87,7
12,T11,T11,Hiroshi Iwata,35,7
13,T14,T14,James Hahn,106,6
14,T14,T14,Morgan Hoffmann,107,6
15,T14,T14,Tim Wilkinson,133,6
16,T17,T17,Greg Chalmers,379,5
17,T17,T17,SSP Chawrasia,4,5
18,T17,T17,Brice Garnett,70,5
19,T17,T17,Adam Hart,2,5
20,T17,T17,Rory McIlroy,109,5
21,T17,T17,Greg Owen,245,5
22,T17,T17,Alex Prugh,111,5
23,T24,T24,Thomas Aiken,44,4
24,T24,T24,Ryan Armour,82,4
25,T24,T24,Ricky Barnes,229,4
26,T24,T24,Grégory Bourdy,14,4
27,T24,T24,Kevin Chappell,165,4
28,T24,T24,Ben Curtis,281,4
29,T24,T24,Charlie Danielson,3,4
30,T24,T24,Jared du Toit,1,4
31,T24,T24,Brian Harman,154,4
32,T24,T24,Shane Lowry,43,4
33,T24,T24,Nick Mason,5,4
34,T24,T24,Ryan Moore,274,4
35,T24,T24,Trey Mullinax,3,4
36,T24,T24,Paul Peterson,1,4
37,T24,T24,D.A. Points,273,4
38,T24,T24,Robby Shelton,6,4
39,T24,T24,Brett Stegmaier,31,4
40,T24,T24,Aaron Wise,2,4
41,T42,T42,Daniel Berger,57,3
42,T42,T42,Ryan Blaum,8,3
43,T42,T42,Roberto Castro,124,3
44,T42,T42,Chad Collins,153,3
45,T42,T42,Jason Day,184,3
46,T42,T42,Bryson DeChambeau,15,3
47,T42,T42,Jason Dufner,258,3
48,T42,T42,Matthew Fitzpatrick,16,3
49,T42,T42,Rickie Fowler,169,3
50,T42,T42,Rhein Gibson,20,3
51,T42,T42,Branden Grace,57,3
52,T42,T42,Emiliano Grillo,31,3
53,T42,T42,Bill Haas,307,3
54,T42,T42,Billy Horschel,146,3
55,T42,T42,David Howell,57,3
56,T42,T42,Zach Johnson,323,3
57,T42,T42,Joost Luiten,28,3
58,T42,T42,William McGirt,175,3
59,T42,T42,Geoff Ogilvy,339,3
60,T42,T42,Ryan Palmer,335,3
61,T42,T42,Cameron Percy,94,3
62,T42,T42,John Peterson,66,3
63,T42,T42,Scott Piercy,212,3
64,T42,T42,Patrick Reed,120,3
65,T42,T42,Kyle Reifers,125,3
66,T42,T42,Justin Rose,273,3
67,T42,T42,Dawie van der Walt,27,3
68,T42,T42,Armando Villarreal,3,3
69,T42,T42,Gary Woodland,169,3
70,T71,T71,Glen Day,457,2
71,T71,T71,Luke Donald,299,2
72,T71,T71,Nacho Elvira,1,2
73,T71,T71,Ross Fisher,57,2
74,T71,T71,Tommy Gainey,172,2
75,T71,T71,Matt Gilchrest,1,2
76,T71,T71,Retief Goosen,283,2
77,T71,T71,David Hearn,200,2
78,T71,T71,Miguel Angel Jiménez,135,2
79,T71,T71,Michael Johnson,4,2
80,T71,T71,Matt Kuchar,368,2
81,T71,T71,Bernhard Langer,306,2
82,T71,T71,Richard Lee,84,2
83,T71,T71,Marc Leishman,196,2
84,T71,T71,Prayad Marksaeng,14,2
85,T71,T71,Michio Matsumura,3,2
86,T71,T71,Hideki Matsuyama,80,2
87,T71,T71,Phil Mickelson,521,2
88,T71,T71,Rob Oppenheim,23,2
89,T71,T71,Justin Thomas,68,2
90,T71,T71,Bubba Watson,244,2
