,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Russell Knox,17
1,2,2,Charles Howell III,16
2,T3,T3,Kevin Kisner,15
3,T3,T3,Patrick Reed,15
4,5,5,Cameron Tringale,13
5,T6,T6,Chad Campbell,12
6,T6,T6,Si Woo Kim,12
7,T6,T6,Kevin Na,12
8,T9,T9,Jason Day,11
9,T9,T9,Jim Herman,11
10,T9,T9,Jason Kokrak,11
11,T9,T9,Jamie Lovemark,11
12,T9,T9,Johnson Wagner,11
13,T9,T9,Jimmy Walker,11
14,T15,T15,Jason Bohn,10
15,T15,T15,Jason Dufner,10
16,T15,T15,Smylie Kaufman,10
17,T15,T15,Martin Laird,10
18,T15,T15,William McGirt,10
19,T15,T15,Ryan Moore,10
20,T15,T15,Seung-Yul Noh,10
21,T15,T15,Webb Simpson,10
22,T15,T15,Nick Taylor,10
23,T15,T15,Tim Wilkinson,10
24,T25,T25,Tony Finau,9
25,T25,T25,Brice Garnett,9
26,T25,T25,Fabián Gómez,9
27,T25,T25,Bill Haas,9
28,T25,T25,Adam Hadwin,9
29,T25,T25,Marc Leishman,9
30,T25,T25,Hideki Matsuyama,9
31,T25,T25,Adam Scott,9
32,T25,T25,Brett Stegmaier,9
33,T25,T25,Harold Varner III,9
34,T35,T35,Ricky Barnes,8
35,T35,T35,Daniel Berger,8
36,T35,T35,Scott Brown,8
37,T35,T35,Bud Cauley,8
38,T35,T35,Alex Cejka,8
39,T35,T35,Kevin Chappell,8
40,T35,T35,Chad Collins,8
41,T35,T35,Jon Curran,8
42,T35,T35,Brendon de Jonge,8
43,T35,T35,Harris English,8
44,T35,T35,Rickie Fowler,8
45,T35,T35,Sergio Garcia,8
46,T35,T35,Branden Grace,8
47,T35,T35,Padraig Harrington,8
48,T35,T35,Dustin Johnson,8
49,T35,T35,Matt Jones,8
50,T35,T35,Jerry Kelly,8
51,T35,T35,Ben Martin,8
52,T35,T35,Graeme McDowell,8
53,T35,T35,Ryan Palmer,8
54,T35,T35,Scott Piercy,8
55,T35,T35,Kyle Reifers,8
56,T35,T35,Patrick Rodgers,8
57,T35,T35,Brandt Snedeker,8
58,T35,T35,Jordan Spieth,8
59,T35,T35,Henrik Stenson,8
60,T35,T35,Justin Thomas,8
61,T35,T35,David Toms,8
62,T35,T35,Jhonattan Vegas,8
63,T35,T35,Camilo Villegas,8
64,T35,T35,Bubba Watson,8
65,T66,T66,Zac Blair,7
66,T66,T66,Paul Casey,7
67,T66,T66,Roberto Castro,7
68,T66,T66,Stewart Cink,7
69,T66,T66,Ben Crane,7
70,T66,T66,Graham DeLaet,7
71,T66,T66,Derek Fathauer,7
72,T66,T66,Robert Garrigus,7
73,T66,T66,Lucas Glover,7
74,T66,T66,Brian Harman,7
75,T66,T66,Billy Horschel,7
76,T66,T66,Chris Kirk,7
77,T66,T66,Scott Langley,7
78,T66,T66,D.H. Lee,7
79,T66,T66,Danny Lee,7
80,T66,T66,Spencer Levin,7
81,T66,T66,Peter Malnati,7
82,T66,T66,Sean O'Hair,7
83,T66,T66,Cameron Percy,7
84,T66,T66,Robert Streb,7
85,T66,T66,Daniel Summerhays,7
86,T66,T66,Hudson Swafford,7
87,T66,T66,Gary Woodland,7
88,T89,T89,Tyler Aldridge,6
89,T89,T89,Keegan Bradley,6
90,T89,T89,Andres Gonzales,6
91,T89,T89,Retief Goosen,6
92,T89,T89,Emiliano Grillo,6
93,T89,T89,David Hearn,6
94,T89,T89,John Huh,6
95,T89,T89,Patton Kizzire,6
96,T89,T89,Brooks Koepka,6
97,T89,T89,Matt Kuchar,6
98,T89,T89,Anirban Lahiri,6
99,T89,T89,Andrew Landry,6
100,T89,T89,David Lingmerth,6
101,T89,T89,Luke List,6
102,T89,T89,Will MacKenzie,6
103,T89,T89,Phil Mickelson,6
104,T89,T89,Greg Owen,6
105,T89,T89,Dicky Pride,6
106,T89,T89,Alex Prugh,6
107,T89,T89,Jon Rahm,6
108,T89,T89,Chez Reavie,6
109,T89,T89,Andres Romero,6
110,T89,T89,Ryan Ruffels,6
111,T89,T89,John Senden,6
112,T89,T89,Brendan Steele,6
113,T89,T89,Shawn Stefani,6
114,T89,T89,Kevin Streelman,6
115,T89,T89,Tyrone Van Aswegen,6
116,T117,T117,Byeong Hun An,5
117,T117,T117,Stuart Appleby,5
118,T117,T117,Aaron Baddeley,5
119,T117,T117,Shane Bertsch,5
120,T117,T117,Jonas Blixt,5
121,T117,T117,Steven Bowditch,5
122,T117,T117,Miguel Angel Carballo,5
123,T117,T117,Greg Chalmers,5
124,T117,T117,K.J. Choi,5
125,T117,T117,Luke Donald,5
126,T117,T117,Derek Ernst,5
127,T117,T117,Luke Guthrie,5
128,T117,T117,Chesson Hadley,5
129,T117,T117,James Hahn,5
130,T117,T117,Russell Henley,5
131,T117,T117,Charley Hoffman,5
132,T117,T117,J.B. Holmes,5
133,T117,T117,Mark Hubbard,5
134,T117,T117,Billy Hurley III,5
135,T117,T117,Ryo Ishikawa,5
136,T117,T117,Hiroshi Iwata,5
137,T117,T117,Freddie Jacobson,5
138,T117,T117,Zach Johnson,5
139,T117,T117,Sung Kang,5
140,T117,T117,Michael Kim,5
141,T117,T117,Colt Knost,5
142,T117,T117,Kelly Kraft,5
143,T117,T117,Andrew Loupe,5
144,T117,T117,Steve Marino,5
145,T117,T117,Rory McIlroy,5
146,T117,T117,John Merrick,5
147,T117,T117,Bryce Molder,5
148,T117,T117,Henrik Norlander,5
149,T117,T117,Carlos Ortiz,5
150,T117,T117,Scott Pinckney,5
151,T117,T117,Wes Roach,5
152,T117,T117,Justin Rose,5
153,T117,T117,Sam Saunders,5
154,T117,T117,Charl Schwartzel,5
155,T117,T117,Scott Stallings,5
156,T117,T117,Hunter Stewart,5
157,T117,T117,Chris Stroud,5
158,T117,T117,Vaughn Taylor,5
159,T117,T117,D.J. Trahan,5
160,T117,T117,Marc Turnesa,5
161,T117,T117,Boo Weekley,5
162,T117,T117,Steve Wheatcroft,5
163,T117,T117,Mark Wilson,5
164,T165,T165,Thomas Aiken,4
165,T165,T165,Abraham Ancer,4
166,T165,T165,Kiradech Aphibarnrat,4
167,T165,T165,Ryan Armour,4
168,T165,T165,Blayne Barber,4
169,T165,T165,Grégory Bourdy,4
170,T165,T165,Wesley Bryan,4
171,T165,T165,Bronson Burgoon,4
172,T165,T165,Rafa Cabrera Bello,4
173,T165,T165,Rodolfo Cazaubón,4
174,T165,T165,Tim Clark,4
175,T165,T165,Erik Compton,4
176,T165,T165,Ben Curtis,4
177,T165,T165,Ross Fisher,4
178,T165,T165,Matthew Fitzpatrick,4
179,T165,T165,Martin Flores,4
180,T165,T165,Jim Furyk,4
181,T165,T165,Rhein Gibson,4
182,T165,T165,Tom Gillis,4
183,T165,T165,Scott Hend,4
184,T165,T165,J.J. Henry,4
185,T165,T165,Justin Hicks,4
186,T165,T165,Morgan Hoffmann,4
187,T165,T165,Tom Hoge,4
188,T165,T165,Thongchai Jaidee,4
189,T165,T165,Andrew Johnston,4
190,T165,T165,K.T. Kim,4
191,T165,T165,Whee Kim,4
192,T165,T165,Søren Kjeldsen,4
193,T165,T165,Lucas Lee,4
194,T165,T165,Richard Lee,4
195,T165,T165,Davis Love III,4
196,T165,T165,Hunter Mahan,4
197,T165,T165,Nick Mason,4
198,T165,T165,George McNeill,4
199,T165,T165,Troy Merritt,4
200,T165,T165,Geoff Ogilvy,4
201,T165,T165,Rob Oppenheim,4
202,T165,T165,Martin Piller,4
203,T165,T165,Ian Poulter,4
204,T165,T165,Ted Purdy,4
205,T165,T165,Michael Putnam,4
206,T165,T165,Rory Sabbatini,4
207,T165,T165,Ollie Schniederjans,4
208,T165,T165,Robby Shelton,4
209,T165,T165,Cameron Smith,4
210,T165,T165,Kyle Stanley,4
211,T165,T165,Steve Stricker,4
212,T165,T165,Michael Thompson,4
213,T165,T165,Dawie van der Walt,4
214,T165,T165,Bernd Wiesberger,4
215,T165,T165,Willy Wilcox,4
216,T165,T165,Danny Willett,4
217,T165,T165,Aaron Wise,4
218,T165,T165,Bobby Wyatt,4
219,T220,T220,Blake Adams,3
220,T220,T220,Robert Allenby,3
221,T220,T220,Ryan Blaum,3
222,T220,T220,Michael Bradley,3
223,T220,T220,Jonathan Byrd,3
224,T220,T220,Ángel Cabrera,3
225,T220,T220,Danny Chia,3
226,T220,T220,George Coetzee,3
227,T220,T220,Brian Davis,3
228,T220,T220,James Driscoll,3
229,T220,T220,Paul Dunne,3
230,T220,T220,Ernie Els,3
231,T220,T220,Matt Every,3
232,T220,T220,Jason Gore,3
233,T220,T220,Tyrrell Hatton,3
234,T220,T220,Tim Herron,3
235,T220,T220,David Howell,3
236,T220,T220,Kent Jones,3
237,T220,T220,Satoshi Kodaira,3
238,T220,T220,Justin Leonard,3
239,T220,T220,HaoTong Li,3
240,T220,T220,Shane Lowry,3
241,T220,T220,Shaun Micheel,3
242,T220,T220,Francesco Molinari,3
243,T220,T220,James Morrison,3
244,T220,T220,Louis Oosthuizen,3
245,T220,T220,Jeff Overton,3
246,T220,T220,Rod Pampling,3
247,T220,T220,Pat Perez,3
248,T220,T220,Carl Pettersson,3
249,T220,T220,D.A. Points,3
250,T220,T220,Vijay Singh,3
251,T220,T220,Darron Stiles,3
252,T220,T220,Brian Stuard,3
253,T220,T220,Andy Sullivan,3
254,T220,T220,Brendon Todd,3
255,T220,T220,Nick Watney,3
256,T220,T220,Lee Westwood,3
257,T220,T220,Chris Wood,3
258,T259,T259,Arjun Atwal,2
259,T259,T259,Eric Axley,2
260,T259,T259,Cameron Beckman,2
261,T259,T259,Charlie Beljan,2
262,T259,T259,Rafael Campos,2
263,T259,T259,SSP Chawrasia,2
264,T259,T259,Nick Cullen,2
265,T259,T259,Charlie Danielson,2
266,T259,T259,Bryson DeChambeau,2
267,T259,T259,Andrew Dodt,2
268,T259,T259,Jamie Donaldson,2
269,T259,T259,Zecheng Dou,2
270,T259,T259,Ken Duke,2
271,T259,T259,Gonzalo Fernandez-Castaño,2
272,T259,T259,Jorge Fernández-Valdés,2
273,T259,T259,Tommy Fleetwood,2
274,T259,T259,Steve Flesch,2
275,T259,T259,Tommy Gainey,2
276,T259,T259,Joey Garber,2
277,T259,T259,Brian Gay,2
278,T259,T259,Brandon Hagy,2
279,T259,T259,Mark Hensby,2
280,T259,T259,Trevor Immelman,2
281,T259,T259,Miguel Angel Jiménez,2
282,T259,T259,Robert Karlsson,2
283,T259,T259,Martin Kaymer,2
284,T259,T259,Frank Lickliter II,2
285,T259,T259,Lance Lopez,2
286,T259,T259,Jarrod Lyle,2
287,T259,T259,Prayad Marksaeng,2
288,T259,T259,Troy Matteson,2
289,T259,T259,Billy Mayfair,2
290,T259,T259,Lee McCoy,2
291,T259,T259,Maverick McNealy,2
292,T259,T259,Yusaku Miyazato,2
293,T259,T259,Trey Mullinax,2
294,T259,T259,John Rollins,2
295,T259,T259,Xander Schauffele,2
296,T259,T259,Conrad Shindler,2
297,T259,T259,Omar Uresti,2
298,T259,T259,Bo Van Pelt,2
