,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,,
1,2,2,Charles Howell III,16,10.0,
2,T3,T3,Chris DiMarco,14,,
3,T3,T3,Scott Hoch,14,,
4,T3,T3,Johnson Wagner,14,7.0,
5,T3,T3,Tiger Woods,14,,
6,T7,T7,Brendon de Jonge,13,5.0,
7,T7,T7,Harrison Frazar,13,,
8,T7,T7,Chris Kirk,13,5.0,
9,T7,T7,Davis Love III,13,2.0,
10,T7,T7,Scott Piercy,13,7.0,
11,T7,T7,Webb Simpson,13,5.0,
12,T13,T13,Briny Baird,12,,
13,T13,T13,Joe Durant,12,,
14,T13,T13,Billy Horschel,12,5.0,
15,T13,T13,Shigeki Maruyama,12,,
16,T13,T13,Mark O'Meara,12,,
17,T13,T13,Tim Petrovic,12,1.0,
18,T13,T13,Chris Riley,12,1.0,
19,T13,T13,Kevin Sutherland,12,,
20,T13,T13,David Toms,12,4.0,
21,T22,T22,Brian Bateman,11,,
22,T22,T22,Steven Bowditch,11,3.0,
23,T22,T22,Jonathan Byrd,11,2.0,
24,T22,T22,Ben Crane,11,3.0,
25,T22,T22,Jason Day,11,7.0,
26,T22,T22,David Edwards,11,,
27,T22,T22,Jim Furyk,11,4.0,
28,T22,T22,J.P. Hayes,11,,
29,T22,T22,Jerry Kelly,11,6.0,
30,T22,T22,Bernhard Langer,11,,
31,T22,T22,Bruce Lietzke,11,,
32,T22,T22,Jamie Lovemark,11,11.0,
33,T22,T22,Mark McCumber,11,,
34,T22,T22,Rory McIlroy,11,5.0,
35,T22,T22,Jerry Pate,11,,
36,T22,T22,Kenny Perry,11,,
37,T22,T22,John Senden,11,4.0,
38,T22,T22,Scott Verplank,11,,
39,T40,T40,Woody Austin,10,,
40,T40,T40,Chad Campbell,10,6.0,
41,T40,T40,Fred Couples,10,,
42,T40,T40,Brian Davis,10,2.0,
43,T40,T40,Steve Flesch,10,1.0,
44,T40,T40,Carlos Franco,10,,
45,T40,T40,David Frost,10,,
46,T40,T40,Fred Funk,10,1.0,
47,T40,T40,Robert Gamez,10,,
48,T40,T40,Lucas Glover,10,3.0,
49,T40,T40,Retief Goosen,10,4.0,
50,T40,T40,Zach Johnson,10,3.0,
51,T40,T40,Matt Kuchar,10,5.0,
52,T40,T40,Rocco Mediate,10,,
53,T40,T40,Ryan Moore,10,10.0,
54,T40,T40,Corey Pavin,10,,
55,T40,T40,David Peoples,10,,
56,T40,T40,Tom Pernice Jr.,10,,
57,T40,T40,Carl Pettersson,10,2.0,
58,T40,T40,Mike Reid,10,,
59,T40,T40,Loren Roberts,10,,
60,T40,T40,Gene Sauers,10,,
61,T40,T40,Tom Sieckmann,10,,
62,T40,T40,Joey Sindelar,10,,
63,T40,T40,Chris Smith,10,1.0,
64,T40,T40,Brandt Snedeker,10,6.0,
65,T40,T40,Kevin Streelman,10,6.0,
66,T40,T40,Jhonattan Vegas,10,3.0,
67,T40,T40,Grant Waite,10,,
68,T69,T69,Billy Andrade,9,,
69,T69,T69,Stuart Appleby,9,4.0,
70,T69,T69,Tommy Armour III,9,,
71,T69,T69,Aaron Baddeley,9,3.0,
72,T69,T69,Cameron Beckman,9,2.0,
73,T69,T69,Notah Begay III,9,,
74,T69,T69,Bart Bryant,9,,
75,T69,T69,Brad Bryant,9,,
76,T69,T69,Mark Calcavecchia,9,,
77,T69,T69,Bud Cauley,9,8.0,
78,T69,T69,K.J. Choi,9,4.0,
79,T69,T69,Stewart Cink,9,5.0,
80,T69,T69,Lennie Clements,9,,
81,T69,T69,Jason Dufner,9,9.0,
82,T69,T69,Ernie Els,9,3.0,
83,T69,T69,Rickie Fowler,9,7.0,
84,T69,T69,Sergio Garcia,9,5.0,
85,T69,T69,Brian Gay,9,2.0,
86,T69,T69,Paul Goydos,9,,
87,T69,T69,Jay Haas,9,,
88,T69,T69,Bill Haas,9,4.0,
89,T69,T69,Padraig Harrington,9,4.0,
90,T69,T69,Justin Hicks,9,4.0,
91,T69,T69,John Huston,9,,
92,T69,T69,Tom Lehman,9,,
93,T69,T69,Justin Leonard,9,3.0,
94,T69,T69,Steve Marino,9,3.0,
95,T69,T69,Troy Matteson,9,1.0,
96,T69,T69,Blaine McCallister,9,,
97,T69,T69,Phil Mickelson,9,5.0,
98,T69,T69,Francesco Molinari,9,3.0,
99,T69,T69,Gil Morgan,9,,
100,T69,T69,Kevin Na,9,8.0,
101,T69,T69,Greg Norman,9,,
102,T69,T69,Jesper Parnevik,9,,
103,T69,T69,Chris Perry,9,,
104,T69,T69,Heath Slocum,9,1.0,
105,T69,T69,Jeff Sluman,9,,
106,T69,T69,Steve Stricker,9,3.0,
107,T69,T69,Hal Sutton,9,,
108,T69,T69,Nicholas Thompson,9,,
109,T69,T69,Brendon Todd,9,3.0,
110,T69,T69,Kirk Triplett,9,,
111,T69,T69,Bob Tway,9,,
112,T69,T69,Mike Weir,9,,
113,T69,T69,Mark Wilson,9,4.0,
114,T115,T115,John Adams,8,,
115,T115,T115,Robert Allenby,8,1.0,
116,T115,T115,Paul Azinger,8,,
117,T115,T115,Ian Baker-Finch,8,,
118,T115,T115,Doug Barron,8,,
119,T115,T115,Andy Bean,8,,
120,T115,T115,Matt Bettencourt,8,1.0,
121,T115,T115,Jason Bohn,8,5.0,
122,T115,T115,Keegan Bradley,8,6.0,
123,T115,T115,Rex Caldwell,8,,
124,T115,T115,Jim Carter,8,,
125,T115,T115,Bobby Clampett,8,,
126,T115,T115,Tim Clark,8,4.0,
127,T115,T115,Russ Cochran,8,,
128,T115,T115,Chad Collins,8,3.0,
129,T115,T115,John Cook,8,,
130,T115,T115,Ken Duke,8,2.0,
131,T115,T115,David Duval,8,,
132,T115,T115,Harris English,8,8.0,
133,T115,T115,Matt Every,8,2.0,
134,T115,T115,Brice Garnett,8,8.0,
135,T115,T115,Bob Gilder,8,,
136,T115,T115,Bill Glasson,8,,
137,T115,T115,Hubert Green,8,,
138,T115,T115,Ken Green,8,,
139,T115,T115,Donnie Hammond,8,,
140,T115,T115,Dudley Hart,8,,
141,T115,T115,Mark Hayes,8,,
142,T115,T115,Jim Herman,8,5.0,
143,T115,T115,Charley Hoffman,8,4.0,
144,T115,T115,Mike Hulbert,8,,
145,T115,T115,Hale Irwin,8,,
146,T115,T115,Dustin Johnson,8,8.0,
147,T115,T115,Steve Jones,8,,
148,T115,T115,Matt Jones,8,4.0,
149,T115,T115,Tom Kite,8,,
150,T115,T115,Greg Kraft,8,,
151,T115,T115,Martin Laird,8,6.0,
152,T115,T115,Danny Lee,8,4.0,
153,T115,T115,Ian Leggatt,8,,
154,T115,T115,Marc Leishman,8,6.0,
155,T115,T115,Spencer Levin,8,5.0,
156,T115,T115,David Lingmerth,8,6.0,
157,T115,T115,Steve Lowery,8,,
158,T115,T115,Bill Lunde,8,,
159,T115,T115,Hideki Matsuyama,8,8.0,
160,T115,T115,George McNeill,8,1.0,
161,T115,T115,Larry Mize,8,,
162,T115,T115,Bryce Molder,8,3.0,
163,T115,T115,Arron Oberholser,8,,
164,T115,T115,Jeff Overton,8,2.0,
165,T115,T115,Greg Owen,8,5.0,
166,T115,T115,Ryan Palmer,8,8.0,
167,T115,T115,Craig Parry,8,,
168,T115,T115,D.A. Points,8,3.0,
169,T115,T115,Nick Price,8,,
170,T115,T115,John Rollins,8,2.0,
171,T115,T115,Rory Sabbatini,8,3.0,
172,T115,T115,Adam Scott,8,8.0,
173,T115,T115,Vijay Singh,8,3.0,
174,T115,T115,Craig Stadler,8,,
175,T115,T115,Kevin Stadler,8,,
176,T115,T115,Shawn Stefani,8,3.0,
177,T115,T115,Henrik Stenson,8,8.0,
178,T115,T115,Curtis Strange,8,,
179,T115,T115,Robert Streb,8,4.0,
180,T115,T115,Josh Teater,8,,
181,T115,T115,Jim Thorpe,8,,
182,T115,T115,Cameron Tringale,8,8.0,
183,T115,T115,Bobby Wadkins,8,,
184,T115,T115,Jimmy Walker,8,5.0,
185,T115,T115,Bubba Watson,8,6.0,
186,T115,T115,D.A. Weibring,8,,
187,T115,T115,Charlie Wi,8,1.0,
188,T189,T189,Michael Allen,7,,
189,T189,T189,Stephen Ames,7,,
190,T189,T189,Byeong Hun An,7,3.0,
191,T189,T189,Ricky Barnes,7,5.0,
192,T189,T189,Scott Brown,7,5.0,
193,T189,T189,Tom Byrum,7,,
194,T189,T189,Paul Casey,7,7.0,
195,T189,T189,Alex Cejka,7,7.0,
196,T189,T189,Greg Chalmers,7,5.0,
197,T189,T189,Daniel Chopra,7,1.0,
198,T189,T189,Rod Curl,7,,
199,T189,T189,Robert Damron,7,,
200,T189,T189,Glen Day,7,1.0,
201,T189,T189,Luke Donald,7,5.0,
202,T189,T189,James Driscoll,7,2.0,
203,T189,T189,Joel Edwards,7,,
