,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Adam Scott,20
1,2,2,Jason Day,18
2,3,3,Daniel Berger,17
3,T4,T4,Jason Dufner,14
4,T4,T4,Zach Johnson,14
5,6,6,Hudson Swafford,13
6,7,7,Russell Knox,12
7,T8,T8,Harris English,11
8,T8,T8,Jim Furyk,11
9,T8,T8,Emiliano Grillo,11
10,T8,T8,Ryan Moore,11
11,T8,T8,Charl Schwartzel,11
12,T8,T8,Jordan Spieth,11
13,T14,T14,Kevin Kisner,10
14,T14,T14,Patrick Reed,10
15,T16,T16,Brooks Koepka,9
16,T16,T16,Brandt Snedeker,9
17,T16,T16,Jhonattan Vegas,9
18,T19,T19,Blayne Barber,8
19,T19,T19,Rickie Fowler,8
20,T19,T19,Steve Stricker,8
21,T22,T22,Ricky Barnes,7
22,T22,T22,Keegan Bradley,7
23,T22,T22,Martin Kaymer,7
24,T25,T25,Paul Casey,6
25,T25,T25,Ryan Palmer,6
26,T25,T25,Justin Rose,6
27,T25,T25,Brian Stuard,6
28,T29,T29,Rafa Cabrera Bello,5
29,T29,T29,Bud Cauley,5
30,T29,T29,Scott Hend,5
31,T29,T29,Matt Kuchar,5
32,T29,T29,Sean O'Hair,5
33,T29,T29,Louis Oosthuizen,5
34,T29,T29,Thomas Pieters,5
35,T29,T29,Scott Pinckney,5
36,T29,T29,Alex Prugh,5
37,T38,T38,Kevin Chappell,4
38,T38,T38,Luke Donald,4
39,T38,T38,Tony Finau,4
40,T38,T38,Adam Hadwin,4
41,T38,T38,J.B. Holmes,4
42,T38,T38,John Huh,4
43,T38,T38,Billy Hurley III,4
44,T38,T38,Dustin Johnson,4
45,T38,T38,Andrew Johnston,4
46,T38,T38,Søren Kjeldsen,4
47,T38,T38,Jamie Lovemark,4
48,T38,T38,Rory McIlroy,4
49,T38,T38,Scott Piercy,4
50,T38,T38,Brendan Steele,4
51,T38,T38,Shawn Stefani,4
52,T38,T38,Johnson Wagner,4
53,T38,T38,Lee Westwood,4
54,T38,T38,Gary Woodland,4
55,T56,T56,Zac Blair,3
56,T56,T56,Grégory Bourdy,3
57,T56,T56,Roberto Castro,3
58,T56,T56,Jon Curran,3
59,T56,T56,Tom Gillis,3
60,T56,T56,Lucas Glover,3
61,T56,T56,Fabián Gómez,3
62,T56,T56,Andres Gonzales,3
63,T56,T56,Brian Harman,3
64,T56,T56,Padraig Harrington,3
65,T56,T56,David Hearn,3
66,T56,T56,Jim Herman,3
67,T56,T56,Si Woo Kim,3
68,T56,T56,Jason Kokrak,3
69,T56,T56,Peter Malnati,3
70,T56,T56,Hideki Matsuyama,3
71,T56,T56,Kyle Reifers,3
72,T56,T56,Kyle Stanley,3
73,T56,T56,Kevin Streelman,3
74,T56,T56,Andy Sullivan,3
75,T56,T56,Jimmy Walker,3
76,T56,T56,Danny Willett,3
77,T78,T78,Aaron Baddeley,2
78,T78,T78,Shane Bertsch,2
79,T78,T78,Jonas Blixt,2
80,T78,T78,Rafael Campos,2
81,T78,T78,Alex Cejka,2
82,T78,T78,Greg Chalmers,2
83,T78,T78,SSP Chawrasia,2
84,T78,T78,Danny Chia,2
85,T78,T78,Stewart Cink,2
86,T78,T78,George Coetzee,2
87,T78,T78,Charlie Danielson,2
88,T78,T78,Andrew Dodt,2
89,T78,T78,Martin Flores,2
90,T78,T78,Sergio Garcia,2
91,T78,T78,Branden Grace,2
92,T78,T78,Bill Haas,2
93,T78,T78,Brandon Hagy,2
94,T78,T78,James Hahn,2
95,T78,T78,David Howell,2
96,T78,T78,Charles Howell III,2
97,T78,T78,Yuta Ikeda,2
98,T78,T78,Thongchai Jaidee,2
99,T78,T78,Miguel Angel Jiménez,2
100,T78,T78,Smylie Kaufman,2
101,T78,T78,Chris Kirk,2
102,T78,T78,Kelly Kraft,2
103,T78,T78,Andrew Landry,2
104,T78,T78,Scott Langley,2
105,T78,T78,Richard Lee,2
106,T78,T78,Marc Leishman,2
107,T78,T78,David Lingmerth,2
108,T78,T78,Billy Mayfair,2
109,T78,T78,William McGirt,2
110,T78,T78,Phil Mickelson,2
111,T78,T78,Trey Mullinax,2
112,T78,T78,Kevin Na,2
113,T78,T78,Alex Noren,2
114,T78,T78,Geoff Ogilvy,2
115,T78,T78,Dicky Pride,2
116,T78,T78,Ryan Ruffels,2
117,T78,T78,Rory Sabbatini,2
118,T78,T78,Young-han Song,2
119,T78,T78,Robert Streb,2
120,T78,T78,Vaughn Taylor,2
121,T78,T78,Justin Thomas,2
122,T78,T78,Dawie van der Walt,2
123,T78,T78,Harold Varner III,2
124,T78,T78,Bubba Watson,2
125,T78,T78,Mark Wilson,2
