,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Tyrrell Hatton,5,14,,1,5,2016400
1,T2,T2,Steven Bowditch,26,12,1.0,1,10,2016280
2,T2,T2,K.J. Choi,22,12,,1,16,2016140
3,T2,T2,Michael Kim,29,12,2.0,2,16,2016330
4,T2,T2,Justin Rose,18,12,1.0,3,7,2016180
5,T6,T6,Russell Henley,25,11,,1,14,2016140
6,T6,T6,Mark Wilson,21,11,,3,4,2016060
7,T8,T8,Paul Casey,22,10,3.0,3,12,2016180
8,T8,T8,Jason Day,20,10,,3,11,2016290
9,T8,T8,Brian Gay,13,10,1.0,3,14,2016270
10,T8,T8,Mark Hubbard,30,10,,1,17,2016170
11,T8,T8,Kevin Na,26,10,,2,12,2016120
12,T8,T8,Brandt Snedeker,27,10,5.0,1,8,2016480
13,T14,T14,Robert Allenby,23,9,2.0,1,18,2016210
14,T14,T14,Daniel Berger,26,9,,1,10,2016170
15,T14,T14,Erik Compton,24,9,2.0,1,13,2016300
16,T14,T14,Jon Curran,30,9,,4,14,2016030
17,T14,T14,Gonzalo Fernandez-Castaño,2,9,,1,18,2016040
18,T14,T14,Trevor Immelman,11,9,,3,4,2016280
19,T14,T14,Colt Knost,26,9,,1,15,2016020
20,T14,T14,Matt Kuchar,26,9,1.0,1,10,2016410
21,T14,T14,Jarrod Lyle,10,9,,1,5,2016210
22,T14,T14,George McNeill,23,9,,1,18,2016310
23,T14,T14,Ryan Moore,23,9,1.0,2,6,2016430
24,T14,T14,Dicky Pride,21,9,1.0,3,10,2016390
25,T14,T14,Robert Streb,27,9,2.0,3,2,2016050
26,T14,T14,Hudson Swafford,30,9,1.0,3,11,2016130
27,T28,T28,Shane Bertsch,9,8,,1,15,2016110
28,T28,T28,Roberto Castro,27,8,1.0,1,11,2016120
29,T28,T28,Rodolfo Cazaubón,3,8,,2,15,2016210
30,T28,T28,Greg Chalmers,12,8,1.0,1,8,2016410
31,T28,T28,Chad Collins,26,8,3.0,1,15,2016290
32,T28,T28,Marcus Fraser,5,8,4.0,2,15,2016370
33,T28,T28,Sergio Garcia,15,8,2.0,1,14,2016420
34,T28,T28,Jason Gore,27,8,,1,18,2016250
35,T28,T28,Chesson Hadley,27,8,1.0,3,3,2016410
36,T28,T28,Adam Hadwin,27,8,,3,17,2016450
37,T28,T28,Hiroshi Iwata,29,8,2.0,1,2,2016120
38,T28,T28,Si Woo Kim,34,8,2.0,1,3,2016290
39,T28,T28,Chris Kirk,28,8,8.0,4,5,2016480
40,T28,T28,Jason Kokrak,28,8,1.0,4,16,2016200
41,T28,T28,Phil Mickelson,22,8,2.0,4,7,2016320
42,T28,T28,Bryce Molder,26,8,,4,18,2016300
43,T28,T28,Seung-Yul Noh,28,8,,2,18,2016230
44,T28,T28,Sean O'Hair,27,8,,2,15,2016230
45,T28,T28,Scott Pinckney,29,8,,1,15,2016390
46,T28,T28,Ted Purdy,9,8,,2,6,2016260
47,T28,T28,Jordan Spieth,21,8,,4,17,2016340
48,T28,T28,Daniel Summerhays,28,8,,4,10,2016010
49,T28,T28,Nick Taylor,26,8,1.0,2,12,2016250
50,T28,T28,Brendon Todd,29,8,,1,16,2016330
51,T28,T28,David Toms,19,8,1.0,4,5,2016010
52,T53,T53,Aaron Baddeley,28,7,1.0,4,4,2016210
53,T53,T53,Ricky Barnes,29,7,2.0,1,1,2016450
54,T53,T53,Zac Blair,31,7,1.0,2,2,2016140
55,T53,T53,Keegan Bradley,26,7,,4,11,2016450
56,T53,T53,Kevin Chappell,27,7,,4,17,2016200
57,T53,T53,Brian Davis,9,7,,3,13,2016150
58,T53,T53,Ken Duke,20,7,,3,3,2016170
59,T53,T53,Harris English,27,7,5.0,4,11,2016470
60,T53,T53,Lucas Glover,23,7,,2,16,2016200
61,T53,T53,Fabián Gómez,26,7,4.0,4,7,2016470
62,T53,T53,Luke Guthrie,19,7,,1,11,2016390
63,T53,T53,Brian Harman,31,7,,4,9,2016280
64,T53,T53,Padraig Harrington,16,7,,4,10,2016160
65,T53,T53,Tim Herron,14,7,,1,8,2016040
66,T53,T53,Charley Hoffman,26,7,,1,1,2016230
67,T53,T53,Tom Hoge,26,7,,1,2,2016310
68,T53,T53,John Huh,28,7,,1,7,2016410
