,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,1,1,Daniel Berger,26,8
1,T2,T2,Kevin Chappell,27,7
2,T2,T2,Jim Furyk,14,7
3,T2,T2,Fabián Gómez,26,7
4,T2,T2,Jim Herman,29,7
5,T2,T2,Kevin Na,26,7
6,T7,T7,Jon Curran,30,6
7,T7,T7,Morgan Hoffmann,25,6
8,T7,T7,Billy Horschel,20,6
9,T7,T7,Matt Jones,27,6
10,T7,T7,Brooks Koepka,21,6
11,T7,T7,Matt Kuchar,26,6
12,T7,T7,David Lingmerth,24,6
13,T7,T7,William McGirt,28,6
14,T7,T7,Bryce Molder,26,6
15,T7,T7,Francesco Molinari,18,6
16,T7,T7,Ryan Moore,23,6
17,T7,T7,Jeff Overton,25,6
18,T7,T7,Patrick Reed,28,6
19,T7,T7,Cameron Smith,24,6
20,T7,T7,Jhonattan Vegas,27,6
21,T22,T22,Stuart Appleby,23,5
22,T22,T22,Blayne Barber,27,5
23,T22,T22,Ryan Blaum,1,5
24,T22,T22,Steven Bowditch,26,5
25,T22,T22,Bud Cauley,14,5
26,T22,T22,Ben Crane,27,5
27,T22,T22,Jason Dufner,28,5
28,T22,T22,Ken Duke,20,5
29,T22,T22,Harris English,27,5
30,T22,T22,Adam Hadwin,27,5
31,T22,T22,Brian Harman,31,5
32,T22,T22,Charley Hoffman,26,5
33,T22,T22,Tom Hoge,26,5
34,T22,T22,Mark Hubbard,30,5
35,T22,T22,Hiroshi Iwata,29,5
36,T22,T22,Dustin Johnson,22,5
37,T22,T22,Smylie Kaufman,28,5
38,T22,T22,Whee Kim,27,5
39,T22,T22,D.H. Lee,22,5
40,T22,T22,Danny Lee,28,5
41,T22,T22,Marc Leishman,25,5
42,T22,T22,Spencer Levin,32,5
43,T22,T22,Andrew Loupe,27,5
44,T22,T22,Will MacKenzie,26,5
45,T22,T22,Peter Malnati,32,5
46,T22,T22,Ben Martin,28,5
47,T22,T22,Lee McCoy,7,5
48,T22,T22,Graeme McDowell,21,5
49,T22,T22,Troy Merritt,26,5
50,T22,T22,Louis Oosthuizen,17,5
51,T22,T22,Scott Piercy,24,5
52,T22,T22,Scott Pinckney,29,5
53,T22,T22,Justin Rose,18,5
54,T22,T22,John Senden,28,5
55,T22,T22,Brandt Snedeker,27,5
56,T22,T22,Brendan Steele,25,5
57,T22,T22,Shawn Stefani,29,5
58,T22,T22,Chris Stroud,27,5
59,T22,T22,Hudson Swafford,30,5
60,T22,T22,Vaughn Taylor,24,5
61,T22,T22,Justin Thomas,28,5
62,T22,T22,Brendon Todd,29,5
63,T22,T22,D.J. Trahan,14,5
64,T22,T22,Tyrone Van Aswegen,31,5
65,T22,T22,Harold Varner III,28,5
66,T22,T22,Danny Willett,9,5
67,T68,T68,Joe Affrunti,4,4
68,T68,T68,Tyler Aldridge,28,4
69,T68,T68,Byeong Hun An,14,4
70,T68,T68,Matt Atkins,1,4
71,T68,T68,Ricky Barnes,29,4
72,T68,T68,Shane Bertsch,9,4
73,T68,T68,Zac Blair,31,4
74,T68,T68,Jonas Blixt,26,4
75,T68,T68,Jason Bohn,21,4
76,T68,T68,Keegan Bradley,26,4
77,T68,T68,Bronson Burgoon,27,4
