,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,T1,T1,Kevin Chappell,27,7
1,T1,T1,Kevin Na,26,7
2,3,3,Jhonattan Vegas,27,6
3,T4,T4,Dustin Johnson,22,5
4,T4,T4,Smylie Kaufman,28,5
5,T4,T4,Andrew Loupe,27,5
6,T4,T4,Justin Rose,18,5
7,T4,T4,Shawn Stefani,29,5
8,T4,T4,Hudson Swafford,30,5
9,T10,T10,Bud Cauley,14,4
10,T10,T10,Adam Hadwin,27,4
11,T10,T10,Brian Harman,31,4
12,T10,T10,Jim Herman,29,4
13,T10,T10,Tom Hoge,26,4
14,T10,T10,Charles Howell III,25,4
15,T10,T10,Colt Knost,26,4
16,T10,T10,Brooks Koepka,21,4
17,T10,T10,Kelly Kraft,20,4
18,T10,T10,Scott Langley,22,4
19,T10,T10,D.H. Lee,22,4
20,T10,T10,Jamie Lovemark,27,4
21,T10,T10,Shane Lowry,17,4
22,T10,T10,Hunter Mahan,22,4
23,T10,T10,Rory McIlroy,18,4
24,T10,T10,Michael Thompson,23,4
25,T10,T10,Steve Wheatcroft,26,4
26,T27,T27,Thomas Aiken,23,3
27,T27,T27,Robert Allenby,23,3
28,T27,T27,Abraham Ancer,19,3
29,T27,T27,Daniel Berger,26,3
30,T27,T27,Ryan Blaum,1,3
31,T27,T27,Jonas Blixt,26,3
32,T27,T27,Bronson Burgoon,27,3
33,T27,T27,Rafa Cabrera Bello,10,3
34,T27,T27,Miguel Angel Carballo,18,3
35,T27,T27,Alex Cejka,22,3
36,T27,T27,Jon Curran,30,3
37,T27,T27,Jared du Toit,1,3
38,T27,T27,Harris English,27,3
39,T27,T27,Rickie Fowler,23,3
40,T27,T27,Jim Furyk,14,3
41,T27,T27,Joey Garber,4,3
42,T27,T27,Sergio Garcia,15,3
43,T27,T27,Brice Garnett,15,3
44,T27,T27,Luke Guthrie,19,3
45,T27,T27,Bill Haas,24,3
46,T27,T27,David Hearn,29,3
47,T27,T27,Charley Hoffman,26,3
48,T27,T27,Mark Hubbard,30,3
49,T27,T27,Martin Kaymer,10,3
50,T27,T27,Jerry Kelly,23,3
51,T27,T27,K.T. Kim,7,3
52,T27,T27,Si Woo Kim,34,3
53,T27,T27,Anirban Lahiri,21,3
54,T27,T27,Danny Lee,28,3
55,T27,T27,Marc Leishman,25,3
56,T27,T27,Luke List,27,3
57,T27,T27,Ben Martin,28,3
58,T27,T27,Graeme McDowell,21,3
59,T27,T27,William McGirt,28,3
60,T27,T27,Sean O'Hair,27,3
61,T27,T27,Ryan Palmer,23,3
62,T27,T27,Rod Pampling,18,3
63,T27,T27,Cameron Percy,15,3
64,T27,T27,Scott Piercy,24,3
65,T27,T27,Martin Piller,22,3
66,T27,T27,Scott Pinckney,29,3
67,T27,T27,Haydn Porteous,1,3
68,T27,T27,Ryan Ruffels,7,3
69,T27,T27,Rory Sabbatini,20,3
70,T27,T27,Adam Scott,20,3
71,T27,T27,Cameron Smith,24,3
72,T27,T27,Brandt Snedeker,27,3
73,T27,T27,Kyle Stanley,28,3
74,T27,T27,Brendan Steele,25,3
75,T27,T27,Henrik Stenson,14,3
76,T27,T27,Robert Streb,27,3
77,T27,T27,Chris Stroud,27,3
78,T27,T27,Daniel Summerhays,28,3
79,T27,T27,Justin Thomas,28,3
80,T27,T27,Tyrone Van Aswegen,31,3
81,T27,T27,Dawie van der Walt,25,3
82,T27,T27,Harold Varner III,28,3
83,T27,T27,Johnson Wagner,26,3
84,T27,T27,Jimmy Walker,25,3
85,T27,T27,Willy Wilcox,23,3
86,T27,T27,Chris Wood,8,3
87,T88,T88,Tyler Aldridge,28,2
88,T88,T88,Byeong Hun An,14,2
89,T88,T88,Stuart Appleby,23,2
90,T88,T88,Ryan Armour,1,2
91,T88,T88,Aaron Baddeley,28,2
92,T88,T88,Blayne Barber,27,2
93,T88,T88,Shane Bertsch,9,2
94,T88,T88,Zac Blair,31,2
95,T88,T88,Jason Bohn,21,2
96,T88,T88,Michael Bradley,8,2
97,T88,T88,Keegan Bradley,26,2
98,T88,T88,Scott Brown,27,2
99,T88,T88,Jonathan Byrd,6,2
100,T88,T88,Frankie Capan,1,2
101,T88,T88,Paul Casey,22,2
102,T88,T88,Roberto Castro,27,2
103,T88,T88,Greg Chalmers,12,2
104,T88,T88,K.J. Choi,22,2
105,T88,T88,Stewart Cink,19,2
