,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,David Hearn,29,222
1,2,2,Alex Cejka,22,160
2,T3,T3,Paul Casey,22,148
3,T3,T3,Kevin Kisner,27,148
4,5,5,Jamie Lovemark,27,144
5,6,6,Brian Stuard,20,128
6,7,7,Brandt Snedeker,27,124
7,8,8,Gary Woodland,26,122
8,9,9,Brendon de Jonge,30,111
9,10,10,Vaughn Taylor,24,108
10,11,11,Smylie Kaufman,28,106
11,12,12,Brooks Koepka,21,102
12,13,13,Daniel Summerhays,28,101
13,14,14,Graeme McDowell,21,99
14,T15,T15,Chad Campbell,28,98
15,T15,T15,John Senden,28,98
16,17,17,Jim Herman,29,97
17,18,18,Hunter Mahan,22,95
18,19,19,Kyle Reifers,34,89
19,20,20,Jason Day,20,88
20,21,21,Jason Dufner,28,84
21,22,22,Hideki Matsuyama,23,75
22,T23,T23,Luke Donald,23,73
23,T23,T23,Ryan Moore,23,73
24,25,25,Rory McIlroy,18,65
25,26,26,Patrick Reed,28,63
26,T27,T27,Marc Leishman,25,59
27,T27,T27,Charl Schwartzel,19,59
28,T27,T27,Brendan Steele,25,59
29,T30,T30,Fabián Gómez,26,57
30,T30,T30,Sean O'Hair,27,57
31,32,32,Louis Oosthuizen,17,56
32,33,33,Billy Hurley III,20,53
33,T34,T34,Aaron Baddeley,28,52
34,T34,T34,Jhonattan Vegas,27,52
35,T34,T34,Bubba Watson,19,52
36,37,37,Webb Simpson,20,51
37,T38,T38,Scott Langley,22,49
38,T38,T38,David Lingmerth,24,49
39,T38,T38,Johnson Wagner,26,49
40,41,41,Jason Kokrak,28,48
41,42,42,Jonas Blixt,26,46
42,T43,T43,Chad Collins,26,45
43,T43,T43,Michael Kim,29,45
44,T43,T43,D.H. Lee,22,45
45,46,46,Justin Thomas,28,43
46,47,47,Graham DeLaet,21,39
47,T48,T48,Charles Howell III,25,37
48,T48,T48,Matt Kuchar,26,37
49,T48,T48,Peter Malnati,32,37
50,51,51,Jerry Kelly,23,36
51,T52,T52,Ernie Els,21,35
52,T52,T52,Morgan Hoffmann,25,35
53,T52,T52,Rory Sabbatini,20,35
54,T55,T55,Ken Duke,20,34
55,T55,T55,Luke Guthrie,19,34
56,T55,T55,Sung Kang,29,34
57,T55,T55,Jordan Spieth,21,34
58,T59,T59,Charley Hoffman,26,33
59,T59,T59,Carlos Ortiz,29,33
60,T59,T59,Kyle Stanley,28,33
61,T62,T62,Hiroshi Iwata,29,32
62,T62,T62,Anirban Lahiri,21,32
63,64,64,Bronson Burgoon,27,31
64,65,65,Henrik Norlander,21,30
65,T66,T66,Daniel Berger,26,29
66,T66,T66,Chris Kirk,28,29
67,T66,T66,Adam Scott,20,29
68,T69,T69,Martin Laird,24,28
69,T69,T69,Francesco Molinari,18,28
70,71,71,Jason Gore,27,27
71,T72,T72,Robert Allenby,23,26
72,T72,T72,William McGirt,28,26
73,T72,T72,Scott Pinckney,29,26
74,T72,T72,Jimmy Walker,25,26
75,76,76,Andres Gonzales,28,25
76,T77,T77,Blayne Barber,27,24
77,T77,T77,Ben Martin,28,24
78,T77,T77,Scott Stallings,27,24
79,T80,T80,Abraham Ancer,19,23
80,T80,T80,Bill Haas,24,23
81,T80,T80,Bryce Molder,26,23
82,T80,T80,Geoff Ogilvy,22,23
83,T84,T84,Stuart Appleby,23,22
84,T84,T84,Adam Hadwin,27,22
85,T84,T84,James Hahn,26,22
86,T84,T84,Si Woo Kim,34,22
87,T84,T84,Andrew Landry,18,22
88,T84,T84,Steve Stricker,15,22
89,T84,T84,Willy Wilcox,23,22
90,T91,T91,Stewart Cink,19,21
91,T91,T91,Brett Stegmaier,29,21
92,T91,T91,Dawie van der Walt,25,21
93,T94,T94,Ricky Barnes,29,20
94,T94,T94,Jim Furyk,14,20
95,T94,T94,Russell Henley,25,20
96,T94,T94,J.J. Henry,24,20
97,T94,T94,Billy Horschel,20,20
98,T94,T94,Luke List,27,20
99,T94,T94,Phil Mickelson,22,20
100,T94,T94,Chez Reavie,27,20
101,T102,T102,Rickie Fowler,23,19
102,T102,T102,Sergio Garcia,15,19
103,T102,T102,Patton Kizzire,27,19
104,T102,T102,Kevin Na,26,19
105,T102,T102,Scott Piercy,24,19
106,T107,T107,Freddie Jacobson,26,18
107,T107,T107,Kelly Kraft,20,18
108,T107,T107,Shane Lowry,17,18
109,T110,T110,Robert Garrigus,21,17
110,T110,T110,Whee Kim,27,17
111,T110,T110,Jeff Overton,25,17
112,T110,T110,Rod Pampling,18,17
113,T114,T114,Thomas Aiken,23,16
114,T114,T114,Kevin Chappell,27,16
115,T114,T114,Greg Owen,29,16
116,T114,T114,Chris Stroud,27,16
117,T114,T114,Tim Wilkinson,22,16
118,119,119,Cameron Tringale,25,15
119,120,120,Jon Curran,30,14
120,T121,T121,Scott Brown,27,13
121,T121,T121,Ben Crane,27,13
122,T121,T121,Branden Grace,18,13
123,T121,T121,Brian Harman,31,13
124,T121,T121,Vijay Singh,22,13
125,T121,T121,Camilo Villegas,27,13
126,T127,T127,Harris English,27,12
127,T127,T127,Derek Fathauer,30,12
128,T129,T129,Retief Goosen,16,11
129,T129,T129,Emiliano Grillo,25,11
130,T129,T129,Spencer Levin,32,11
131,T129,T129,Patrick Rodgers,28,11
132,T129,T129,Brendon Todd,29,11
133,T134,T134,Steven Bowditch,26,10
134,T134,T134,Russell Knox,25,10
135,T136,T136,Lucas Glover,23,9
136,T136,T136,Chesson Hadley,27,9
137,T136,T136,Matt Jones,27,9
138,T136,T136,Steve Marino,24,9
139,T136,T136,Sam Saunders,24,9
140,T136,T136,Cameron Smith,24,9
141,T136,T136,Kevin Streelman,26,9
142,T136,T136,David Toms,19,9
143,T144,T144,Roberto Castro,27,8
144,T144,T144,Rhein Gibson,20,8
145,T144,T144,Danny Lee,28,8
146,T144,T144,Hudson Swafford,30,8
147,T148,T148,Mark Hubbard,30,7
148,T148,T148,John Huh,28,7
149,T148,T148,Andrew Loupe,27,7
150,T148,T148,Justin Rose,18,7
151,T152,T152,Dustin Johnson,22,6
152,T152,T152,Rob Oppenheim,21,6
153,T152,T152,Boo Weekley,26,6
154,T152,T152,Mark Wilson,21,6
155,T156,T156,Zac Blair,31,5
156,T156,T156,Jason Bohn,21,5
157,T156,T156,Keegan Bradley,26,5
158,T156,T156,Wes Roach,21,5
159,T156,T156,Robert Streb,27,5
160,T161,T161,K.J. Choi,22,4
161,T161,T161,Tom Hoge,26,4
162,T161,T161,J.B. Holmes,22,4
163,T161,T161,Colt Knost,26,4
164,T161,T161,Tyrone Van Aswegen,31,4
165,T166,T166,George McNeill,23,3
166,T166,T166,Seung-Yul Noh,28,3
167,T166,T166,Dicky Pride,21,3
168,T166,T166,Steve Wheatcroft,26,3
169,T170,T170,Tyler Aldridge,28,2
170,T170,T170,Erik Compton,24,2
171,T170,T170,Derek Ernst,20,2
172,T170,T170,Tony Finau,28,2
173,T170,T170,Padraig Harrington,16,2
174,T170,T170,Will MacKenzie,26,2
175,T170,T170,Troy Merritt,26,2
176,T170,T170,Ryan Palmer,23,2
177,T170,T170,Nick Taylor,26,2
178,T179,T179,Zach Johnson,24,1
179,T179,T179,Shawn Stefani,29,1
180,T179,T179,Michael Thompson,23,1
181,T179,T179,Harold Varner III,28,1
